90223,2.2313e+05,3.9627e+05,236.29,1.4454e+06,38934,3.1351e+06,4.6013e+05
47411,34831,1.4293e+05,1.1283e+05,8.4709e+05,9414.1,3.668e+06,3.9273e+05
2.2139e+05,92227,8.6396e+05,4.411e+05,1.1882e+05,82429,26605,1.8295e+05
96218,51525,72755,79106,94852,23172,5.0501e+05,1.9986e+05
26676,17350,1.3075e+05,18571,12523,9096.1,7473.1,95361
21446,41245,32701,43689,6028.6,3074.3,62898,16261
1.0202e+05,90711,1.0651e+05,1.0081e+05,4855.4,7763.6,8906.5,3718.7
17367,12011,14108,23708,23325,3906.5,1.6691e+05,29552
1.1796e+05,85613,2.1192e+05,1.018e+05,30679,9683.2,20626,23660
66894,25509,2.3283e+05,31910,46200,6422.3,13038,18146
1.0678e+05,12486,1.0777e+05,2728,75509,251.19,1.8787e+05,16109
11202,11765,10614,8640.3,11272,1322.6,49348,4779.2
8285.3,2639.9,15082,2514.5,216.89,3003.1,5958.4,16044
24132,18061,46654,31314,5933.2,1941.9,29869,3525.5
9493.5,11030,14245,8556.4,8832.2,2.0388,40243,6879.9
8631.5,3988.2,4756.5,3078.7,4058.1,126.75,20036,688.01
10472,7995.5,22444,12237,62.828,1561.2,4389.5,1873.8
8614.8,6605.3,21401,8143.4,229.3,174.56,3416.5,444.87
10712,8771.3,4354,9575.5,689.45,727.14,5255.2,853.27
495.3,409.38,1103.9,682.7,4899.5,14.021,19212,9.0928
580.79,415.59,8405.9,840.25,143.2,380.01,1966.7,283.7
888.76,277.9,2521.3,136.46,881.23,84.301,2439.9,651.01
602.77,1516.8,481.19,1386.4,3411.7,11.069,20249,57.162
1391.3,34.06,5344.1,298.73,1271,14.791,2931.2,77.591
1261.9,536.27,3138.2,730.89,532.55,130.24,4890,57.975
2085.3,1620.4,2037.8,710.02,262.63,16.02,80.476,1009.7
251.02,1217.6,952.61,1817.9,1331.6,185.83,1664.3,248.77
527.36,293.35,2084,1233.5,372.25,138.85,3162.5,789.46
668.43,744.65,1437.1,977.64,71.881,79.147,2570.4,193.66
686.14,1066.1,1841.9,1167.3,170.7,614.47,665.69,3036.6
2752.4,1690.5,478.1,72.887,971.43,47.958,4701,336.66
578.86,106.9,200.71,620.46,252.04,30.177,2741.7,781.21
412.97,838.52,736.37,820.62,277.06,220.04,1675.7,380.01
459.44,279.68,529.31,105.9,644.45,121.94,3353.5,299.51
