2.0194e+07,1.9116e+07,1.4863e+07,1.9351e+07,1.9511e+07,1.9206e+06,1.3686e+07,8.9856e+06
8.4486e+06,8.5186e+06,6.4206e+06,6.2325e+06,6.2746e+06,6.118e+05,3.7233e+06,2.4195e+05
1.7053e+06,1.8563e+06,1.0129e+06,1.7623e+06,1.4613e+06,4.8513e+05,1.7722e+06,1.85e+06
7.1014e+05,5.987e+05,4.8626e+05,5.1335e+05,5.2953e+05,22007,6.5936e+05,2.4253e+05
5.9831e+05,6.3485e+05,4.7414e+05,6.9732e+05,6.0154e+05,1.8952e+05,7.018e+05,7.928e+05
12320,14357,12838,13036,84338,687.9,1.672e+05,75878
3.5011e+05,3.3438e+05,2.2141e+05,2.8415e+05,1.484e+05,23822,1.1864e+05,1.0845e+05
2.3802e+05,2.4703e+05,1.8839e+05,2.3777e+05,1.5387e+05,37949,1.5922e+05,1.661e+05
32046,47606,10517,30991,30222,3807.3,27705,68207
1.1731e+05,1.3655e+05,38567,1.3403e+05,40071,29461,37691,47730
49084,55909,33007,75055,70324,9761,1.0047e+05,77845
1.4414e+05,1.3672e+05,1.0924e+05,1.4081e+05,68753,15895,73661,95480
35463,34938,33977,34825,41406,3233.1,26195,10216
36040,35786,23123,31315,29830,782.66,31329,23543
42909,46593,20564,52730,21318,13664,43718,46891
65609,63325,61609,66031,36963,11798,44642,38333
24162,22190,18777,21287,15431,6195.5,19117,14803
18509,22133,19822,21870,23729,3410.6,26617,17760
27162,23671,17007,19609,28656,5687.2,31206,15181
26720,23110,21719,23982,13443,4986.2,18927,16872
20474,25481,11812,28856,13650,2446.2,23113,25537
17256,15918,12889,13270,13541,2030.6,13730,8554.2
11641,11892,9200.9,11358,13023,2505,11987,9946.3
17669,16513,16923,18923,16936,4124.4,11298,9097.4
16953,15122,8117,10881,11068,2908.1,9374.2,20603
6514.2,7263.3,5702.5,10926,6049.2,1275.4,6820.9,5206
10341,7843,7503.6,8893.4,10981,4389.1,5372.2,1118.1
9282.3,10655,6697.1,10509,10813,1735.7,8120.9,7080.1
8723,8694.4,7085.7,5625,7092.3,4218.4,7967,6989.2
12433,10573,7445.4,12160,6587.3,1830.2,10605,4872.5
12502,11163,9032.2,6098.2,5845,314.22,9627.6,4337.6
12913,11650,6822,9980.9,9632,1692.9,14817,13687
7213.4,7058.7,6576.3,6897.3,5799.3,2215.7,6087.7,7247.7
9723.1,8097.5,5174.7,7979.4,5114.2,319.85,5750.5,9976.4
8027.9,7077.8,4304,6432.8,4567.9,2344.4,5386.5,1358.6
6711.3,5406.6,4156.7,5254.3,4493.6,1224.1,6100.4,1711.8
6719.5,5810.6,5908.2,6074.2,4863.8,1647.3,4101.2,3948.3
7424.7,7411.2,4080.6,6770.9,4682.5,1510.7,5083,6819.9
5222.3,5010.2,3948.7,5913,4624.2,893.85,6900.4,4014
4744.9,4441,3681.2,4688.2,4822.9,895.5,7038,3913.7
4364.6,4379.2,2833.5,4964.1,4155.8,1602,2872.8,3196.4
4448.7,4436,3319.9,4098.2,3647.2,773.76,3892.6,4491.9
3989.5,4070,2609.1,3899.2,3017,1147.1,2934.6,2754.5
4287.5,4262.2,2691,3652.6,3533.4,597.14,3280.7,3454.5
4661.5,4469.1,2898.2,3778.5,3207.1,591.55,2879,2951.9
5044.9,4546.4,3068.9,3829.5,3216.9,526.56,3368,2322.2
3701.3,3510.1,2624,3450.7,2820.2,544.02,3081.4,2895.9
3401.4,3329.7,2326.3,3018.8,2710.4,619.44,3188.3,2519.9
3307.6,3240,2250.1,2988.3,2756.8,521.81,3023.6,1905.8
3514.7,3354.9,2371.1,3185.4,2657.7,534.55,2687.3,2463.1
3402.7,3253.4,2255.3,3050.1,2509,558.46,2768.9,2135.7
3113.8,2945.5,2077.3,2794.8,2338,523.91,2486.3,1995.1
3071.2,2940.4,2075.7,2720.8,2390.9,474.09,2528.5,2099.2
