class,name_of_feature,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,DomFreq-_Brazil,7.33458177278402,7.880774032459426,6.132958801498126,8.130461922596753,7.771535580524345,6.367041198501872,6.788389513108614,6.273408239700374,6.445068664169786,8.302122347066168,8.333333333333332,6.445068664169787,7.13171036204744,5.368289637952559,8.22409488139825,5.68039950062422,7.896379525593008,9.347690387016229,8.333333333333334,6.35143570536829,7.303370786516854
1,DomFreq-_Brazil,5.4193621609351945,4.270230393825899,4.412098513222109,5.915900578821927,3.7878787878787885,5.050505050505051,5.774032459425718,4.553966632618319,6.015208262399273,8.58302122347066,6.5401203041652485,6.4124389967086595,7.8311201906707515,7.093405969810463,7.49063670411985,7.277834525025536,7.6608784473953,8.015548745885823,6.540120304165248,6.596867551923731,7.49063670411985
