electrode1,electrode2,electrode3,electrode4,electrode5,electrode6,electrode7,electrode8,electrode9,electrode10,electrode11,electrode12,electrode13,electrode14,electrode15,electrode16,electrode17,electrode18,electrode19,electrode20,electrode21
27.55,-7.7198,-12.732,2.3311,10.349,8.8176,6.908,-2.5753,2.3533,0.78205,12.53,18.912,17.543,8.1719,14.596,15.815,31.906,11.468,27.119,20.489,16.009
29.497,-5.1794,-12.806,3.279,9.4867,8.4936,7.9117,-2.9891,1.5916,-2.4183,8.6494,17.343,12.464,2.4362,13.711,8.7787,26.656,7.2346,21.147,16.128,13.116
30.225,-2.8724,-12.464,3.9066,9.5145,7.9125,9.3798,-1.8683,1.9582,-4.4552,6.482,15.946,8.0435,-1.6051,12.651,4.1756,21.645,2.3864,16.038,12.36,10.2
29.566,-1.6738,-11.719,4.0063,10.722,7.0442,11.488,0.82202,3.329,-4.6682,6.5707,14.744,5.9439,-2.8856,12.11,3.0047,18.725,-1.4519,13.015,10.199,8.1568
28.266,-1.7379,-10.718,3.3865,12.775,6.1522,13.89,4.2286,4.7821,-3.2475,8.232,13.592,6.6376,-1.7749,12.036,4.4204,18.032,-3.6972,11.926,9.4239,6.9399
27.23,-2.7239,-9.8582,1.9667,14.841,5.5165,15.751,6.9943,5.2214,-1.0018,10.064,12.28,9.2942,0.40417,11.981,6.4135,18.37,-4.624,11.733,9.0202,6.0076
26.793,-4.3477,-9.6623,-0.13203,16.056,5.0488,16.189,8.1634,4.1027,1.2413,10.839,10.65,12.532,2.2948,11.735,7.162,18.572,-4.6022,11.412,8.0497,5.0797
26.575,-6.6532,-10.529,-2.5948,15.978,4.1949,14.738,7.7497,1.7487,3.0834,10.112,8.6733,15.346,3.1862,11.547,6.1234,18.484,-3.6658,10.615,6.2968,4.4329
25.856,-9.7542,-12.612,-5.0509,14.691,2.2651,11.454,6.4296,-0.87607,4.5716,8.2139,6.4775,17.455,3.1399,11.786,4.1918,18.778,-1.7894,9.7919,4.3647,4.5247
24.106,-13.366,-15.834,-7.237,12.563,-1.0462,6.7312,4.7659,-2.6856,5.9118,5.8199,4.3438,18.968,2.6601,12.553,2.889,20.014,0.66398,9.7801,3.293,5.4624
21.334,-16.647,-19.839,-9.0398,9.9297,-5.347,1.1008,2.8078,-2.9717,7.1683,3.5059,2.5945,19.855,2.2038,13.667,3.1659,21.982,2.9972,11.132,3.9223,6.8895
18.193,-18.547,-23.846,-10.399,7.0206,-9.6368,-4.8001,0.38654,-1.6974,8.1309,1.5457,1.3428,19.7,1.8347,14.876,4.6416,23.826,4.6464,13.588,6.2792,8.2638
15.806,-18.385,-26.685,-11.194,4.1031,-12.672,-10.16,-2.3388,0.49275,8.3907,-0.030106,0.29656,17.798,1.2355,15.892,5.8144,24.607,5.3869,16.063,9.3096,9.0891
15.357,-16.225,-27.219,-11.234,1.5893,-13.376,-13.969,-4.6694,2.5798,7.5795,-1.2436,-1.0943,13.507,0.046104,16.188,5.0753,23.741,5.0194,17.191,11.236,8.9087
17.534,-12.809,-24.94,-10.342,-0.062948,-11.191,-15.176,-5.637,3.7241,5.6486,-2.0176,-3.1423,6.7788,-1.7716,15.028,1.7787,21.144,3.0988,16.07,10.471,7.3308
22.095,-9.1516,-20.295,-8.4716,-0.57878,-6.3896,-13.118,-4.5147,3.7831,3.0063,-2.183,-5.4891,-1.3311,-3.8652,11.993,-3.3605,17.262,-0.67585,12.719,6.5978,4.3207
27.846,-6.074,-14.56,-5.8155,-0.030271,-0.18951,-8.1052,-1.2861,3.4,0.39431,-1.6275,-7.1899,-8.6353,-5.742,7.6357,-8.7133,13.034,-5.6717,8.028,0.77653,0.51985
33.139,-3.9181,-9.3828,-2.876,1.1801,5.5434,-1.746,3.1596,3.4934,-1.4337,-0.42348,-7.3089,-12.598,-7.048,3.543,-12.607,9.6649,-10.091,3.3778,-4.717,-2.8663
36.631,-2.5591,-6.2139,-0.41511,2.5042,9.0756,3.5125,7.3235,4.4695,-2.0355,1.2015,-5.5259,-11.604,-7.6203,1.5469,-14.048,8.1808,-11.84,0.18676,-7.5727,-4.6722
37.86,-1.6608,-5.7549,0.80128,3.5081,9.668,5.6341,9.8815,5.7896,-1.4286,2.9987,-2.2648,-5.86,-7.3777,2.6406,-12.981,9.0165,-9.8963,-0.51711,-6.5535,-4.3896
37.346,-0.99762,-7.6148,0.39822,4.0674,7.9124,4.24,10.467,6.3207,-0.030159,4.7685,1.661,2.7168,-6.2873,6.4231,-10.094,11.889,-5.0235,1.5158,-2.0664,-2.3037
36.241,-0.60876,-10.457,-1.3176,4.3617,5.2632,0.81349,9.7506,5.26,1.5364,6.3315,5.471,11.461,-4.4642,11.402,-6.3845,15.988,0.77184,5.5527,4.0639,0.85055
35.793,-0.67628,-12.72,-3.4316,4.6486,3.1066,-2.4226,8.6751,2.8958,2.6792,7.5207,8.5512,18.039,-2.2141,15.798,-2.7078,20.279,5.5197,10.1,9.5006,4.3112
36.828,-1.2729,-13.51,-4.9055,4.9893,2.0394,-4.0789,7.5513,0.52368,3.0303,8.2422,10.325,21.07,0.097635,18.253,0.44174,23.743,8.2591,13.552,12.51,7.4697
39.381,-2.2455,-13.011,-5.1978,5.1767,1.7732,-4.3233,5.9429,-0.48084,2.5057,8.4806,10.17,20.213,2.1914,18.132,2.7784,25.522,9.0769,14.876,12.637,9.8305
42.622,-3.3093,-12.104,-4.5759,4.9542,1.5683,-4.2457,3.444,0.31867,1.2297,8.1896,7.6237,16.029,3.8273,15.504,3.8795,25.035,8.4417,13.857,10.542,10.957
45.247,-4.1766,-11.582,-3.8716,4.3341,0.80481,-4.5935,0.51396,2.1694,-0.54907,7.2482,2.8308,9.8026,4.6626,11.028,3.0971,22.173,6.6095,10.873,7.2216,10.556
46.251,-4.5768,-11.639,-3.8722,3.6872,-0.64683,-5.0898,-1.5477,3.816,-2.4471,5.664,-3.1276,3.2942,4.3178,5.8646,0.034864,17.504,3.6878,6.5868,3.3608,8.7055
45.545,-4.2732,-12.011,-4.819,3.4487,-2.3764,-4.8714,-1.532,4.4695,-3.9567,3.8728,-8.3742,-1.7182,2.741,1.488,-4.7106,12.325,0.21675,1.9067,-0.62191,6.0422
43.947,-3.2045,-12.466,-6.318,3.6493,-3.6383,-3.4911,0.68487,4.2599,-4.6498,2.7562,-10.952,-4.0532,0.54476,-0.73642,-9.3297,8.3105,-2.5121,-1.939,-4.0803,3.6747
42.553,-1.6395,-13.045,-7.59,3.7256,-3.6733,-1.4748,3.9737,3.949,-4.4649,3.2092,-9.7999,-3.5952,-1.1226,-0.14628,-11.618,6.755,-3.0222,-3.6805,-5.9752,2.6697
42.036,-0.099524,-13.848,-7.8373,2.8847,-2.042,0.049029,6.7206,4.2884,-3.7342,5.5142,-5.4263,-1.3091,-1.2403,2.8109,-10.424,7.8076,-0.82787,-2.7705,-5.4742,3.36
42.374,0.95541,-14.679,-6.6044,0.78451,1.106,0.23369,7.8341,5.525,-2.8564,8.9711,0.18445,1.2047,0.3369,6.6915,-6.5943,10.239,2.8155,-0.074767,-2.8432,4.9932
43.076,1.4135,-15.047,-4.0598,-2.0751,4.9681,-0.90534,7.2219,7.3098,-1.98,12.077,4.5078,2.3359,2.6746,9.6871,-2.5445,12.021,5.3996,2.3355,0.32473,6.0879
43.617,1.5373,-14.577,-1.0124,-4.6242,8.393,-2.6198,5.5834,8.9651,-1.0565,13.227,5.8121,1.0424,4.3387,10.443,-0.67839,11.44,4.6953,2.4721,1.9902,5.3468
43.761,1.7497,-13.368,1.4806,-5.9065,10.488,-3.9828,3.9371,9.8904,-0.13017,11.604,4.0953,-2.6762,4.3393,8.6761,-1.8606,8.1274,0.28079,-0.08359,1.0728,2.5389
43.637,2.3647,-11.89,2.7365,-5.5796,11.117,-4.3291,3.2609,9.8389,0.55176,7.7433,0.97673,-7.5445,2.7025,5.3261,-5.0793,3.3381,-6.0041,-3.7806,-1.7515,-1.2519
43.603,3.4328,-10.543,2.8478,-3.9242,10.904,-3.365,4.2212,8.9445,0.7321,3.4031,-1.3919,-11.358,0.30906,2.1251,-8.3901,-0.72812,-11.032,-6.2264,-4.5201,-4.2254
44.021,4.7759,-9.342,2.5645,-1.5479,10.8,-1.107,6.8683,7.6043,0.35894,0.7438,-1.5698,-12.034,-1.6818,0.71618,-10.195,-2.1856,-12.205,-5.9108,-5.3183,-4.9548
45.014,6.1444,-8.0318,2.7742,0.87878,11.636,2.161,10.474,6.3636,-0.42011,1.3209,0.67784,-8.8284,-2.2726,1.7999,-9.8455,-0.45953,-8.9367,-3.0652,-3.4011,-3.2154
46.304,7.3148,-6.4971,3.9454,2.7422,13.856,5.9082,13.816,5.7866,-1.394,5.4481,4.7721,-2.7955,-0.77844,4.8901,-7.3958,3.6411,-2.787,0.92607,0.67012,0.052478
47.223,8.0227,-5.0891,5.8332,3.5411,17.307,9.4084,15.827,6.2148,-2.3429,12.168,9.9335,3.8693,3.0265,8.8257,-3.1567,8.6832,3.7601,4.7813,5.7177,3.5655
47.027,7.8832,-4.5703,7.5706,2.9678,21.038,11.831,16.118,7.4967,-2.9971,19.668,15.352,9.0732,8.6096,12.554,2.3579,13.46,8.8757,8.0092,10.683,6.5614
45.421,6.5426,-5.6191,8.1128,1.0433,23.453,12.418,14.993,8.9556,-3.0482,25.863,19.974,11.748,14.552,15.541,8.1511,17.281,12.134,10.604,14.848,8.9996
42.864,4.0355,-8.18,6.8386,-1.7167,23.102,10.825,13.122,9.7251,-2.2855,29.022,22.488,11.984,19.003,17.616,12.679,19.725,14.076,12.382,17.657,11.084
40.318,0.99736,-11.188,3.9733,-4.2664,19.705,7.5291,11.272,9.2461,-0.76402,28.338,21.837,10.561,20.584,18.634,14.348,20.356,15.243,12.803,18.609,12.717
38.6,-1.5439,-13.049,0.54696,-5.3733,14.532,3.8933,10.143,7.5597,1.124,24.271,17.929,8.3224,19.064,18.353,12.339,18.801,15.598,11.428,17.448,13.426
37.932,-2.6843,-12.644,-2.1256,-4.3464,9.6698,1.5734,10.132,5.1974,2.745,18.389,11.917,5.7809,15.296,16.643,7.1956,15.141,14.722,8.4703,14.457,12.804
38.012,-2.1092,-10.103,-3.1348,-1.6472,6.7139,1.5201,11.04,2.7921,3.4957,12.688,5.7621,3.1557,10.575,13.772,0.73417,10.252,12.457,4.8899,10.539,10.99
38.397,-0.25116,-6.7496,-2.4188,1.2629,5.9298,3.3442,12.12,0.73952,3.1595,8.7181,1.3326,0.70206,6.0424,10.486,-4.702,5.7242,9.3491,1.9578,6.961,8.7704
38.715,1.9007,-4.2701,-0.69771,2.8864,6.4154,5.6058,12.591,-0.82275,2.1163,6.9935,-0.41444,-1.0882,2.4922,7.7586,-7.2799,3.233,6.4774,0.64459,4.8378,7.1512
38.609,3.255,-3.7847,1.023,2.6808,6.9033,6.7779,12.137,-1.7775,1.1597,6.9616,0.23039,-1.7846,0.41105,6.2947,-6.4545,3.6054,4.7617,1.219,4.6093,6.6772
37.674,3.1355,-5.4132,2.0104,1.2249,6.4737,6.0655,10.859,-1.8812,0.94164,7.4429,1.9824,-1.6181,-0.040763,6.0687,-3.0868,6.1966,4.2784,3.2256,5.791,7.0058
35.628,1.5681,-8.4777,2.0368,-0.45709,4.8077,3.537,8.8436,-0.94937,1.4417,7.2741,3.252,-1.6669,0.89033,6.2974,1.1392,9.1744,4.189,5.7789,7.209,7.1255
32.62,-0.83459,-12.005,1.2286,-1.6464,2.1149,-0.23442,6.0788,0.82878,1.944,5.89,2.9674,-3.1619,2.6465,6.0013,4.6538,10.692,3.4151,7.9654,7.6504,6.1262
29.378,-3.2424,-15.091,-0.16652,-2.1319,-1.0118,-4.469,2.947,2.8751,1.6225,3.6413,1.1507,-6.3596,4.6728,4.825,6.7425,10.129,1.5383,9.1281,6.5357,3.9444
26.975,-4.9357,-16.973,-1.7995,-1.9718,-3.7676,-8.2178,0.60041,4.5895,0.28777,1.6583,-1.1057,-10.024,6.6513,3.4332,7.6502,8.3904,-0.84676,8.9186,4.1411,1.4606
26.263,-5.491,-17.033,-3.1126,-1.2809,-5.4011,-10.416,0.46334,5.6893,-1.3426,1.2006,-2.3447,-12.102,8.3764,3.0508,7.9959,6.9957,-2.6278,7.1864,1.2147,-0.15345
27.284,-4.9143,-15.001,-3.4421,-0.20587,-5.517,-10.225,3.1354,6.1469,-2.1046,2.7729,-1.7346,-11.095,9.4262,4.457,7.9427,6.7367,-3.0632,3.8968,-1.6545,-0.32139
29.148,-3.6973,-11.276,-2.4214,1.0859,-4.2195,-7.5109,7.7779,5.8902,-1.2297,5.618,0.3536,-7.0486,9.0998,7.2798,6.8246,7.0672,-2.3056,-0.77535,-4.3381,0.51672
30.595,-2.6096,-6.9179,-0.32709,2.4693,-2.0074,-3.0787,12.61,4.7398,1.0716,8.0592,2.606,-1.5007,6.8516,10.183,3.6282,6.6802,-1.2137,-6.2389,-6.9151,1.2423
30.86,-2.2252,-3.1593,2.0298,3.8111,0.45353,1.5575,15.979,2.7344,3.6861,8.5302,3.6093,3.4111,2.8721,11.748,-2.006,4.6787,-0.74142,-11.423,-9.2281,0.8515
30.082,-2.5319,-0.77545,3.8302,4.7775,2.5266,4.746,17.011,0.46362,5.2435,6.5512,2.6272,5.9588,-1.7656,11.317,-9.0984,1.3154,-1.4198,-15.053,-10.781,-0.89442
28.993,-2.9794,0.12723,4.7581,4.7956,3.793,5.3634,15.551,-1.0431,4.9083,2.9801,-0.11278,5.417,-5.5812,9.2048,-15.561,-2.2068,-3.1754,-16.167,-11.067,-3.3791
28.299,-2.9437,-0.16424,5.1152,3.412,4.2647,3.3424,11.907,-0.88657,2.8567,-0.54108,-3.5937,2.1468,-7.4221,6.3166,-19.199,-4.5297,-5.3995,-14.529,-9.9392,-5.5777
28.29,-2.245,-1.3185,5.506,0.79174,4.4231,-0.20164,6.8612,1.0964,0.16892,-2.4947,-6.47,-2.647,-6.9682,3.5977,-18.803,-4.8333,-7.1566,-10.717,-7.6877,-6.6803
28.786,-1.3411,-3.0469,6.3492,-2.2069,4.8409,-3.4728,1.7189,4.1419,-1.8127,-2.2002,-7.6931,-7.3199,-4.7935,1.6721,-14.709,-3.0504,-7.5445,-5.879,-4.883,-6.5025
29.185,-1.0281,-5.0224,7.5533,-4.5777,5.5915,-4.9811,-2.0672,6.9281,-2.2648,-0.00051078,-7.0517,-10.287,-2.0342,0.72943,-8.5723,0.30032,-6.1471,-1.3245,-2.1986,-5.4884
28.703,-1.7983,-6.8641,8.5895,-5.8398,6.079,-4.3681,-3.5931,8.2862,-1.2692,3.0825,-5.2131,-10.537,0.1922,0.57724,-2.5259,4.4423,-3.2793,1.9703,-0.25583,-4.3535
26.897,-3.318,-8.1837,8.9196,-6.1725,5.6099,-2.396,-2.8709,7.832,0.4515,5.9381,-3.1366,-7.9599,1.3507,0.82552,1.805,8.7106,0.25311,3.7578,0.58025,-3.6074
24.202,-4.52,-8.5721,8.446,-5.938,4.2026,-0.12735,-0.50326,6.1365,2.1583,7.827,-1.3436,-3.322,1.6826,1.1518,3.8831,12.816,3.704,4.5544,0.38612,-3.2826
21.867,-4.3186,-7.6089,7.6267,-5.1789,2.7976,1.9307,2.9207,4.3443,3.5151,8.539,0.28928,2.0845,1.8763,1.4641,4.1614,16.769,6.706,5.1929,-0.33616,-3.0877
21.15,-2.3438,-5.0843,7.1929,-3.6359,2.6332,3.9731,7.0324,3.5179,4.5297,8.3498,2.1039,6.8739,2.5181,1.8129,3.547,20.447,9.0814,6.2026,-0.91604,-2.8489
22.421,0.9228,-1.3524,7.7122,-1.1795,4.3546,6.3603,11.387,4.1364,5.2731,7.9029,4.1261,9.903,3.8045,2.1833,2.9251,23.237,10.515,7.5267,-0.8492,-2.7933
24.918,4.5676,2.5644,9.2598,1.8722,7.55,9.0303,15.181,5.974,5.773,7.9685,5.939,10.528,5.6452,2.4662,2.986,24.242,10.63,8.7407,-0.022881,-3.3456
27.248,7.655,5.3492,11.324,4.8352,10.938,11.367,17.443,8.271,6.118,9.0287,6.9706,8.8176,7.8494,2.659,4.1816,23.004,9.4285,9.4461,1.2554,-4.6273
28.119,9.3211,6.0256,13.008,6.9662,13.016,12.513,17.562,10.028,6.4957,10.913,6.8648,5.5896,10.134,3.0039,6.5951,20.041,7.5245,9.4685,2.4467,-6.193
26.873,8.8442,4.4062,13.51,7.7349,12.844,11.825,15.675,10.386,7.0174,12.843,5.6882,2.0858,12.079,3.8216,9.8055,16.648,5.8065,8.8572,3.1363,-7.2908
23.778,6.0213,1.1112,12.655,7.0075,10.594,9.2591,12.605,9.0598,7.5331,13.938,3.9271,-0.57578,13.274,5.2024,12.972,14.128,4.8882,7.8773,3.3419,-7.369
19.999,1.6025,-2.7581,11.042,5.1412,7.4802,5.5544,9.4579,6.576,7.7018,13.763,2.3091,-1.7729,13.553,6.9086,15.142,13.135,4.9458,6.9762,3.4862,-6.3446
17.062,-2.8198,-6.0766,9.5951,2.8706,4.988,2.0732,7.1717,4.0279,7.2855,12.475,1.4975,-1.3291,13.03,8.5698,15.558,13.561,6.0007,6.5515,3.9885,-4.4952
15.938,-5.6297,-8.108,8.8894,0.92542,3.9136,0.19885,6.1915,2.4124,6.3779,10.536,1.775,0.73529,11.876,9.9038,13.848,14.825,8.1336,6.6039,4.8379,-2.2444
16.407,-6.1351,-8.7458,8.8376,-0.36974,3.9181,0.52593,6.3513,2.0755,5.3437,8.3721,2.8819,4.2553,10.171,10.729,10.186,16.203,11.263,6.6887,5.5885,-0.076509
17.331,-4.8996,-8.4772,8.977,-1.1552,3.9196,2.3867,7.0019,2.7014,4.5386,6.2234,4.1058,8.7157,8.053,10.859,5.414,17.061,14.766,6.3641,5.7823,1.4963
17.595,-3.2596,-8.0709,8.9501,-1.7317,2.9309,4.1528,7.3765,3.7355,4.0662,4.1582,4.5841,13.116,5.9396,10.098,0.86739,17.036,17.486,5.7313,5.3372,2.083
16.772,-2.4684,-8.163,8.6645,-2.2721,0.65317,4.182,7.0123,4.7542,3.7632,2.0922,3.671,16.176,4.4176,8.3712,-2.2277,16.092,18.216,5.4219,4.4805,1.5898
14.999,-3.0671,-8.9761,8.0984,-2.8629,-2.5348,1.7486,5.9361,5.5008,3.3846,-0.16993,1.1949,16.767,3.7864,5.8153,-3.4703,14.341,16.246,5.9271,3.3174,0.18252
12.458,-4.7959,-10.305,7.1455,-3.7103,-6.001,-2.6818,4.4822,5.743,2.8041,-2.7963,-2.511,14.283,3.693,2.6898,-3.5048,11.748,11.559,6.9043,1.5245,-1.9709
9.2262,-6.9753,-11.739,5.7509,-5.0994,-9.2488,-7.9326,2.9488,5.2503,2.0776,-5.7622,-6.792,8.7941,3.282,-0.77133,-3.5307,8.0637,4.6921,7.2126,-1.4552,-4.8548
5.6175,-9.0194,-12.97,4.1417,-7.0271,-12.003,-12.869,1.4524,3.9622,1.3638,-8.823,-10.927,1.0253,1.8056,-4.3921,-4.5322,3.1437,-3.4429,5.7598,-5.8115,-8.4175
2.4357,-10.704,-13.975,2.8136,-8.9277,-14.066,-16.831,0.11605,2.153,0.80173,-11.654,-14.299,-7.7652,-0.80988,-7.9156,-6.8372,-2.6237,-11.661,2.4441,-10.878,-12.22
0.65271,-12.039,-14.911,2.2355,-9.9098,-15.199,-19.539,-0.6621,0.38427,0.43998,-13.996,-16.448,-16.038,-3.9234,-10.841,-10.166,-8.2165,-18.629,-1.6548,-15.262,-15.341
0.70972,-12.948,-15.78,2.5712,-9.3767,-15.164,-20.775,-0.23119,-0.75338,0.24834,-15.67,-17.081,-22.322,-6.6537,-12.462,-13.854,-12.311,-23.136,-4.9777,-17.597,-16.735
2.1355,-13.13,-16.206,3.6813,-7.4652,-13.877,-20.298,1.9078,-0.90245,0.18482,-16.477,-16.101,-25.58,-8.377,-12.214,-16.956,-13.792,-24.441,-6.4043,-17.341,-15.794
3.9093,-12.251,-15.615,5.3469,-4.9234,-11.522,-18.114,5.6335,-0.016973,0.24898,-16.151,-13.667,-25.456,-8.8157,-10.141,-18.362,-12.158,-22.499,-5.6228,-14.948,-12.71
5.2602,-10.269,-13.728,7.4208,-2.6,-8.5577,-14.756,10.088,1.702,0.46413,-14.478,-10.217,-22.36,-7.8466,-7.0616,-17.164,-7.7009,-17.93,-2.9004,-11.354,-8.3823
6.1562,-7.588,-10.922,9.7293,-1.0184,-5.6634,-11.189,14.019,3.8417,0.8162,-11.554,-6.3922,-17.319,-5.4869,-4.1823,-13.221,-1.4734,-11.783,1.1943,-7.3865,-3.9842
7.0639,-4.9167,-8.1365,11.876,-0.29118,-3.6002,-8.3809,16.326,5.7692,1.2498,-7.9171,-2.8143,-11.656,-2.1745,-2.3605,-7.4304,4.9752,-5.2959,5.7914,-3.5916,-0.47843
8.309,-2.945,-6.4121,13.27,-0.27038,-2.9454,-6.9236,16.471,6.775,1.7512,-4.3825,0.18164,-6.5749,1.0834,-1.6396,-1.3533,10.083,0.26455,9.7392,-0.41187,1.638
9.7044,-2.0568,-6.401,13.469,-0.70624,-3.7564,-6.961,14.632,6.463,2.3965,-1.666,2.6294,-2.8365,3.0602,-1.455,3.545,12.814,3.8253,12.016,1.7262,2.3155
10.722,-2.2212,-8.0951,12.52,-1.3198,-5.437,-8.2638,11.654,5.1176,3.2414,-0.14765,4.6866,-0.61431,2.9461,-1.2604,6.4254,12.999,4.9157,12.32,2.5579,1.8224
10.894,-3.0849,-10.833,10.949,-1.8464,-7.0398,-10.237,8.8064,3.6452,4.1459,0.059453,6.2649,0.42274,0.73771,-0.93105,7.0446,11.304,4.0222,11.23,2.126,0.64791
10.034,-4.1597,-13.573,9.3945,-2.1155,-7.8358,-11.947,7.33,3.0286,4.7672,-1.0342,6.9494,0.83818,-2.8317,-0.61975,5.4669,8.8506,2.4221,9.7216,0.74369,-0.60285
8.2517,-4.9686,-15.364,8.3044,-2.1377,-7.6616,-12.412,7.8706,3.7113,4.7874,-3.2141,6.3586,1.084,-6.6194,-0.37901,1.9956,6.6947,1.41,8.4905,-1.1254,-1.4266
5.917,-5.1265,-15.777,7.9255,-2.0933,-6.7634,-11.141,10.115,5.4022,4.1465,-5.852,4.6019,1.2689,-9.4439,-0.067009,-2.6287,5.4366,1.4975,7.6641,-2.9396,-1.6759
3.6035,-4.4462,-15.008,8.41,-2.1748,-5.4196,-8.5091,12.948,7.3763,3.035,-7.9806,2.3438,1.1709,-10.481,0.37671,-7.1768,5.1334,2.2758,7.0131,-4.1761,-1.6104
1.8395,-3.0925,-13.596,9.7154,-2.3875,-3.8235,-5.6302,15.121,8.9194,1.6991,-8.808,0.36845,0.45919,-9.6301,0.69656,-10.342,5.4946,2.9738,6.3079,-4.5597,-1.6382
0.76247,-1.6123,-12.002,11.386,-2.4865,-2.2712,-3.7705,15.99,9.5823,0.32779,-8.2638,-0.96078,-1.0351,-7.5967,0.49137,-11.4,6.1557,3.0988,5.4886,-4.2807,-1.9599
0.044618,-0.66586,-10.438,12.643,-2.1008,-1.2277,-3.6837,15.807,9.2532,-0.87367,-7.033,-1.8557,-3.1531,-5.5087,-0.35773,-10.557,6.8149,2.6308,4.6281,-3.9228,-2.433
-0.72187,-0.58633,-9.0217,12.917,-0.9369,-1.023,-5.2679,15.32,8.2111,-1.6141,-6.035,-2.7711,-5.4246,-4.2653,-1.5006,-8.7098,7.1856,1.8024,3.8545,-4.0564,-2.7574
-1.5145,-1.1444,-8.0061,12.356,1.0618,-1.5135,-7.7183,14.999,7.1198,-1.6334,-5.8385,-3.946,-7.2679,-4.0812,-2.4349,-6.8192,6.9268,0.81917,3.3391,-4.8115,-2.7798
-1.7913,-1.7441,-7.7663,11.738,3.6604,-2.1865,-10.043,14.548,6.7476,-0.89159,-6.4419,-5.2556,-8.2759,-4.5001,-3.0147,-5.3996,5.759,-0.25507,3.3222,-5.7833,-2.6368
-0.9539,-1.8661,-8.4938,11.815,6.4369,-2.6296,-11.576,13.2,7.446,0.43317,-7.3856,-6.4412,-8.387,-4.7406,-3.5693,-4.3562,3.7869,-1.4378,4.0985,-6.3124,-2.6175
1.0742,-1.3764,-9.8973,12.718,9.0443,-2.8153,-12.139,10.616,8.8098,2.1532,-7.9284,-7.3759,-7.7849,-4.0566,-4.4288,-3.0914,1.7701,-2.6375,5.9434,-5.8682,-2.8521
3.6821,-0.51174,-11.289,13.944,11.437,-2.9125,-11.851,7.5421,9.9048,4.1985,-7.2137,-8.0264,-6.5955,-1.956,-5.2994,-0.72612,0.99867,-3.418,9.023,-4.2568,-3.0625
5.9155,0.34618,-12.104,14.795,13.776,-2.9635,-10.854,5.4732,9.9152,6.4674,-4.5531,-8.1765,-4.6666,1.6629,-5.1727,3.5381,2.6854,-2.9352,13.322,-1.6004,-2.5978
6.9953,0.88287,-12.409,14.818,16.033,-2.8776,-9.2811,5.5173,8.6591,8.595,0.16365,-7.3177,-1.6808,6.3898,-2.9894,9.8635,7.199,-0.28543,18.541,1.7712,-0.80555
6.6447,0.94013,-12.867,13.909,17.724,-2.6887,-7.434,7.4514,6.603,9.986,6.1723,-4.9742,2.4266,11.28,1.4312,17.257,13.653,4.7718,23.934,5.3804,2.4586
5.1242,0.52535,-14.112,12.243,18.173,-2.637,-5.8803,9.8286,4.5063,10.166,11.9,-1.2425,7.0679,15.064,6.975,23.581,20.162,11.193,28.227,8.6222,6.5339
3.0648,-0.17214,-16.1,10.216,17.124,-2.8973,-5.2617,11.027,3.057,9.1349,15.437,2.9612,10.998,16.568,11.713,26.367,24.622,16.744,29.937,10.841,10.131
1.2055,-0.751,-18.041,8.4802,15.139,-3.2804,-5.8968,10.352,2.6791,7.3795,15.257,6.229,12.821,15.173,13.952,24.051,25.589,18.998,28.119,11.497,11.918
0.10586,-0.64698,-18.994,7.8725,13.348,-3.3019,-7.5058,8.3599,3.4539,5.5245,10.923,7.3459,11.713,11.09,13.088,16.823,22.766,16.665,23.086,10.333,11.155
-0.068442,0.64355,-18.573,9.1012,12.735,-2.5944,-9.3123,6.2894,5.0865,3.8987,3.4851,5.8476,7.8513,5.3615,9.7047,6.5506,16.95,10.333,16.404,7.4494,7.9902
0.39157,3.2022,-17.194,12.272,13.496,-1.2629,-10.471,5.1199,6.9672,2.3546,-4.7394,2.1613,2.2673,-0.45901,4.9723,-4.0814,9.572,2.0986,10.021,3.2642,3.3103
0.84032,6.4186,-15.719,16.587,14.985,0.14947,-10.506,4.9776,8.4007,0.48997,-11.032,-2.5982,-3.7175,-4.8502,-0.055623,-12.599,2.1771,-5.5796,5.2071,-1.5658,-1.6734
0.54445,9.119,-14.87,20.557,16.272,1.0658,-9.4461,5.2491,8.9551,-1.8782,-13.408,-6.9606,-8.9958,-6.8506,-4.6798,-17.413,-3.897,-10.941,2.2172,-6.2071,-5.8003
-0.89384,10.18,-14.863,22.736,16.872,1.3177,-7.6198,5.223,8.7159,-4.3571,-11.392,-9.4759,-12.807,-6.2723,-8.3247,-17.982,-7.6199,-13.313,0.83544,-9.7269,-8.1613
-3.1283,9.2593,-15.452,22.518,17.027,1.2635,-5.3417,4.7139,8.2173,-6.0731,-6.0123,-9.1688,-14.582,-3.5404,-10.325,-14.635,-8.3454,-12.869,1.0863,-11.268,-8.1875
-5.0552,7.0395,-16.228,20.394,17.287,1.4698,-2.7955,4.1872,8.044,-6.2077,0.87322,-5.9828,-13.882,0.59518,-10.141,-8.3352,-6.0221,-10.235,3.2869,-10.352,-5.7641
-5.426,4.7129,-16.867,17.493,17.858,2.205,-0.17434,4.3421,8.4122,-4.5685,7.4269,-0.92925,-10.654,5.2234,-7.8428,-0.50622,-1.4232,-6.2321,7.4342,-7.174,-1.3783
-3.7503,3.1377,-17.178,14.805,18.39,3.1714,2.1482,5.5494,9.0887,-1.7184,12.385,4.2876,-5.5973,9.3446,-4.3105,7.162,3.9327,-1.7613,12.679,-2.6654,3.8635
