 1.000000 0.050155 0.063486 0.061852 0.066121 0.074654 0.076869 0.057362 0.057269 0.061784 0.062291 0.063569 0.055742 0.054981 0.057089 0.055049 0.057184 0.053638 0.051830 0.055762 0.049291 0.049184 0.050852 0.051160 0.019349
 0.050155 1.000000 0.053936 0.057360 0.051912 0.052671 0.054624 0.054370 0.051528 0.051663 0.050733 0.058568 0.052760 0.057982 0.054202 0.050715 0.051067 0.053159 0.051383 0.051518 0.053022 0.053846 0.051750 0.052211 0.050794
 0.063486 0.053936 1.000000 0.287172 0.136588 0.179916 0.079598 0.250169 0.106740 0.101402 0.090609 0.066034 0.120321 0.110967 0.075369 0.060932 0.055699 0.072134 0.058131 0.057308 0.062763 0.063307 0.059261 0.050417 0.050896
 0.061852 0.057360 0.287172 1.000000 0.149078 0.138343 0.095710 0.265358 0.103346 0.113059 0.080934 0.072731 0.130020 0.136088 0.080327 0.063614 0.055793 0.078274 0.057367 0.057062 0.065793 0.066593 0.060022 0.049941 0.051319
 0.066121 0.051912 0.136588 0.149078 1.000000 0.095359 0.145452 0.129256 0.199970 0.207375 0.065820 0.100225 0.081570 0.076110 0.122186 0.055883 0.065574 0.058797 0.073380 0.073579 0.059345 0.059430 0.066236 0.049781 0.049573
 0.074654 0.052671 0.179916 0.138343 0.095359 1.000000 0.071625 0.155579 0.093531 0.081021 0.101342 0.060875 0.099958 0.084148 0.066867 0.058261 0.055650 0.064287 0.058083 0.056584 0.059212 0.059110 0.058199 0.050105 0.048839
 0.076869 0.054624 0.079598 0.095710 0.145452 0.071625 1.000000 0.083136 0.100302 0.128400 0.057607 0.119361 0.068159 0.072186 0.093010 0.055743 0.059977 0.057873 0.061855 0.062727 0.057602 0.057591 0.061113 0.050504 0.047317
 0.057362 0.054370 0.250169 0.265358 0.129256 0.155579 0.083136 1.000000 0.133004 0.115242 0.090463 0.069396 0.170162 0.150237 0.087909 0.063490 0.055843 0.083917 0.059953 0.060375 0.065339 0.066205 0.059037 0.049749 0.050653
 0.057269 0.051528 0.106740 0.103346 0.199970 0.093531 0.100302 0.133004 1.000000 0.184879 0.070798 0.086413 0.108565 0.097329 0.151908 0.054607 0.063736 0.063977 0.085282 0.085199 0.057278 0.057507 0.066823 0.049894 0.049525
 0.061784 0.051663 0.101402 0.113059 0.207375 0.081021 0.128400 0.115242 0.184879 1.000000 0.063068 0.098211 0.085433 0.085459 0.135455 0.054811 0.061870 0.059880 0.071301 0.073527 0.057636 0.057644 0.063336 0.049853 0.049171
