 1.000000 0.051435 0.061028 0.061945 0.062392 0.061183 0.062312 0.058319 0.056724 0.058503 0.056848 0.058268 0.054419 0.055589 0.053697 0.055538 0.054910 0.053039 0.052944 0.051185 0.053244 0.053948 0.052501 0.048863 0.017604
 0.051435 1.000000 0.070185 0.072970 0.069748 0.065897 0.067842 0.066735 0.061833 0.065745 0.058268 0.060413 0.057804 0.058304 0.056520 0.053264 0.053350 0.054567 0.052748 0.053020 0.053701 0.055206 0.052342 0.054317 0.050081
 0.061028 0.070185 1.000000 0.350828 0.208911 0.246294 0.143540 0.250299 0.127357 0.159350 0.110459 0.075023 0.108160 0.085716 0.078704 0.068446 0.057529 0.074047 0.057981 0.059751 0.060344 0.058450 0.054507 0.050618 0.051387
 0.061945 0.072970 0.350828 1.000000 0.208515 0.211136 0.163859 0.291955 0.127452 0.174506 0.103796 0.081603 0.122941 0.104862 0.082915 0.071527 0.057464 0.081276 0.057172 0.059409 0.064013 0.062500 0.054460 0.050866 0.052662
 0.062392 0.069748 0.208911 0.208515 1.000000 0.156020 0.235755 0.168508 0.208172 0.295190 0.091560 0.083146 0.088024 0.070792 0.101061 0.060420 0.060537 0.062581 0.068189 0.068161 0.054399 0.053786 0.057838 0.051462 0.049858
 0.061183 0.065897 0.246294 0.211136 0.156020 1.000000 0.116406 0.249734 0.128314 0.133371 0.147841 0.069159 0.112976 0.083883 0.075795 0.071301 0.057805 0.075124 0.060834 0.060793 0.060558 0.057867 0.054773 0.050242 0.050786
 0.062312 0.067842 0.143540 0.163859 0.235755 0.116406 1.000000 0.145113 0.179315 0.338550 0.081040 0.106897 0.089520 0.078391 0.114046 0.060247 0.061952 0.066199 0.065895 0.068018 0.055032 0.053872 0.056741 0.050555 0.049222
 0.058319 0.066735 0.250299 0.291955 0.168508 0.249734 0.145113 1.000000 0.167082 0.173922 0.121731 0.077757 0.190737 0.129237 0.091582 0.085292 0.058987 0.103273 0.063793 0.064351 0.071283 0.066933 0.055125 0.050536 0.051689
 0.056724 0.061833 0.127357 0.127452 0.208172 0.128314 0.179315 0.167082 1.000000 0.299513 0.096085 0.082958 0.121198 0.091632 0.150882 0.066300 0.065471 0.075506 0.098236 0.091914 0.056794 0.053773 0.065745 0.050731 0.051027
 0.058503 0.065745 0.159350 0.174506 0.295190 0.133371 0.338550 0.173922 0.299513 1.000000 0.089025 0.095855 0.102616 0.085560 0.143571 0.063003 0.064497 0.069432 0.077792 0.078853 0.055580 0.053754 0.060575 0.050430 0.050518
 0.056848 0.058268 0.110459 0.103796 0.091560 0.147841 0.081040 0.121731 0.096085 0.089025 1.000000 0.061763 0.110853 0.076149 0.069301 0.081740 0.056964 0.079268 0.062854 0.060102 0.061922 0.057793 0.054859 0.050888 0.051945
 0.058268 0.060413 0.075023 0.081603 0.083146 0.069159 0.106897 0.077757 0.082958 0.095855 0.061763 1.000000 0.068350 0.069625 0.097368 0.055676 0.069789 0.059744 0.060908 0.068241 0.053931 0.053614 0.058864 0.050258 0.051358
 0.054419 0.057804 0.108160 0.122941 0.088024 0.112976 0.089520 0.190737 0.121198 0.102616 0.110853 0.068350 1.000000 0.177294 0.093594 0.140931 0.061415 0.208955 0.083331 0.078103 0.106343 0.088869 0.062242 0.050261 0.050612
