col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,Indicator
1,0.060372,1,0.05315,0.052843,1,0.052086,0.053234,0.051314,1,0.05445,0.053817,0.053821,0.060077,1,0.054847,0.05577,0.054785,0.059372,0.084338,1,0.054077,0.053326,0.050329,0.057864,0.078617,0.074331,1,-
1,0.10099,1,0.13107,0.12989,1,0.05536,0.05561,0.058883,1,0.052286,0.055992,0.067336,0.062164,1,0.050406,0.05528,0.062028,0.05441,0.13478,1,0.053085,0.05068,0.053737,0.053835,0.082625,0.078226,1,-
1,0.1156,1,0.21824,0.12317,1,0.055928,0.0533,0.056208,1,0.05316,0.049579,0.059468,0.07667,1,0.052021,0.050945,0.055378,0.061067,0.10896,1,0.051326,0.050537,0.0533,0.061906,0.093004,0.092738,1,-
1,0.086396,1,0.091842,0.068519,1,0.052041,0.051871,0.048483,1,0.05711,0.053839,0.052793,0.063873,1,0.057835,0.053366,0.053119,0.058525,0.12737,1,0.053701,0.052063,0.051482,0.058034,0.11857,0.12775,1,-
1,0.098026,1,0.10486,0.086695,1,0.053902,0.052275,0.054939,1,0.051819,0.051346,0.054,0.070993,1,0.050754,0.054441,0.059054,0.072876,0.080259,1,0.050395,0.049805,0.052473,0.06602,0.071056,0.092797,1,-
1,0.076009,1,0.08933,0.064933,1,0.052441,0.050442,0.052765,1,0.0553,0.054677,0.058195,0.084297,1,0.054575,0.055009,0.056574,0.071446,0.20741,1,0.052288,0.053376,0.054238,0.077843,0.19842,0.18466,1,-
1,0.10358,1,0.16154,0.10107,1,0.054077,0.051739,0.055803,1,0.05729,0.057802,0.063565,0.092767,1,0.053861,0.053995,0.060924,0.072567,0.14073,1,0.053766,0.052926,0.057951,0.081147,0.15628,0.12405,1,-
1,0.14642,1,0.23889,0.12507,1,0.055495,0.056393,0.059374,1,0.059745,0.056661,0.066116,0.097251,1,0.058386,0.056146,0.064442,0.073364,0.18722,1,0.054595,0.051534,0.060372,0.077305,0.18789,0.22092,1,-
1,0.093787,1,0.14861,0.095088,1,0.052859,0.049817,0.051735,1,0.054626,0.051743,0.056374,0.09075,1,0.055108,0.051444,0.056045,0.07955,0.11607,1,0.051743,0.048753,0.051407,0.073773,0.08657,0.09567,1,-
1,0.12584,1,0.11792,0.10937,1,0.052334,0.052249,0.051947,1,0.052685,0.05132,0.053593,0.086668,1,0.052172,0.051575,0.054933,0.090656,0.11159,1,0.050349,0.04801,0.050705,0.08043,0.091044,0.096675,1,-
1,0.090225,1,0.16387,0.089413,1,0.059857,0.052942,0.064125,1,0.061431,0.054958,0.070984,0.077333,1,0.057879,0.056241,0.068346,0.06848,0.1784,1,0.054659,0.052611,0.061158,0.066168,0.17101,0.20777,1,-
1,0.085691,1,0.10569,0.074399,1,0.054029,0.051559,0.048476,1,0.062303,0.059897,0.062297,0.055808,1,0.062164,0.059292,0.061689,0.053179,0.1346,1,0.059424,0.054903,0.057483,0.053469,0.10695,0.1247,1,-
1,0.11083,1,0.16655,0.10672,1,0.057866,0.053823,0.057439,1,0.059573,0.059764,0.068887,0.080627,1,0.057867,0.060527,0.062403,0.066949,0.16711,1,0.052542,0.057562,0.057673,0.065136,0.15098,0.201,1,+
1,0.12669,1,0.19366,0.13622,1,0.061901,0.054499,0.055569,1,0.05459,0.053944,0.059777,0.066415,1,0.052141,0.055829,0.05853,0.062584,0.18843,1,0.049543,0.050971,0.053262,0.055355,0.12055,0.11679,1,+
1,0.093004,1,0.1443,0.092545,1,0.056554,0.050572,0.05631,1,0.067283,0.058666,0.067135,0.06318,1,0.067201,0.058003,0.065043,0.059286,0.1382,1,0.05962,0.053544,0.05632,0.058542,0.11862,0.154,1,+
1,0.055539,1,0.098534,0.053373,1,0.055112,0.051653,0.056266,1,0.061843,0.051148,0.061967,0.096009,1,0.059134,0.051826,0.060662,0.082031,0.19869,1,0.055066,0.051345,0.054735,0.079662,0.14647,0.16829,1,+
1,0.15094,1,0.13391,0.1044,1,0.053169,0.053098,0.060351,1,0.053512,0.05344,0.058733,0.09492,1,0.051838,0.051067,0.058328,0.073567,0.16941,1,0.050512,0.051219,0.052146,0.073978,0.14203,0.13233,1,+
1,0.2066,1,0.31245,0.22737,1,0.056941,0.057188,0.057528,1,0.060758,0.063008,0.065194,0.093777,1,0.057432,0.063342,0.064506,0.079501,0.22157,1,0.053652,0.053963,0.056327,0.080344,0.19615,0.21661,1,+
1,0.21625,1,0.16972,0.16099,1,0.074789,0.072649,0.08581,1,0.073528,0.072297,0.11715,0.10256,1,0.068029,0.068529,0.10497,0.080724,0.3352,1,0.059177,0.058725,0.077752,0.077279,0.21494,0.25952,1,+
1,0.27397,1,0.35945,0.32386,1,0.1387,0.11696,0.13055,1,0.13479,0.12919,0.14553,0.15104,1,0.084458,0.088363,0.092553,0.091359,0.12254,1,0.085988,0.083893,0.088056,0.098557,0.13978,0.09829,1,+
1,0.062985,1,0.086654,0.063727,1,0.055661,0.052714,0.054503,1,0.057122,0.04923,0.056926,0.081787,1,0.055226,0.053608,0.055606,0.093925,0.097874,1,0.052094,0.051911,0.054091,0.093949,0.088383,0.14814,1,+
1,0.213,1,0.21375,0.22382,1,0.060921,0.061092,0.06253,1,0.06856,0.065412,0.073189,0.10431,1,0.057253,0.056128,0.061621,0.06879,0.10266,1,0.059277,0.05846,0.060787,0.078937,0.1395,0.094178,1,+
1,0.17706,1,0.15169,0.14355,1,0.058259,0.05481,0.061024,1,0.052705,0.050682,0.065038,0.075479,1,0.054805,0.053224,0.067008,0.066696,0.19768,1,0.052295,0.051339,0.055801,0.06115,0.14289,0.13813,1,+
1,0.11968,1,0.12721,0.1123,1,0.053158,0.050255,0.051818,1,0.054628,0.056674,0.06438,0.065626,1,0.054539,0.055292,0.059958,0.061103,0.18866,1,0.050979,0.05137,0.054713,0.061617,0.13663,0.14526,1,+
