-200,-660.94,-627.23,-552.32,-549.47,-419.83,65.548,-365.17,-253.55
-196,-663.56,-643.65,-543.03,-550.94,-398.94,45.617,-299.78,-220.16
-192,-670.97,-661.98,-543.12,-564.35,-378.65,18.597,-219.49,-173.81
-188,-678.66,-676.07,-548.22,-582.45,-362.19,-10.54,-150.15,-123.49
-184,-679.28,-678.82,-549.78,-595.28,-349.94,-34.481,-108.45,-79.194
-180,-665.23,-663.73,-539.32,-593.6,-339.79,-46.287,-98.358,-48.57
-176,-632.91,-627.9,-513.37,-572.79,-329.11,-42.833,-114.9,-35.761
-172,-585.57,-574.58,-476.16,-534.8,-316.79,-26.732,-149.96,-41.949
-168,-532.55,-512.74,-437.7,-486.85,-303.83,-5.2085,-194.96,-65.576
-164,-484.25,-452.92,-408.11,-437.4,-292.05,13.619,-239.81,-101.36
-160,-445.82,-401.43,-391.29,-391.73,-282.17,24.804,-271.57,-139.95
-156,-413.68,-356.73,-382,-349.86,-272.58,28.55,-276.87,-170.6
-152,-377.72,-310.79,-368.46,-307.78,-259.89,29.075,-248.49,-186.66
-148,-328.11,-255.04,-339.3,-261.23,-241.07,31.31,-192.07,-189.87
-144,-262.55,-187.07,-290.83,-209.62,-215.83,37.565,-127.48,-188.82
-140,-189.18,-113.72,-230.2,-157.52,-187.65,46.124,-82.22,-191.69
-136,-122.92,-48.278,-172.27,-112.7,-162.49,52.463,-78.871,-198.42
-132,-77.561,-3.3186,-131.88,-81.833,-145.75,52.239,-123.32,-199.77
-128,-58.096,16.5,-115.82,-66.271,-139.17,44.168,-200.27,-185.03
-124,-57.917,17.413,-119.05,-60.664,-139.41,30.982,-279.06,-153.02
-120,-62.119,13.536,-127.01,-55.447,-139.3,17.828,-327.21,-116.68
-116,-54.861,19.667,-122.83,-41.915,-131.04,9.1018,-324.72,-96.048
-112,-26.704,44.007,-95.278,-16.955,-109.7,5.8185,-271.91,-103.65
-108,21.639,84.671,-43.711,15.393,-75.314,5.3045,-187.27,-133.32
-104,80.432,131.49,22.076,46.45,-32.663,3.4582,-97.548,-161.84
-100,135.83,171.63,86.631,67.973,10.675,-1.9862,-26.006,-163.36
-96,175.97,195.9,135.71,76.883,47.108,-9.4755,14.799,-126.93
-92,195.63,202.53,162.08,77.035,71.45,-14.346,23.487,-64.622
-88,197.58,197.16,167.67,77.215,82.267,-11.782,5.6458,-4.6888
-84,190.44,189.45,161.44,86.586,81.837,-0.065813,-30.679,25.575
-80,184.16,188.29,154.11,110.05,74.924,18.013,-76.797,15.546
-76,185.73,197.97,153.01,145.98,66.982,36.482,-122.8,-24.008
-72,197.2,217.39,159.91,187.45,62.707,49.353,-157.08,-68.711
-68,217.22,242.28,172.98,226.17,65.605,53.661,-167.92,-94.411
-64,244.35,269.09,191.07,257.02,78.5,50.551,-146.7,-88.197
-60,279.55,297.74,216.66,280.29,104.08,43.939,-90.81,-51.507
-56,325.49,331.01,254.9,300.57,144.38,37.785,-4.5556,3.9904
-52,382.85,370.89,308.95,322.86,198.95,33.737,101.63,63.462
-48,446.31,414.23,375.03,348.52,262.82,30.487,212.61,114.95
-44,503.82,451.27,441.26,373.78,326.07,24.901,310.58,152.76
-40,540.36,468.58,491.88,391.77,376.52,13.981,378.93,178.23
-36,544.91,455.63,514.68,397.07,404.82,-3.5785,408.53,198.36
-32,516.55,411.27,507.44,389.84,409.31,-26.829,403.91,222.44
-28,466.28,346.38,479.18,377.01,397.51,-52.837,384.27,257.5
-24,412.87,280.7,445.49,369.64,382.49,-77.342,375.96,304.56
-20,374.72,234.74,420.53,377.48,376,-95.705,398.76,357.97
-16,361.63,220.67,410.27,403.51,382.28,-104.36,454.36,408.64
-12,370.7,236.75,410.61,441.13,396.46,-102.8,525.61,449.12
