256,312,312,248,248,216,312,632,488,576,632,568,632,624,368,424,424,552,328,344,432,248,256,256,248,296,256,264,632,536,656,632,536,632,656,336,328,344,336,344,336,376,1
272,240,232,264,232,304,272,464,464,464,472,464,472,464,560,560,392,560,560,568,560,312,312,312,312,312,312,312,672,608,672,608,664,616,608,384,392,384,392,392,392,384,0
296,280,280,280,280,296,296,496,464,680,496,632,568,680,328,552,480,328,480,344,480,312,312,304,312,304,312,304,512,512,624,520,680,520,632,376,568,464,480,464,352,432,0
232,232,232,224,232,232,232,544,536,664,544,664,544,664,408,408,408,440,408,400,408,208,272,264,208,264,264,264,648,672,672,640,672,664,680,384,480,472,392,472,400,472,0
312,304,208,312,216,304,296,608,616,648,616,640,616,648,456,456,456,456,456,456,456,248,272,272,248,208,312,272,600,464,464,600,616,600,640,352,400,400,440,400,352,400,0
296,296,288,296,248,296,296,528,464,632,520,624,528,624,336,336,552,344,552,328,552,208,208,208,208,208,208,208,680,672,608,672,624,680,608,432,432,440,432,440,432,440,0
232,232,232,232,232,232,232,608,680,648,680,640,552,656,336,384,376,336,336,344,376,208,216,312,208,312,208,208,504,504,616,464,616,504,616,328,352,368,552,456,328,360,1
216,232,232,224,232,224,232,680,680,680,672,680,680,672,408,336,336,344,344,376,416,208,224,208,208,208,208,216,680,680,680,680,680,680,680,344,472,520,344,328,352,520,0
248,248,240,240,240,248,232,640,680,680,640,672,680,680,352,392,408,352,408,352,344,224,208,208,224,208,224,216,552,616,616,616,680,616,656,336,336,336,336,336,328,336,0
232,232,240,224,240,232,240,536,536,664,536,624,536,536,360,400,400,360,400,360,400,208,208,208,208,208,208,208,552,648,640,600,640,552,680,432,448,440,472,472,328,448,1
216,232,240,216,240,216,232,552,552,672,552,552,552,672,328,328,360,328,360,328,360,208,208,208,208,208,224,208,552,680,680,680,680,520,672,328,376,384,328,384,328,384,0
256,248,248,264,248,256,248,464,472,472,464,480,464,464,576,576,576,576,576,576,576,264,272,312,312,312,264,208,464,464,464,464,568,464,472,512,552,552,512,504,552,552,1
312,304,288,312,304,304,264,552,544,496,520,536,552,496,360,360,328,360,328,368,328,256,224,216,312,224,312,224,464,488,488,488,488,488,488,576,576,576,576,576,576,576,1
248,240,240,240,232,248,208,600,600,680,608,616,600,672,368,440,440,376,440,384,440,264,256,264,264,264,264,264,680,680,656,680,680,680,656,512,472,400,512,400,560,400,0
240,248,272,240,264,240,272,680,680,680,680,608,680,680,352,360,352,352,336,352,352,312,312,272,312,312,208,272,680,480,624,480,624,472,488,368,360,504,368,424,360,560,1
304,296,232,304,240,312,232,608,528,608,520,528,608,576,328,392,392,328,392,328,384,312,312,304,312,264,296,304,616,616,656,616,672,616,680,464,568,480,568,480,336,480,0
304,280,272,312,272,304,272,592,592,592,592,592,656,656,448,392,392,448,392,448,392,312,288,280,312,280,312,288,472,632,544,472,488,544,544,504,392,384,560,456,504,504,0
208,296,208,208,208,208,288,656,504,616,616,616,616,616,352,408,352,328,352,352,376,208,208,208,208,216,208,208,544,544,680,608,544,544,608,336,408,408,336,336,336,408,0
312,312,256,312,256,312,256,496,600,616,496,664,552,552,416,416,416,416,416,416,416,312,280,288,312,216,312,288,496,496,496,496,496,488,496,552,560,560,336,560,336,568,0
272,272,264,280,272,272,264,584,512,512,584,512,584,512,392,392,400,392,400,400,392,240,264,240,264,264,240,240,568,528,568,568,528,528,568,336,472,472,336,472,336,472,1
240,240,296,240,240,240,296,600,464,608,600,600,560,464,344,408,408,376,408,344,408,304,296,232,312,232,296,232,592,592,464,592,592,600,464,344,416,416,408,408,344,416,0
272,272,272,304,272,264,272,536,536,680,504,632,536,632,432,432,488,432,488,432,488,312,312,264,312,264,312,264,592,600,600,624,600,592,600,360,392,392,360,360,336,392,1
224,232,232,224,240,224,232,560,480,472,592,472,632,472,376,376,504,376,576,376,504,304,304,304,296,304,224,304,632,480,680,640,480,632,480,576,576,576,576,576,576,576,1
224,224,224,224,224,224,224,672,672,616,680,616,680,616,376,376,376,376,376,376,376,304,304,304,304,304,216,296,552,552,552,552,552,592,552,352,352,400,448,352,448,400,1
240,240,240,240,240,240,240,616,680,680,616,624,600,680,432,376,360,432,384,432,368,248,240,248,240,248,248,240,512,512,512,504,496,512,512,576,328,328,576,368,576,328,0
208,216,216,208,216,208,216,520,552,592,488,584,488,592,368,344,344,576,360,368,344,296,296,208,296,208,296,208,464,464,672,464,672,464,672,552,376,376,552,376,552,352,1
248,240,216,240,216,248,240,464,464,488,472,496,464,496,576,576,440,576,544,576,432,216,208,208,208,208,304,208,464,464,536,464,536,464,536,576,576,480,576,488,576,360,1
288,288,256,224,256,224,256,568,544,544,600,568,568,544,352,384,392,352,384,352,384,304,224,312,224,312,224,224,568,504,512,576,504,568,512,328,408,408,328,328,328,328,0
224,224,208,224,208,224,232,520,520,520,600,520,512,520,360,352,400,352,392,352,400,216,312,280,232,312,312,272,608,592,680,600,680,608,672,368,360,456,368,456,360,424,0
224,224,216,224,224,216,216,576,472,464,584,680,576,552,336,392,400,352,400,336,408,312,312,312,312,312,312,312,472,472,472,472,480,472,472,576,576,568,576,576,576,568,0
216,216,216,216,240,216,232,656,680,680,656,656,656,680,352,352,392,352,392,352,392,224,232,232,224,232,224,232,648,600,680,648,632,680,680,400,424,424,400,424,400,424,0
312,312,312,312,312,312,312,672,568,472,640,472,552,664,336,336,432,336,488,336,432,312,312,312,312,312,312,304,632,640,648,624,640,632,464,552,552,544,328,400,504,544,0
232,232,224,232,232,232,232,680,680,680,576,680,680,680,384,384,392,360,328,384,392,312,280,280,312,280,312,232,608,624,624,608,616,632,624,408,408,416,408,416,408,408,1
208,208,208,208,208,208,208,672,672,672,672,672,664,672,360,360,360,360,368,360,424,232,312,312,224,312,232,312,616,680,680,608,680,624,680,408,408,504,408,496,400,528,1
208,208,208,208,208,208,208,520,568,584,576,576,560,584,376,360,360,376,360,376,360,208,208,208,208,208,208,208,464,464,472,472,472,640,616,328,328,368,328,368,328,368,1
312,312,312,312,312,312,312,616,544,632,616,536,616,632,456,456,424,448,448,456,432,240,240,232,240,240,240,232,512,504,648,512,648,512,648,376,416,416,368,416,368,424,1
312,312,312,312,216,312,312,536,464,624,464,624,464,624,328,328,344,328,376,328,504,248,240,248,240,248,248,248,464,664,664,464,664,464,624,560,560,480,560,480,560,448,0
264,264,272,256,272,256,272,480,472,472,464,464,464,520,576,576,576,576,576,576,576,208,208,208,208,208,208,208,464,464,464,464,464,464,472,576,568,560,576,560,576,568,1
264,264,264,264,264,264,264,480,624,624,480,480,480,624,504,440,440,352,440,504,504,208,312,208,208,288,208,208,632,632,632,632,632,632,632,376,376,384,376,376,376,384,1
208,240,240,208,248,208,248,504,640,656,504,632,496,656,344,376,352,344,352,344,360,304,296,296,208,304,304,296,680,640,648,464,680,464,648,576,424,456,576,448,576,424,0
288,264,256,280,264,264,256,584,552,664,576,664,664,656,328,328,352,328,352,352,352,264,248,208,296,208,272,208,504,520,680,520,680,504,680,328,328,328,328,328,328,336,0
216,216,248,216,216,216,272,480,480,480,480,480,480,488,368,368,336,368,336,368,336,280,280,280,280,208,280,208,680,680,680,680,680,608,680,496,496,504,504,424,496,376,0
312,304,240,304,240,304,240,584,552,680,632,664,576,680,440,400,360,368,392,424,360,280,216,208,216,280,216,208,680,488,640,680,576,632,632,376,376,376,536,384,536,376,1
280,272,216,248,216,216,216,496,496,528,496,528,512,528,328,328,328,328,328,328,328,280,280,280,272,280,288,280,608,624,624,584,624,608,624,376,376,424,368,424,424,424,0
304,208,208,312,208,312,208,520,520,536,512,544,512,536,328,328,328,328,432,328,328,312,264,264,312,264,312,264,552,488,560,552,672,552,560,456,576,328,456,328,456,328,0
208,208,208,208,208,208,208,664,672,664,664,608,664,664,344,344,344,344,344,336,344,208,208,208,208,208,208,208,624,624,624,672,624,624,624,328,328,352,328,360,328,352,0
216,216,216,216,216,216,216,680,680,664,472,664,680,680,328,328,328,328,328,328,336,256,248,288,280,248,256,288,600,600,600,600,680,600,592,472,472,472,472,472,472,472,1
216,208,208,208,208,216,208,624,632,640,624,680,576,648,328,328,328,328,328,328,328,208,208,208,208,208,208,208,616,616,616,616,616,616,616,328,328,328,352,328,328,336,0
272,272,208,304,208,296,208,496,464,680,520,680,496,680,328,576,352,352,344,328,352,296,296,304,296,304,296,248,528,528,536,520,680,528,536,488,424,424,576,424,576,424,1
216,216,216,216,216,216,216,488,480,480,488,480,488,480,328,328,328,336,336,328,328,224,240,240,224,224,224,240,488,464,488,488,496,464,464,328,328,336,576,336,328,328,1
272,264,256,272,256,296,256,672,672,680,584,680,584,680,400,400,400,400,400,384,400,240,240,240,240,232,240,240,680,680,680,680,680,680,680,328,360,368,376,368,328,360,1
312,312,312,312,312,248,312,488,488,488,480,544,488,488,328,328,328,328,328,328,328,288,288,288,264,208,296,288,528,664,528,528,528,672,528,384,328,368,384,368,384,368,0
264,272,272,264,272,264,272,552,560,648,552,648,552,656,384,400,400,360,408,384,400,208,208,224,208,232,208,224,536,536,656,536,536,536,656,480,480,512,480,472,352,480,0
312,312,312,312,312,312,232,624,624,592,624,592,624,592,456,408,456,448,360,456,464,208,208,208,208,264,208,208,656,656,656,656,656,592,536,328,328,568,328,464,328,432,0
312,232,232,232,240,312,232,472,472,472,472,472,472,480,336,376,376,336,376,336,408,304,304,304,304,304,304,304,648,656,656,648,656,648,656,544,456,456,552,496,536,456,0
312,312,312,312,312,304,312,608,536,616,616,624,624,616,504,504,504,504,504,424,504,280,280,248,248,248,272,248,480,464,464,464,464,488,464,560,560,504,560,560,560,504,1
296,272,272,296,296,288,272,624,624,680,616,632,624,680,392,400,392,392,400,392,392,208,312,304,312,304,248,272,608,608,608,600,656,608,656,480,472,464,336,488,328,496,0
208,312,208,312,208,208,208,512,504,680,504,680,504,680,344,344,328,352,352,344,336,312,312,312,312,208,312,312,680,680,680,680,680,680,680,480,480,336,480,336,536,336,0
232,224,240,224,224,224,216,464,464,488,464,464,464,488,576,328,328,576,328,576,328,216,216,216,216,216,216,216,480,528,664,480,664,464,664,328,328,424,568,432,568,408,0
312,312,232,312,312,312,312,504,504,592,504,592,504,592,328,328,328,336,408,328,472,208,208,208,216,208,224,208,576,576,672,576,680,576,624,344,352,520,328,408,336,520,0
224,224,240,224,232,232,208,464,520,528,512,624,512,520,336,336,328,328,344,328,328,208,208,208,216,224,208,208,656,656,656,664,656,648,656,328,368,328,328,368,328,328,0
256,256,256,256,256,256,256,512,496,512,504,512,504,512,328,328,328,568,328,328,328,208,208,208,208,248,208,208,616,624,648,480,624,616,656,392,384,384,400,384,392,384,0
208,312,208,208,208,208,208,680,584,584,592,592,680,584,328,336,352,328,344,328,352,208,208,208,208,208,208,208,584,576,680,568,488,592,592,336,328,328,328,328,336,328,1
288,280,232,312,232,216,264,536,616,632,536,616,536,640,328,408,400,368,400,328,408,208,224,280,216,280,208,288,640,648,664,656,664,560,568,336,376,384,328,480,352,384,0
216,208,208,208,208,224,208,680,680,680,680,680,680,664,328,328,328,328,328,328,328,208,224,208,208,224,208,224,640,632,672,640,664,632,672,368,368,392,368,392,360,392,1
272,312,280,240,280,216,280,464,480,680,464,680,680,680,568,392,400,568,392,568,400,312,312,296,312,296,280,304,464,464,664,464,656,464,664,512,512,520,544,480,512,520,1
232,208,208,224,208,232,216,672,680,680,672,680,672,680,352,344,328,344,328,360,328,216,216,208,216,216,224,208,640,528,528,648,656,504,528,352,368,376,344,384,368,384,1
256,256,256,256,248,248,248,512,536,680,528,680,496,680,328,328,472,328,472,328,440,312,312,304,296,296,312,304,472,472,680,472,680,464,472,360,360,360,368,360,392,376,1
256,272,264,240,256,264,248,568,568,568,568,568,560,560,400,392,472,400,472,368,472,296,296,248,296,296,296,248,496,600,600,496,608,600,656,384,376,384,384,384,344,376,0
224,224,232,208,232,208,232,656,656,624,656,624,656,624,328,328,328,504,328,328,376,208,240,240,208,240,240,240,480,536,536,480,480,528,536,328,384,384,328,384,384,384,1
288,288,288,288,264,288,280,608,600,576,608,576,552,576,368,368,400,400,400,360,368,312,312,312,312,312,312,312,568,568,648,544,512,568,648,424,424,400,424,472,472,472,1
256,272,288,264,288,256,216,504,504,648,504,648,496,648,568,560,464,568,464,560,464,248,248,264,216,216,240,248,464,648,680,544,640,640,648,336,480,448,368,424,336,424,0
232,224,224,232,232,224,216,544,488,480,488,480,544,512,328,576,568,576,560,328,328,216,208,208,208,208,224,216,488,488,656,488,672,496,472,576,576,568,576,480,568,344,1
248,248,240,248,224,232,240,520,680,680,520,680,600,680,352,376,376,408,376,344,376,264,264,264,288,264,264,264,664,664,664,664,656,672,664,400,504,504,448,504,408,504,0
208,208,208,208,208,208,216,544,544,544,544,544,568,672,328,328,432,328,440,328,424,208,208,208,208,208,208,208,472,544,552,520,552,480,552,352,352,352,352,368,344,344,0
280,312,208,288,208,272,224,680,472,664,680,664,672,528,432,576,576,432,576,432,360,264,240,240,256,232,272,232,576,584,576,576,576,576,496,328,328,480,328,480,328,536,1
312,312,312,312,312,264,312,632,648,600,488,656,488,648,376,504,504,336,520,344,504,288,280,280,240,296,280,280,504,496,504,504,504,496,504,352,384,384,384,384,384,384,1
264,272,272,216,264,256,272,624,608,632,624,680,600,640,392,448,456,392,456,392,448,288,296,296,280,296,232,304,656,656,672,616,672,680,664,440,504,544,480,504,336,544,0
208,216,216,208,208,216,216,632,632,632,632,648,632,640,400,400,400,400,408,400,400,208,208,208,208,208,208,216,576,680,680,568,680,600,680,424,424,424,424,424,424,424,0
280,280,272,224,272,240,272,560,464,680,504,632,560,664,400,400,384,360,376,328,384,280,288,312,280,248,280,304,640,640,640,632,640,640,640,576,464,488,560,472,528,464,1
280,288,288,280,296,312,312,640,640,648,640,656,640,672,336,440,344,336,344,336,440,312,288,288,312,288,312,312,568,568,656,568,664,568,656,488,488,448,504,520,480,520,1
312,312,304,312,296,312,208,592,472,680,592,632,592,632,552,552,552,544,552,424,336,208,272,264,208,280,208,240,672,656,680,672,632,680,680,424,416,448,568,448,424,448,1
288,240,264,288,256,288,288,680,680,648,640,648,600,680,392,480,504,392,472,392,504,312,312,312,312,312,312,312,464,480,488,488,504,480,488,392,576,576,400,576,392,576,1
240,240,240,240,224,240,240,512,512,504,512,504,504,504,328,440,440,328,440,328,440,248,272,264,248,272,248,272,488,592,664,488,624,480,480,328,328,408,328,408,328,328,0
304,208,208,312,304,208,208,472,472,632,472,632,472,672,328,328,344,328,336,328,344,296,304,304,304,304,296,304,472,480,640,624,640,480,656,344,344,344,536,336,344,344,0
