240,312,312,280,280,240,240,496,488,496,496,496,488,576,576,424,424,576,424,352,424,296,312,312,208,312,296,312,544,544,544,680,616,536,592,424,424,424,424,488,424,432,1
240,240,280,248,280,240,272,560,680,680,560,680,552,680,336,336,336,408,336,400,344,296,296,304,288,312,296,304,560,568,560,560,560,528,640,328,464,472,328,472,328,464,0
208,208,208,208,208,208,208,584,616,664,584,656,560,552,328,368,328,328,328,328,328,304,312,304,304,232,312,232,472,464,584,472,576,464,672,528,488,488,512,488,576,536,0
264,264,216,304,264,264,216,608,608,600,608,600,608,608,344,344,368,344,344,344,352,208,208,208,312,208,208,208,464,608,608,464,632,464,680,328,344,352,344,352,328,352,0
280,280,280,280,280,280,280,584,584,608,544,608,552,608,352,352,400,344,392,352,392,208,256,256,208,248,208,256,560,632,680,616,680,616,664,368,384,392,376,392,368,392,0
280,304,248,280,248,280,248,496,672,680,528,672,520,680,368,392,384,368,392,328,384,312,312,312,312,312,312,312,488,488,488,488,488,488,520,576,568,392,576,384,576,568,0
304,304,208,304,296,224,208,592,592,592,592,592,592,592,360,344,456,360,376,392,392,256,224,224,256,224,256,216,472,472,568,472,568,480,640,416,416,384,416,384,416,384,0
312,296,296,288,280,312,296,608,496,608,608,680,496,608,376,440,440,376,472,376,472,312,312,256,256,312,256,256,464,608,608,656,608,656,608,336,336,448,376,336,336,448,1
224,248,216,216,216,224,216,520,680,672,520,680,576,672,328,360,360,328,360,328,328,264,288,296,232,296,264,296,656,656,680,656,680,648,680,344,448,472,336,472,344,472,0
296,208,208,296,208,296,208,552,640,680,552,640,488,680,352,344,344,352,344,408,352,208,216,224,208,224,208,224,544,648,640,536,632,680,680,328,336,344,336,344,336,344,0
216,304,288,272,296,208,280,512,512,640,536,624,512,632,376,368,416,376,368,376,416,216,216,208,232,208,232,208,464,664,672,464,664,464,664,552,528,400,552,400,328,400,1
304,280,208,296,208,296,208,640,648,648,648,608,560,600,328,352,352,352,360,328,352,280,272,272,264,272,248,272,560,608,680,608,680,552,552,400,328,344,352,328,400,344,0
312,208,208,312,208,296,208,464,464,680,464,672,464,680,536,528,376,544,376,536,376,208,208,208,208,208,208,208,640,632,632,640,624,504,640,560,480,440,328,424,560,448,0
296,296,304,264,304,296,304,680,680,680,632,680,600,680,472,472,472,440,440,384,472,288,288,312,272,312,304,312,544,544,488,544,544,544,544,448,448,456,360,456,448,456,1
208,304,304,208,304,208,216,616,576,608,616,584,584,608,352,480,448,352,480,352,456,232,256,256,224,256,232,256,512,512,512,600,624,520,520,440,576,472,432,472,440,472,1
312,312,312,312,312,312,272,560,560,560,560,480,560,560,504,504,504,496,504,496,504,312,312,312,216,272,312,312,512,512,512,512,512,512,512,528,528,528,528,528,528,528,1
264,264,224,240,232,264,224,616,624,640,616,632,592,648,408,408,392,424,416,408,408,312,312,312,312,312,312,312,496,496,584,496,584,528,528,576,568,552,568,416,408,472,0
272,272,272,272,272,272,272,608,608,680,608,680,608,680,392,464,520,392,520,392,464,288,288,208,256,208,256,256,616,560,560,672,672,672,672,416,384,416,416,456,456,416,1
312,312,312,312,312,312,304,656,656,656,664,504,664,528,400,392,400,408,448,400,392,312,312,216,312,208,312,240,560,680,608,680,608,552,600,464,456,520,456,456,496,528,1
240,248,272,232,264,232,272,632,680,680,632,672,544,680,336,432,464,328,464,336,472,216,208,296,216,288,224,312,464,464,488,464,480,464,480,336,344,576,336,552,328,576,1
208,208,208,208,208,208,208,600,664,680,600,592,664,600,328,504,384,328,328,336,424,296,296,208,288,208,296,240,528,528,648,528,680,528,528,344,344,344,344,352,344,344,0
232,240,248,232,256,232,232,528,520,464,528,488,528,488,472,576,544,472,544,360,544,232,232,248,232,312,224,256,640,480,640,608,680,640,664,448,448,448,448,448,448,504,1
232,240,256,232,256,224,256,560,560,680,480,680,568,568,328,360,360,328,360,336,360,216,256,280,224,280,216,216,664,664,672,672,680,664,672,440,440,448,440,440,440,440,0
272,224,216,272,208,272,216,576,576,592,576,592,576,576,408,352,352,408,408,408,360,288,296,304,288,312,288,304,632,632,624,640,592,632,616,328,360,360,336,360,328,360,0
296,280,280,312,304,264,272,672,664,680,664,472,680,552,328,328,336,328,328,328,328,216,224,256,216,264,208,256,464,464,472,464,464,464,464,528,528,528,328,528,528,528,1
232,232,240,224,240,240,240,552,568,616,544,616,552,568,336,336,376,328,376,328,384,304,312,232,304,232,304,224,616,616,680,552,680,616,632,376,376,368,536,352,376,376,0
208,208,208,208,208,208,208,576,480,600,480,616,576,680,328,328,328,328,328,328,328,208,208,216,208,208,216,224,576,656,656,576,648,576,656,352,344,336,336,336,352,336,0
264,232,232,312,232,312,248,472,480,680,464,680,472,680,568,328,328,568,328,328,328,312,224,272,312,272,312,216,504,504,640,464,664,504,632,328,328,328,328,328,328,328,1
208,208,208,208,208,208,208,648,584,624,664,656,640,584,360,328,352,360,360,360,360,312,312,208,312,224,216,208,552,552,552,552,592,544,552,328,328,360,328,352,328,360,1
264,264,272,264,256,264,248,528,576,648,520,640,536,664,352,352,352,352,360,352,352,280,280,280,280,248,272,272,648,656,656,656,656,648,656,456,456,400,456,376,344,408,0
272,272,272,264,272,272,272,560,544,600,672,600,560,632,392,440,440,352,440,376,440,304,304,304,288,304,288,304,656,528,616,536,616,656,616,576,576,440,576,576,568,440,0
304,296,224,304,208,304,224,504,504,648,504,656,504,608,344,344,408,352,408,344,392,312,256,208,288,208,312,208,504,504,680,472,680,504,504,568,384,528,568,528,376,560,1
232,296,296,256,256,296,296,576,520,520,568,520,584,520,392,392,392,344,392,392,392,304,304,312,296,272,312,296,680,680,584,680,576,680,592,488,488,448,488,448,480,432,1
208,208,208,208,208,208,208,656,656,656,656,656,648,656,432,528,520,432,520,400,520,312,312,312,312,312,304,304,576,584,584,576,584,576,624,352,352,352,352,432,440,352,0
288,288,224,224,224,288,224,472,472,560,472,560,552,560,512,512,512,512,512,512,512,312,312,216,312,216,280,280,472,632,632,472,632,464,632,328,328,328,328,328,328,328,0
256,208,208,208,208,216,208,520,680,672,520,664,536,664,328,328,472,328,472,328,328,312,312,208,312,208,312,208,464,464,464,464,464,464,496,344,576,560,560,576,328,576,0
288,264,304,296,304,296,304,600,600,584,600,608,592,560,440,464,480,448,480,440,472,232,304,304,296,304,232,304,488,496,560,496,464,496,496,544,328,480,536,536,576,344,1
216,216,216,208,216,216,216,472,472,656,472,552,472,656,336,336,336,336,336,336,336,224,216,240,224,232,224,208,680,488,488,672,488,496,480,328,328,328,336,328,344,384,0
256,256,256,256,256,208,264,544,552,656,552,656,536,640,344,352,344,344,352,344,344,208,208,208,208,208,208,208,576,576,584,672,608,584,608,416,416,368,416,368,416,384,1
296,288,296,296,304,288,288,552,520,536,464,496,552,552,384,392,432,392,576,384,392,256,256,288,304,288,248,256,480,544,544,488,520,480,536,392,368,392,576,424,368,360,0
224,224,216,224,216,224,216,488,488,480,488,480,488,520,392,360,352,384,352,352,352,208,208,208,208,208,208,208,464,496,496,680,504,464,496,560,336,336,560,336,552,344,1
248,256,280,256,280,248,272,544,472,640,544,648,544,632,408,400,408,408,408,400,416,208,208,208,208,312,208,296,504,672,680,504,672,504,680,424,424,424,560,456,424,392,1
264,216,216,264,264,264,216,536,544,616,528,616,536,616,376,376,384,408,376,384,384,232,216,216,240,216,208,208,488,488,480,480,544,488,480,360,360,360,360,360,360,352,0
208,208,208,208,208,208,216,640,640,640,640,640,640,640,376,376,360,352,360,376,384,208,208,216,208,208,208,208,504,616,568,504,616,472,568,368,376,376,368,368,328,376,0
312,296,248,312,248,312,248,472,512,512,464,472,512,512,328,440,576,328,560,328,576,208,208,208,208,208,208,208,552,552,552,528,552,560,552,328,328,328,344,424,328,336,1
312,312,312,312,216,312,312,464,480,616,608,616,464,568,552,544,552,528,400,544,544,272,272,272,272,272,272,272,520,512,512,520,512,528,520,432,568,568,424,568,432,568,0
296,288,296,296,296,288,296,640,640,680,640,648,648,680,456,456,488,488,488,488,488,296,296,296,296,296,296,296,608,608,616,528,648,472,616,488,488,544,488,544,488,544,1
224,224,224,224,224,208,224,544,464,464,544,464,544,464,344,576,568,344,568,344,576,240,240,248,240,248,240,248,480,480,480,480,480,480,480,328,568,576,568,576,568,568,1
312,264,240,312,232,312,256,520,552,568,496,680,520,632,368,448,440,368,416,376,408,312,224,224,312,224,224,224,480,480,656,488,608,480,608,328,376,376,328,376,560,376,0
240,312,240,272,240,240,240,576,464,464,568,464,576,464,328,504,504,384,504,328,504,232,232,232,224,232,232,304,496,496,608,592,608,496,496,328,328,352,328,352,392,384,1
208,240,240,208,208,208,208,536,528,648,536,648,536,648,392,392,344,384,344,384,384,312,312,224,312,224,288,224,528,464,672,536,672,560,560,328,512,336,424,336,424,336,0
312,232,224,312,224,312,224,656,664,664,664,664,648,656,416,416,416,416,416,416,416,232,224,232,232,272,232,224,520,656,656,520,552,520,656,344,336,576,576,328,392,576,1
280,264,264,288,264,280,256,608,584,616,576,632,608,616,360,352,352,352,352,352,352,312,256,208,312,216,312,208,680,680,680,656,664,664,656,328,328,336,328,336,328,368,1
312,232,232,232,232,312,224,528,536,680,536,568,528,680,384,384,344,384,344,392,384,248,248,240,256,240,248,240,544,536,632,536,632,536,632,432,328,424,432,328,424,416,1
312,312,312,312,288,208,248,624,464,488,624,464,624,536,328,328,328,328,576,328,328,232,232,232,232,208,232,232,680,536,680,672,464,680,680,328,328,328,328,352,328,328,1
248,272,248,208,248,248,248,576,576,640,576,640,576,640,328,416,408,464,400,328,328,208,208,208,208,208,208,312,680,680,680,624,680,680,680,520,520,528,328,552,512,552,0
240,248,240,240,208,240,216,464,464,464,464,464,464,464,328,328,328,328,328,328,328,216,208,208,208,208,216,208,624,624,640,616,632,480,640,328,328,328,328,328,536,328,0
288,264,208,280,208,280,208,512,680,672,504,680,496,672,344,352,384,336,384,576,392,304,296,288,296,304,296,216,544,544,584,544,584,544,584,568,376,328,576,400,376,384,0
272,264,208,272,240,264,208,576,464,656,584,656,624,656,440,440,416,344,440,344,384,288,224,216,312,208,288,208,464,520,552,520,520,472,552,344,344,344,344,344,336,352,0
312,312,240,312,240,312,240,464,544,680,464,680,464,680,376,384,384,576,384,344,384,312,312,256,312,256,312,312,480,672,672,480,672,480,672,328,520,456,328,520,328,456,1
232,232,232,232,232,224,224,672,672,672,640,672,672,680,328,328,328,328,328,328,328,248,248,248,248,248,248,248,672,672,496,672,496,672,496,560,560,328,560,352,560,560,0
208,224,312,224,224,208,312,488,480,488,592,488,592,496,352,336,328,360,352,344,328,208,208,208,224,208,208,208,528,528,528,528,568,576,464,400,400,400,400,400,400,440,1
288,312,312,312,312,288,312,608,568,560,648,560,608,552,368,368,448,328,440,376,376,304,304,296,272,272,304,304,560,512,672,560,512,640,672,464,464,456,360,464,472,464,1
208,312,240,240,240,208,240,656,656,656,656,656,656,648,376,344,432,376,456,344,456,208,208,208,208,224,208,208,488,488,624,488,600,488,600,344,352,344,344,344,344,344,1
312,312,312,304,240,312,312,656,464,656,680,680,680,656,512,568,504,512,504,504,504,312,280,280,280,312,312,256,480,576,520,480,680,480,520,328,496,496,576,464,328,496,0
248,248,240,240,216,248,240,528,528,672,528,672,528,680,336,368,368,336,368,328,376,240,240,240,240,240,248,240,680,640,648,632,640,640,648,400,432,400,328,400,400,400,0
288,280,288,288,312,296,280,552,552,656,560,632,552,584,400,376,376,400,376,400,376,312,312,312,288,312,312,272,464,464,616,464,616,464,680,560,560,560,560,560,560,560,1
288,312,312,264,312,224,288,496,496,640,464,616,504,640,328,432,424,328,424,568,560,312,312,312,312,312,312,312,664,664,656,528,656,464,664,496,496,360,568,344,504,368,1
272,264,296,288,296,264,256,600,600,624,592,632,608,680,432,432,432,528,536,448,328,312,312,280,312,280,312,304,464,560,560,464,560,464,560,512,496,496,512,496,520,496,1
240,232,256,248,256,240,256,672,672,672,496,680,504,528,328,336,432,328,336,328,392,272,232,232,312,240,280,232,504,512,504,512,488,504,504,560,328,432,560,424,560,432,0
216,216,216,208,208,216,208,560,560,560,560,560,560,560,344,328,328,336,352,344,328,272,264,208,272,208,264,208,552,656,656,608,528,560,648,344,328,328,336,336,336,328,0
240,232,224,240,280,248,224,552,552,528,552,576,544,528,328,328,336,328,336,328,352,312,312,312,312,312,312,272,600,600,592,616,600,600,592,352,416,416,352,424,352,392,0
232,232,240,224,216,224,232,560,664,680,560,664,680,680,392,464,392,400,416,488,384,216,224,232,216,224,216,232,664,680,664,656,656,632,680,352,376,376,376,376,376,376,0
208,208,208,208,208,208,208,520,520,680,520,680,512,680,328,352,352,344,352,328,352,208,208,208,208,208,208,208,664,664,664,664,664,664,640,328,328,328,328,352,328,328,0
312,312,312,312,280,312,280,536,472,472,504,472,536,536,520,576,576,328,576,456,576,208,312,312,208,272,216,312,504,560,568,512,568,520,512,328,352,440,328,448,336,448,0
240,240,240,240,232,232,240,680,632,680,624,672,616,680,416,512,472,384,512,376,504,208,208,208,208,208,208,208,672,536,464,672,536,672,592,344,488,480,344,576,344,552,0
208,208,240,240,240,216,240,632,560,592,560,600,512,560,344,352,352,344,352,352,352,232,224,224,232,224,224,216,656,624,616,656,616,648,616,400,480,472,392,448,352,448,1
