col 1,col 2,col 3,col 4,col 5,col 6,col 7,col 8,col 9,col 10,col 11,col 12,col 13,col 14,col 15,col 16,col 17,col 18,col 19,col 20,col 21,col 22,col 23,col 24,col 25,col 26,col 27,col 28,col 29,col 30,col 31,col 32,col 33,col 34,col 35,col 36,col 37,col 38,col 39,col 40,col 41,col 42,col 43,col 44,col 45,col 46,col 47,col 48,col 49,col 50,col 51,col 52,col 53,col 54,col 55,col 56,col 57,col 58,col 59,col 60,col 61,col 62,col 63,col 64,col 65,col 66,col 67,col 68,col 69,col 70,col 71,col 72,col 73,col 74,col 75,col 76,col 77,col 78,col 79,col 80,col 81,col 82,col 83,col 84,col 85,col 86,col 87,col 88,col 89,col 90,col 91,col 92,col 93,col 94,col 95,col 96,col 97,col 98,col 99,col 100,col 101,col 102,col 103,col 104,col 105,col 106,col 107,col 108,col 109,col 110,col 111,col 112,col 113,col 114,col 115,col 116,col 117,col 118,col 119,col 120,col 121,col 122,col 123,col 124,col 125,col 126,col 127,col 128,col 129,col 130,col 131,col 132,col 133,col 134,col 135,col 136,col 137,col 138,col 139,col 140,col 141,col 142,col 143,col 144,col 145,col 146,col 147,col 148,col 149,col 150,col 151,col 152,col 153,col 154,col 155,col 156,col 157,col 158,col 159,col 160,col 161,col 162,col 163,col 164,col 165,col 166,col 167,col 168,col 169,col 170,col 171,col 172,col 173,col 174,col 175,col 176,col 177,col 178,col 179,col 180,col 181,col 182,col 183,col 184,col 185,col 186,col 187,col 188,col 189,col190
3.7474,3.3242,0.82125,3.5563,1.2638,3.0771,0.53145,3.6494,6.6289,3.9791,3.3229,3.9859,2.6789,2.7607,-1.3623,-1.4525,-2.6728,-1.0687,-2.3282,-1.9917,-2.0389,1.8249,-0.43579,0.33982,2.4009,0.84761,0.86582,0.72566,1.8249,-0.43579,0.33982,2.4009,0.84761,0.86582,0.72566,-9.8876,-9.2059,-8.4662,-8.3766,-6.9923,-10.367,-7.8617,208,312,312,232,312,208,312,656,656,656,656,656,648,656,360,360,424,352,424,360,480,-3.764,-7.8162,-5.4281,-3.0444,-4.0701,-2.6765,-3.0294,4.8314,4.1703,2.5877,3.827,2.3604,5.327,4.714,-1.1012,-5.2549,-5.2052,-0.57973,-3.8521,-1.0788,-3.4034,7.2565,6.8654,7.3982,4.5478,6.1701,7.8982,7.9961,7.2565,6.8654,7.3982,4.5478,6.1701,7.8982,7.9961,-14.809,-12.377,-2.2476,-12.108,-2.1925,-9.4463,0.61689,256,272,264,240,256,264,248,568,568,568,568,568,560,560,400,392,472,400,472,368,472,-8.6489,-9.9345,-8.065,-8.4533,-5.8008,-8.7873,-6.708,4.2837,7.0582,3.203,2.628,2.3994,3.8305,3.8664,-1.1262,0.55459,0.028523,-2.0937,-1.4793,-0.30431,-0.30575,8.2798,11.759,9.7333,5.9412,6.5449,9.2831,8.396,8.2798,11.759,9.7333,5.9412,6.5449,9.2831,8.396,-7.1124,-8.5207,-3.0179,-7.8717,-6.9906,-5.2661,-1.7729,296,296,248,296,296,296,248,496,600,600,496,608,600,656,384,376,384,384,384,344,376,-
3.9538,3.4273,0.51305,4.5377,0.40701,4.086,1.039,1.4985,2.1979,1.5083,1.3975,2.4912,1.1712,1.5921,-2.5225,-2.1439,-1.4983,-1.8381,-1.7726,-2.3799,-0.73833,-0.11059,0.67895,1.3193,-0.072893,2.2745,-0.051218,1.6511,-0.11059,0.67895,1.3193,0.2791,2.2745,0.10484,1.6511,-1.7162,-1.7469,-2.0775,-0.91039,-1.6269,-2.4753,-1.7718,312,312,312,304,240,312,312,464,464,656,464,656,464,664,488,488,488,544,480,568,488,-7.5303,-8.3033,-4.2893,-6.9292,-4.0138,-7.9841,-3.4456,5.0599,3.4711,3.3966,2.962,3.8789,4.4604,2.3711,1.8577,1.1059,0.72333,1.6101,0.22761,2.5913,0.13284,0.87728,6.1702,8.6842,1.3138,8.7269,2.5631,7.5224,0.87728,6.1702,8.6842,1.3138,8.7269,2.5631,7.5224,-8.8352,-5.0118,-2.0486,-7.4394,-0.48713,-4.3539,-1.0733,288,280,232,312,232,216,264,536,616,632,536,616,536,640,328,408,400,368,400,328,408,-4.5797,-4.2484,-3.804,-4.2249,-2.9814,-7.1418,-1.1861,5.2745,4.4534,1.2324,3.6286,2.0284,4.633,2.9808,3.3005,3.7118,-0.73626,1.8946,0.65726,2.9418,1.0387,6.6297,8.044,6.2689,3.2498,7.5024,5.2306,6.534,6.6297,8.044,6.2689,3.2498,7.5024,5.2306,6.534,-6.351,-2.1463,-1.3338,-7.1806,-1.4342,-5.5253,0.69727,208,224,280,216,280,208,288,640,648,664,656,664,560,568,336,376,384,328,480,352,384,-
3.3157,2.7479,2.1406,3.4104,1.8689,4.6856,2.3531,6.2221,7.2826,5.4797,6.084,4.2436,6.6375,4.0854,2.8335,4.2407,3.3924,3.5591,2.7557,3.277,1.9171,3.5468,4.2011,3.7474,3.6301,2.7442,3.8764,2.0591,3.5468,4.2011,3.7474,3.6301,2.7442,3.8764,2.0591,-0.19188,-2.3169,-1.215,-0.4439,-1.2522,0.027057,-1.7126,208,208,208,208,208,208,312,520,576,576,520,576,520,576,328,328,328,328,328,464,328,-6.9888,-5.8142,-3.1105,-9.6828,-2.1439,-7.2595,-2.4231,2.7186,4.5175,5.2018,1.9026,4.0983,1.725,4.9048,1.6969,3.4878,2.5661,0.28872,1.0145,-0.28102,2.9441,0.4645,0.62547,4.116,0.46745,3.8342,1.1995,5.2089,2.5132,2.9116,5.1617,2.4175,5.5735,2.5547,5.2223,-0.80529,-1.2232,0.78418,-2.8564,0.7024,-1.8442,0.47125,288,288,224,224,224,288,224,472,472,560,472,560,552,560,512,512,512,512,512,512,512,-3.0402,-0.80604,-0.28379,-5.681,0.69686,-4.3952,-1.3954,5.3147,11.273,9.261,5.3523,8.1929,4.3439,7.4024,2.2203,7.6717,8.0659,0.69461,5.7867,0.48653,5.7058,1.8735,7.3515,8.7168,0.26779,6.779,1.0201,7.4184,1.8735,7.3515,8.7168,0.26779,6.779,1.0201,7.4184,-7.7459,-5.0636,-3.3035,-8.8555,-1.8747,-8.0659,-5.7649,312,312,216,312,216,280,280,472,632,632,472,632,464,632,328,328,328,328,328,328,328,-
4.764,5.3185,3.2887,4.4912,3.2764,5.9354,3.1028,6.021,6.7262,5.1074,5.8818,5.65,8.0162,4.3598,1.7003,2.3113,2.1019,0.24068,3.1292,0.85943,2.9161,1.9743,2.0441,2.1276,2.3796,2.8774,1.4229,3.6166,1.9743,2.0441,2.5608,2.3796,2.9048,1.4229,4.2142,-1.1939,-1.196,0.0005928,-1.2646,-0.7001,-2.5879,1.3063,296,312,312,288,248,288,272,480,480,672,680,672,680,616,496,392,504,392,504,392,504,-7.4596,-7.8522,-4.1567,-7.3334,-2.7394,-9.4316,-4.7471,6.3277,6.7076,4.917,6.326,3.3805,7.9134,3.5106,0.74918,-0.72869,0.10817,-0.56355,-0.14185,0.70289,0.2086,2.6014,1.1617,2.7519,0.15451,1.6968,4.2034,3.5677,2.6014,1.1617,2.7519,0.15451,1.6968,4.2034,3.5677,-2.1231,-2.1213,0.51344,-2.87,-0.43833,-1.8266,0.94298,312,312,312,312,312,312,312,672,568,472,640,472,552,664,336,336,432,336,488,336,432,-5.9047,-6.3628,-3.5298,-4.8473,-2.7526,-5.5313,-3.5841,7.0603,9.0941,7.5031,9.1532,6.0162,8.702,7.2456,-2.635,-3.6083,-3.624,-1.7509,-3.5304,-0.97349,-1.4935,-1.1289,0.042899,1.8355,2.6632,2.0331,3.0344,2.4897,-0.13314,1.44,2.0485,2.6632,2.0331,5.5858,3.4062,-5.8948,-3.3606,-0.83477,-4.4311,-0.84525,-1.8999,-0.046874,312,312,312,312,312,312,304,632,640,648,624,640,632,464,552,552,544,328,400,504,544,-
4.3024,4.2253,3.9497,4.5781,4.1292,4.5626,2.779,0.80182,2.3028,2.0403,2.0486,1.0807,0.7765,1.0148,-2.152,-0.98394,-0.72748,-1.4568,-0.63445,-1.8836,-1.2732,3.3591,1.7218,2.4956,2.4142,1.616,3.4806,2.3938,4.9127,2.7728,2.4956,3.3509,1.616,5.9221,2.3938,1.2147,-0.32299,0.1701,0.098419,-1.0751,1.6822,-0.40008,288,264,264,288,256,264,264,512,464,464,512,624,584,584,552,552,408,552,400,552,408,-7.1153,-10.125,-7.8705,-8.7723,-7.3296,-7.1123,-5.725,5.2359,2.664,1.2086,3.9679,1.0043,4.2679,1.1509,-1.1287,-3.8774,-3.1351,-1.7304,-2.7846,-2.2436,-2.1347,-1.8577,-3.6598,3.4063,-2.0894,2.6906,-1.9825,3.909,-1.8577,-3.2572,3.4063,-2.0894,2.6906,-1.9825,3.909,-8.2631,-5.2591,-0.10514,-7.6272,-0.29856,-9.0734,0.26697,296,280,280,280,280,296,296,496,464,680,496,632,568,680,328,552,480,328,480,344,480,-4.3129,-6.8389,-3.382,-3.4325,-1.7086,-5.1005,-2.111,1.6172,1.0779,1.81,3.0922,2.2498,1.2408,2.8035,-2.7077,-5.3278,-2.6438,-3.0262,-2.531,-1.7614,-0.42663,3.0688,1.8359,3.5538,5.1184,5.0439,2.1375,4.2154,3.0688,2.6979,3.5538,5.1184,5.0439,2.1375,4.2154,-3.5252,-2.712,-1.2021,-3.0213,-1.0596,-4.1394,0.59393,312,312,304,312,304,312,304,512,512,624,520,680,520,632,376,568,464,480,464,352,432,-
3.3424,3.9159,2.6968,3.7399,2.3594,3.4771,2.2776,2.8545,3.7772,2.9503,2.3352,2.4296,3.1853,1.8678,2.3714,2.8588,2.193,1.538,1.6547,2.0979,0.68316,2.2693,2.3008,2.1706,1.8409,1.492,2.8122,1.1647,2.2693,2.3008,2.1706,1.8409,1.492,2.8122,1.1647,-1.0439,-2.2513,-1.2415,-1.4357,-0.86296,-0.53132,-2.072,304,312,304,304,224,304,280,464,464,464,464,464,464,464,336,328,336,336,344,336,328,-9.717,-7.5891,-4.6587,-9.0306,-3.6373,-8.4678,-3.9557,-1.9854,-1.1668,-0.41203,-2.545,-1.1964,-1.532,0.018439,-3.4601,-2.4542,-1.0496,-3.1923,-1.8048,-2.7123,-0.66784,5.5564,4.7761,8.1981,5.1282,6.8467,6.0463,7.3436,5.5564,4.7761,9.0304,5.1282,7.2215,6.0463,8.3901,-3.9736,-1.432,1.1358,-1.7784,0.64584,-2.1793,0.71445,256,264,208,232,224,256,208,632,680,680,680,680,680,680,376,400,536,368,560,400,536,-1.2563,-1.9007,-1.6409,-1.102,-1.4447,-1.2249,-1.2348,3.5892,3.2079,2.7646,2.1554,2.0662,3.9459,3.1754,1.5467,1.8542,0.71253,1.3136,0.63121,1.7838,0.3915,3.4744,3.2701,1.5257,2.8777,1.8223,4.2377,1.5921,3.4744,3.2701,1.5257,2.9447,1.8223,4.2377,1.5921,-0.022251,-1.1976,-1.947,-0.11664,-1.8752,-0.096034,-2.1915,296,304,232,296,232,288,240,544,552,552,536,552,544,552,328,328,328,512,392,328,392,-
3.7936,1.6586,0.095842,3.7939,0.41718,2.9299,-0.66671,10.123,7.488,7.2239,8.0992,6.3001,7.9137,5.3683,4.0209,5.3354,5.6746,3.7756,4.6054,3.6068,3.4547,8.0303,6.7677,5.7214,8.888,6.3252,7.0614,3.1304,8.0303,6.7677,5.7214,8.888,6.3252,7.0614,3.1304,-1.9138,-2.5481,-2.6116,-0.33246,-3.2296,0.25088,-1.9436,224,208,312,216,208,224,312,560,560,680,560,672,520,680,336,336,336,336,336,336,368,-9.7926,-8.3406,-4.2212,-10.493,-5.7323,-8.2975,-4.1375,11.802,9.4821,9.935,8.7573,6.7378,10.554,9.7605,8.8217,6.0333,6.3404,5.5382,3.3607,7.8582,5.8621,14.287,16.148,16.251,11.532,13.542,11.977,11.789,14.287,16.148,16.251,11.532,13.542,11.977,11.789,-1.3429,0.80755,0.26078,0.29086,-0.50179,-0.95032,0.46407,208,208,208,208,208,208,208,584,616,664,584,656,560,552,328,368,328,328,328,328,328,-11.954,-7.0224,-1.5842,-10.29,-2.8823,-6.8276,-0.19906,13.742,11.633,7.7241,14.043,7.7797,12.181,8.0904,4.4962,5.0077,4.4141,5.0786,3.7043,5.0063,4.3164,4.654,5.529,5.2033,5.3369,4.2974,5.676,4.5077,5.979,5.529,5.2033,5.9826,4.2974,6.8383,5.5983,-0.34931,1.291,1.1088,0.96494,0.035507,-0.073589,1.853,304,312,304,304,232,312,232,472,464,584,472,576,464,672,528,488,488,512,488,576,536,-
6.3099,6.7843,3.566,5.0769,3.6706,5.7391,3.3478,7.1948,7.4954,3.4512,5.8629,3.3757,7.3686,2.624,4.9674,5.5231,2.4276,2.2324,2.6677,5.6052,1.7996,4.9036,8.0056,8.0352,1.6456,4.2303,5.5462,7.6783,4.9036,8.0056,8.0352,1.6456,4.2303,5.5462,7.6783,-1.2302,0.88647,-0.66243,-2.4553,-1.7489,-1.734,0.67874,312,288,216,312,288,312,216,544,544,680,680,680,544,608,376,376,408,328,400,376,416,-8.2995,-7.5435,-3.4108,-8.5287,-3.4205,-9.7576,-4.2866,7.1505,4.0899,1.1968,8.5671,2.2144,7.1246,0.79336,-0.59891,-1.0201,-0.11911,-1.4467,0.043691,1.3547,-0.24888,5.5046,6.2006,10.989,3.6183,6.0347,7.6157,11.103,5.5046,6.2006,10.989,3.6183,6.0347,7.6157,11.103,-5.3115,-2.456,2.2241,-3.2463,0.35861,-5.6748,0.64715,264,264,216,304,264,264,216,608,608,600,608,600,608,608,344,344,368,344,344,344,352,-2.9823,-1.7426,0.26897,-3.0477,-1.2558,-3.3139,-0.99456,5.8716,3.1029,3.8182,8.2266,2.987,5.5448,0.45957,2.6094,-0.17367,2.7037,2.0035,1.2267,1.1537,-0.76496,2.5663,7.4844,11.682,1.9365,5.9957,4.9612,8.8543,2.5663,7.4844,11.682,1.9365,5.9957,4.9612,8.8543,-8.2631,-1.8191,2.144,-5.1476,-2.2029,-7.6667,0.11038,208,208,208,312,208,208,208,464,608,608,464,632,464,680,328,344,352,344,352,328,352,-
4.1325,4.4693,1.5797,3.9612,1.411,3.585,1.6859,2.7305,4.9614,3.3153,4.2089,2.4877,2.7742,2.0625,-0.0091743,3.3051,1.6821,1.9762,1.7082,0.60593,0.039506,6.8408,7.4484,3.1172,7.1434,2.9699,6.8614,2.8667,6.8408,7.4484,3.1172,7.1434,3.467,6.8614,2.8667,2.3457,1.0476,-2.6412,2.1479,-2.303,3.1953,-2.1172,208,208,280,304,304,208,280,520,576,576,520,576,576,576,384,376,376,384,536,376,376,-15.564,-12.447,-4.5875,-15.321,-4.6149,-14.383,-4.5672,1.9194,-0.19131,3.5919,0.22211,2.3866,1.8375,3.4369,-4.425,-6.2681,0.097251,-4.6719,-1.0326,-1.8422,0.54335,3.2117,0.63855,5.7262,3.2982,6.7915,3.8379,4.5856,4.2192,1.6777,5.7262,3.2982,6.7915,4.8308,4.5856,0.3254,-2.4448,-3.3999,-0.60288,-3.1231,1.1074,-1.8562,216,240,208,216,208,216,208,616,488,616,480,560,640,616,520,520,352,352,352,512,352,-15.097,-13.88,-7.8377,-15.545,-7.5034,-12.048,-5.4917,-4.4484,-5.2133,2.9821,-2.5782,1.5726,-1.7042,3.974,-8.1541,-7.9678,-0.51879,-6.4622,-1.4593,-5.1523,-0.69612,9.9054,10.164,6.4368,10.606,8.984,8.7325,5.0375,9.9054,10.164,6.4368,10.606,8.984,8.7325,5.0375,-0.13497,0.33537,-6.1071,-1.376,-4.4913,-0.046239,-3.5563,216,216,248,216,216,216,248,664,520,528,664,528,536,520,424,424,424,424,424,424,424,-
5.3487,4.9909,0.2971,5.3267,2.4077,3.5614,1.2499,6.5637,9.4265,3.9405,6.2593,4.0439,5.5652,4.6643,2.21,3.9681,-0.67391,1.4928,0.46738,1.4154,0.46269,4.1103,5.6394,2.794,3.2927,3.2567,4.0026,3.1585,4.1103,5.6394,2.794,3.2927,3.2567,4.0026,3.1585,-4.9263,-3.9772,-4.461,-4.4804,-4.3476,-3.9895,-1.5061,264,288,288,264,288,240,288,672,672,672,672,672,680,608,328,328,328,328,328,328,328,-9.8794,-9.1564,-5.9229,-10.687,-5.8401,-8.9047,-4.1901,10.728,8.0091,2.8609,7.7105,0.74069,9.641,3.8907,-1.8856,-3.4832,-0.71754,-2.7097,-2.8424,-3.5865,0.81313,7.4954,5.2207,8.9174,4.0028,6.9171,6.5046,9.6016,7.4954,5.2207,8.9174,4.0028,6.9171,6.5046,9.6016,-8.2806,-5.524,0.7472,-8.4887,0.19288,-6.2009,2.165,248,240,240,240,232,248,208,600,600,680,608,616,600,672,368,440,440,376,440,384,440,-4.3724,-4.585,-3.0289,-4.8896,-3.9568,-5.8528,-5.2819,9.4002,8.7169,8.0882,8.5164,4.4702,9.4407,5.3547,2.2315,2.5192,0.40929,3.2897,-2.3567,0.52819,0.26181,8.7958,14.181,10.02,7.798,9.3203,7.3302,8.8077,9.7371,14.181,10.02,8.234,9.3203,7.7414,8.8077,-2.5046,1.1172,-1.4782,-1.6892,-6.0227,-0.92833,-1.8338,264,256,264,264,264,264,264,680,680,656,680,680,680,656,512,472,400,512,400,560,400,-
3.3921,2.4873,0.61729,3.5502,0.83319,3.3857,0.39777,4.8872,4.0795,2.2757,5.6124,1.7225,7.0294,2.6773,2.5537,2.7539,0.6327,2.5545,0.016302,3.9791,1.395,18.147,12.743,8.484,17.705,8.0696,18.632,8.1844,18.147,12.743,8.484,17.705,8.0696,18.632,8.1844,-1.6571,-1.4291,-1.0658,-2.5163,-1.2583,-0.47211,0.26522,264,256,256,264,256,264,208,640,640,640,640,640,640,648,496,488,360,488,488,496,488,-5.228,-3.4988,-1.4359,-3.8129,-2.5492,-7.3431,-1.8678,10.417,7.1153,8.2419,10.833,7.3159,14.757,7.7846,7.3651,4.7802,6.7322,8.4496,5.0733,10.577,5.6137,22.756,14.858,13.659,22.865,13.44,23.947,11.696,22.756,14.858,13.659,22.865,13.44,23.947,11.696,-4.7633,-1.5429,-3.0219,-4.3909,-2.6694,-5.2924,-1.9487,208,208,208,208,208,208,216,640,640,640,640,640,640,640,376,376,360,352,360,376,384,-2.683,-3.2098,-2.7781,-2.1861,-3.4561,-4.199,-0.97864,2.6625,0.40672,1.2298,4.7794,1.716,6.1601,2.0929,-1.6971,-3.4526,-0.11776,0.78142,0.16539,2.5634,1.5628,17.743,16.364,15.597,19.459,14.562,17.579,14.305,17.743,16.364,15.597,19.459,14.562,17.579,14.305,-3.5649,-3.9529,-3.5708,-4.7573,-3.9911,-6.0915,-4.5456,208,208,216,208,208,208,208,504,616,568,504,616,472,568,368,376,376,368,368,328,376,-
1.0099,0.3718,0.37626,0.75075,-0.16982,0.83612,0.49703,5.08,3.9296,3.0071,4.6868,1.2615,4.0944,1.085,0.097206,1.4421,1.7508,0.61519,0.46229,0.16618,-0.068873,20.222,8.534,5.6601,18.041,4.5418,18.579,4.3606,20.222,8.534,5.6601,18.041,4.5418,18.579,4.3606,-8.6451,-5.2667,-3.801,-8.5464,-4.098,-7.9566,-2.6351,208,208,208,208,208,208,208,672,672,672,672,664,672,672,400,400,400,400,400,400,488,-5.3439,-5.4949,-1.8153,-5.706,-1.0483,-6.3013,-0.49047,6.0917,3.5435,4.7068,6.6738,5.116,3.3212,3.0748,-1.9733,-1.5403,0.90306,-2.3306,0.20255,-2.4781,0.38807,-0.32574,0.93712,4.2079,-0.71708,3.6607,-1.3464,3.5956,-0.32574,0.93712,4.2079,-0.71708,3.6607,-1.3464,3.5956,-9.4713,-7.1595,-7.4808,-8.8064,-7.2395,-10.587,-6.9323,280,304,248,280,248,280,248,496,672,680,528,672,520,680,368,392,384,368,392,328,384,-5.531,-4.2001,-3.0264,-5.0126,-1.6433,-5.7516,-2.0167,8.1014,7.1364,6.2102,8.639,7.4068,5.3218,4.0677,-6.4734,-0.12469,1.183,-3.3671,2.8244,-9.3056,-0.84959,1.1943,1.052,3.3354,1.7176,3.1114,-0.45644,2.5226,16.348,6.8303,3.3354,14.398,3.1114,12.138,3.4602,-3.6321,-3.827,-2.2706,-1.9799,-2.3942,-5.4311,-1.9163,312,312,312,312,312,312,312,488,488,488,488,488,488,520,576,568,392,576,384,576,568,-
7.7543,7.3515,4.9118,6.9176,3.9511,8.3157,5.3357,4.6844,4.3344,2.798,5.0169,2.734,4.141,2.6522,2.3328,1.8788,-0.070438,2.5497,-0.56052,1.4427,0.048017,6.3705,7.3217,6.3799,6.4767,6.3241,5.2673,4.1038,6.3705,7.3217,6.3799,6.4767,6.3241,5.2673,4.1038,-3.9061,-3.7805,-3.4971,-3.3028,-2.3143,-3.9062,-3.3753,216,208,208,216,208,208,208,632,632,632,632,632,632,632,328,328,328,328,328,328,328,-10.523,-9.7279,-5.1684,-9.3713,-4.5808,-8.5035,-3.6219,11.348,9.8765,9.074,10.919,10.628,10.894,8.6507,6.7632,4.9332,5.7624,7.1031,5.6362,7.1992,6.6027,9.6207,8.7542,9.2833,9.078,11.942,8.9067,8.0353,9.6207,8.7542,9.2833,9.078,11.942,8.9067,8.0353,-4.8461,-3.0392,-4.9591,-3.3636,-2.7876,-4.5211,-5.5034,208,208,208,208,208,208,208,520,520,680,520,680,512,680,328,352,352,344,352,328,352,-5.8514,-7.2875,-4.9195,-4.378,-6.0145,-5.4534,-3.669,13.732,14.285,14.463,14.459,12.387,12.728,13.417,7.0731,6.4406,8.4021,8.3408,5.6186,6.6484,6.6295,12.598,12.975,11.521,13.971,12.301,10.26,10.901,12.598,12.975,11.521,13.971,12.301,10.26,10.901,-1.7186,-4.1736,-4.4794,-1.6467,-5.6557,-2.4064,-4.2813,208,208,208,208,208,208,208,664,664,664,664,664,664,640,328,328,328,328,352,328,328,-
3.4269,2.8891,2.1025,3.7575,1.7449,2.9495,1.4873,5.8351,6.278,4.6768,6.427,4.1418,5.0818,3.0729,5.2657,5.6392,3.7848,5.3414,3.2869,4.5802,2.5631,9.7594,7.407,5.5575,9.3255,5.1499,7.8416,4.0084,9.7594,7.407,5.5575,9.3255,5.1499,7.8416,4.0084,-0.83461,0.50027,0.23624,-1.646,1.0739,-2.304,-0.31602,224,224,272,232,280,216,216,592,592,616,592,656,592,616,360,328,328,352,336,360,328,-10.219,-10.419,-6.5543,-9.519,-5.7633,-8.7445,-4.2552,3.0017,1.0276,4.1389,3.2549,3.6813,4.7182,4.1371,2.3894,0.25749,2.9072,2.3891,2.7653,4.1849,3.4722,7.5482,9.9054,9.7401,7.6292,9.0362,8.399,9.858,7.5482,9.9054,9.7401,7.6292,9.0362,8.399,9.858,1.1744,2.5989,-0.78557,1.6477,-0.92741,1.9893,0.36786,208,240,240,208,248,208,248,504,640,656,504,632,496,656,344,376,352,344,352,344,360,-10.165,-11.556,-7.9592,-9.3714,-6.2285,-9.3543,-6.5164,6.8061,7.4111,7.1396,7.0345,7.4778,7.0782,6.1281,4.8427,1.3182,0.16108,5.1512,1.2622,5.451,1.4171,9.6765,11.21,6.8835,9.4194,6.256,8.9776,7.0671,14.67,11.21,6.8835,14.141,6.256,16.495,7.0671,6.8755,4.6047,1.3562,5.4499,0.97409,6.4167,2.3615,304,296,296,208,304,304,296,680,640,648,464,680,464,648,576,424,456,576,448,576,424,-
4.3542,2.4406,1.3504,4.3167,1.4664,4.537,0.80549,2.068,4.2509,2.418,0.63807,2.0828,1.9436,2.075,1.1093,3.4151,1.7754,-0.69291,1.4559,1.0428,1.0829,6.7299,6.2597,4.4408,7.163,4.3848,6.9497,4.1399,7.0442,6.2597,4.4408,7.9918,4.3848,8.2402,4.1399,-0.44468,0.6285,-0.11224,-0.91239,-0.12791,-0.70081,-0.24279,208,248,248,208,208,208,248,664,640,464,664,472,640,640,520,336,328,520,336,520,344,-11.804,-10.098,-3.4799,-11.382,-2.7869,-11.504,-3.842,0.04787,2.1142,1.7597,-1.3505,1.2237,-1.2613,1.9232,-3.128,-3.5732,-2.212,-2.448,-1.9156,-4.6732,-1.9,11.503,7.5898,7.1964,11.387,6.8065,12.511,7.8953,11.503,7.5898,7.1964,11.387,6.8065,12.511,7.8953,-0.11275,0.082103,0.22165,-0.62769,-0.26807,-0.1199,0.049328,240,240,240,240,240,240,240,616,680,680,616,624,600,680,432,376,360,432,384,432,368,-6.7872,-5.9272,-2.413,-5.7298,-2.6764,-6.9321,-1.9377,3.3017,5.6822,3.189,1.2166,2.0933,3.3596,3.2855,-5.8482,-5.0256,-3.7308,-4.4067,-3.7008,-5.9558,-2.3539,5.4305,6.856,6.6463,6.84,5.7319,5.2536,7.7938,9.7093,6.856,6.6463,10.404,5.7319,10.21,7.7938,3.195,-0.15984,-1.9595,4.5565,-1.6627,3.5303,-0.86,248,240,248,240,248,248,240,512,512,512,504,496,512,512,576,328,328,576,368,576,328,-
2.9057,4.2572,1.8283,2.8964,1.8364,3.024,2.763,8.789,8.2614,3.0267,6.0926,2.1868,8.3195,2.9089,-3.2164,-1.7934,-0.033662,-2.7795,0.37061,-4.0791,0.73659,1.969,3.4621,2.0943,2.7305,1.3488,2.2961,2.8803,3.6379,3.4878,2.0943,2.7305,1.3488,2.9453,2.9132,-2.191,-1.8535,-1.6868,-4.1052,-1.2968,-2.466,-0.23585,304,312,248,296,264,312,240,640,632,624,656,624,640,632,576,576,376,344,408,568,576,-4.0338,-2.1604,-0.53323,-6.6622,-0.97354,-3.9485,-0.81105,8.8088,7.4539,3.7039,4.5436,3.1526,7.8601,3.5976,0.68512,3.1386,1.6484,-0.094579,1.2737,1.6885,1.3252,5.1997,7.1563,7.7797,4.9698,6.6937,5.744,6.9091,5.1997,7.1563,7.7797,4.9698,6.6937,5.744,6.9091,-6.3062,-2.9826,-2.7199,-8.1553,-2.1867,-5.0431,-1.8174,304,280,208,296,208,296,208,640,648,648,648,608,560,600,328,352,352,352,360,328,352,-8.2381,-3.4488,-3.0307,-11.058,-3.2268,-6.6233,-2.7412,8.8993,8.2629,6.9608,4.8947,4.7712,8.2748,5.4509,0.63183,2.0563,3.0054,-1.0939,2.9322,-0.16311,2.2248,3.1921,4.8663,4.4362,1.4347,3.3325,4.0618,3.2711,3.1921,4.8663,4.4362,1.4347,3.3325,4.0618,3.2711,-8.0914,-4.5942,-0.91827,-10.947,-2.0615,-7.4517,-0.042225,280,272,272,264,272,248,272,560,608,680,608,680,552,552,400,328,344,352,328,400,344,-
4.13,5.0294,2.7371,4.2926,2.4196,3.6303,2.2075,3.4916,5.604,4.5715,3.3712,4.1875,2.2049,3.0695,0.32375,3.3492,2.4398,-0.095327,2.1011,-0.32458,2.0405,4.2361,8.7068,5.8823,3.1928,5.0722,3.2183,5.875,4.2361,8.7068,5.8823,3.1928,5.0722,3.2183,5.875,-0.59914,2.0965,0.27558,-1.6608,0.4903,-0.93748,0.072951,256,256,248,256,248,256,240,504,504,600,496,600,496,600,360,360,328,352,328,352,352,-8.5838,-11.051,-7.8027,-8.377,-6.6157,-7.6572,-6.2591,3.6065,3.4832,1.7185,1.8522,0.68126,2.9785,1.9395,-0.49521,-2.319,-1.5868,-2.0989,-1.6626,-0.36261,-0.85391,1.1813,5.8605,11.012,-0.74519,8.7244,1.1154,10.186,2.248,8.2809,11.012,0.89549,8.7244,1.9429,10.186,-2.8319,4.4686,1.3574,-3.309,1.7742,-2.4434,1.1503,312,208,208,312,208,296,208,464,464,680,464,672,464,680,536,528,376,544,376,536,376,-3.824,-4.9288,-5.4353,-2.897,-4.1164,-3.7187,-4.952,1.4922,3.9078,4.1848,1.032,2.827,1.59,3.8659,-1.0046,1.8871,1.3805,-1.6861,0.68248,-0.6894,0.92285,2.9956,9.7077,9.9097,3.9451,7.4646,1.0802,8.9909,3.693,9.7077,9.9097,3.9451,7.4646,2.6398,8.9909,-1.717,2.8281,2.1416,-0.80504,0.77995,-2.2453,3.0223,208,208,208,208,208,208,208,640,632,632,640,624,504,640,560,480,440,328,424,560,448,-
