col 1,col 2,col 3,col 4,col 5,col 6,col 7,col 8,col 9,col 10,col 11,col 12,col 13,col 14,col 15,col 16,col 17,col 18,col 19,col 20,col 21,col 22,col 23,col 24,col 25,col 26,col 27,col 28,col 29,col 30,col 31,col 32,col 33,col 34,col 35,col 36,col 37,col 38,col 39,col 40,col 41,col 42,col 43,col 44,col 45,col 46,col 47,col 48,col 49,col 50,col 51,col 52,col 53,col 54,col 55,col 56,col 57,col 58,col 59,col 60,col 61,col 62,col 63,col 64,col 65,col 66,col 67,col 68,col 69,col 70,col 71,col 72,col 73,col 74,col 75,col 76,col 77,col 78,col 79,col 80,col 81,col 82,col 83,col 84,col 85,col 86,col 87,col 88,col 89,col 90,col 91,col 92,col 93,col 94,col 95,col 96,col 97,col 98,col 99,col 100,col 101,col 102,col 103,col 104,col 105,col 106,col 107,col 108,col 109,col 110,col 111,col 112,col 113,col 114,col 115,col 116,col 117,col 118,col 119,col 120,col 121,col 122,col 123,col 124,col 125,col 126,col 127,col 128,col 129,col 130,col 131,col 132,col 133,col 134,col 135,col 136,col 137,col 138,col 139,col 140,col 141,col 142,col 143,col 144,col 145,col 146,col 147,col 148,col 149,col 150,col 151,col 152,col 153,col 154,col 155,col 156,col 157,col 158,col 159,col 160,col 161,col 162,col 163,col 164,col 165,col 166,col 167,col 168,col 169,col 170,col 171,col 172,col 173,col 174,col 175,col 176,col 177,col 178,col 179,col 180,col 181,col 182,col 183,col 184,col 185,col 186,col 187,col 188,col 189,col190
6.8246,6.9171,6.2398,6.7892,5.5689,6.6798,6.4154,8.7316,9.0512,7.0554,7.3517,6.1482,7.1157,5.3651,-5.1202,-3.9058,-2.2036,-3.2639,-1.6123,-4.2803,-1.4412,1.7958,0.53464,1.0067,2.3838,1.3053,1.5747,1.4322,1.7958,0.53464,1.0067,2.3838,1.3053,1.5747,1.8499,-1.442,-1.2717,-1.0618,-0.95759,-0.87451,-1.1417,-0.95032,256,248,240,256,240,248,248,568,608,608,608,608,568,576,464,328,496,464,496,464,528,-7.9135,-8.0906,-6.0106,-7.1984,-5.5223,-5.5921,-2.6397,4.3844,4.5023,3.6491,2.7993,3.1059,3.0512,2.1826,-4.4153,-4.5773,-3.1051,-1.7506,-2.637,-3.3222,-3.5678,9.7918,7.1101,6.9077,7.7628,6.2257,9.0387,6.4651,9.7918,7.1101,6.9077,7.7628,6.2257,9.0387,6.4651,-3.4468,-1.5306,-2.2249,-2.989,-2.3646,-1.0573,-1.4593,232,232,232,232,232,224,224,672,672,672,640,672,672,680,328,328,328,328,328,328,328,-5.8058,-7.0957,-5.5413,-4.3735,-4.2109,-4.2591,-4.3683,6.4232,7.3856,7.1001,5.0702,5.857,4.5823,6.1011,-6.7695,-4.2921,-1.2046,-3.7274,-0.19544,-4.8139,-1.3494,4.0212,1.888,1.7559,5.479,2.3051,4.3778,2.6551,5.1419,3.1766,1.7559,5.8331,2.3051,4.9619,3.1808,-3.7031,-1.9121,-3.2635,-2.6359,-2.9552,-2.6237,-1.0428,248,248,248,248,248,248,248,672,672,496,672,496,672,496,560,560,328,560,352,560,560,-
0.81139,1.236,0.33274,0.92708,0.56009,2.791,0.17013,4.2326,4.7732,2.8749,4.5748,3.3118,4.1937,2.6614,2.8865,3.2672,1.5557,2.7417,1.9883,1.9091,1.2416,7.2985,7.113,4.9698,7.0518,5.36,7.8839,4.9502,7.2985,7.113,4.9698,7.0518,5.36,7.8839,4.9502,2.2254,1.11,0.18837,1.9887,-0.97994,3.612,0.54806,232,232,232,288,232,224,224,664,664,656,664,664,664,576,424,424,424,424,424,432,424,-8.3971,-6.6806,-3.0935,-7.7296,-2.6406,-10.23,-2.7501,-2.6858,-3.0644,-1.2424,-1.5471,-0.52396,-2.4664,-0.73875,-5.1157,-7.4268,-3.4475,-4.0321,-3.6307,-4.5447,-3.3744,6.7445,3.5581,5.6336,4.7764,4.2235,10.131,5.8096,6.7445,3.5581,5.6336,4.7764,4.2235,10.131,5.8096,-6.2565,-4.9777,-1.5939,-6.6103,-2.3727,-6.1065,-2.1522,224,224,216,224,224,216,216,576,472,464,584,680,576,552,336,392,400,352,400,336,408,-6.2498,-8.4173,-6.8016,-5.7313,-6.7388,-5.3069,-6.1664,8.5965,6.878,3.5802,6.8371,3.9095,7.9989,2.5727,-0.83619,-1.9852,-1.4172,-0.9164,-1.745,-0.60513,-1.7676,0.02531,0.10648,0.63068,-0.45644,-0.14981,-0.40436,0.93367,1.9929,2.096,1.4849,0.70804,1.5695,0.48635,1.4119,-6.0417,-6.081,-5.0494,-6.7133,-4.8917,-5.8581,-4.8012,312,312,312,312,312,312,312,472,472,472,472,480,472,472,576,576,568,576,576,576,568,-
1.9415,1.6803,0.48502,1.8098,0.13692,2.4625,0.90149,7.6133,7.6041,4.2601,6.1241,3.2623,8.0069,4.058,5.7916,5.8885,3.1362,4.6917,2.5093,5.9899,2.9695,8.9537,7.9551,4.9636,7.3018,3.8724,8.4273,4.5704,8.9537,7.9551,4.9636,7.3018,3.8724,8.4273,4.5704,0.49063,-0.062123,-0.7337,-0.081281,-0.86099,0.87013,-0.15303,208,208,208,208,208,208,208,600,600,600,600,600,600,600,336,336,336,336,336,336,328,-7.4183,-6.2333,-3.2146,-7.7101,-2.5761,-6.9089,-3.1042,1.7759,1.1454,0.92983,2.1388,0.86993,2.5409,1.0865,-0.051764,-0.21739,-0.041184,-0.43599,-0.11569,0.47474,0.11307,12.581,7.6675,6.2424,14.618,5.7372,11.051,5.7323,12.581,7.6675,6.2424,14.618,5.7372,11.051,5.7323,-5.4398,-2.0913,-1.1095,-5.0647,-1.3155,-6.5974,-1.4517,208,216,216,208,208,216,216,632,632,632,632,648,632,640,400,400,400,400,408,400,400,-8.4379,-8.1248,-4.7277,-7.322,-3.6282,-7.6194,-4.8833,2.4282,1.5889,1.422,3.7824,1.7141,3.3285,0.99619,1.354,1.2653,0.96677,1.3033,0.54036,1.9449,0.8717,9.7019,9.1792,6.7039,9.5658,5.8969,7.5078,5.2146,9.7019,9.1792,6.7039,9.5658,5.8969,7.5078,5.2146,1.2295,2.6311,2.2935,0.4959,0.99919,1.5679,1.7396,208,208,208,208,208,208,216,576,680,680,568,680,600,680,424,424,424,424,424,424,424,-
6.3223,4.5761,1.5797,5.6197,1.0078,5.9233,2.0108,8.9063,9.5374,5.7471,6.1052,4.7355,7.7044,4.9194,5.9785,6.3883,2.2319,4.2812,0.94587,6.1889,2.5568,3.6425,6.2525,6.1116,3.2335,5.0159,4.2837,5.2367,3.6425,6.2525,6.1116,4.2207,5.0159,4.2837,5.2367,-1.9283,-0.66118,-2.0653,-0.35689,-2.2992,-0.85318,-1.8423,272,272,272,272,272,272,272,608,608,616,472,520,608,504,352,328,328,544,328,328,328,-10.162,-8.7178,-4.1595,-7.1424,-3.6495,-9.3804,-4.7758,-4.8347,-7.2837,1.8523,-1.7983,-0.3344,-1.7934,3.2627,-13.071,-10.5,0.34996,-8.9599,-1.9614,-7.121,1.6851,2.3856,6.3999,7.2881,2.2174,6.2205,3.2639,6.4132,2.3856,6.3999,7.2881,2.2174,6.2205,3.2639,6.4132,-7.9664,-4.1073,-0.83971,-6.7569,-0.96921,-7.3256,-2.0273,216,216,248,216,216,216,272,480,480,480,480,480,480,488,368,368,336,368,336,368,336,-5.776,-6.485,-4.0195,-4.4636,-5.53,-4.5204,-2.6501,8.3987,3.1047,6.4572,9.1598,3.5669,7.3326,5.045,-7.7508,-6.4777,2.3906,-4.2264,1.6103,-3.6004,2.8511,11.374,15.162,12.283,12.241,11.872,8.968,10.324,11.374,15.162,12.469,12.511,11.872,8.968,10.324,4.135,5.7293,1.018,4.1733,1.1832,0.75086,0.81784,280,280,280,280,208,280,208,680,680,680,680,680,608,680,496,496,504,504,424,496,376,-
2.3558,2.0713,0.95988,2.3006,1.3406,1.9791,0.86534,-0.52736,-0.00051932,-1.0493,-0.42298,-1.037,-0.73253,-0.22201,-0.9107,-0.69858,-1.3819,-0.94801,-1.304,-1.3396,-0.62325,6.0743,5.927,3.2733,5.4255,2.8888,4.3403,2.6731,6.0743,5.927,3.2733,5.4255,2.8888,4.3403,2.6731,2.0918,1.8818,0.66455,2.2111,1.5658,1.3273,0.82209,232,240,240,240,240,240,240,504,504,632,496,496,504,648,400,400,416,400,464,392,416,-7.4688,-7.6898,-3.5593,-7.667,-3.5114,-7.3909,-3.1326,-1.2114,-2.5119,-1.5265,-1.6467,-1.6828,-2.7199,-1.3746,-8.6138,-11.586,-7.1079,-7.9016,-6.3437,-9.1261,-5.9977,-0.43206,-3.3921,-1.2238,-0.84976,-1.7837,0.37725,-1.0644,-0.43206,-3.3921,-1.2238,-0.84976,-1.2314,0.37725,-1.0644,-5.1535,-5.947,-3.7434,-4.0629,-3.1759,-5.3152,-4.5273,296,288,296,296,304,288,288,552,520,536,464,496,552,552,384,392,432,392,576,384,392,-6.3873,-6.3834,-3.54,-6.2223,-3.6254,-5.9893,-3.0516,-2.2827,-0.9521,0.031054,-1.232,0.69262,-3.0834,-0.82505,-3.3356,-2.2966,-1.6798,-2.9855,-1.4201,-3.9583,-1.6751,4.3579,5.0696,2.8552,3.6337,2.3323,4.105,1.8817,4.3579,5.0696,2.8552,4.498,2.3323,4.105,1.8817,1.2776,1.1713,-1.2387,1.5103,0.23379,-0.38373,-2.4719,256,256,288,304,288,248,256,480,544,544,488,520,480,536,392,368,392,576,424,368,360,-
0.79351,1.4662,0.8913,0.71492,1.3327,1.6114,0.5113,10.265,10.984,5.3939,8.5646,4.2474,10.271,4.1098,3.6396,4.9994,2.5151,1.73,0.63427,3.8178,2.2167,2.9085,5.4335,3.6738,1.2192,2.4931,4.025,3.8862,2.9085,5.4335,3.6738,1.2192,2.4931,4.025,3.8862,-1.94,-0.87895,-1.2384,-1.9811,-1.1299,-1.7733,-0.99173,304,296,296,304,208,304,296,648,648,680,648,616,648,680,328,344,344,328,344,344,344,-6.8303,-5.0837,-1.5128,-5.5819,-1.9372,-7.6984,-0.48348,5.0275,7.86,5.8057,4.0708,4.3528,6.6277,5.8783,-0.28199,-1.1518,0.11351,0.90901,1.3106,0.026676,0.93238,-0.54028,0.039259,0.43878,0.66507,0.52138,1.3756,2.4391,0.34941,2.1965,3.6388,0.66507,3.8554,1.3756,2.7213,-1.8987,-1.2714,-1.7185,-2.6259,-1.2341,-2.3841,0.82236,312,312,312,312,280,312,280,536,472,472,504,472,536,536,520,576,576,328,576,456,576,-6.1022,-4.4346,-3.0374,-5.6618,-2.7659,-6.6978,-2.7117,3.2137,5.2865,3.7013,3.9352,3.8414,2.8918,1.4352,1.2972,0.76362,-0.095192,0.90531,0.49393,1.0009,-1.6348,2.7647,1.8441,2.858,2.8145,2.3301,4.3849,2.0083,2.7647,1.8441,2.858,2.8145,2.3301,4.3849,2.0083,-1.7326,-0.36437,-0.33247,-1.4894,-0.67056,-1.1236,-1.0289,208,312,312,208,272,216,312,504,560,568,512,568,520,512,328,352,440,328,448,336,448,-
4.6977,7.2356,4.4299,4.1965,3.8063,4.8203,4.4683,11.545,12.836,7.8922,10.985,6.5722,11.329,7.3267,0.35402,1.7808,2.2118,1.722,2.4808,-1.031,1.9715,0.70852,1.0844,1.9162,2.0625,2.3351,-0.41588,2.0779,1.2227,2.3959,2.8577,2.0625,2.7988,0.67423,2.0779,-1.9579,-0.80155,0.96616,-1.5931,0.46729,-2.5218,0.46519,304,312,296,312,304,304,296,464,488,632,464,632,464,624,560,560,560,328,576,528,384,-3.8895,-2.2993,-0.78943,-5.7709,-1.1801,-4.0471,-1.2931,12.957,10.855,4.1039,10.677,3.1081,11.444,2.1677,1.7811,2.4266,1.0067,1.153,0.396,2.8744,0.37154,7.5426,6.4494,7.8397,8.1486,7.1357,8.4781,7.6565,7.5426,6.4494,7.8397,8.1486,7.1357,8.4781,7.6565,-1.0937,0.43199,1.5353,-2.2886,1.6612,0.88455,1.1106,240,240,296,240,240,240,296,600,464,608,600,600,560,464,344,408,408,376,408,344,408,-2.2393,-2.0851,-3.5602,-3.6135,-2.8663,-1.3189,-2.5932,13.802,8.0448,1.807,11.677,1.3166,14.854,0.51902,5.8453,3.5739,1.0352,5.99,-0.20931,7.2851,-1.2523,6.1939,5.0962,6.7332,6.9112,5.5919,7.157,6.8964,6.1939,5.0962,6.7332,6.9112,5.5919,7.157,6.8964,-1.1616,0.55411,0.5301,-1.7959,0.75459,-0.38701,0.31273,304,296,232,312,232,296,232,592,592,464,592,592,600,464,344,416,416,408,408,344,416,-
4.5688,3.1939,0.62621,4.9482,0.69234,5.0823,1.4027,2.7123,4.1084,2.6118,3.7417,3.365,3.1628,2.3801,-2.488,-1.9612,-1.5949,-2.1344,-1.3384,-1.5277,0.091319,3.5043,2.4713,1.8843,3.2594,2.336,3.2693,1.8979,3.5043,2.4713,1.8843,3.2594,2.336,3.2693,1.8979,-0.55077,-1.7886,-2.0868,-0.53433,-2.6852,-0.024443,-2.1572,296,312,312,296,312,296,312,560,560,680,520,544,560,560,488,488,368,488,376,480,344,-14.139,-14.751,-7.6195,-13.008,-5.6527,-12.193,-6.5583,9.7478,8.9715,12.217,8.5381,12.477,8.5529,10.712,1.0186,-0.099514,4.2259,1.6394,4.9888,2.3527,4.2516,12.267,12.293,13.725,9.6008,14.848,8.4067,11.078,12.267,12.293,13.725,9.6008,14.848,8.4067,11.078,-12.127,-12.195,-4.3101,-12.121,-3.6933,-11.155,-3.7815,224,216,232,224,232,224,232,576,576,576,576,584,576,576,328,328,344,328,352,328,344,-13.826,-16.628,-10.646,-12.997,-9.6109,-11.473,-9.9244,13.629,15.378,13.791,12.995,12.171,13.811,10.534,7.6077,8.7079,10.207,8.0617,7.215,7.6477,5.4468,8.1326,10.747,15.279,7.9605,12.599,6.3205,10.261,8.1326,10.747,15.279,7.9605,12.599,6.3205,10.261,-7.7073,-5.6886,-2.9227,-7.422,-6.1055,-7.0262,-2.9961,208,304,296,304,280,304,272,552,544,680,560,632,552,680,344,352,352,344,352,344,352,-
3.2504,2.8646,1.6515,3.2112,1.5102,3.9426,1.1279,3.3303,2.2329,1.2549,2.8749,0.55724,4.8804,1.4189,1.6099,0.98745,0.55533,0.99926,0.11546,2.7047,0.50673,9.8334,4.7252,3.2603,10.884,2.932,9.5169,3.0006,10.133,4.9318,3.3975,11.04,3.2728,9.5832,3.1936,3.181,0.70248,0.59755,3.8429,0.46074,3.8385,0.89122,208,208,208,208,208,208,208,680,672,672,672,672,680,672,504,568,504,568,568,504,504,-7.0507,-5.6757,-3.2512,-6.8831,-3.0476,-6.7491,-2.3589,-0.94973,-2.7803,-1.5563,-1.4177,-2.5936,0.77691,-0.053643,-1.7265,-3.0477,-2.0809,-3.1504,-3.5924,-0.91543,-0.56311,1.9255,0.83388,3.1297,1.6643,2.6196,1.9169,2.8998,8.4073,4.4405,3.1297,9.3063,3.1518,8.1087,2.8998,-0.019065,-0.407,0.90777,-0.36095,0.87178,-0.19915,0.45582,248,240,216,240,216,248,240,464,464,488,472,496,464,496,576,576,440,576,544,576,432,-3.6449,-3.4665,-1.2235,-3.6253,-1.2425,-2.8188,-1.1243,-5.086,-2.4608,-0.59547,-5.2013,-1.1655,-3.5239,0.30915,-6.5695,-3.6168,-2.0713,-7.1433,-2.8339,-5.2617,-0.78517,-3.1787,-0.85014,1.1346,-1.3635,1.9441,-2.7379,1.1607,0.15049,0.17482,1.1346,2.9676,1.9441,-1.6204,1.1607,-3.8993,-1.2046,0.65297,-2.6119,0.94997,-4.9072,0.48254,216,208,208,208,208,304,208,464,464,536,464,536,464,536,576,576,480,576,488,576,360,+
1.1104,0.79065,0.37317,1.2336,0.93678,0.93481,0.18422,6.5343,8.3936,6.1603,3.8817,2.8289,5.9644,5.1686,3.4748,5.1018,3.3439,1.8337,0.16371,3.5502,3.0583,3.7881,3.6788,4.2946,3.9674,4.0026,3.1402,3.6069,3.7881,3.6788,4.2946,3.9674,4.0026,3.1402,3.6069,-1.7294,-2.6492,-1.1512,-0.91724,-0.79483,-2.0203,-1.0268,208,208,208,208,208,208,208,520,520,488,520,520,520,488,328,328,328,336,368,328,328,-6.8173,-5.6757,-3.9274,-6.5843,-3.5013,-6.1138,-2.7343,4.9959,5.6371,5.1759,2.8831,1.5593,5.5879,6.037,3.5097,3.6257,3.1298,1.6396,-0.060688,3.6186,3.7779,4.2256,1.7258,7.4622,3.2745,6.2137,5.905,8.4522,4.2256,1.7258,7.4622,3.2745,6.2137,5.905,8.4522,-4.246,-5.433,-0.68243,-5.5241,-0.94253,-3.9092,-0.10861,208,312,240,240,240,208,240,656,656,656,656,656,656,648,376,344,432,376,456,344,456,-7.8152,-5.9255,-2.8629,-8.6221,-3.3229,-6.5401,-2.5462,6.5518,8.7487,6.3419,3.3521,2.1613,7.1235,5.1971,-1.7959,3.537,2.7848,-4.9263,-0.19683,0.28677,3.0074,4.5999,6.5095,10.043,3.9713,8.9238,4.3492,8.3232,4.5999,6.5095,10.043,3.9713,8.9238,4.3492,8.3232,-3.0988,-4.1766,-1.56,-2.1272,-2.56,-2.4529,-1.491,208,208,208,208,224,208,208,488,488,624,488,600,488,600,344,352,344,344,344,344,344,+
0.66874,-0.34171,0.52167,0.91102,-0.2721,1.5235,0.065946,7.4384,7.6216,6.8333,5.5548,4.3459,6.3044,5.2033,4.4996,1.5955,1.654,3.4805,0.67633,4.3043,0.83372,8.8191,3.7133,3.8041,10.205,2.8184,7.7061,2.7225,8.8191,3.7133,3.8041,10.205,2.8184,7.7061,2.7225,0.31388,0.93093,-0.026738,-0.62776,0.039208,-0.37496,-0.37117,208,312,312,208,312,288,312,680,512,680,680,640,680,680,464,464,464,464,472,456,464,-9.8308,-15.227,-8.9147,-8.7269,-6.6323,-9.4667,-6.7253,8.6065,4.131,-0.98159,7.3642,-0.37567,10.65,1.3369,-1.1514,-7.5475,-6.645,-0.088215,-5.5393,-0.04121,-3.2216,9.2858,1.8876,1.0107,6.7041,1.8749,10.578,2.1573,13.17,8.5101,4.5121,19.294,5.1347,14.871,4.2404,0.7045,-1.0637,-0.8644,2.9444,-0.47852,3.6013,0.25591,264,264,272,256,272,256,272,480,472,472,464,464,464,520,576,576,576,576,576,576,576,-5.8836,-17.495,-7.3819,-6.3817,-7.4631,-8.0671,-7.5777,11.867,6.5123,2.046,9.7572,1.1038,11.54,2.9504,6.4765,-1.2654,-0.66139,5.811,-2.7993,6.0868,-0.90497,12.633,4.4411,3.945,13.249,3.3042,10.731,3.2183,25.605,15.007,11.761,27.929,10.953,22.484,9.2644,6.8352,-1.208,0.69708,7.5282,-0.21157,6.8473,-0.41707,208,208,208,208,208,208,208,464,464,464,464,464,464,472,576,568,560,576,560,576,568,+
4.3527,4.996,3.0782,4.7931,2.9882,4.3098,2.7643,9.4918,10.479,6.2505,9.1924,5.3596,8.2252,5.499,2.7525,0.889,-0.10239,3.0905,-0.065166,1.6659,0.26409,6.9916,1.8848,1.4598,6.5336,1.6572,7.786,1.818,10.24,3.3529,1.6695,9.5738,1.6572,10.666,2.1847,-0.031719,-0.81853,-0.34514,-0.08511,-0.50774,0.083903,-0.39976,272,312,304,272,304,264,272,680,464,472,680,680,680,680,536,552,544,536,384,536,544,-7.5574,-5.9256,-1.8236,-6.9423,-1.4967,-5.983,-1.3958,6.6243,8.4873,4.7831,6.1433,4.0656,5.6365,4.2453,-3.3741,-2.3353,-2.0793,-3.8579,-2.1114,-2.8605,-0.75938,-1.8673,-0.93995,-0.65676,-2.6258,-0.81127,-1.2449,0.53802,-1.8673,-0.93995,-0.65676,-2.6258,-0.81127,-1.2449,0.53802,-7.1303,-5.7569,-2.7375,-6.4473,-3.4006,-5.3737,-2.2961,312,304,288,312,304,304,264,552,544,496,520,536,552,496,360,360,328,360,328,368,328,-7.3423,-6.233,-2.443,-6.3881,-2.2708,-6.2065,-2.4213,7.7969,5.6201,0.15435,8.5406,0.29785,6.8328,-0.11094,2.8222,3.128,-3.1031,4.1352,-2.9692,0.96365,-1.8138,-0.65044,0.60718,-0.71621,0.56204,0.55137,-2.2173,-0.86192,5.7209,2.4966,2.5317,6.6082,2.0725,5.2543,1.2858,-4.6828,-5.1854,-3.9019,-3.1929,-3.0313,-5.2977,-3.531,256,224,216,312,224,312,224,464,488,488,488,488,488,488,576,576,576,576,576,576,576,+
2.3197,2.0633,0.70906,2.9987,0.50678,2.6371,2.1175,9.3257,10.861,3.6392,8.7443,3.7281,8.6464,2.3949,4.4587,4.4985,2.0055,4.5759,2.3478,3.9643,1.5215,3.1366,3.5395,3.6957,3.6032,3.127,3.6578,2.9275,4.8971,3.5395,3.6957,4.8996,3.127,5.2025,2.9275,2.6194,0.48433,0.34771,2.2486,-0.29811,2.5155,0.48887,312,312,280,312,280,312,272,472,504,616,472,504,472,616,560,328,328,560,328,560,328,-6.7212,-5.1286,1.0942,-8.3931,-0.55344,-6.123,1.2904,4.4132,2.4884,2.4665,1.9214,3.1176,5.4821,3.9309,0.91313,-4.0833,-1.7371,-1.2566,-0.86059,2.4402,0.086507,7.6929,8.8124,9.6698,5.5132,9.1369,5.5217,7.6787,7.6929,8.8124,9.6698,5.5132,9.1369,5.5217,7.6787,1.52,3.0557,2.147,1.3418,1.7948,-0.36384,1.8873,248,256,280,256,280,248,272,544,472,640,544,648,544,632,408,400,408,408,408,400,416,-6.8193,-6.5955,-1.85,-8.7757,-2.6897,-7.1674,-0.72302,2.3073,1.4214,4.5931,0.67132,3.8587,2.6958,2.874,-0.37138,-1.9652,1.5078,-2.347,1.577,0.33281,0.51108,3.7327,10.18,7.5013,3.857,5.3606,2.0835,3.6681,3.7327,10.18,7.5013,4.388,5.3606,2.0835,3.6681,-1.1128,-1.0085,-1.2426,2.0489,0.12289,-1.6905,-1.1726,208,208,208,208,312,208,296,504,672,680,504,672,504,680,424,424,424,560,456,424,392,+
3.3665,3.6594,1.4675,3.3361,1.4352,4.1054,1.7956,6.71,8.0097,4.146,6.9313,3.4144,6.209,2.8353,2.0723,1.7245,-0.19707,1.7187,0.28398,1.8816,-0.4739,3.0647,3.0974,2.1725,3.4548,2.7837,2.9127,1.4939,3.6739,3.6322,2.7975,4.1555,3.1384,4.1368,1.6984,1.7262,0.87365,1.2516,2.1005,0.66151,2.0675,0.99334,312,264,304,304,304,312,304,656,464,600,656,592,656,496,576,552,552,560,520,576,552,-4.9633,-4.7055,-1.8496,-4.3881,-1.0045,-5.3933,-0.70914,3.2826,5.0393,2.6664,4.4859,0.9722,2.6676,2.4467,-6.6741,-3.0564,-1.0211,-5.5749,-2.9041,-5.6592,-0.65134,3.5986,1.0512,2.1154,3.2914,1.9047,3.1994,1.3755,3.5986,1.0512,2.1154,3.2914,1.9047,3.1994,1.3755,-6.6548,-5.245,-1.6993,-6.1143,-2.384,-5.8634,-3.2831,288,264,304,296,304,296,304,600,600,584,600,608,592,560,440,464,480,448,480,440,472,-4.0073,-3.6805,-2.9452,-2.6394,-2.8336,-5.469,-2.5731,1.8844,4.449,3.5161,3.183,2.058,1.6201,3.2968,0.088435,3.394,0.22703,0.043665,-1.1471,0.11611,0.6794,2.1436,3.091,0.8549,2.599,0.45546,2.1531,0.51148,2.2057,3.091,0.8549,2.8581,1.9886,3.2555,0.51148,-0.84242,-0.46815,-0.89365,-0.38709,-1.0084,-1.0995,-2.5695,232,304,304,296,304,232,304,488,496,560,496,464,496,496,544,328,480,536,536,576,344,+
3.6714,5.9809,4.0586,3.4493,4.0908,3.3507,3.4061,5.6304,5.6695,3.3,4.7516,3.3774,4.6148,2.8767,2.3238,1.4429,1.365,1.7819,1.3759,1.1978,1.0593,5.3912,2.4564,1.7359,4.9342,1.809,5.75,2.4733,5.3912,2.4564,1.9963,4.9342,1.9633,5.75,2.4733,0.60686,-0.056042,-0.23023,0.8109,-0.18537,0.35278,-0.209,248,312,312,248,312,248,240,616,616,680,616,616,648,680,432,432,576,496,576,432,328,-10.693,-7.2027,-2.7258,-10.715,-2.6918,-9.1092,-1.2201,7.8195,10.386,8.7624,6.5423,6.9333,7.7669,6.0531,-2.496,-1.0739,2.4004,-1.9603,1.6085,-1.8234,1.8695,3.267,2.6651,5.8651,3.7806,4.3481,2.0953,4.4295,3.267,2.6651,5.8651,3.7806,4.3481,2.0953,4.4295,-10.346,-11.093,-7.4075,-8.5998,-6.8753,-8.7214,-5.555,288,280,288,288,312,296,280,552,552,656,560,632,552,584,400,376,376,400,376,400,376,-3.1659,-2.0793,0.12418,-3.4016,0.080162,-1.8721,-0.21754,2.6706,5.408,4.2024,2.4106,4.3353,2.3206,2.7926,-1.5325,-0.82734,-0.13245,-1.9069,-0.21808,-3.2142,0.91299,3.8636,4.3745,3.6302,3.6868,2.9655,3.3124,3.5902,9.062,6.1501,4.8059,9.3395,4.0509,6.8531,4.6271,0.73899,1.5274,1.3102,1.2038,-0.20767,0.86751,1.2875,312,312,312,288,312,312,272,464,464,616,464,616,464,680,560,560,560,560,560,560,560,+
4.2186,5.5633,3.3572,3.8228,2.9735,6.0243,3.5264,4.0198,5.14,2.7108,5.4102,1.6164,6.5835,2.0506,-0.091614,1.4933,1.2907,-2.305,0.12343,-0.75705,0.61196,3.6594,3.1737,2.665,5.9136,3.2138,8.1379,3.126,3.6594,3.1737,2.665,5.9136,3.2138,8.1379,3.126,-1.0011,-0.84911,-0.19223,-1.8302,-0.96342,-4.2178,-0.13025,280,280,248,280,248,280,208,632,624,520,520,632,600,528,336,336,336,328,328,328,328,-15.023,-14.123,-6.8176,-14.532,-7.0784,-18.423,-5.4273,-0.3069,-4.9175,-2.2854,3.4272,-3.18,1.3606,-2.6673,-1.2779,-7.6392,-4.3901,1.2317,-5.0024,-0.69864,-4.8868,10.721,7.2393,11.115,11.612,8.477,10.628,8.1956,10.721,7.2393,11.115,11.612,8.477,10.628,8.1956,-4.82,-1.5213,0.69938,-4.2906,-0.86725,-1.574,0.17873,208,208,240,240,240,216,240,632,560,592,560,600,512,560,344,352,352,344,352,352,352,-8.192,-10.047,-5.892,-9.8069,-5.7009,-12.019,-4.1573,0.21343,-1.8326,-2.8252,1.4741,-2.0943,1.3651,-2.6652,-1.7548,-5.1206,-4.1524,-0.56914,-3.0016,-0.23201,-4.1948,9.3575,8.4136,7.1024,10.622,5.6513,13.415,6.1789,9.3575,8.4136,7.1024,10.622,5.6513,13.415,6.1789,-5.7101,-3.8609,-2.0979,-8.0636,-2.1805,-5.0608,-1.473,232,224,224,232,224,224,216,656,624,616,656,616,648,616,400,480,472,392,448,352,448,+
