F_C,LT_C,O_C,P_C,RT_C,LT_F,O_F,P_F,RT_F,O_LT,P_LT,RT_LT,P_O,RT_O,RT_P
-0.04394338199635089,-0.017280497356837905,-0.11316256736543134,-0.10575019827084892,-0.0142868984939963,0.12485071656044949,0.0780909182406411,-0.17614634216245487,0.2009247813542743,-0.17895099605175946,-0.02771972890124134,-0.010504613476483269,0.04024141146958746,0.007799666762578852,0.028370872680566567
-0.18035654492588915,0.018333274732838807,-0.3256524027987853,-0.07344645281234136,0.020784789385888017,0.08754160104933573,0.06225492945428302,-0.20215599789894736,0.2143332132699314,-0.028695988988864645,-0.0064054599038958285,0.014110282089909961,0.4844557244278868,0.024970968684302285,0.07073758462323836
-0.20508083309558714,0.0018325468115305368,-0.3641461026252693,-0.10534849068811676,0.0011265957627589421,0.08035685456099938,-0.015118526332910246,-0.22245029565980262,0.1285456345750262,-0.1370633866507992,-0.022620759618936417,0.002387318820726662,0.16632514377896707,0.045466482870927596,0.15534435086683002
-0.19978412643213495,-0.02241824812251936,-0.312996289325952,-0.0733037511684798,0.004718868192163738,0.19413458739715367,0.08299404629494672,-0.1846735531521092,0.12476964469026357,-0.02269755856657477,0.029722279265630612,0.001872304384808535,0.1040263176044011,0.11347468101042511,0.05132396588035749
-0.09657493146272121,0.007600477760310321,-0.26560967707069144,-0.16929288223902683,0.025433363044693503,0.3671120414150639,0.055259034836188964,-0.17772668883709494,0.14620083872904638,-0.09554378479950633,0.0021407042150007488,0.001827154353928401,0.8673649629580951,0.003054717938188325,0.08165950209889658
-0.07014447773807252,-0.012745713612740529,-0.19249221359183186,-0.20483237444745256,-0.0024196306875621716,0.2347816958586186,-0.005869244390199595,-0.1713037329563832,0.3660756853155776,-0.005879524675829572,-0.0047205761939275856,-0.002379896720720126,0.07559918215320051,0.20677852596040774,0.07675224141133938
-0.26115850527540857,0.03930243938080224,-0.2564797292406859,-0.03357979512305298,0.013816560215806881,0.24877401566557997,0.00256913426071361,-0.22723776604925,0.16659895015425538,-0.07433962277755522,-0.030228463667573487,0.011350475532386873,0.4530766788005326,0.022194796269713792,0.12714367795489342
-0.22938401583849996,0.017494542814884762,-0.38119237836426484,-0.08672350702634705,0.021713221351883413,0.1738012590065454,-0.003100012451776913,-0.23954333145183676,0.2569306102476483,-0.0806055059037673,-0.41661339163574124,0.21050198236881396,0.14763301725289132,0.04315127134268279,0.13519620054838707
-0.23879942779120306,-0.015951363873502412,-0.34689279523502214,-0.09044706198831429,-0.014671846455132635,0.023700445292745332,0.18006856959237186,-0.039743098363662244,0.009405366625907413,-0.18075375028172794,-0.22293194341881428,0.09458943312256748,0.10059609703884262,0.15922533886592125,0.11307550072612377
-0.13747760634624143,0.01744197541963989,-0.29476643389242146,-0.0779648659301872,0.033717907405237404,0.02291897678819168,0.28632487853778316,-0.058757365524711405,0.010093576139763933,-0.18222867788978042,-0.17556493146345406,0.021441812664660508,0.47685623528619997,0.021812109984316947,0.07701349213688458
-0.13955605333311222,-0.025549680822061348,-0.27445126876243064,-0.11923347413713524,-0.005261608569892984,0.0025903337932836265,0.31606581055791955,-0.06596929547326581,0.024425992850935465,-0.07992220633879081,0.018701406926354924,0.036207993084389,0.10219594352757057,0.15511105362272953,0.11334259023928746
-0.22281334933982527,0.010747129382770651,-0.37313129467950784,-0.11092951677708233,0.0077077969651935365,0.00891808805038745,0.17366524762864574,-0.04880695559698856,0.020161048738929082,-0.12261182968055799,-0.01088781498043888,0.06213685655269063,0.3680825797052844,0.029801667540237695,0.1149461565253111
-0.18428367759234668,-0.0035964700938370176,-0.34052245526019226,-0.1254332379766236,-0.005624154374853021,0.004719296924941215,0.27157128605166186,-0.036485740899448955,0.0018188676110393338,0.0036107714462889845,0.01948414060016591,0.014724639712625307,0.14136607911571558,0.06885061190776018,0.1837472540359181
-0.1594626284080283,0.007707117791904895,-0.3059191800107606,-0.10502940979779266,0.0024426528775967436,0.01792621135331254,0.40668278494440363,-0.091649004394029,9.032978334999756e-05,-0.05362407352598162,0.008574316033267164,0.03756254246101369,0.41557294030467035,0.08043784290799848,0.1546686542384688
-0.14145629279657002,-0.003875381783942235,-0.3089122879087545,-0.125896313003435,-0.0038865278861350246,-0.004665256823992465,0.3566386768659071,-0.09136961048983538,0.017584395048508183,-0.023901667360965,-0.35195594897259597,0.0026620081019022583,0.129034559086252,0.04152860866588302,0.11473101198524926
-0.13463500123330652,0.12046037615495385,-0.06960200462838734,-0.29606046027473015,-0.23032179015471319,0.0031262539358953415,0.2598257755539715,-0.07395094593683406,-0.0019792703454611835,-0.21833756598724113,-0.03999325361110679,0.06680803031228395,0.1061842034947443,-0.013870901578723527,0.07802512212125949
-0.15251489279864275,0.20066896431219217,-0.08216037097570947,-0.3214951801439654,-0.09716648569804708,0.01206609479484785,0.3797689611718578,-0.06981500888384796,0.011956491445977659,-0.04063415703012387,-0.1019340713646384,0.007274651311653492,0.6238297114540196,0.04028541547523158,0.254631634608968
-0.04179001551181554,0.1961938430018908,-0.14981365028527424,-0.18794807506397807,-0.12227029592651105,0.011908663326747825,0.3125997651155167,-0.060252429145249,0.019552412892640356,-0.19025219613149333,-0.053209550978325255,0.06856656320398222,0.05167276439541468,0.021639419567428028,0.15510637727054224
-0.0983263043172235,0.12875158863895,-0.09449310239572953,-0.169883976546986,-0.028380077873386065,0.0011199638976255605,0.35935562975362384,-0.07068882920693605,0.01982669883977069,-0.03946405605580168,0.025248034008950954,0.030677981811830707,0.3416412123923005,0.02609961135456901,0.024276568918705225
-0.04611346478298997,0.12373203005132807,-0.11771338255518844,-0.040519377476300474,-0.03985093025864792,0.02181974382677263,0.25385482067172344,-0.053585724467019466,0.0180951381987971,-0.1365327999403468,0.007179342734894244,0.052451805557018456,0.1182286737966864,0.016371989141619307,0.012822929320663078
-0.1454779744558138,0.0019382308489439253,-0.3041744081038257,-0.12312685212204104,-0.07762403070704123,0.0072537478803796724,0.2366308142895483,-0.05993045275740236,0.025010478961281304,-0.020693358960334494,0.034692295695767254,0.03346393680036992,0.058575818704738256,0.017293268258738934,0.012942536552583456
-0.19024551122546665,0.011041564956864515,-0.2655346457024923,-0.20568867551407669,-0.06710548484943134,0.024750355547507444,0.29529967307616417,-0.04392644251103603,0.006526586624911222,-0.03577752111003948,-0.6699193215918418,-0.000645868183693843,0.3826522087253064,0.029924590375754994,0.031231824083595067
-0.19816693615166775,-0.004441589435289349,-0.26029917690760773,-0.21201306776815892,-0.049713684261952974,0.007806065587435915,0.32357746105725343,-0.07858588849407337,0.012851049697869465,-0.11903600611694351,-0.10316727451411721,-0.0064664003613129776,0.06126184881057259,0.018406902947156332,0.04120807635680089
-0.0724421545223586,-0.0025318766341531854,-0.19094945042016528,-0.12484535167738844,-0.08317759308677933,0.06974538966965584,0.11580966329402546,-0.1955734184850029,0.12670171524430757,-0.10263360899738705,-0.13954047810163736,0.052663187780697465,0.22361866310330508,0.022297808241534305,0.013819019558304599
-0.06323429488048633,0.01140425155792945,-0.11264603969657394,-0.16345646237353345,-0.02339540750603513,0.08392021123842751,0.10195930871901022,-0.19882671205471728,0.08209652717748915,-0.022221155434451745,-0.1573497845129777,0.11581807929832696,0.12012269851341434,0.01640710985083858,-0.04041004103399005
-0.19982219729690054,0.0068155948152571685,-0.28148916059337337,-0.11859399446113544,-0.04558049824415448,0.037505420032341315,0.07632246390199222,-0.2285468937994943,0.1081136199188706,-0.01718939602456134,0.01622811517827966,0.14683510561981358,0.27572221982846284,0.07630822282996635,0.03859150636581258
-0.1893913368667957,0.011188653242721912,-0.30306551581686964,-0.16531974929749782,-0.06917249270221981,0.01653611204664921,0.008781950517292076,-0.2487225971093775,0.23260110786288488,-0.09320121038516069,-0.0415613333441311,0.011055696962894827,0.13415538238053842,0.0855663000149698,0.020529128874362947
-0.23480078539718185,-0.008210162215954015,-0.28671977946494104,-0.18699427370888355,-0.07252455026990166,0.020712578580966638,0.07775675579473508,-0.15210459537795445,0.3323177161091624,-0.06874169399103752,-0.06921483607723436,0.024295920522028485,0.2877304920806849,0.14331721868831454,0.01797837162461661
-0.10678969550214198,0.002901385020115415,-0.2566519814449558,-0.1066472295442506,-0.08754912787673619,0.039587335356660244,0.02979281957665767,-0.12619933475473494,0.25021811670544103,-0.3202253388197364,-0.037173300972883336,0.005239147613038507,0.17465709820859662,0.04765798016022805,-0.01111366854735973
-0.14190804047891703,0.009641445745127368,-0.19145872340800066,-0.1930461251337266,-0.056873725027240835,0.030166272941437245,-0.00286914709224342,-0.12972486122863472,0.2571276544704015,-0.0309815215032363,-0.3064857034005018,0.031068354933703683,0.21822233175036423,0.02424674641952294,0.03511550638426273
-0.20673276054051468,0.01453895281241464,-0.295783119677021,-0.19256632266665233,-0.05825596338110002,0.05604460402978521,0.057044300397514125,-0.33306112922146874,0.24565136410740962,-0.05992515956004024,-0.04007896185756377,-0.012491438643199813,0.1920458543986855,0.04134856496437601,0.0250037913478361
-0.17319401796238273,-0.003371877376072159,-0.27695939895598964,-0.18911885566583814,-0.06841732680142386,0.017660645271878477,0.19698277462918667,-0.08783446961975994,0.06815873635893498,-0.07948987962152419,-0.12170225536959182,0.030916248388796485,0.1006922600160315,0.026655988531495364,0.032457650801749026
-0.12358714642217752,0.012413002209663269,-0.23819148634956364,-0.12471606169609775,-0.10254171460866099,0.011906418305154558,0.30861197612215113,-0.12963014613691046,0.09295101803659905,-0.06624188538938536,-0.08784193783239744,0.007116634254845761,0.15198468843894605,0.02415609005489052,-0.013732543474174594
-0.13555551703034455,-0.007218644264346537,-0.20718853103085,-0.16535244069361368,-0.05908216787527527,0.014803694694892412,0.3091533732060631,-0.18968504631977456,0.07957464663938435,0.009139314586491006,-0.011853751867980444,0.001841172687756194,0.2230416213658693,0.04951084070422208,0.039897354918403356
-0.11579755610859288,0.1792862823944534,-0.055805998790743966,-0.1439932416626742,-0.01391214460692272,0.024181342116487717,0.19163010715025486,-0.11834133065329523,0.05109872398489946,-0.0232745656406538,-0.032263814098582894,0.000658832620341001,0.16843724637445343,0.03625257585113622,0.044840864854039805
-0.07302012574819307,0.005243921816080537,-0.04775510166112687,-0.19810518628838508,-0.023673478424030853,0.00931936296381343,0.2945710396829586,-0.1292564367384033,0.06524098034134954,0.012550743379831744,-0.008409860925871086,0.0022517687673818195,0.14282392821896153,0.04553628482076647,0.02080006835252887
-0.0853553874726593,0.3122719047776812,-0.1317082492164826,-0.22144997063875047,-0.14958090433155757,0.02122069098554253,0.32749148064865974,-0.20437376791753714,0.06968212028982215,-0.5090603186104238,-0.45151473555728666,0.04823344730954466,0.24368145846616704,0.04494434140010921,0.010629147359337355
-0.05541965079415069,0.08002683639378479,-0.03117751485193239,-0.23124375670809869,-0.1657327660400323,0.0034411941138666837,0.3062604741664117,-0.1980883532735165,0.07713800987071501,-0.11595694144352163,-0.04245044304942868,0.10823580932155262,0.11677719664656258,0.11170841605889505,0.025706458220822802
0.007633466496909507,0.05276710055236921,-0.14861967816333033,-0.12428884915516474,-0.0483377823886616,0.007766721893743838,0.2520827925125916,-0.17771572191844,0.050477431854363576,-0.11422051840009367,-0.04449502497486514,0.09299101792368991,0.18279774445351937,0.11228335200726393,0.0024610835575145165
-0.11642002848242672,0.004291403878185936,-0.22074163855070647,-0.12135053719220812,-0.034745606267579277,0.014676066815459684,0.32928407839242874,-0.19782086055480735,0.08564079432261179,-0.011355658360353002,-0.167393615225593,0.017709048078910033,0.40411199937107006,0.157771490283734,0.004509275234054217
-0.09614951056593635,0.010705511740232218,-0.005739493700012723,-0.16836952925207527,-0.07291631640698452,0.015372724401021477,0.3258493224456907,-0.15864359739609896,0.08481824236895343,-0.07973975035890433,-0.05918820358273286,0.32209238100961995,0.059666112316010586,-0.00044859556038174387,0.14580543004182392
-0.06979874966118287,0.03146551854087237,-0.00932919510360617,-0.202072474160204,-0.1707973147321858,0.013499664505633882,0.31778473396600415,-0.21560062908836097,0.07584457147112568,-0.9182319556370029,-0.11723639779318386,0.18605085510119856,0.405908091691166,0.09520289307014461,-0.015522860761002623
-0.06829884442598147,0.024720132486994582,-0.34311853326409636,-0.06775447091824316,-0.13457597966793672,0.019748958970359123,0.27023081970615864,-0.13640627502634928,0.0759903746423251,-0.07195184899757064,-0.018494563357604393,0.002902342260388312,0.09573617156977958,0.020846676344610703,0.0020405266507611997
-0.034327397878080354,0.014634116325969686,-0.20727106419092137,-0.10271692021840959,-0.187339950889428,0.009584389463555939,0.2634592269603595,-0.12905111073890344,0.07594967934926791,-0.3931911054932698,-0.07612102795322256,0.027257738510417438,0.13711123143692397,0.047348679418090844,0.028556829059060863
-0.14380527452440597,0.13725568498340548,-0.14529116837486689,-0.15424174961054846,0.018251402801306063,0.016964587302160675,0.32191528271347525,-0.13578279869892027,0.08754299092695146,-0.08508018033402628,-0.12495994995658243,0.02229100865042473,0.26686659787061895,0.09839335651046074,0.02844408180408904
-0.11607692847851137,0.04576539263320501,-0.2149643031316344,-0.16451619454118022,0.007243226970471672,0.016094934914565547,0.3070616253082439,-0.21384639766272198,0.07495387394876596,-0.20080937003075683,-0.12019579265914555,0.010672214598621988,0.10638787105742635,0.01614187420523539,0.012219177367904371
-0.09609396596949363,0.008456231512271765,-0.257451337014865,-0.20645200770884506,-0.04952743326284225,0.2610838927660901,0.11723569891573535,-0.019954672546429724,0.12105857181971391,-0.040132945599341656,-0.15992936158770593,0.013304726813021103,0.23528744853912442,0.08818303500750518,-0.016904306098630757
-0.10193057582144238,0.06911676234188369,-0.14046376842609237,-0.0813860835540898,0.013136801149615622,0.22237334703772138,0.08963970415256606,-0.06597369642560685,0.4187580364331259,-0.15040598379088524,-0.18537492544614823,0.025542268358667537,0.11520522656197164,0.026773850107918315,0.03712730585712996
-0.03828969395820764,0.000584717054167759,-0.23815019316432312,-0.15206602814820142,-0.05882989492012844,0.2824801834015497,0.1085033703979376,-0.04075482507037986,0.02624851333540528,-0.03856889995531309,-0.037624795192878924,0.01572420281116487,0.27323676409760694,0.05468986187834809,0.03870889293940295
-0.11214819506524669,0.03921598022573957,-0.253336460073311,-0.1817159321704968,-0.027951838091399138,0.3049223666901585,0.12712390461028109,-0.026039837367645577,0.04817281639091101,-0.11249738051811621,-0.11084804417619372,0.022738429624860567,0.09798992119275585,0.03611748236055101,-0.0022580123321511558
-0.09729845599800428,0.024499062792243315,-0.24760791027752058,-0.16782967910442442,-0.035974625124300594,0.25012070146718135,0.09218189032441292,-0.09182457238429606,0.07297805421190531,-0.023433072849550058,-0.025455267240834877,-0.004888469597091353,0.18737620446218967,0.015495357608394413,0.005308990592715112
-0.1046042856747532,0.056265162685868134,-0.16189465104857362,-0.11953177139819982,-0.016664360863513392,0.7062639758085933,0.16585044385460362,-0.2121995384079935,0.09388042126796195,-0.031712973382808846,-0.13819047478421675,0.03696841238467551,0.37105660222754594,-0.007387186641872975,0.02881111374287363
-0.06408839441553227,0.019279522345589172,-0.2397483966092608,-0.1307699747619706,-0.022110721041197857,0.11113948998244927,0.05259736766330984,-0.23024025232294246,0.14795069780369405,-0.23790284923886212,-0.15537579633960175,0.286997250173913,0.0550316560507543,0.06499719825727901,0.030592879939372045
-0.41093027665526277,-0.019289901496669586,-0.10275369017103904,-0.02711709677800981,-0.12770398585790402,0.5609927425435053,0.19034147987268885,-0.12251073913939826,0.030313398306863283,-0.6154620649204678,-0.0847101436132829,0.3336762728193881,0.5711785247948528,1.3562427404246284,0.013476466522268669
-0.252009775316887,-0.032542623450661334,-0.07135602325766119,-0.000697365335856884,-0.2923734887122841,0.2705708703391218,0.13789177250650814,-0.15097893348801844,0.34251287575664285,-0.6880769761788303,-0.07594188394198897,0.07546516649139333,0.10732090506162009,0.1421202438216568,0.044749873464839475
-0.1790432787501689,0.08817572094520684,-0.07364892730403273,-0.06630804194351346,-0.046067005893813184,0.22504780954063586,0.038684174073994014,-0.18623768849196468,0.07792987703580312,-0.5193317216915453,-0.04027261000118661,0.017945907088383416,0.181737441980695,0.3357541001119566,0.013743776182043952
-0.24111714748339297,0.028771789117476215,0.005540709732970723,-0.09794265697304437,-0.3942116526914668,0.31522612989202925,0.17672554186031705,-0.2441620624146668,-0.005768407733716704,-0.04869714531642938,-0.10980980353849497,0.16149631983440255,0.4809154108932869,0.8944040955957657,-0.00627630304096135
-0.03887570834339099,-0.009833192458001872,-0.19115486431347684,-0.15713367772480372,-0.20458407336070938,0.2905664718358638,0.17342357981487858,-0.18988404345579118,-0.007621754516747333,-0.06388759221297022,-0.0012955620732806364,0.15473671436277656,0.10284663443143803,0.13299962243999267,0.03201910557003922
-0.3371359454230177,-0.15512200424481493,-0.058367133079467476,-0.14621686406971635,0.0024763884904605554,0.061471336895198715,0.007157662414047283,-0.17815551622409548,-0.017514002013478705,-0.2191464843655588,-0.06562389041194801,0.02441718728869556,0.45117682381958396,0.84726632704474,0.02310832956987151
-0.3462505508240829,0.0560993248688564,-0.0843297284332551,-0.11587594421466686,-0.06228363875674338,0.0703977039550631,0.014373871351021347,-0.21321498008165765,0.0467071836655988,-0.13878274570577978,-0.028412942308533,0.007688570794517293,0.14334667194735842,0.19245862033120079,0.15038259163268572
-0.24803707056283988,0.060828891877935595,-0.04333786393102991,-0.1484172554188557,-0.23769424327960786,0.09241178221830992,0.022772130664592685,-0.2191233285867007,0.01679851632534839,-0.45189385314812125,-0.14998974298234846,0.05795385510900457,0.37300393385920644,0.5052180203734773,0.13310524653705788
-0.26543831627521886,0.02645778704563619,-0.04736330127974872,-0.0532114421380246,-0.11858331542024553,0.08419297001286846,0.1739899977947817,-0.24273563599446996,0.04695576558042922,-0.16973121372327285,-0.01460530557521813,0.029742553157561847,0.3291664338116439,0.053967199734754646,0.004346841562388379
-0.11177997794449507,0.09115744645321737,-0.05598083280223742,-0.04685394958747932,0.015794533536272345,0.04496454464541024,0.2531061247514169,-0.22776710913437465,0.01839219133174255,-0.09461772567630806,-0.16031192028394947,0.04831696276257759,0.18072161841988368,0.05139043482489424,0.008377528813260442
-0.5499846911094988,0.3630242849386578,-0.19686405915951707,-0.22429195566471347,-0.022086234771476393,0.03495806294866639,0.2040867716072902,-0.22966516930598962,0.02985647837066227,0.0009138447281795205,-0.028461893190154075,0.015750000955186763,0.42661701359063736,0.06976140111293017,0.07551193504739866
-0.4290342079008365,0.10550134574884629,-0.2976384336095265,-0.16741212488091192,-0.03175643309731905,0.031520645441322714,0.27943462955668497,-0.2494697064256337,0.03374708781639008,-0.03870354961158939,-0.09322061057989592,0.03035170817327712,0.21922330749924013,0.0040830979869822944,0.04379608564910584
-0.29041882355751647,0.04615566283567877,-0.21749091941464505,-0.17206574688399393,-0.0691852284564059,0.03870476093590834,0.16161397383651593,-0.20710360585517112,0.024630176965745716,0.010929628967953598,-0.014222482045415062,0.010967681079844723,0.32069454375681505,0.3644373970829654,0.2394793231573314
-0.35149773406200013,0.10067229680077111,-0.29952199684233527,-0.10560733732084587,0.0008999431382905411,0.027435445775567127,0.1636727224197761,-0.20461794461317231,0.03297999774214572,-0.20042100600207768,-0.03469047741625402,0.008210277175838242,0.26553263148140566,0.04959884089986993,0.06666950766056441
-0.18867403038093614,0.012298141773643705,-0.17253021164343696,-0.0815794139354774,-0.042876412056715496,0.06295540902382574,0.16512941877471288,-0.18416880968648364,0.00816121800247681,-1.0101771832068507,-0.04108141732902799,0.0023873188207266674,0.13084899371595685,0.12594080298546173,0.0018165044004618337
-0.3584050602919298,0.0707603029057365,-0.2678006009115952,-0.15504768929322923,-0.05193315267168632,0.01996839957582973,0.2766991495898902,-0.24299094782066094,0.03791425571747134,-0.4904171592333541,-0.10160139216964087,0.0018723043848085758,0.28503507680119444,0.30888845489198163,0.06193091768498118
-0.3329481527209588,0.04457686932845179,-0.249783143454487,-0.14133401967800033,-0.05037019451946872,0.03136179692269094,0.07539227507494561,-0.24726092867917823,0.1896267236879262,-0.35946938069544504,-0.352282495148201,0.008390448886233252,0.28432671906537826,0.04105344424312698,0.011860892786661015
-0.42603978007547905,0.09605341708388819,-0.30209942542209434,-0.10532744955922083,-0.02571016635201553,0.0046495080685178295,0.06575707869096162,-0.1034376756728389,0.02555605455455154,-0.19072517102170083,-0.05915549228844452,0.020324223597256205,0.2971927739393646,0.27149088591979204,0.004875390170327065
-0.22492046665870058,0.016963112884362943,-0.23041056076778957,-0.07821820270841834,-0.038644138563056096,0.017026338501841532,0.04225031706898986,-0.15910257187933097,0.13322358953441218,-0.10740417211932062,-0.08539515151527324,0.0054878373423973515,0.19188939323705864,0.06861460000836209,0.04671385483909511
-0.456170813154198,0.1302954654076775,-0.31983779837285314,-0.17892728941657102,-0.19192990088171458,0.03822401288438003,0.025721372256169814,-0.14844839210912217,0.051987897004677056,-0.08629620187521723,0.0030794974125982087,0.01105017373434972,0.4159852830156841,0.12108343674556438,0.06362674330178893
-0.7502978395973527,0.26946331467434415,-0.2917335118212678,-0.18962774683907413,-0.08149753416321642,0.02642925324216807,0.0420113159688375,-0.1961348742124242,0.21543887198027417,-0.08504024575374507,-0.040338637466024355,0.04521850477387273,0.166605224685804,0.2001178176961409,0.1910758725875777
