class,name_of_feature,Anterior,Temporal/Left,Central,Temporal/Right,Posterior
0,MatlabFeatureSets/Hig_N50_k80_ep0_1_regionalized,1.7745999999999997,1.806231481481481,1.8077211111111113,1.7992500000000002,1.8128377777777775
1,MatlabFeatureSets/Hig_N50_k80_ep0_1_regionalized,1.720626875,1.7452760416666664,1.7648481249999999,1.7506354166666667,1.7517331250000001
