class,name_of_feature,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
0,MatlabFeatureSets/Hig-All_NCClean_1_instances_1_epochs_23808_timepoints,1.7794999999999999,1.784288888888889,1.7792722222222226,1.7950944444444445,1.8219000000000003,1.8143944444444446,1.8221999999999998,1.7862055555555558,1.8640444444444444,1.8491388888888887,1.8179555555555555,1.8437666666666663,1.8510722222222222,1.8328222222222226,1.8251277777777775,1.805561111111111,1.8243666666666671,1.834094444444445,1.836461111111111,1.8295833333333331,1.8416277777777776
1,MatlabFeatureSets/Hig-All_NCClean_1_instances_1_epochs_23808_timepoints,1.7453062500000005,1.7285656249999999,1.7385406250000002,1.7571468749999997,1.7670093749999998,1.7557687499999999,1.7761812499999998,1.75639375,1.7887843749999996,1.8125718749999993,1.7869906250000003,1.8209687499999994,1.8124343749999998,1.780953125,1.7761343749999996,1.7682,1.7721437500000001,1.774096875,1.7787437500000003,1.7719437499999997,1.7777156250000001
