class,name_of_feature,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
0,MatlabFeatureSets/Hig_N50_k80_ep0_1,1.7549333333333332,1.7611111111111108,1.7559666666666667,1.769411111111111,1.8005833333333332,1.7966444444444443,1.8004055555555556,1.7610388888888888,1.8363555555555553,1.8280777777777775,1.8018666666666665,1.8229722222222224,1.8230499999999996,1.8129277777777777,1.8069111111111116,1.7890444444444447,1.8088000000000004,1.813661111111111,1.8175999999999999,1.8085277777777777,1.8223500000000001
1,MatlabFeatureSets/Hig_N50_k80_ep0_1,1.7095500000000003,1.6946812500000001,1.7039312499999995,1.7250656249999998,1.7438468749999998,1.7368999999999999,1.751125,1.7228937500000001,1.7565187500000001,1.784603125,1.7673187499999996,1.7898718750000002,1.7797281250000003,1.7542437499999997,1.7553468749999999,1.7455468750000003,1.7515999999999998,1.749284375,1.7529500000000002,1.7468500000000002,1.7519187499999997
