instance code,patient num,instance num,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145,col146,col147,col148,col149,col150,col151,col152,col153,col154,col155,col156,col157,col158,col159,col160,col161,col162,col163,col164,col165,col166,col167,col168,col169,col170,col171,col172,col173,col174,col175,col176,col177,col178,col179,col180,col181,col182,col183,col184,col185,col186,col187,col188,col189,col190,col191,col192,col193,col194,col195,col196,col197,col198,col199,col200,col201,col202,col203,col204,col205,col206,col207,col208,col209,col210,col211,col212,col213,col214,col215,col216,col217,col218,col219,col220,col221,col222,col223,col224,col225,col226,col227,col228,col229,col230,col231,class
0,1,2,1.7685,1.7874,1.7817,1.7433,1.7528,1.8087,1.7946,1.7630000000000001,1.7682,1.8303,1.8098,1.8167,1.7722,1.8335,1.8378,1.7851,1.8085,1.8119999999999998,1.8698,1.8296,1.8386,1.7575,1.7768,1.8002,1.7761,1.7494,1.7819,1.814,1.8028,1.7699,1.8242,1.82,1.8225,1.7819999999999998,1.8259999999999998,1.8238,1.7866,1.8316,1.8084,1.8545,1.8375,1.8381,1.7237,1.7451,1.7526,1.703,1.7245,1.7519,1.7983,1.7619,1.77,1.8361,1.8074,1.8203,1.7497,1.7803,1.7829,1.7361,1.7891,1.8095,1.8132,1.7743,1.8104,1.7577,1.7561,1.7762,1.7709,1.7804,1.7575,1.7871,1.8217,1.7654,1.8157,1.8038,1.8089,1.8074,1.7841,1.7884,1.805,1.8304,1.8297,1.8446,1.8122,1.845,1.7395,1.7304,1.7295,1.7426,1.8003,1.7588,1.7828,1.7704,1.7511,1.8301,1.7729,1.8159999999999998,1.7902,1.8130000000000002,1.7772,1.7584,1.8081,1.8095,1.8115,1.7771,1.8003,1.7805,1.7873,1.7818,1.7259,1.7779,1.7746,1.7858,1.7767,1.7531,1.8222,1.7862,1.829,1.7542,1.7928,1.8157,1.7728,1.8221,1.7857,1.8323,1.8004,1.7988,1.7917,1.7922,1.7982,1.7586,1.7792,1.8042,1.8062,1.7884,1.7749,1.8449,1.8522,1.8346,1.7975,1.7931,1.8141,1.7815,1.8441,1.8424,1.8742,1.8497,1.8881,1.7488,1.7651,1.7654,1.7238,1.7383,1.7762,1.778,1.7605,1.7626,1.8254,1.8245,1.8039,1.7695,1.7837,1.811,1.7837,1.8059,1.7953,1.8084,1.7708,1.8073,1.7493,1.777,1.7707,1.7137,1.7566,1.778,1.7781,1.7694,1.7854,1.8101,1.7929,1.7961,1.7704,1.8138,1.8202,1.7604,1.8093,1.7843,1.8185,1.7971,1.7933,1.6871,1.7034,1.7187,1.6739,1.6909999999999998,1.743,1.7813,1.7736,1.7425,1.8108,1.8264,1.8111,1.7744,1.7991,1.7933,1.7503,1.7788,1.7843,1.7951,1.7545,1.7719,1.7205,1.7148,1.7065,1.6882,1.7623,1.8082,1.7853,1.7565,1.7515,1.8401,1.8316,1.8129,1.7866,1.8127,1.7989,1.786,1.7998,1.7939,1.8141,1.7865,1.8077,0
1,2,3,1.931,1.8747,1.9007,1.8416,1.8613,1.7873,1.8430000000000002,1.851,1.9271,1.8514,1.8072,1.8075,1.9231,1.8025,1.8123,1.7914,1.7939,1.824,1.7998,1.784,1.7916,1.9354,1.88,1.9026,1.8377,1.8773,1.7911,1.8398,1.8344,1.9277,1.8501,1.8396,1.8314,1.9225,1.7927,1.7828,1.7928,1.805,1.8508,1.781,1.7871,1.8211,1.9319,1.8842,1.913,1.7435,1.835,1.8004,1.8336,1.7769,1.8659999999999999,1.8536,1.8222,1.8045,1.9072,1.8142,1.8207,1.7533,1.7871,1.8319,1.7823,1.7625,1.7974,1.9180000000000001,1.8688,1.8869999999999998,1.7472,1.8446,1.7961,1.8158,1.7157,1.8565,1.8452,1.7952,1.7925,1.87,1.8047,1.7986,1.7659,1.8084,1.8332,1.7942,1.7943,1.8068,1.9206,1.8626,1.8893,1.8276,1.8664,1.8056,1.8231,1.7703,1.9196,1.8654,1.8202,1.8205,1.9137,1.8185,1.8028,1.7832,1.8059,1.8339,1.8001,1.8001,1.815,1.9108,1.8477,1.8759,1.7886,1.8586,1.8053,1.8244,1.7321,1.8809,1.8431,1.8316,1.8017,1.8986,1.7982,1.7997,1.7591,1.7690000000000001,1.824,1.7953,1.7892,1.8095,1.9027,1.8492,1.8744,1.7946,1.8548,1.8061,1.8157,1.7805,1.8802,1.8579,1.8304,1.8193,1.9001,1.8179,1.8088,1.7642,1.7819999999999998,1.7959,1.8149,1.7817,1.7942,1.8843,1.8230000000000002,1.8587,1.7301,1.8139,1.7793,1.7799,1.7474,1.8309,1.8344,1.8374,1.797,1.8839,1.7826,1.7761,1.7892,1.7903,1.7755,1.7714,1.7723,1.7926,1.9043,1.8573,1.8880000000000001,1.7834,1.8562,1.8148,1.8046,1.7903,1.8964,1.8546,1.8551,1.8333,1.9178,1.8102,1.8087,1.8031,1.8124,1.8030000000000002,1.7928,1.7916,1.8128,1.9049,1.8337,1.8641,1.7336,1.8328,1.7829,1.8063,1.7457,1.8552,1.8583,1.8106,1.8047,1.9085,1.7747,1.7967,1.7946,1.8016,1.801,1.7804,1.7773,1.7932,1.9117,1.8521,1.8702,1.7991,1.8323,1.7851,1.7893,1.7614,1.9018,1.8257,1.8358,1.8014,1.9026,1.7712,1.7933,1.795,1.7906,1.7993,1.7703,1.7725,1.7878,0
2,3,4,1.6796,1.5613,1.5933,1.8765,1.8443,1.8475,1.8431,1.7427,1.9815,1.89,1.8496,1.8781,1.9294,1.8613,1.8188,1.7833,1.7862,1.7943,1.8488,1.8294,1.8293,1.7957,1.7779,1.7801,1.8971,1.8593,1.8428,1.8432,1.8324,1.9717,1.859,1.8345,1.8694,1.8905,1.8309,1.8532,1.8648,1.864,1.8168,1.8417,1.8371,1.8514,1.7247,1.7106,1.6896,1.8354,1.8395,1.8274,1.8246,1.776,1.9661,1.8494,1.8198,1.8334,1.9048,1.8392,1.8347,1.8322,1.8313,1.8009,1.8258,1.8303,1.8325,1.7549,1.7626,1.729,1.8511,1.8291,1.8296,1.8242,1.7978,1.9694,1.8474,1.8187,1.8234,1.8923,1.8239,1.8124,1.8088,1.8086,1.8029,1.8117,1.8108,1.8198,1.7363,1.6985,1.7004,1.8671,1.8575,1.8359,1.8319,1.7887,1.9741,1.8677,1.8304,1.8472,1.9096,1.8359,1.8442,1.8476,1.8458,1.7964,1.8457,1.8371,1.8319,1.7903,1.7571,1.7777,1.8323,1.8484,1.8504,1.8479,1.8319,1.9616,1.8546,1.8327,1.8437,1.9172,1.8263,1.8518,1.8421,1.8411,1.8145,1.8394,1.8342,1.8363,1.5930000000000002,1.5759999999999998,1.5391,1.8512,1.8189,1.8034,1.8054,1.7174,1.973,1.865,1.8117,1.8361,1.9242,1.8066,1.8272,1.8397,1.8377,1.7936,1.8005,1.771,1.7993,1.7852,1.6841,1.6814,1.8328,1.8536,1.8458,1.8446,1.725,1.9781,1.8605,1.8358,1.8539,1.8997,1.8371,1.811,1.8098,1.8091,1.8001,1.8426,1.8305,1.8357,1.8159999999999998,1.7817,1.7768,1.8052,1.8298,1.8274,1.8285,1.8139,1.9592,1.8379,1.808,1.837,1.9018,1.8105,1.8545,1.8487,1.848,1.7758,1.8459999999999999,1.8261,1.8125,1.7415,1.7639,1.7502,1.7677,1.831,1.8345,1.8298,1.7852,1.9532,1.8348,1.8078,1.8142,1.8672,1.8232,1.8096,1.7875,1.785,1.7818,1.8229,1.8149,1.8116,1.6616,1.6696,1.5652,1.7669,1.8182,1.8414,1.8419999999999999,1.7271,1.9388,1.8688,1.8396,1.8469,1.8832,1.8514,1.8211,1.8201,1.8195,1.7923,1.8326,1.8169,1.8299,0
3,4,5,1.8232,1.8474,1.8306,1.8471,1.8679,1.8658,1.8608,1.8222,1.8709,1.8759,1.8767,1.8817,1.8612,1.8764,1.8788,1.8557,1.8714,1.8617,1.8894,1.8663,1.86,1.864,1.865,1.8538,1.8789,1.8634,1.8592,1.8527,1.8456,1.8507,1.8803,1.8795,1.8752,1.8595,1.8495,1.8716,1.8652,1.8671,1.8556,1.8875,1.8671,1.8616,1.8630000000000002,1.8601,1.8446,1.8685,1.8717,1.8514,1.8392,1.834,1.8399,1.8639,1.8627,1.8843,1.8485,1.8494,1.8313,1.8505,1.86,1.8499,1.8701,1.8463,1.8454,1.8518,1.8484,1.8465,1.8825,1.8751,1.8709,1.8665,1.8224,1.8517,1.8729,1.8719,1.8744,1.8352,1.8472,1.8491,1.84,1.8616,1.8522,1.8815,1.8647,1.8596,1.8079,1.8090000000000002,1.796,1.8286,1.791,1.8023,1.805,1.7508,1.7996,1.8441,1.841,1.8557,1.7906,1.8202,1.8211,1.8039,1.8204,1.811,1.8263,1.8021,1.8019999999999998,1.7211,1.7295,1.6973,1.8068,1.7982,1.8325,1.8201,1.7272,1.7943,1.8667,1.8749,1.8643,1.7454,1.8665,1.8698,1.8397,1.8383,1.8246,1.8717,1.8259,1.8151,1.7939,1.7911,1.745,1.8634,1.8534,1.8578,1.838,1.7622,1.8375,1.8713,1.8789,1.8744,1.8232,1.8709,1.861,1.8479,1.8613,1.8437,1.8735,1.8299,1.829,1.8491,1.8501,1.8374,1.8598,1.8504,1.8689,1.8667,1.8029,1.8619999999999999,1.8656,1.8726,1.8762,1.7968,1.8730000000000002,1.8729,1.8413,1.8444,1.8423,1.8836,1.8516,1.8401,1.8606,1.8576,1.8461,1.8688,1.8692,1.8714,1.8671,1.8103,1.839,1.883,1.8796,1.8697,1.8186,1.8666,1.8714,1.8491,1.8663,1.8566,1.8877,1.8702,1.8605,1.8377,1.8386,1.8288,1.892,1.858,1.8737,1.8791,1.8242,1.8566,1.8776,1.882,1.8828,1.824,1.8868,1.8685,1.8625,1.861,1.851,1.9026,1.8783,1.8698,1.8329,1.8331,1.8385,1.8780000000000001,1.8554,1.8555,1.8467,1.8321,1.8474,1.8735,1.8671,1.8615,1.8449,1.8657,1.8469,1.8317,1.8497,1.8549,1.8844,1.8703,1.8599,0
4,5,6,1.7718,1.8149,1.819,1.7031,1.8081,1.8151,1.8131,1.7372,1.8777,1.8177,1.7873,1.8183,1.8256,1.8126,1.8143,1.8016,1.8038,1.8398,1.8201,1.8152,1.8343,1.7619,1.8195,1.8103,1.6855,1.7999,1.7893,1.7638,1.6942,1.8749,1.7955,1.7613,1.775,1.8269,1.7947,1.8004,1.7849,1.7872,1.8326,1.8285,1.8241,1.8249,1.7894,1.8025,1.7883,1.7530000000000001,1.8125,1.8072,1.7821,1.7233,1.9001,1.8411,1.8043,1.8004,1.8102,1.7854,1.7797,1.7866,1.7857,1.845,1.8234,1.8259999999999998,1.8393,1.7802,1.8109,1.807,1.7479,1.8079,1.8117,1.7873,1.6969999999999998,1.8951,1.8459999999999999,1.7639,1.8076,1.7601,1.7881,1.7827,1.7898,1.7955,1.8575,1.8187,1.8307,1.8547,1.79,1.8149,1.7976,1.7304,1.8196,1.8234,1.7861,1.7086,1.8658,1.8251,1.7766,1.7958,1.7772,1.7966,1.7990000000000002,1.7856,1.7898,1.8642,1.8179,1.8230000000000002,1.8582,1.6953,1.8181,1.7937,1.5964,1.7918,1.8261,1.7698,1.6052,1.8616,1.7872,1.7612,1.814,1.7225,1.8044,1.7929,1.775,1.7826,1.8315,1.8287,1.8286,1.8597,1.7947,1.8134,1.8086,1.7867,1.8451,1.8393,1.8071,1.7742,1.9103,1.8535,1.821,1.8397,1.8236,1.8037,1.8278,1.8229,1.8233,1.8642,1.7995,1.8126,1.8512,1.7901,1.8279,1.8047,1.7496,1.8314,1.8231,1.7671,1.6807,1.903,1.8401,1.8195,1.8213,1.811,1.8145,1.8236,1.8230000000000002,1.8244,1.8677,1.8221,1.8178,1.8443,1.7917,1.8306,1.8205,1.7694,1.8316,1.8254,1.8159,1.765,1.8907,1.8451,1.7929,1.8265,1.7971,1.8271,1.8274,1.8241,1.8253,1.8677,1.8284,1.8256,1.8436,1.7559,1.7952,1.7919999999999998,1.6993,1.8035,1.8030000000000002,1.7795,1.7212,1.7982,1.7816,1.7863,1.7849,1.7396,1.795,1.7983,1.7989,1.8011,1.8589,1.8179,1.807,1.8344,1.8059,1.8208,1.8179,1.8066,1.8131,1.8071,1.8121,1.7499,1.8928,1.8378,1.8035,1.7971,1.7957,1.7932,1.8030000000000002,1.8168,1.8144,1.8513,1.8112,1.8222,1.8386,0
5,6,7,1.8647,1.8709,1.8668,1.8898,1.8871,1.8885,1.8917,1.9028,1.9508,1.8943,1.8867,1.8914,1.9465,1.8954,1.8905,1.8893,1.8929,1.885,1.8956,1.8962,1.8994,1.7464,1.7599,1.7548,1.8517,1.835,1.85,1.8647,1.9038,1.9369,1.8903,1.8730000000000002,1.8817,1.9216,1.8644,1.8612,1.8623,1.8564,1.8547,1.8628,1.8687,1.8647,1.7297,1.7377,1.7175,1.8682,1.8433,1.865,1.8529,1.8801,1.9580000000000002,1.8989,1.8844,1.8846,1.9437,1.8777,1.8578,1.8621,1.8642,1.8765,1.8709,1.8711,1.8653,1.7968,1.8083,1.8054,1.886,1.8632,1.8661,1.8752,1.9037,1.9539,1.8984,1.8869,1.8864,1.9276,1.8763,1.8714,1.8728,1.8908,1.8842,1.8711,1.8782,1.892,1.8597,1.8677,1.8646,1.8901,1.8781,1.8813,1.8789,1.9073,1.9613,1.9153,1.8939,1.8955,1.9466,1.8923,1.8852,1.8815,1.8804,1.8914,1.8869,1.8971,1.8895,1.7037,1.7146,1.6914,1.839,1.8249,1.8441,1.8352,1.8775,1.9513,1.8846,1.8729,1.8840000000000001,1.9053,1.8578,1.8519,1.8525,1.8564,1.8588,1.8556,1.8547,1.8618,1.7259,1.7369999999999999,1.73,1.8235,1.849,1.8668,1.8528,1.8498,1.9365,1.8983,1.8916,1.8868,1.8956,1.8784,1.8733,1.8707,1.8798,1.8817,1.8752,1.8849,1.8821,1.7736,1.7769,1.7554,1.8919,1.8630000000000002,1.8629,1.8619999999999999,1.8844,1.9474,1.8956,1.8837,1.879,1.915,1.8613,1.8575,1.8643,1.8756,1.8777,1.8665,1.8772,1.8778,1.8354,1.8319,1.8328,1.891,1.8698,1.8707,1.8674,1.8904,1.9273,1.9042,1.8932,1.8974,1.9133,1.886,1.8669,1.8616,1.8729,1.8843,1.8741,1.8838,1.876,1.7929,1.8031,1.8081,1.8628,1.8568,1.8717,1.8880000000000001,1.9036,1.9547,1.8893,1.883,1.8866,1.9188,1.8995,1.8901,1.8883,1.8639,1.8597,1.8945,1.8808,1.8803,1.6780000000000002,1.6906,1.6686,1.8815,1.8331,1.8466,1.8614,1.9018,1.9084,1.8748,1.8739,1.8931,1.8931,1.8655,1.8609,1.8661,1.8818,1.8755,1.8658,1.8626,1.8882,0
6,7,8,1.7464,1.7031,1.7162,1.7180000000000002,1.7837,1.8147,1.7989,1.7105,1.7086,1.7928,1.8037,1.8246,1.8042,1.8151,1.8244,1.7885,1.7952,1.8132,1.8214,1.7931,1.8133,1.7967,1.7667,1.7524,1.7709,1.811,1.8266,1.7956,1.6968,1.7703,1.819,1.8194,1.8515,1.7789,1.8296,1.8259,1.7793,1.8271,1.8507,1.8507,1.828,1.8653,1.7394,1.7672,1.6935,1.6332,1.771,1.8195,1.7463,1.5745,1.7289,1.7765,1.8412,1.8006,1.7739,1.8034,1.824,1.7887,1.827,1.8487,1.8114,1.7717,1.851,1.8049,1.7904,1.7075,1.7892,1.8162,1.8165,1.7805,1.6998,1.7695,1.8285,1.7957,1.8371,1.8062,1.8235,1.8544,1.7967,1.8615,1.8542,1.8427,1.8281,1.858,1.8159,1.8412,1.8246,1.7591,1.8248,1.8434,1.8363,1.7137,1.7765,1.7952,1.8138,1.8219,1.7981,1.8498,1.8292,1.8265,1.8237,1.8461,1.8658,1.7962,1.8794,1.8064,1.7913,1.7464,1.76,1.8298,1.8221,1.8045,1.693,1.7769,1.824,1.815,1.8329,1.8265,1.8207,1.8498,1.8152,1.8568,1.8655,1.8515,1.8124,1.8759,1.7523,1.8125,1.6905,1.5396,1.7744,1.8322,1.7255,1.5102,1.7112,1.7891,1.8119999999999998,1.7617,1.7739,1.8064,1.785,1.8227,1.7794,1.8596,1.8333,1.7902,1.8731,1.7871,1.8051,1.7345,1.6875,1.8294,1.824,1.787,1.6232,1.7755,1.8102,1.8226,1.8527,1.8039,1.831,1.8231,1.8369,1.8437,1.8538,1.8285,1.7303,1.854,1.7599,1.8074,1.6855,1.574,1.7799,1.8523,1.7354,1.5504,1.7474,1.808,1.8294,1.8197,1.7793,1.8617,1.8411,1.8078,1.8301,1.8642,1.8664,1.817,1.8727,1.7639,1.7841,1.6836,1.6092,1.7853,1.8342,1.7585,1.5668,1.7822,1.7875,1.8342,1.8557,1.8164,1.8394,1.8451,1.8013,1.8258,1.8636,1.8455,1.7685,1.8546,1.7345,1.7154,1.6972,1.6566,1.7559,1.8022,1.7356,1.6017,1.733,1.7952,1.837,1.8039,1.7712,1.7899,1.8148,1.7837,1.7651,1.8439,1.7906,1.7729,1.8303,0
7,8,9,1.8313,1.7682,1.8627,1.956,1.9193,1.8267,1.9084,1.9145,1.96,1.9338,1.8107,1.9253,1.929,1.8508,1.8771,1.8281,1.8388,1.8483,1.8119,1.8227,1.8087,1.8618,1.7965,1.8852,1.9351,1.9054,1.8184,1.882,1.8946,1.9467,1.9245,1.8117,1.9168,1.9195,1.8452,1.8734,1.8222,1.8318,1.807,1.8009,1.8181,1.8187,1.7169999999999999,1.7014,1.7615,1.9148,1.8908,1.8197,1.8536,1.8478,1.9306,1.9335,1.8157,1.9140000000000001,1.9135,1.8611,1.8459999999999999,1.8126,1.8088,1.8383,1.8014,1.8155,1.8045,1.7376,1.7455,1.8241,1.9199,1.8907,1.8419,1.8753,1.8129,1.9494,1.9462,1.85,1.932,1.905,1.8769999999999998,1.8831,1.8595,1.8291,1.8397,1.8333,1.8447,1.838,1.7797,1.7605,1.8721,1.8824,1.8492,1.8215,1.8783,1.8867,1.9348,1.9169999999999998,1.8227,1.9140000000000001,1.8905,1.8496,1.844,1.807,1.8262,1.8356,1.8169,1.8233,1.8136,1.7619,1.7643,1.8403,1.8825,1.8619,1.8457,1.8448,1.8331,1.9385,1.9231,1.8423,1.9183,1.8857,1.859,1.8559,1.8147,1.8166,1.8596,1.835,1.8384,1.8317,1.8413,1.8255,1.8845,1.9031,1.8865,1.8137,1.8892,1.8935,1.9498,1.9173,1.7948,1.9143,1.9259,1.8653,1.8627,1.8064,1.8046,1.81,1.8329,1.8452,1.8406,1.6087,1.6537,1.8111,1.8348,1.797,1.8098,1.8811,1.8229,1.9426,1.9373,1.8338,1.9080000000000001,1.8737,1.8738,1.8761,1.8387,1.821,1.8388,1.8357,1.845,1.8424,1.6985,1.6873,1.7775,1.8573,1.8464,1.8023,1.85,1.8468,1.9274,1.9280000000000002,1.8131,1.9265,1.881,1.8535,1.8412,1.7883,1.8465,1.8429,1.8198,1.837,1.8383,1.8029,1.7785,1.8624,1.8108,1.8345,1.8034,1.8746,1.8789,1.9352,1.8908,1.8086,1.9115,1.9169,1.8385,1.8552,1.8199,1.8383,1.8596,1.8333,1.8338,1.8419999999999999,1.7714,1.8043,1.8514,1.7829,1.8159999999999998,1.7964,1.8825,1.8399,1.9268,1.9031,1.8085,1.9236,1.8730000000000002,1.8605,1.8719999999999999,1.8439,1.8368,1.8365,1.8589,1.87,1.8493,0
8,9,10,1.8087,1.828,1.8282,1.8341,1.8659999999999999,1.8699,1.8707,1.8389,1.8559,1.8735,1.8659999999999999,1.8599,1.8738,1.8645,1.8638,1.8751,1.8721,1.8835,1.8791,1.8909,1.8906,1.7838,1.808,1.8169,1.8267,1.8552,1.8588,1.8659999999999999,1.8263,1.858,1.8565,1.848,1.8566,1.8702,1.8569,1.8581,1.8725,1.8737,1.8826,1.8756,1.8825,1.8845,1.7191,1.7372,1.7094,1.8025,1.8363,1.8444,1.8419999999999999,1.7908,1.8308,1.8541,1.848,1.8373,1.835,1.8303,1.8322,1.8553,1.8582,1.8625,1.8368,1.8448,1.8559999999999999,1.7665,1.7755,1.7738,1.8047,1.8365,1.8342,1.8276,1.7651,1.8341,1.8425,1.8284,1.8415,1.8239,1.8263,1.8321,1.8458,1.845,1.8383,1.8419999999999999,1.8462,1.8428,1.7142,1.7336,1.7435,1.7893,1.8141,1.8359,1.8309,1.7785,1.8255,1.8474,1.8436,1.8402,1.8363,1.8216,1.8212,1.8345,1.8367,1.8426,1.8278,1.8316,1.8331,1.7853,1.7707,1.768,1.7909,1.8209,1.8447,1.8435,1.8037,1.7997,1.8401,1.8458,1.8468,1.8274,1.8285,1.8368,1.847,1.8442,1.8424,1.8335,1.8411,1.8413,1.7903,1.7994,1.7863,1.8277,1.8446,1.8493,1.8467,1.7831,1.8273,1.8496,1.8514,1.8451,1.8061,1.8317,1.8298,1.8528,1.8508,1.8532,1.8527,1.8528,1.8547,1.7884,1.7951,1.7716,1.8238,1.8362,1.8348,1.8299,1.7915,1.8301,1.8503,1.8361,1.8427,1.8297,1.8309,1.8419999999999999,1.8437,1.8436,1.8447,1.8331,1.8436,1.845,1.7467,1.7453,1.733,1.7995,1.8335,1.8439,1.8367,1.7957,1.8345,1.8556,1.8456,1.8352,1.8181,1.8265,1.8259999999999998,1.8627,1.8631,1.8562,1.8318,1.8396,1.8544,1.7599,1.7941,1.7990000000000002,1.7828,1.8161,1.8428,1.845,1.7951,1.8274,1.8347,1.8476,1.8502,1.827,1.83,1.8316,1.8308,1.8288,1.8405,1.8329,1.8330000000000002,1.8365,1.7655,1.7830000000000001,1.7474,1.7891,1.8417,1.8513,1.8409,1.7865,1.8363,1.8562,1.8569,1.8417,1.8133,1.8436,1.8484,1.8652,1.8659999999999999,1.8677,1.8493,1.8533,1.8633,0
9,10,11,1.8451,1.8259,1.8254,1.9502,1.9093,1.8549,1.8699,1.8856,1.9697,1.8882,1.8531,1.8664,1.9134,1.838,1.8588,1.8455,1.8541,1.8032,1.8513,1.8512,1.8358,1.835,1.8154,1.8091,1.9529,1.9018,1.8486,1.8498,1.8836,1.9694,1.8852,1.8459,1.8523,1.9254,1.8244,1.8474,1.8539,1.8561,1.8215,1.8395,1.8399,1.8261,1.8417,1.8308,1.835,1.9467,1.9006,1.8454,1.8531,1.8783,1.9758,1.881,1.8513,1.8553,1.9246,1.8255,1.8426,1.8501,1.8421,1.8184,1.8307,1.8348,1.8265,1.8201,1.8015,1.8019999999999998,1.9507,1.9076,1.8562,1.8628,1.8862,1.9607,1.8971,1.8499,1.8777,1.9244,1.835,1.8548,1.8502,1.8446,1.8183,1.8394,1.8494,1.8362,1.8563,1.8432,1.8441,1.9529,1.9076,1.8548,1.8553,1.8687,1.9611,1.8876,1.8653,1.8628,1.885,1.8465,1.8334,1.8403,1.8463,1.8202,1.8308,1.837,1.8277,1.8426,1.8353,1.8404,1.9494,1.8894,1.8325,1.8471,1.8667,1.9614,1.8541,1.8392,1.8545,1.8923,1.8298,1.8316,1.8406,1.8403,1.8064,1.8319999999999999,1.8363,1.8335,1.8628,1.8545,1.8602,1.9583,1.9164,1.864,1.8645,1.882,1.9647,1.9047,1.8624,1.8601,1.9018,1.8311,1.8408,1.8426,1.8508,1.8361,1.8332,1.8362,1.8382,1.854,1.8383,1.8471,1.9618,1.9126,1.8533,1.8549,1.8733,1.9634,1.8885,1.8612,1.8559999999999999,1.892,1.8425,1.848,1.8455,1.837,1.8232,1.8381,1.8330000000000002,1.8297,1.8604,1.8487,1.8521,1.9599,1.9183,1.8555,1.8569,1.8758,1.9484,1.8687,1.8535,1.8732,1.8573,1.8251,1.8443,1.8414,1.845,1.8161,1.8332,1.837,1.8289,1.8601,1.8537,1.8636,1.9512,1.9124,1.8627,1.8679,1.8818,1.9436,1.8771,1.8666,1.8657,1.8916,1.8462,1.8482,1.8455,1.844,1.8295,1.8384,1.8449,1.8426,1.8571,1.8461,1.8487,1.9504,1.905,1.8573,1.86,1.8737,1.9392,1.8766,1.8542,1.8488,1.8769,1.8355,1.8282,1.8353,1.8295,1.8132,1.8319,1.8348,1.8268,0
