instance code,patient num,instance num,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145,col146,col147,col148,col149,col150,col151,col152,col153,col154,col155,col156,col157,col158,col159,col160,col161,col162,col163,col164,col165,col166,col167,col168,col169,col170,col171,col172,col173,col174,col175,col176,col177,col178,col179,col180,col181,col182,col183,col184,col185,col186,col187,col188,col189,col190,col191,col192,col193,col194,col195,col196,col197,col198,col199,col200,col201,col202,col203,col204,col205,col206,col207,col208,col209,col210,col211,col212,col213,col214,col215,col216,col217,col218,col219,col220,col221,col222,col223,col224,col225,col226,col227,col228,col229,col230,col231,class
HC_1,1,1,1.8533,1.8492,1.8453,1.8606,1.8577,1.856,1.8407,1.8388,1.8465,1.8333,1.8387,1.8206,1.838,1.8406,1.8612,1.8365,1.8511,1.8537,1.8605,1.8655,1.8822,1.8797,1.8849,1.8928,1.8688,1.8794,1.8944,1.8837,1.873,1.8524,1.867,1.8807,1.858,1.8459,1.8673,1.8784,1.8454,1.8585,1.8528,1.899,1.9012,1.9241,1.8486,1.8462,1.8516,1.8579,1.8507,1.8417,1.8325,1.8286,1.8601,1.8531,1.8424,1.8333,1.8401,1.8303,1.8469,1.8455,1.86,1.847,1.8501,1.8559,1.88,1.85,1.8553,1.8578,1.8482,1.8451,1.8508,1.8584,1.8514,1.843,1.8324,1.8605,1.8381,1.8478,1.8466,1.8609,1.8397,1.8308,1.8429,1.8701,1.8698,1.8974,1.8741,1.8741,1.8666,1.8624,1.875,1.8698,1.8565,1.8601,1.8345,1.8411,1.8437,1.8321,1.8435,1.8385,1.8584,1.8413,1.86,1.8435,1.8542,1.8656,1.8782,1.8614,1.8614,1.8647,1.8572,1.849,1.8458,1.8551,1.8667,1.8509,1.8362,1.8425,1.8476,1.8507,1.8477,1.8619,1.8424,1.8491,1.8235,1.854,1.8527,1.869,1.9062,1.9108,1.9086,1.8925,1.891,1.89,1.8959,1.9008,1.8514,1.8295,1.863,1.8273,1.8577,1.8422,1.8813,1.8564,1.8814,1.8448,1.9105,1.9253,1.9352,1.8866,1.8879,1.8784,1.8789,1.8879,1.8852,1.8711,1.8607,1.8676,1.8633,1.8423,1.8461,1.8228,1.8503,1.8598,1.86,1.8889,1.8616,1.8615,1.8781,1.8928,1.8573,1.8576,1.8569,1.8569,1.8501,1.8383,1.8391,1.8572,1.8417,1.833,1.8378,1.8194,1.8389,1.8346,1.861,1.8372,1.843,1.8374,1.8479,1.8552,1.8638,1.8355,1.8443,1.8437,1.8223,1.8407,1.8521,1.8539,1.8481,1.8255,1.8305,1.8429,1.8449,1.8547,1.8618,1.8718,1.8361,1.8475,1.8385,1.8777,1.869,1.8669,1.8772,1.8813,1.8802,1.8647,1.8557,1.8682,1.8743,1.8901,1.8329,1.8474,1.8399,1.8418,1.8684,1.8329,1.8651,1.8423,1.8581,1.846,1.8743,1.8885,1.8878,0
HC_2,2,2,1.8132,1.8146,1.8192,1.8425,1.8307,1.8102,1.8122,1.8055,1.8276,1.8218,1.8159,1.8189,1.8268,1.8139,1.8182,1.8304,1.8243,1.8363,1.8139,1.8191,1.8155,1.8143,1.8204,1.8261,1.8363,1.8371,1.8309,1.8173,1.8167,1.8331,1.8301,1.8186,1.8184,1.848,1.8044,1.8245,1.8388,1.8332,1.8291,1.8205,1.8442,1.839,1.8323,1.8226,1.8215,1.8014,1.8206,1.8361,1.8424,1.8261,1.8404,1.8199,1.8277,1.8288,1.8316,1.8526,1.8371,1.8027,1.804,1.8459,1.8399,1.8363,1.8367,1.8335,1.8269,1.8318,1.813,1.8142,1.8237,1.8253,1.8123,1.8256,1.8133,1.8151,1.8017,1.81,1.8098,1.8167,1.8251,1.8287,1.807,1.8175,1.8309,1.8295,1.8187,1.805,1.8067,1.814,1.8242,1.8191,1.8036,1.7971,1.8255,1.8427,1.8216,1.8187,1.8238,1.8111,1.8089,1.8163,1.8197,1.8324,1.813,1.8263,1.8328,1.8206,1.8225,1.8153,1.8153,1.8182,1.8149,1.8077,1.8107,1.8129,1.8299,1.8128,1.7912,1.8192,1.8048,1.8054,1.8077,1.8121,1.8265,1.8201,1.8255,1.8275,1.8298,1.8166,1.8151,1.8053,1.8284,1.8152,1.8158,1.815,1.8089,1.8269,1.8079,1.8217,1.8253,1.8361,1.8235,1.8167,1.8045,1.8045,1.8322,1.8201,1.8288,1.7958,1.7926,1.8006,1.7839,1.7978,1.7986,1.7995,1.7859,1.8145,1.8213,1.8162,1.8133,1.8291,1.7963,1.7935,1.8007,1.8185,1.7916,1.7953,1.81,1.8109,1.8034,1.8144,1.8214,1.8154,1.8181,1.8164,1.8222,1.8195,1.8456,1.8293,1.8137,1.8257,1.8334,1.8159,1.8245,1.8268,1.8243,1.8118,1.8127,1.8171,1.8248,1.8252,1.8195,1.8241,1.82,1.837,1.8245,1.8217,1.8157,1.825,1.8174,1.8182,1.8317,1.8295,1.8024,1.8145,1.8348,1.8282,1.823,1.8097,1.8204,1.8266,1.8281,1.8304,1.8185,1.8269,1.8283,1.8132,1.8162,1.8204,1.8051,1.8218,1.7964,1.7992,1.8157,1.7876,1.8099,1.8228,1.8174,1.8159,1.8066,1.8161,1.8165,0
HC_3,3,3,1.8388,1.831,1.8244,1.8333,1.8347,1.834,1.8343,1.8385,1.8308,1.8309,1.8343,1.8349,1.8427,1.8317,1.8391,1.8081,1.8053,1.8359,1.8565,1.855,1.8481,1.8735,1.8726,1.8732,1.8808,1.8652,1.8499,1.8546,1.885,1.8308,1.8243,1.8413,1.8307,1.8471,1.8438,1.8964,1.9107,1.9097,1.8516,1.8651,1.8606,1.8774,1.8632,1.867,1.859,1.8531,1.8635,1.8342,1.8376,1.8422,1.832,1.8345,1.8298,1.8187,1.8403,1.815,1.867,1.8751,1.8765,1.8461,1.8605,1.8643,1.8734,1.8408,1.8408,1.8491,1.8454,1.8346,1.8217,1.8264,1.8603,1.8189,1.8169,1.8182,1.809,1.821,1.8143,1.863,1.8661,1.8637,1.8144,1.8497,1.8523,1.8543,1.8781,1.8652,1.8677,1.8715,1.8846,1.8662,1.8701,1.8624,1.8537,1.8658,1.863,1.8302,1.8515,1.8639,1.8792,1.8924,1.8927,1.8556,1.897,1.8911,1.8885,1.8969,1.8891,1.8889,1.8696,1.8692,1.8626,1.8681,1.881,1.8291,1.8323,1.8559,1.8324,1.8486,1.8541,1.9116,1.908,1.9059,1.834,1.8773,1.8686,1.8685,1.8785,1.8811,1.881,1.8706,1.8738,1.8605,1.8664,1.8879,1.8345,1.8549,1.8537,1.834,1.8434,1.852,1.9074,1.9061,1.9049,1.8453,1.894,1.8888,1.8942,1.8622,1.8552,1.8536,1.8478,1.861,1.8411,1.8429,1.8511,1.8411,1.8497,1.8386,1.8278,1.8174,1.8333,1.8697,1.8749,1.8749,1.8314,1.8726,1.865,1.8548,1.8741,1.8683,1.872,1.8696,1.8637,1.8497,1.8594,1.8713,1.8432,1.835,1.8402,1.8428,1.8535,1.8278,1.899,1.901,1.8999,1.8314,1.8843,1.872,1.8681,1.8333,1.8373,1.8512,1.8317,1.8342,1.8385,1.8438,1.8463,1.8183,1.8226,1.8397,1.8327,1.8189,1.8109,1.8438,1.8406,1.84,1.8198,1.8652,1.8703,1.8403,1.8562,1.8517,1.8571,1.8387,1.8494,1.8387,1.8434,1.8239,1.8177,1.8322,1.836,1.8336,1.8258,1.841,1.8952,1.8867,1.8843,1.8257,1.8652,1.8662,1.8759,0
HC_4,4,4,1.8579,1.8621,1.8588,1.8502,1.8552,1.8476,1.8465,1.8475,1.8391,1.848,1.8339,1.838,1.8387,1.858,1.8373,1.848,1.8498,1.8582,1.8463,1.8441,1.8504,1.8541,1.8536,1.8405,1.8515,1.8325,1.8319,1.8325,1.8411,1.8503,1.831,1.8361,1.834,1.8379,1.8394,1.8449,1.8545,1.8517,1.8478,1.8336,1.8393,1.8437,1.8464,1.8464,1.8472,1.8343,1.8417,1.8497,1.8448,1.8346,1.8627,1.8214,1.8422,1.8404,1.8252,1.8669,1.8399,1.8527,1.8525,1.8458,1.8417,1.8353,1.8335,1.8261,1.8217,1.825,1.8404,1.8281,1.8292,1.8315,1.8356,1.8618,1.8353,1.8307,1.8316,1.8316,1.8384,1.8151,1.8239,1.8451,1.838,1.8243,1.8269,1.8287,1.8378,1.8385,1.8398,1.8299,1.8381,1.8342,1.8313,1.8304,1.8374,1.8324,1.8263,1.8329,1.8284,1.8343,1.8297,1.8452,1.8335,1.8422,1.8172,1.8351,1.8449,1.8347,1.8407,1.8412,1.8143,1.8332,1.8424,1.8412,1.8344,1.8284,1.8379,1.8312,1.8386,1.8475,1.8412,1.8471,1.8439,1.8482,1.8332,1.8424,1.8409,1.8408,1.836,1.8418,1.8352,1.821,1.8314,1.8312,1.8282,1.8339,1.8468,1.8327,1.8255,1.8323,1.8367,1.837,1.8391,1.8398,1.8338,1.8367,1.826,1.8194,1.827,1.8302,1.8321,1.8363,1.837,1.8368,1.8359,1.8361,1.8291,1.8695,1.8293,1.8399,1.8395,1.8355,1.851,1.8411,1.8273,1.8427,1.8406,1.8322,1.8339,1.8334,1.8279,1.8244,1.8206,1.8174,1.831,1.8344,1.8269,1.8306,1.8444,1.8298,1.8269,1.8182,1.8272,1.8562,1.834,1.8409,1.8371,1.8379,1.834,1.8418,1.841,1.8316,1.8352,1.8384,1.8334,1.8409,1.84,1.8476,1.8539,1.8531,1.8381,1.844,1.827,1.8302,1.8402,1.8283,1.8385,1.8347,1.8568,1.8389,1.8348,1.847,1.8231,1.8243,1.8264,1.8284,1.8286,1.8291,1.8284,1.8313,1.8276,1.8213,1.8296,1.8218,1.8319,1.8383,1.8327,1.8244,1.8211,1.8368,1.8275,1.8281,1.839,0
HC_5,5,5,1.8073,1.8155,1.8146,1.7993,1.8129,1.8164,1.8174,1.809,1.8028,1.8031,1.8266,1.8084,1.8153,1.8162,1.8209,1.8126,1.8123,1.8123,1.8163,1.8159,1.8099,1.8228,1.8218,1.8224,1.8237,1.817,1.807,1.8157,1.8285,1.8155,1.8103,1.8107,1.8014,1.8246,1.8002,1.8223,1.8306,1.8287,1.7972,1.8142,1.8193,1.8066,1.8305,1.8226,1.8175,1.8263,1.8242,1.8106,1.8088,1.8034,1.8258,1.8373,1.828,1.812,1.8324,1.8035,1.8229,1.8285,1.826,1.8271,1.8077,1.8072,1.8038,1.8625,1.8494,1.8442,1.8602,1.852,1.8316,1.8345,1.8406,1.8357,1.8709,1.8101,1.8342,1.8488,1.81,1.8403,1.8518,1.8552,1.8248,1.8325,1.838,1.82,1.8142,1.8173,1.8181,1.8105,1.8191,1.822,1.8169,1.8143,1.8178,1.8408,1.8128,1.8085,1.8286,1.803,1.8255,1.8113,1.8081,1.8299,1.8143,1.8194,1.8064,1.8574,1.8571,1.8472,1.8422,1.8659,1.8629,1.8558,1.8408,1.8492,1.868,1.8236,1.8614,1.8408,1.8324,1.8557,1.8399,1.8384,1.8318,1.8463,1.8437,1.8452,1.8528,1.8538,1.8551,1.8419,1.8458,1.8455,1.8516,1.8564,1.8544,1.8323,1.8473,1.8386,1.839,1.838,1.85,1.8509,1.8503,1.827,1.8296,1.8295,1.8315,1.8383,1.8367,1.8347,1.8393,1.8344,1.834,1.831,1.827,1.8305,1.8281,1.835,1.8309,1.8339,1.828,1.8338,1.8416,1.84,1.8282,1.8332,1.8376,1.8352,1.8363,1.8381,1.834,1.8329,1.8368,1.8326,1.8323,1.8301,1.8145,1.8278,1.8149,1.8279,1.8211,1.8185,1.8262,1.8422,1.8428,1.8232,1.8267,1.8265,1.8354,1.8236,1.8211,1.815,1.8407,1.8231,1.8129,1.8199,1.8202,1.839,1.8297,1.8165,1.8108,1.8367,1.8078,1.8212,1.8302,1.831,1.8118,1.8134,1.8093,1.811,1.8221,1.8221,1.8219,1.8285,1.8248,1.8154,1.8191,1.8219,1.8366,1.8253,1.8105,1.8053,1.8193,1.8029,1.8302,1.8441,1.8442,1.8107,1.803,1.8091,1.8114,0
HC_6,6,6,1.9069,1.9056,1.9056,1.9007,1.9089,1.9043,1.9079,1.8984,1.8695,1.8903,1.8818,1.8762,1.8463,1.8933,1.8957,1.9072,1.9256,1.8995,1.9006,1.9006,1.9261,1.8686,1.8674,1.8649,1.8576,1.8703,1.8682,1.8681,1.872,1.8344,1.8608,1.8624,1.8624,1.8389,1.8636,1.8666,1.8733,1.8869,1.8725,1.8697,1.8693,1.8851,1.871,1.8732,1.8722,1.8652,1.8688,1.8723,1.8849,1.8695,1.8457,1.8598,1.8668,1.8653,1.852,1.8737,1.8809,1.8905,1.883,1.8782,1.8851,1.8824,1.8999,1.8991,1.8985,1.897,1.9007,1.8979,1.8941,1.8955,1.8899,1.8828,1.8806,1.8803,1.8649,1.8621,1.8723,1.8779,1.889,1.9134,1.9001,1.8895,1.8938,1.9084,1.8971,1.8971,1.8954,1.8735,1.8916,1.8898,1.8992,1.8844,1.862,1.8791,1.8749,1.8569,1.8746,1.8667,1.8785,1.8897,1.916,1.8989,1.8824,1.8838,1.9182,1.8748,1.8729,1.8743,1.8773,1.8742,1.8684,1.8732,1.8842,1.8724,1.8599,1.8493,1.8621,1.835,1.864,1.8765,1.8876,1.8878,1.8657,1.881,1.8727,1.8927,1.8992,1.9055,1.9027,1.8747,1.9034,1.9013,1.9041,1.8829,1.853,1.8813,1.8888,1.8763,1.8479,1.8888,1.8853,1.8966,1.9063,1.9008,1.8945,1.8992,1.907,1.8821,1.8824,1.8824,1.882,1.8798,1.8796,1.8804,1.8786,1.8638,1.8693,1.8701,1.878,1.8535,1.8757,1.8775,1.884,1.881,1.8769,1.8829,1.883,1.8884,1.8917,1.8953,1.8943,1.8838,1.8998,1.8994,1.8933,1.8818,1.8553,1.8972,1.8962,1.8575,1.8538,1.8786,1.8837,1.8934,1.9099,1.9025,1.8898,1.8966,1.9064,1.8768,1.8775,1.8776,1.8655,1.8796,1.8791,1.884,1.8831,1.8552,1.8489,1.8691,1.8717,1.8617,1.8876,1.8897,1.8937,1.8879,1.8634,1.8899,1.8842,1.897,1.8969,1.8972,1.8958,1.8847,1.8994,1.8945,1.8908,1.8843,1.8639,1.8839,1.8883,1.8795,1.8645,1.8818,1.8854,1.9017,1.9057,1.889,1.8943,1.8996,1.9146,0
HC_7,7,7,1.8434,1.829,1.8287,1.8362,1.8388,1.8265,1.8257,1.8296,1.8277,1.8225,1.8284,1.833,1.8356,1.8246,1.8348,1.8292,1.8284,1.8312,1.8283,1.8222,1.8122,1.8473,1.849,1.846,1.8317,1.8326,1.8379,1.841,1.8593,1.8365,1.8462,1.8299,1.8346,1.8502,1.8329,1.8305,1.8431,1.8289,1.837,1.8417,1.8208,1.8414,1.8324,1.8355,1.8397,1.838,1.8334,1.8371,1.8372,1.8312,1.8393,1.8299,1.8216,1.8254,1.8353,1.8266,1.8347,1.8323,1.8388,1.8379,1.8341,1.833,1.8369,1.8301,1.827,1.8313,1.8413,1.8351,1.8354,1.8357,1.8296,1.8274,1.8323,1.8281,1.8278,1.8383,1.84,1.836,1.8301,1.8407,1.8428,1.8306,1.8329,1.8397,1.8274,1.8257,1.8305,1.8473,1.8395,1.8358,1.8361,1.8143,1.8351,1.8256,1.8359,1.8381,1.8212,1.8256,1.8304,1.8226,1.8458,1.8336,1.8369,1.8286,1.8524,1.8349,1.834,1.8372,1.828,1.8329,1.8331,1.8306,1.827,1.8382,1.8495,1.8389,1.8464,1.8462,1.8293,1.8378,1.8248,1.8397,1.843,1.8356,1.8433,1.8468,1.8329,1.8249,1.819,1.834,1.8208,1.808,1.8129,1.823,1.821,1.817,1.8064,1.8304,1.818,1.801,1.8215,1.8216,1.8265,1.802,1.8073,1.8186,1.809,1.8339,1.8337,1.8265,1.8228,1.8364,1.8187,1.8148,1.8202,1.8368,1.8459,1.8176,1.8178,1.8596,1.8217,1.8182,1.8242,1.8358,1.8331,1.8148,1.8198,1.821,1.8183,1.8251,1.8308,1.8207,1.8175,1.8216,1.8316,1.8468,1.8465,1.8492,1.8322,1.8542,1.8424,1.841,1.8379,1.8317,1.8352,1.8304,1.8283,1.8339,1.8316,1.8288,1.8261,1.8155,1.8432,1.8308,1.831,1.8287,1.8316,1.8516,1.8365,1.8368,1.8356,1.8345,1.812,1.8288,1.8348,1.83,1.8261,1.8092,1.8223,1.8261,1.8159,1.8241,1.8329,1.8351,1.8084,1.8158,1.8284,1.8319,1.8293,1.8229,1.8188,1.8398,1.822,1.8095,1.8202,1.8332,1.8236,1.7978,1.7911,1.7971,1.802,0
HC_8,8,8,1.8203,1.8268,1.8374,1.8296,1.8215,1.8037,1.8161,1.8344,1.8358,1.8125,1.7973,1.8119,1.8281,1.8013,1.8474,1.8014,1.8251,1.8071,1.8449,1.8515,1.826,1.8293,1.8219,1.8172,1.8316,1.8321,1.8141,1.811,1.8274,1.8229,1.8195,1.8114,1.8225,1.8378,1.8225,1.8566,1.811,1.8321,1.8016,1.8422,1.8398,1.8212,1.827,1.8296,1.8261,1.8452,1.8248,1.821,1.8208,1.8386,1.8238,1.8278,1.8178,1.827,1.8265,1.813,1.835,1.8118,1.8285,1.8302,1.8419,1.8598,1.8491,1.8464,1.8489,1.844,1.8391,1.8425,1.8384,1.8563,1.8361,1.821,1.8231,1.8401,1.8464,1.8238,1.8296,1.8437,1.8273,1.844,1.8424,1.8541,1.8652,1.8691,1.8421,1.8396,1.8392,1.8384,1.8339,1.8445,1.8368,1.8357,1.827,1.8264,1.8408,1.8438,1.8118,1.8404,1.837,1.8162,1.8491,1.8248,1.8634,1.8634,1.845,1.8241,1.8259,1.8356,1.8311,1.836,1.854,1.8387,1.8355,1.8374,1.8401,1.8508,1.8296,1.8351,1.8425,1.8343,1.8216,1.8186,1.8361,1.8557,1.8601,1.85,1.8433,1.8424,1.839,1.8396,1.8273,1.832,1.8424,1.823,1.8253,1.8165,1.8257,1.8251,1.8292,1.8331,1.8234,1.8164,1.8335,1.8128,1.8441,1.8591,1.8493,1.8705,1.8714,1.8645,1.8591,1.8702,1.8742,1.8633,1.853,1.8421,1.8559,1.8786,1.8577,1.8345,1.8388,1.8559,1.8262,1.8654,1.8641,1.8789,1.884,1.8817,1.8536,1.8635,1.8596,1.8422,1.8567,1.863,1.866,1.8645,1.8326,1.8433,1.8652,1.8703,1.852,1.8524,1.8811,1.8337,1.8734,1.8562,1.8874,1.8932,1.8791,1.8401,1.8385,1.8342,1.844,1.8438,1.8369,1.8421,1.8277,1.8237,1.8165,1.8386,1.8394,1.8357,1.8179,1.8467,1.8297,1.8426,1.8403,1.8505,1.8601,1.8604,1.8461,1.8506,1.8523,1.8455,1.8589,1.858,1.8492,1.8403,1.8417,1.867,1.8578,1.8476,1.8375,1.8551,1.8645,1.8284,1.8374,1.8595,1.8836,1.8974,1.8817,0
HC_9,9,9,1.8803,1.8901,1.8888,1.8867,1.8986,1.9031,1.903,1.8915,1.8611,1.9024,1.8978,1.8848,1.8619,1.8639,1.8587,1.8943,1.886,1.9129,1.9041,1.9203,1.9259,1.8883,1.8951,1.8995,1.8774,1.8924,1.9046,1.9107,1.9015,1.8592,1.8842,1.8938,1.8812,1.8601,1.8888,1.8884,1.8903,1.8865,1.9063,1.913,1.918,1.9098,1.8575,1.861,1.8603,1.8614,1.8691,1.8648,1.8658,1.8589,1.8447,1.8652,1.8545,1.8375,1.8486,1.8469,1.8464,1.8887,1.8895,1.8914,1.8706,1.883,1.8902,1.869,1.8759,1.8738,1.8644,1.8692,1.86,1.8654,1.8658,1.8442,1.85,1.8419,1.8519,1.8466,1.8361,1.8381,1.8795,1.874,1.8661,1.8625,1.8797,1.8742,1.8427,1.8436,1.8424,1.8334,1.8391,1.8517,1.8486,1.8512,1.8242,1.8467,1.8543,1.8348,1.8457,1.8483,1.8492,1.857,1.8548,1.8542,1.8562,1.8621,1.856,1.8431,1.8482,1.8457,1.8385,1.8483,1.8497,1.8512,1.8441,1.8402,1.8432,1.8592,1.8468,1.8439,1.8373,1.8441,1.8557,1.8525,1.8408,1.8603,1.8597,1.8525,1.8475,1.8449,1.8462,1.8506,1.8522,1.8577,1.8521,1.8453,1.829,1.8559,1.8566,1.8364,1.8243,1.8305,1.8268,1.8657,1.8641,1.8697,1.8652,1.8677,1.8732,1.8507,1.854,1.8567,1.853,1.8554,1.8584,1.8568,1.8498,1.8627,1.8651,1.8705,1.8449,1.8423,1.8438,1.8493,1.8706,1.8682,1.8741,1.8745,1.8832,1.8817,1.8535,1.846,1.8409,1.86,1.8586,1.8597,1.8539,1.8396,1.8529,1.8611,1.8642,1.8389,1.8401,1.844,1.8397,1.874,1.8713,1.8683,1.8642,1.8681,1.8723,1.8429,1.8431,1.8405,1.8303,1.845,1.8604,1.8587,1.8429,1.8203,1.8618,1.867,1.8531,1.8297,1.853,1.8495,1.8608,1.8578,1.862,1.8719,1.8766,1.8718,1.8678,1.8691,1.8665,1.8725,1.873,1.876,1.877,1.8697,1.8527,1.8651,1.8695,1.8602,1.843,1.8635,1.8634,1.8825,1.8806,1.8859,1.8841,1.884,1.8867,0
HC_10,10,10,1.8417,1.8461,1.8443,1.8175,1.8317,1.8349,1.8368,1.8348,1.8191,1.8253,1.8358,1.8294,1.8244,1.8302,1.8472,1.8259,1.8413,1.8272,1.8467,1.8438,1.8414,1.83,1.8309,1.8258,1.8174,1.8202,1.8282,1.8242,1.8247,1.8058,1.8029,1.808,1.8192,1.8199,1.8121,1.8247,1.8197,1.8404,1.8137,1.8326,1.8333,1.8294,1.8165,1.8172,1.8123,1.8153,1.8174,1.821,1.8211,1.8103,1.8174,1.8123,1.8203,1.8193,1.8285,1.8139,1.8231,1.8074,1.814,1.8199,1.8208,1.8247,1.8285,1.8287,1.8283,1.8216,1.8144,1.8275,1.8286,1.8267,1.8188,1.8214,1.8127,1.8057,1.828,1.8236,1.8288,1.8296,1.8004,1.8235,1.8123,1.8269,1.825,1.8222,1.8056,1.8069,1.8074,1.7977,1.8064,1.8121,1.8112,1.8048,1.8211,1.8175,1.8187,1.8226,1.8081,1.8048,1.8078,1.8063,1.8097,1.7991,1.8088,1.8102,1.8079,1.8136,1.8136,1.8124,1.8055,1.8142,1.8164,1.8094,1.8091,1.8177,1.8092,1.8112,1.8262,1.8139,1.804,1.8122,1.8052,1.8231,1.8203,1.8149,1.8277,1.8391,1.8136,1.8124,1.8131,1.812,1.8155,1.8101,1.8068,1.8243,1.8337,1.8293,1.8212,1.8217,1.8131,1.813,1.8184,1.8195,1.8251,1.8148,1.8147,1.8117,1.8109,1.8116,1.8105,1.8094,1.816,1.8077,1.81,1.8058,1.8066,1.8201,1.8055,1.8172,1.8068,1.8082,1.8105,1.8141,1.8111,1.8162,1.8026,1.8104,1.809,1.8078,1.8022,1.8047,1.8084,1.8001,1.8062,1.8022,1.8035,1.8095,1.8161,1.8161,1.8214,1.8365,1.8153,1.8155,1.8165,1.8116,1.8116,1.7994,1.8081,1.8017,1.8031,1.8276,1.8267,1.8223,1.8219,1.8266,1.8319,1.825,1.8205,1.8076,1.8265,1.8244,1.8149,1.8204,1.8168,1.8278,1.8165,1.8255,1.8233,1.8207,1.8308,1.8356,1.822,1.8227,1.8198,1.8114,1.8138,1.821,1.8199,1.8097,1.8199,1.8012,1.8201,1.8007,1.8022,1.8139,1.8181,1.8102,1.824,1.8054,1.8146,1.8152,1.8128,0
