 1.000000 0.049353 0.063558 0.060798 0.060767 0.060881 0.056172 0.057096 0.051944 0.055247 0.059304 0.057191 0.058460 0.055862 0.050124 0.053301 0.052334 0.053421 0.049840 0.046392 0.052334 0.052244 0.046988 0.049204 0.011850
 0.049353 1.000000 0.052791 0.055916 0.050872 0.050710 0.055534 0.051633 0.050163 0.052063 0.051251 0.058456 0.050348 0.053090 0.052036 0.050708 0.050835 0.050681 0.050964 0.050252 0.050660 0.051714 0.051396 0.051395 0.050607
 0.063558 0.052791 1.000000 0.314201 0.114400 0.173575 0.081679 0.208317 0.085917 0.103674 0.070927 0.057491 0.081413 0.079302 0.060404 0.057718 0.052585 0.059713 0.052082 0.052325 0.056033 0.055165 0.051801 0.050391 0.050525
 0.060798 0.055916 0.314201 1.000000 0.111894 0.149526 0.087701 0.212734 0.085282 0.110901 0.068523 0.059655 0.083252 0.086530 0.062212 0.059158 0.052301 0.061019 0.051824 0.052361 0.058921 0.055961 0.051554 0.050394 0.051863
 0.060767 0.050872 0.114400 0.111894 1.000000 0.094730 0.117586 0.093280 0.149231 0.210344 0.063173 0.060141 0.062035 0.057163 0.073209 0.054380 0.053899 0.052772 0.058566 0.054542 0.052042 0.052919 0.052875 0.050030 0.050242
 0.060881 0.050710 0.173575 0.149526 0.094730 1.000000 0.070813 0.164581 0.084083 0.090620 0.098988 0.054486 0.084500 0.066833 0.059991 0.059499 0.051961 0.057903 0.053280 0.052929 0.054642 0.052971 0.051791 0.050357 0.050134
 0.056172 0.055534 0.081679 0.087701 0.117586 0.070813 1.000000 0.076361 0.097076 0.171739 0.055379 0.079878 0.057351 0.058267 0.079084 0.052075 0.054429 0.051952 0.054465 0.053512 0.051258 0.051764 0.051691 0.050505 0.051148
 0.057096 0.051633 0.208317 0.212734 0.093280 0.164581 0.076361 1.000000 0.111351 0.109296 0.078831 0.057611 0.125733 0.112283 0.068995 0.063958 0.053443 0.071214 0.054820 0.054641 0.062017 0.059010 0.052129 0.050295 0.050556
 0.051944 0.050163 0.085917 0.085282 0.149231 0.084083 0.097076 0.111351 1.000000 0.254167 0.062191 0.059450 0.075082 0.072447 0.101522 0.053098 0.055351 0.055210 0.072402 0.062719 0.051526 0.051379 0.056786 0.050199 0.051368
 0.055247 0.052063 0.103674 0.110901 0.210344 0.090620 0.171739 0.109296 0.254167 1.000000 0.061536 0.066705 0.068423 0.066762 0.108369 0.054406 0.055904 0.054022 0.065255 0.062071 0.051220 0.051542 0.055789 0.049808 0.049818
 0.059304 0.051251 0.070927 0.068523 0.063173 0.098988 0.055379 0.078831 0.062191 0.061536 1.000000 0.052326 0.081386 0.059075 0.054470 0.078682 0.052411 0.061246 0.053327 0.051837 0.056208 0.053942 0.051984 0.050362 0.050559
 0.057191 0.058456 0.057491 0.059655 0.060141 0.054486 0.079878 0.057611 0.059450 0.066705 0.052326 1.000000 0.052601 0.057430 0.079991 0.051155 0.072843 0.051807 0.055820 0.059078 0.050819 0.051231 0.054257 0.050120 0.051481
 0.058460 0.050348 0.081413 0.083252 0.062035 0.084500 0.057351 0.125733 0.075082 0.068423 0.081386 0.052601 1.000000 0.102589 0.064010 0.096406 0.053401 0.100924 0.062044 0.058927 0.072199 0.062770 0.054210 0.050438 0.050914
 0.055862 0.053090 0.079302 0.086530 0.057163 0.066833 0.058267 0.112283 0.072447 0.066762 0.059075 0.057430 0.102589 1.000000 0.086380 0.066533 0.060122 0.099249 0.065935 0.066364 0.079597 0.078719 0.055198 0.049752 0.050267
 0.050124 0.052036 0.060404 0.062212 0.073209 0.059991 0.079084 0.068995 0.101522 0.108369 0.054470 0.079991 0.064010 0.086380 1.000000 0.053187 0.089030 0.060000 0.087341 0.100904 0.054063 0.055131 0.067699 0.050157 0.051190
 0.053301 0.050708 0.057718 0.059158 0.054380 0.059499 0.052075 0.063958 0.053098 0.054406 0.078682 0.051155 0.096406 0.066533 0.053187 1.000000 0.054162 0.132275 0.065759 0.063428 0.111777 0.071299 0.061117 0.050428 0.051504
 0.052334 0.050835 0.052585 0.052301 0.053899 0.051961 0.054429 0.053443 0.055351 0.055904 0.052411 0.072843 0.053401 0.060122 0.089030 0.054162 1.000000 0.060701 0.081788 0.122550 0.059505 0.067698 0.100987 0.050103 0.050187
 0.053421 0.050681 0.059713 0.061019 0.052772 0.057903 0.051952 0.071214 0.055210 0.054022 0.061246 0.051807 0.100924 0.099249 0.060000 0.132275 0.060701 1.000000 0.093039 0.073434 0.187869 0.119252 0.069333 0.050169 0.049967
 0.049840 0.050964 0.052082 0.051824 0.058566 0.053280 0.054465 0.054820 0.072402 0.065255 0.053327 0.055820 0.062044 0.065935 0.087341 0.065759 0.081788 0.093039 1.000000 0.151024 0.082372 0.074972 0.142955 0.050079 0.052049
 0.046392 0.050252 0.052325 0.052361 0.054542 0.052929 0.053512 0.054641 0.062719 0.062071 0.051837 0.059078 0.058927 0.066364 0.100904 0.063428 0.122550 0.073434 0.151024 1.000000 0.077828 0.073652 0.203463 0.050148 0.053822
 0.052334 0.050660 0.056033 0.058921 0.052042 0.054642 0.051258 0.062017 0.051526 0.051220 0.056208 0.050819 0.072199 0.079597 0.054063 0.111777 0.059505 0.187869 0.082372 0.077828 1.000000 0.187017 0.086179 0.050295 0.051210
 0.052244 0.051714 0.055165 0.055961 0.052919 0.052971 0.051764 0.059010 0.051379 0.051542 0.053942 0.051231 0.062770 0.078719 0.055131 0.071299 0.067698 0.119252 0.074972 0.073652 0.187017 1.000000 0.086708 0.049822 0.050605
 0.046988 0.051396 0.051801 0.051554 0.052875 0.051791 0.051691 0.052129 0.056786 0.055789 0.051984 0.054257 0.054210 0.055198 0.067699 0.061117 0.100987 0.069333 0.142955 0.203463 0.086179 0.086708 1.000000 0.050171 0.051775
 0.049204 0.051395 0.050391 0.050394 0.050030 0.050357 0.050505 0.050295 0.050199 0.049808 0.050362 0.050120 0.050438 0.049752 0.050157 0.050428 0.050103 0.050169 0.050079 0.050148 0.050295 0.049822 0.050171 1.000000 0.051811
 0.011850 0.050607 0.050525 0.051863 0.050242 0.050134 0.051148 0.050556 0.051368 0.049818 0.050559 0.051481 0.050914 0.050267 0.051190 0.051504 0.050187 0.049967 0.052049 0.053822 0.051210 0.050605 0.051775 0.051811 1.000000

