col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,Indicator
1,0.061073,1,0.056452,0.059175,1,0.051269,0.052228,0.053425,1,0.049201,0.049948,0.050651,0.052651,1,0.049713,0.050783,0.051579,0.053946,0.061186,1,0.052998,0.051454,0.052058,0.053066,0.062643,0.080887,1,-
1,0.14818,1,0.11084,0.1039,1,0.055013,0.053617,0.069282,1,0.053382,0.050116,0.05749,0.06388,1,0.051014,0.049818,0.05292,0.052682,0.067451,1,0.053191,0.049923,0.055355,0.061597,0.095153,0.0722,1,-
1,0.16012,1,0.067754,0.06788,1,0.051225,0.052456,0.08338,1,0.050981,0.048445,0.071525,0.08015,1,0.048039,0.049164,0.078193,0.063068,0.10324,1,0.048041,0.050266,0.063173,0.064038,0.11621,0.1083,1,-
1,0.15425,1,0.072092,0.072864,1,0.052725,0.051858,0.075016,1,0.05474,0.054606,0.05756,0.083858,1,0.05403,0.0527,0.062182,0.071842,0.09064,1,0.051887,0.052603,0.058875,0.069891,0.12029,0.1434,1,-
1,0.15411,1,0.078955,0.083305,1,0.053689,0.054398,0.074336,1,0.049698,0.04985,0.060441,0.073127,1,0.052952,0.050711,0.055606,0.060773,0.076337,1,0.052293,0.050592,0.055232,0.058804,0.089216,0.085031,1,-
1,0.12072,1,0.067459,0.067051,1,0.050878,0.052823,0.083294,1,0.054141,0.050929,0.081378,0.092862,1,0.052266,0.051641,0.083209,0.083691,0.13479,1,0.053498,0.050045,0.076968,0.079942,0.16624,0.19749,1,-
1,0.171,1,0.06741,0.065922,1,0.052203,0.056175,0.087069,1,0.053275,0.053285,0.074894,0.094062,1,0.053361,0.051567,0.079827,0.081948,0.115,1,0.052853,0.051075,0.076065,0.081401,0.12135,0.14268,1,-
1,0.26642,1,0.092553,0.084369,1,0.057187,0.057671,0.068772,1,0.053956,0.054581,0.057926,0.056435,1,0.054954,0.054782,0.06835,0.052601,0.11931,1,0.051796,0.051692,0.059345,0.055985,0.11385,0.1462,1,-
1,0.15469,1,0.071065,0.07202,1,0.05326,0.055165,0.095468,1,0.053495,0.052949,0.08038,0.094551,1,0.051424,0.052894,0.075772,0.078842,0.11051,1,0.052397,0.053771,0.067735,0.078883,0.11217,0.12722,1,-
1,0.19933,1,0.068658,0.072527,1,0.05273,0.055112,0.071895,1,0.052573,0.052297,0.058889,0.075718,1,0.052047,0.053183,0.061543,0.065849,0.091513,1,0.052485,0.053483,0.057533,0.068719,0.10039,0.14022,1,-
1,0.232,1,0.12391,0.13157,1,0.058519,0.05919,0.073733,1,0.052542,0.052259,0.062368,0.10075,1,0.054222,0.052852,0.063121,0.080388,0.13698,1,0.053499,0.051245,0.05853,0.076991,0.15029,0.15968,1,-
1,0.23673,1,0.13546,0.15053,1,0.056623,0.057406,0.062768,1,0.052047,0.051673,0.054915,0.058167,1,0.053103,0.052346,0.058358,0.054264,0.065289,1,0.050341,0.051789,0.057343,0.059476,0.091256,0.083039,1,-
1,0.2073,1,0.11276,0.12206,1,0.054329,0.055617,0.083921,1,0.056039,0.055556,0.071965,0.10924,1,0.056086,0.05583,0.070737,0.081206,0.17386,1,0.054667,0.055292,0.06752,0.087448,0.22758,0.23712,1,+
1,0.4124,1,0.097333,0.091371,1,0.058502,0.059921,0.072874,1,0.054352,0.053073,0.05898,0.076059,1,0.05533,0.052611,0.059996,0.059336,0.11678,1,0.05365,0.055759,0.054721,0.056202,0.14969,0.145,1,+
1,0.22101,1,0.15345,0.14242,1,0.055055,0.05593,0.071726,1,0.05391,0.051758,0.066472,0.087166,1,0.057699,0.054836,0.075183,0.083443,0.10285,1,0.050291,0.050183,0.062824,0.081085,0.11151,0.12605,1,+
1,0.21516,1,0.1078,0.1043,1,0.057192,0.054675,0.056724,1,0.055284,0.053122,0.055582,0.05755,1,0.054453,0.053879,0.05743,0.055633,0.11961,1,0.050633,0.051873,0.053771,0.054866,0.12602,0.11451,1,+
1,0.1922,1,0.078106,0.094387,1,0.054542,0.058573,0.081897,1,0.049897,0.04958,0.057901,0.080604,1,0.050866,0.052157,0.054805,0.061267,0.11296,1,0.051818,0.05195,0.054009,0.063344,0.14567,0.14099,1,+
1,0.42337,1,0.24088,0.23653,1,0.068609,0.071873,0.077433,1,0.059604,0.059323,0.067681,0.086191,1,0.056329,0.056128,0.063436,0.07433,0.20533,1,0.058996,0.060751,0.064749,0.07531,0.16347,0.20733,1,+
1,0.2854,1,0.17577,0.20599,1,0.094633,0.11358,0.10969,1,0.055101,0.053945,0.056045,0.06191,1,0.054663,0.057077,0.05772,0.060655,0.14976,1,0.054519,0.053549,0.054621,0.05275,0.17328,0.17809,1,+
1,0.45246,1,0.32298,0.32582,1,0.092898,0.097832,0.10167,1,0.067129,0.067807,0.070251,0.075723,1,0.069291,0.067583,0.076513,0.067748,0.082061,1,0.06639,0.065756,0.068541,0.066307,0.10862,0.094819,1,+
1,0.18909,1,0.063575,0.065959,1,0.049995,0.050765,0.072423,1,0.050292,0.051011,0.06455,0.080946,1,0.054316,0.055105,0.0676,0.079327,0.10724,1,0.052556,0.051283,0.059474,0.075687,0.12054,0.14777,1,+
1,0.32648,1,0.13671,0.13625,1,0.059743,0.059195,0.10644,1,0.055451,0.055555,0.076665,0.14614,1,0.057072,0.055621,0.082622,0.10846,0.12835,1,0.056407,0.054463,0.076848,0.10617,0.14482,0.15709,1,+
1,0.19305,1,0.08051,0.10283,1,0.056961,0.05993,0.082878,1,0.050567,0.050087,0.059638,0.096325,1,0.052017,0.053706,0.058254,0.063337,0.13016,1,0.052075,0.052322,0.052677,0.066077,0.14006,0.15576,1,+
1,0.19758,1,0.096653,0.098134,1,0.052235,0.054892,0.055092,1,0.049188,0.050373,0.052646,0.052469,1,0.049948,0.049986,0.05539,0.054219,0.093491,1,0.052873,0.052385,0.0551,0.052148,0.097267,0.1486,1,+
1,0.26769,1,0.12643,0.11854,1,0.063557,0.064911,0.063841,1,0.053856,0.056216,0.059062,0.061121,1,0.054242,0.055626,0.059323,0.059248,0.074429,1,0.05332,0.053302,0.057295,0.0552,0.081371,0.12153,1,+
