2.7646e+05,1.1444e+05,966.5,1.0846e+05,4784.9,6.7342e+05,85015,1.3421e+06
1.1131e+05,81196,26715,1.1613e+05,46024,3.0457e+05,1.6179e+05,4.7669e+05
1.5207e+05,1.1315e+05,55453,1.1825e+05,806.86,79343,41965,1.687e+05
55231,85889,1.1868e+05,77249,8060.6,1320.8,42544,9416.8
76795,74773,68675,1.0025e+05,5307.6,28334,55455,1.0408e+05
81773,63867,39147,91475,2440.5,23193,17645,55081
19218,28316,30124,45333,627.98,1065.3,2961.7,15325
13787,22713,23611,35210,1232.6,1874.5,12173,6202.5
45121,41483,28440,57318,973.32,11063,11509,27331
28103,28515,27482,33867,2917.4,8806.5,16998,19328
11743,14387,19931,29342,1078.5,1252.6,4666.5,5366
42283,31157,25311,34073,660.52,5064.1,6704.8,12138
7792.8,6982.2,7565.4,20075,711.76,6681,3926.4,13933
9178.2,12461,7406.5,15000,345.91,2188.8,3397.6,3011.7
10970,14043,10679,18404,138.76,431.01,506.51,198.22
2499.5,3797,2877.8,5578.8,1.8959,2140.4,1332.5,5338.4
1362.5,718.31,1160.7,684.9,2.6834,913.69,764.58,2900.7
2039.5,1569,496.76,1842.6,255.39,450.56,342.3,295.77
692.61,597.28,880.56,1351.2,12.2,43.553,294.5,271.03
917.61,404.6,352.21,332.08,240,660.99,861.39,2762.9
1749.1,854.69,104.99,924.61,73.328,687.87,327.54,272.02
30.52,58.744,260.16,157.71,137.31,294.87,334.06,1392.4
984.5,612.74,707.41,204.67,39.323,772.58,387.83,177.06
1282.5,1062.9,516.57,1182.4,114.04,343.27,265.18,1999.6
288.36,295.58,332.75,422.57,208.1,76.759,213.62,99.241
471.21,350.14,1165.5,453.25,756,31.726,401.55,1229.4
739.22,485.75,186.06,364.38,22.917,692.15,172.87,407.83
289.87,302.59,232.76,734.97,138.68,1104.6,94.472,2667.7
106.08,159.47,109.43,119.78,25.732,319.35,181.83,323.2
129.29,73.515,134.16,85.589,5.4816,345.22,366.04,954.92
102.01,35.818,251.36,14.095,72.089,104.8,208.5,64.534
123.7,121.38,62.98,243.53,16.585,248.03,89.741,489.09
116.05,57.95,122.05,61.498,3.3319,193.96,42.925,165
16.354,23.744,52.626,27.589,20.693,171.21,92.235,26.048
29.564,48.016,413.5,72.187,115.42,73.934,10.116,135.45
23.765,1.9868,4.1124,44.338,11.574,322.11,57.781,268.13
25.523,33.413,74.777,36.99,17.998,38.486,51.507,500.53
83.289,62.628,233.56,73.848,14.738,144.29,13.583,35.873
7.7807,29.53,83.511,27.076,38.53,251.94,73.886,208.65
39.847,10.644,24.583,7.5816,14.225,203.27,91.605,189.06
2.6673,4.2839,59.466,5.5014,11.217,151.4,20.956,121.73
5.5809,1.0662,70.756,1.3584,2.0653,148.31,14.525,21.212
15.595,1.9331,10.978,4.958,0.72488,141.5,9.6019,76.738
0.080297,7.3208,36.322,2.2785,9.0481,53.737,21.244,13.691
1.25,3.7686,102.2,1.1446,4.5875,65.983,11.929,45.517
15.111,0.6042,52.202,2.413,1.6497,117.36,27.882,82.666
6.1103,0.32374,30.653,3.2584,0.62859,120.48,39.465,111.15
15.095,3.4922,27.911,4.5733,1.0013,100.78,31.542,77.804
6.4004,0.010417,23.787,1.5741,0.94234,78.809,17.764,44.946
5.4435,0.58392,22.852,1.7507,0.88895,80.517,25.468,64.631
3.4205,0.18015,30.372,0.99078,1.1303,83.215,18.34,39.591
4.2993,0.072113,25.68,0.62426,1.918,72.434,15.078,53.16
4.7493,0.11441,23.191,0.51158,1.2713,66.735,14.142,43.752
4.5188,0.047017,22.65,0.45918,0.63961,67.359,12.304,49.143
4.7486,0.044751,21.096,0.45969,0.9774,66.761,11.831,45.766
4.5767,0.011631,20.369,0.48946,0.7462,64.62,13.055,46.805
4.2425,0.011301,20.915,0.52473,0.66338,63.955,12.589,42.468
4.2067,0.0063241,19.138,0.45607,0.59935,61.631,12.16,42.75
4.1088,0.0073632,18.257,0.50036,0.59211,59.467,11.785,42.647
4.0919,0.0039725,17.73,0.47717,0.58124,57.702,11.471,41.681
4.0065,0.0033943,16.887,0.47188,0.52843,56.074,11.386,40.113
3.8557,0.0038484,16.639,0.44872,0.53851,54.355,10.812,38.921
3.7804,0.0024856,16.037,0.43879,0.51443,52.947,10.473,38.184
3.6837,0.0024924,15.501,0.42585,0.49598,51.43,10.196,37.286
3.6114,0.0018746,15.039,0.41584,0.47755,50.08,9.9124,36.439
3.5291,0.0014384,14.581,0.40797,0.46286,48.817,9.6453,35.608
3.4473,0.0014309,14.151,0.39793,0.44933,47.577,9.3961,34.807
3.3777,0.0011504,13.768,0.38577,0.4365,46.396,9.1509,34.029
3.3064,0.00092939,13.394,0.37904,0.42393,45.274,8.9153,33.339
3.2307,0.00081005,13.029,0.37118,0.41211,44.187,8.6977,32.576
3.1679,0.00074295,12.695,0.35975,0.40122,43.144,8.4899,31.93
3.0999,0.00060212,12.384,0.35352,0.39122,42.158,8.2817,31.233
3.0399,0.00051035,12.071,0.34563,0.38108,41.227,8.0883,30.594
2.9776,0.00040272,11.78,0.33707,0.37158,40.341,7.9067,29.994
2.9149,0.00039174,11.514,0.33106,0.36247,39.441,7.7328,29.39
2.8671,0.0003528,11.241,0.32374,0.35407,38.624,7.5592,28.841
2.8079,0.00023783,10.995,0.3171,0.3461,37.861,7.3998,28.25
2.7548,0.00024,10.755,0.31067,0.33819,37.093,7.2533,27.784
2.7085,0.00023315,10.519,0.3048,0.33077,36.346,7.1003,27.271
2.6582,0.000167,10.311,0.29897,0.32345,35.63,6.9549,26.765
2.6117,0.00013129,10.095,0.29288,0.31696,34.944,6.8268,26.3
2.5655,0.00013897,9.8921,0.28846,0.31095,34.307,6.6974,25.86
2.5264,0.00013009,9.7102,0.28231,0.30441,33.691,6.5645,25.358
2.4809,9.6534e-05,9.5164,0.27714,0.29843,33.099,6.4442,24.986
2.4363,8.6532e-05,9.342,0.27295,0.2929,32.512,6.3351,24.573
2.4015,8.5928e-05,9.1794,0.26776,0.28738,31.95,6.2216,24.189
2.3636,7.5366e-05,9.0091,0.26345,0.28177,31.418,6.1108,23.82
2.3286,7.4393e-05,8.85,0.25946,0.277,30.916,6.0128,23.431
2.2919,4.3478e-05,8.7085,0.2551,0.27223,30.414,5.9197,23.095
2.2557,6.5595e-05,8.5634,0.25055,0.2679,29.944,5.8181,22.738
2.2296,6.7929e-05,8.4183,0.24696,0.26359,29.513,5.7243,22.413
2.1927,2.7955e-05,8.2883,0.24443,0.25889,29.054,5.6413,22.086
2.1623,5.6777e-05,8.1686,0.23887,0.25492,28.598,5.5563,21.774
2.133,4.7071e-05,8.037,0.23644,0.25111,28.212,5.4703,21.47
2.1056,4.2241e-05,7.9152,0.23345,0.24732,27.818,5.3918,21.197
2.0764,4.2948e-05,7.8079,0.22941,0.2432,27.426,5.3223,20.914
2.0502,3.9321e-05,7.6987,0.22718,0.24027,27.068,5.2481,20.652
2.0296,4.7089e-05,7.5875,0.22345,0.23664,26.692,5.1757,20.419
1.998,3.6267e-05,7.4847,0.22027,0.23355,26.368,5.1102,20.143
1.9797,4.0674e-05,7.3924,0.21894,0.23038,26.052,5.0457,19.915
1.9548,4.9623e-05,7.2996,0.21511,0.22737,25.705,4.9803,19.695
1.9315,3.6293e-05,7.2001,0.21232,0.22441,25.406,4.9181,19.41
1.9097,3.9879e-05,7.1165,0.21036,0.22179,25.139,4.8596,19.252
1.8861,6.2111e-05,7.0386,0.20789,0.21923,24.855,4.8041,19.026
1.8689,2.7591e-05,6.9506,0.2054,0.21614,24.576,4.7502,18.808
1.8507,5.9821e-05,6.869,0.20254,0.21417,24.313,4.7001,18.642
1.8315,5.4095e-05,6.799,0.20225,0.21162,24.03,4.6474,18.433
1.8109,3.9069e-05,6.7272,0.1987,0.20908,23.759,4.5999,18.247
1.7977,6.7054e-05,6.6537,0.19697,0.20682,23.54,4.5544,18.107
1.7801,2.7639e-05,6.5834,0.19567,0.20503,23.314,4.5071,17.896
1.7643,8.1127e-05,6.5246,0.19258,0.20288,23.081,4.461,17.722
1.7458,5.9997e-05,6.4637,0.19187,0.20082,22.882,4.4238,17.603
1.7284,2.9653e-05,6.3959,0.18969,0.19883,22.686,4.3827,17.425
1.719,7.5723e-05,6.3441,0.18742,0.19716,22.489,4.3402,17.293
1.7037,5.9136e-05,6.2907,0.18662,0.19556,22.297,4.3031,17.137
1.6884,5.6468e-05,6.2297,0.18497,0.1939,22.119,4.2717,17.017
1.6779,3.941e-05,6.1823,0.18398,0.19193,21.935,4.2389,16.89
1.667,9.0902e-05,6.1346,0.18157,0.19052,21.753,4.1993,16.758
1.6521,6.2023e-05,6.085,0.1801,0.18893,21.595,4.1699,16.628
1.6411,3.8585e-05,6.0375,0.18012,0.18757,21.457,4.1432,16.53
1.6303,7.9299e-05,5.9966,0.17806,0.18622,21.29,4.1096,16.428
1.6175,6.5631e-05,5.9568,0.17618,0.18479,21.137,4.078,16.307
1.6101,7.041e-05,5.9113,0.17601,0.18359,21,4.0546,16.21
1.5978,5.1734e-05,5.8758,0.17504,0.18226,20.886,4.031,16.111
1.5903,7.086e-05,5.8418,0.17311,0.18125,20.763,4.0048,16
1.5848,8.4887e-05,5.8019,0.172,0.18017,20.632,3.9789,15.925
