 1.000000 0.200054 0.064734 0.068212 0.053822 0.135478 0.067378 0.060387 0.059849 0.052412 0.093270 0.086545 0.052187 0.066225 0.052307 0.071707 0.051307 0.051702 0.064635 0.061858 0.052305
 0.200054 1.000000 0.074292 0.063797 0.056754 0.123681 0.069495 0.066632 0.059916 0.052968 0.094731 0.102073 0.053320 0.069832 0.052874 0.077747 0.052476 0.051846 0.069145 0.066641 0.054200
 0.064734 0.074292 1.000000 0.051907 0.106576 0.062970 0.199487 0.238797 0.051208 0.077482 0.055815 0.057270 0.081432 0.052640 0.064360 0.052360 0.073016 0.069356 0.052707 0.053999 0.064004
 0.068212 0.063797 0.051907 1.000000 0.051318 0.058660 0.051747 0.051432 0.071834 0.050887 0.058048 0.055725 0.050608 0.053174 0.051388 0.054501 0.051422 0.051065 0.053068 0.052338 0.051205
 0.053822 0.056754 0.106576 0.051318 1.000000 0.053749 0.078429 0.091840 0.050282 0.077674 0.052329 0.053144 0.062472 0.051907 0.057398 0.052053 0.059746 0.059073 0.051974 0.052035 0.056673
 0.135478 0.123681 0.062970 0.058660 0.053749 1.000000 0.085631 0.062650 0.055478 0.051688 0.149429 0.099367 0.053360 0.069705 0.051230 0.077235 0.051711 0.051371 0.064825 0.062433 0.051217
 0.067378 0.069495 0.199487 0.051747 0.078429 0.085631 1.000000 0.204088 0.051455 0.071831 0.081830 0.085166 0.094391 0.052826 0.064625 0.057983 0.085771 0.077656 0.051727 0.051973 0.066025
 0.060387 0.066632 0.238797 0.051432 0.091840 0.062650 0.204088 1.000000 0.050610 0.072204 0.057901 0.062464 0.091692 0.052104 0.064637 0.052716 0.073592 0.071769 0.051777 0.051848 0.064081
 0.059849 0.059916 0.051208 0.071834 0.050282 0.055478 0.051455 0.050610 1.000000 0.051690 0.058403 0.056190 0.051110 0.063204 0.051946 0.059331 0.051005 0.051253 0.057321 0.055234 0.051379
 0.052412 0.052968 0.077482 0.050887 0.077674 0.051688 0.071831 0.072204 0.051690 1.000000 0.052302 0.055290 0.085386 0.052835 0.122215 0.053610 0.086966 0.106998 0.052812 0.053179 0.085137
 0.093270 0.094731 0.055815 0.058048 0.052329 0.149429 0.081830 0.057901 0.058403 0.052302 1.000000 0.144582 0.055842 0.120200 0.051509 0.145494 0.058440 0.054993 0.085457 0.073703 0.051909
 0.086545 0.102073 0.057270 0.055725 0.053144 0.099367 0.085166 0.062464 0.056190 0.055290 0.144582 1.000000 0.069040 0.093762 0.055592 0.166629 0.068525 0.069248 0.093837 0.086087 0.055391
 0.052187 0.053320 0.081432 0.050608 0.062472 0.053360 0.094391 0.091692 0.051110 0.085386 0.055842 0.069040 1.000000 0.051906 0.094637 0.056855 0.103074 0.131948 0.052166 0.052581 0.083984
 0.066225 0.069832 0.052640 0.053174 0.051907 0.069705 0.052826 0.052104 0.063204 0.052835 0.120200 0.093762 0.051906 1.000000 0.053405 0.208391 0.063092 0.056369 0.174649 0.100712 0.055590
 0.052307 0.052874 0.064360 0.051388 0.057398 0.051230 0.064625 0.064637 0.051946 0.122215 0.051509 0.055592 0.094637 0.053405 1.000000 0.055712 0.153353 0.260071 0.057612 0.063358 0.294506
 0.071707 0.077747 0.052360 0.054501 0.052053 0.077235 0.057983 0.052716 0.059331 0.053610 0.145494 0.166629 0.056855 0.208391 0.055712 1.000000 0.083100 0.068486 0.168125 0.119698 0.059917
 0.051307 0.052476 0.073016 0.051422 0.059746 0.051711 0.085771 0.073592 0.051005 0.086966 0.058440 0.068525 0.103074 0.063092 0.153353 0.083100 1.000000 0.307882 0.071158 0.070763 0.228111
 0.051702 0.051846 0.069356 0.051065 0.059073 0.051371 0.077656 0.071769 0.051253 0.106998 0.054993 0.069248 0.131948 0.056369 0.260071 0.068486 0.307882 1.000000 0.062840 0.068448 0.247515
 0.064635 0.069145 0.052707 0.053068 0.051974 0.064825 0.051727 0.051777 0.057321 0.052812 0.085457 0.093837 0.052166 0.174649 0.057612 0.168125 0.071158 0.062840 1.000000 0.141998 0.064661
 0.061858 0.066641 0.053999 0.052338 0.052035 0.062433 0.051973 0.051848 0.055234 0.053179 0.073703 0.086087 0.052581 0.100712 0.063358 0.119698 0.070763 0.068448 0.141998 1.000000 0.072530
 0.052305 0.054200 0.064004 0.051205 0.056673 0.051217 0.066025 0.064081 0.051379 0.085137 0.051909 0.055391 0.083984 0.055590 0.294506 0.059917 0.228111 0.247515 0.064661 0.072530 1.000000

