col 1,col 2,col 3,col 4,col 5,col 6,col 7,col 8,col 9,col 10,col 11,col 12,col 13,col 14,col 15,col 16,col 17,col 18,col 19,col 20,col 21,col 22,col 23,col 24,col 25,col 26,col 27,col 28,col 29,col 30,col 31,col 32,col 33,col 34,col 35,col 36,col 37,col 38,col 39,col 40,col 41,col 42,col 43,col 44,col 45,col 46,col 47,col 48,col 49,col 50,col 51,col 52,col 53,col 54,col 55,col 56,col 57,col 58,col 59,col 60,col 61,col 62,col 63,col 64,col 65,col 66,col 67,col 68,col 69,col 70,col 71,col 72,col 73,col 74,col 75,col 76,col 77,col 78,col 79,col 80,col 81,col 82,col 83,col 84,col 85,col 86,col 87,col 88,col 89,col 90,col 91,col 92,col 93,col 94,col 95,col 96,col 97,col 98,col 99,col 100,col 101,col 102,col 103,col 104,col 105,col 106,col 107,col 108,col 109,col 110,col 111,col 112,col 113,col 114,col 115,col 116,col 117,col 118,col 119,col 120,col 121,col 122,col 123,col 124,col 125,col 126,col 127,col 128,col 129,col 130,col 131,col 132,col 133,col 134,col 135,col 136,col 137,col 138,col 139,col 140,col 141,col 142,col 143,col 144,col 145,col 146,col 147,col 148,col 149,col 150,col 151,col 152,col 153,col 154,col 155,col 156,col 157,col 158,col 159,col 160,col 161,col 162,col 163,col 164,col 165,col 166,col 167,col 168,col 169,col 170,col 171,col 172,col 173,col 174,col 175,col 176,col 177,col 178,col 179,col 180,col 181,col 182,col 183,col 184,col 185,col 186,col 187,col 188,col 189,col 190
3.4269,3.8037,2.5032,4.327,1.9736,2.5647,2.3598,3.0297,5.3863,3.6129,3.2141,2.9682,1.6536,2.8721,-0.3531,2.2699,2.9383,0.10877,2.1501,-1.2358,2.4181,4.0023,5.2476,3.9329,3.8573,4.2734,1.2768,3.3182,4.0023,5.2476,3.9329,3.8573,4.2734,2.0571,3.3796,0.050442,-0.1529,-0.28059,-0.055171,-0.074087,-1.1381,0.056748,208,208,208,208,208,208,216,464,664,664,664,664,464,656,328,328,328,336,328,576,512,-7.5462,-5.44,-1.5582,-8.1704,-1.8565,-5.2481,-0.28668,0.63809,3.0356,2.3004,1.1236,1.616,1.3802,3.9326,-0.34217,0.07167,-1.1444,-0.65197,-1.8912,0.89934,1.3987,1.0566,1.5074,4.2979,-0.018496,3.9442,3.1489,5.47,1.0566,1.5074,4.2979,-0.018496,3.9442,3.1489,5.47,-2.4946,-1.69,-0.61498,-3.0148,-1.5582,-1.6669,0.069358,248,272,248,208,248,248,248,576,576,640,576,640,576,640,328,416,408,464,400,328,328,-6.3809,-4.4984,-0.80257,-6.7624,0.13376,-5.9896,-0.82734,6.4553,8.2586,6.6088,5.9153,6.1531,7.0299,6.2769,2.6009,4.9294,4.4686,2.596,4.4587,3.6859,4.533,7.9465,11.949,11.722,8.5509,9.3683,7.2975,9.8637,8.4468,13.138,13.688,8.5509,12.435,8.0753,10.671,2.3185,2.0312,2.9428,1.9866,4.2953,0.66881,0.44587,208,208,208,208,208,208,312,680,680,680,624,680,680,680,520,520,528,328,552,512,552,-
5.1613,4.466,1.7915,4.987,1.8236,8.4702,1.8118,4.3899,3.3376,2.8758,3.4713,3.6692,5.1782,1.311,-0.24698,-0.44998,0.21653,0.033833,0.92703,-3.6675,-1.24,4.532,3.2666,2.9367,4.5015,4.4338,4.5523,2.4969,4.532,3.2666,2.9367,4.5015,4.4338,4.5523,3.5982,-1.536,-0.84076,-0.81876,-4.1277,-0.13702,-4.0059,-0.38739,224,224,224,224,224,224,224,528,496,664,632,656,624,664,328,328,328,328,328,328,576,-10.581,-9.0654,-4.5879,-11.036,-4.9296,-15.256,-4.367,1.9523,4.0074,4.7677,2.1578,3.9534,0.66789,4.331,-2.6048,-1.8239,1.6415,-0.89909,0.77578,-5.4459,0.8323,4.9219,5.1479,11.529,4.0151,9.5046,3.6683,12.276,4.9219,5.8929,11.529,4.0151,9.7923,3.6683,12.282,-12.772,-5.934,-0.73211,-11.637,0.12844,-14.2,-0.40074,240,240,240,240,232,232,240,680,632,680,624,672,616,680,416,512,472,384,512,376,504,-6.3948,-6.3532,-5.1371,-8.1889,-4.8366,-11.042,-4.4158,2.7188,4.0274,0.96639,0.74444,-0.79068,3.6667,1.6184,-2.3674,-1.7478,-1.9097,-3.7731,-2.8714,-7.2086,-1.8542,6.9821,3.0425,2.2842,4.6701,0.89241,10.034,2.6957,6.9821,3.0425,2.2842,4.6701,1.1097,10.034,2.7512,-1.5952,-0.023119,-1.2531,-5.7891,-2.6171,-6.4734,-1.3409,208,208,208,208,208,208,208,672,536,464,672,536,672,592,344,488,480,344,576,344,552,-
5.2764,5.4938,2.913,4.6187,1.9318,5.7028,3.4474,5.5692,7.5832,5.4168,4.826,5.0332,4.3276,3.0329,2.3393,2.2075,2.3222,1.2416,2.0122,2.0842,0.2997,7.0574,4.4458,3.1682,5.0195,2.9387,7.1071,2.7195,9.1107,4.4458,3.1682,7.5883,2.9387,8.9035,2.7195,1.8992,1.0087,0.12159,0.93163,-0.41101,0.48979,0.22948,208,208,248,208,248,208,248,680,616,616,656,616,680,624,520,328,328,520,328,520,392,-6.4272,-8.3132,-3.5872,-7.2108,-3.7259,-5.7847,-1.6865,7.9993,8.7805,5.7944,7.0332,4.4681,7.7194,5.2274,4.636,3.3803,2.7987,4.7699,2.9228,4.4389,1.5892,8.7829,4.5557,5.8553,9.2331,6.0305,8.1453,6.1473,8.7829,4.5557,5.8553,9.2331,6.0305,8.1453,6.1473,2.9082,1.1389,-0.38938,2.6405,0.10708,2.8011,-0.2604,216,216,216,216,240,216,232,656,680,680,656,656,656,680,352,352,392,352,392,352,392,-2.5018,-7.7186,-3.3787,-5.4743,-3.3143,-4.642,-3.6463,9.2989,7.4808,4.8006,5.836,4.0674,6.0688,2.7743,4.4538,3.5521,3.1905,2.7198,1.3079,2.4176,1.6398,14.56,13.53,10.007,11.781,9.2246,10.389,7.674,14.56,13.53,10.007,11.781,9.2246,10.389,7.674,-2.2938,-0.2378,-0.16349,-3.9039,0.84716,-3.8444,-2.1006,224,232,232,224,232,224,232,648,600,680,648,632,680,680,400,424,424,400,424,400,424,-
0.88349,1.4846,0.40954,0.79266,0.31707,0.72496,0.44753,6.665,8.3378,4.903,4.3299,4.1169,4.5198,3.7949,4.4637,5.7584,3.4646,2.8569,2.4738,2.4226,2.4407,17.235,9.043,7.0729,19.234,7.3123,17.269,7.1769,17.235,9.043,7.0729,19.234,7.3123,17.269,7.1769,-9.3435,-5.8376,-0.86698,-10.283,-1.0354,-8.0703,-1.189,208,208,208,208,208,208,208,680,680,680,680,680,680,680,464,440,416,464,456,464,416,-8.5863,-4.2555,0.13401,-9.0119,-0.24217,-7.7869,-0.26097,9.3128,8.3418,6.783,5.8755,5.7485,6.4656,5.0972,6.4327,7.3049,6.3762,4.2438,4.9233,3.9499,4.5447,13.164,14.789,11.391,11.417,9.736,11.946,9.8065,15.423,14.789,11.391,17.429,9.736,15.628,9.8065,0.65361,2.0008,0.31975,1.3495,0.55957,2.0126,-0.06348,232,224,240,224,224,224,216,464,464,488,464,464,464,488,576,328,328,576,328,576,328,-7.7177,-4.3822,0.73772,-6.7214,-0.50442,-6.3305,0.4729,6.3746,7.3835,6.3936,7.579,6.7088,4.956,5.7441,5.618,6.4692,4.3633,5.8072,3.7706,4.2813,4.4389,15.038,14.508,16.135,14.174,12.945,13.102,12.251,15.038,14.508,16.135,16.476,12.945,14.338,12.251,5.6432,6.7719,6.4881,6.2359,5.7315,5.7441,5.3343,216,216,216,216,216,216,216,480,528,664,480,664,464,664,328,328,424,568,432,568,408,-
3.5508,3.267,3.6656,3.5955,3.3132,2.4825,3.3547,-3.0725,-2.8365,1.2166,-0.96782,0.54211,-3.5668,1.046,-5.3031,-6.0732,0.38904,-3.7103,-0.25511,-5.4466,-0.61864,16.434,10.173,7.5449,15.508,5.5662,15.504,4.8088,17.757,10.173,7.5449,17.126,5.5662,19.199,5.3765,-0.13393,-2.0345,0.13074,0.10523,-0.92956,-2.0186,-0.095666,216,216,208,208,208,216,208,640,624,632,680,632,648,640,528,392,392,520,392,528,552,-15.969,-16.406,-10.468,-16.306,-10.043,-15.226,-8.7761,-6.767,-9.5645,-0.76525,-6.3301,-2.4715,-7.6086,-1.2554,-11.169,-14.161,-2.238,-9.9529,-3.9095,-10.494,-2.1501,10.138,11.285,11.615,8.0802,8.9981,10.956,10.286,10.138,11.285,11.615,8.0802,8.9981,10.956,10.286,-1.7016,-0.40921,-1.3201,-2.5894,-3.165,-1.2461,0.69358,216,216,216,208,216,216,216,472,472,656,472,552,472,656,336,336,336,336,336,336,336,-10.824,-12.804,-5.8492,-11.065,-8.1195,-11.393,-6.6538,-2.0854,-3.3014,4.5684,-0.055486,1.8079,-1.4426,1.3594,-5.1602,-6.9774,3.4402,-5.114,0.13409,-5.7845,0.72132,11.869,14.519,11.888,13.294,9.2108,11.259,8.1611,11.869,14.519,11.888,13.294,9.2108,11.259,8.1611,-3.8748,-3.3662,-0.67509,-1.2207,-2.8992,-2.2657,-0.85542,224,216,240,224,232,224,208,680,488,488,672,488,496,480,328,328,328,336,328,344,384,-
4.7259,9.2844,9.8664,6.3092,11.831,3.7198,9.0724,7.1893,10.18,8.5016,7.9531,8.8157,6.3586,6.9932,2.4682,5.0368,5.4243,4.1137,5.1134,1.7188,2.8126,7.3536,9.5443,9.5555,8.0137,7.9084,6.7732,7.9977,7.3536,9.5443,9.5555,8.0137,7.9084,6.7732,7.9977,-0.44804,-0.67923,0.055805,0.35715,1.3553,-0.46398,-0.69836,304,304,312,304,312,304,304,560,560,624,528,552,560,624,352,336,344,400,344,352,336,-8.3715,-7.5693,-4.7834,-9.398,-7.0329,-8.2999,-2.6287,6.4411,9.8581,8.8293,5.1672,8.6605,5.9186,10.64,3.3569,6.8965,5.0585,2.6818,4.4782,4.6054,6.5682,8.9195,11.696,10.092,5.7267,7.9369,9.9367,10.878,8.9195,11.696,10.092,8.0941,7.9369,9.9367,10.878,1.6877,0.73982,0.16415,0.82999,0.96408,3.7338,1.1583,256,256,256,256,256,256,256,512,496,512,504,512,504,512,328,328,328,568,328,328,328,-2.7281,-3.1165,-3.098,-3.0009,-3.7962,-3.9673,-5.1834,9.6038,13.455,10.626,8.027,9.9598,10.898,8.8963,4.5406,7.8282,6.0804,3.0749,7.2549,6.8757,4.5499,13.354,12.942,11.361,13.946,12.628,14.057,8.8224,13.354,12.942,11.361,13.946,12.628,14.057,8.8224,5.0262,0.99876,-3.9118,4.7256,-0.17108,6.0943,-6.4364,208,208,208,208,248,208,208,616,624,648,480,624,616,656,392,384,384,400,384,392,384,-
2.8495,3.3325,2.0055,3.4495,2.2663,1.9671,2.0072,3.8322,4.4907,2.9749,3.4746,3.0384,2.6824,2.3364,2.4501,3.5531,2.4234,1.9287,2.4969,-0.3727,1.1398,2.5387,4.0077,3.4997,2.4936,3.1972,1.2067,2.4367,2.5387,4.0077,3.4997,2.4936,3.1972,1.2067,2.4367,-1.2702,0.56824,0.99608,-0.88076,0.48467,-3.5481,-0.42618,256,280,216,248,216,256,216,536,544,552,528,576,536,568,328,328,432,328,328,328,328,-10.989,-8.7297,-3.9828,-9.2164,-3.221,-9.5597,-3.9193,6.3668,4.2673,2.2923,4.9938,2.1325,6.0777,2.1842,3.8276,1.9209,1.0627,4.3237,1.2837,4.0839,0.72885,4.5776,1.5917,2.0361,4.7751,2.4076,5.3088,1.2484,4.5776,1.5917,2.8378,4.7751,3.0823,5.3088,1.5141,-4.5377,-1.6434,-1.1191,-1.7774,-0.34326,-5.2218,-1.5682,296,296,288,296,248,296,296,528,464,632,520,624,528,624,336,336,552,344,552,328,552,-6.0557,-4.6063,-2.7408,-6.0748,-2.5782,-5.1229,-3.7166,3.5062,2.7791,1.8846,1.655,1.6646,3.2431,0.79881,-0.18655,-0.033483,-0.019133,-1.8129,-0.65531,-1.0571,-0.77968,5.4769,7.7538,7.1032,5.1564,6.5436,4.2667,5.6587,5.4769,7.7538,7.1032,5.1564,6.5436,4.2667,5.6587,-0.861,1.8224,2.5639,-0.287,2.4108,-1.368,1.148,208,208,208,208,208,208,208,680,672,608,672,624,680,608,432,432,440,432,440,432,440,-
0.60936,4.8022,3.8791,1.5672,0.64404,0.94624,5.6362,7.5303,17.449,7.7219,6.0986,6.092,6.9969,9.2147,-0.19486,10.192,6.3265,-0.50863,3.6512,-0.13211,7.0498,2.051,12.222,9.6078,2.1022,6.9721,3.3837,10.954,2.051,12.222,9.6078,2.1022,6.9721,3.3837,10.954,-3.6925,-1.6101,-4.3993,-4.0244,-3.7552,-3.2697,-3.6595,296,208,216,288,208,288,232,504,592,648,504,664,504,656,328,328,328,328,344,328,328,-10.002,-8.024,-8.3517,-10.404,-6.3977,-11.298,-6.7086,7.6222,13.25,13.75,3.6186,8.4928,6.1466,12.654,-3.5133,7.0171,9.514,-3.4296,4.8312,-3.0231,10.595,2.3367,14.216,18.782,2.3223,14.216,1.6861,17.017,2.3367,14.216,18.782,2.3223,14.216,2.7432,17.017,-5.563,1.4302,-8.0192,-5.2521,-4.4078,-3.731,-5.4052,288,264,208,280,208,280,208,512,680,672,504,680,496,672,344,352,384,336,384,576,392,-2.0473,-0.36353,-3.2192,-3.5301,-3.7166,-1.5976,-5.0273,16.287,26.892,9.3227,13.958,8.1843,15.393,6.2566,3.5827,14.431,6.424,4.8264,4.3098,3.6736,5.0703,6.0126,16.235,9.4471,5.8404,7.639,6.7588,9.5666,6.1322,16.235,9.4471,6.0939,7.639,6.7588,9.5666,1.6885,6.4001,-7.0793,1.3393,-3.6401,2.9226,-6.8641,304,296,288,296,304,296,216,544,544,584,544,584,544,584,568,376,328,576,400,376,384,-
2.4206,4.9487,3.402,2.3443,3.1454,2.9824,2.7327,5.3787,7.7872,6.0862,5.2365,6.1174,5.507,5.5296,2.5142,4.562,4.0384,2.6807,4.5256,2.7327,3.6136,5.9648,7.2219,5.9232,7.1942,5.3024,6.9584,5.696,5.9648,7.2219,5.9232,7.1942,5.3024,6.9584,5.696,-2.2091,-0.97448,-1.6473,-0.37627,-2.3408,-0.86871,-0.75427,272,256,256,272,304,256,256,672,672,672,672,672,680,680,400,400,400,400,384,384,384,-5.523,-5.3252,-3.5552,-6.4632,-2.2914,-5.6925,-3.2187,6.0881,8.8984,6.9641,5.4767,5.171,6.7277,4.7395,2.1707,4.2437,4.0228,1.6595,1.8804,1.549,2.5174,6.6995,4.909,5.0272,11.051,7.0488,7.4881,4.0074,7.8066,5.8595,5.2019,12.549,7.1953,8.0969,4.2822,1.8701,2.109,1.5259,5.4562,3.7119,0.50349,-0.0025689,312,312,312,304,240,312,312,656,464,656,680,680,680,656,512,568,504,512,504,504,504,-6.8359,-6.6639,-4.0117,-6.6251,-1.4759,-7.4185,-4.0561,9.0277,9.2884,8.5283,6.8137,9.4715,6.8137,6.9414,0.32737,-0.64919,-0.072133,-0.86004,3.0296,-3.3403,-1.3428,-4.2503,4.7496,7.2188,-3.2404,8.7891,-4.5222,5.188,-4.2503,4.7496,7.2188,-2.0475,8.7891,-4.5222,5.188,-8.0067,0.64364,3.934,-7.1633,1.0154,-9.8267,1.2651,312,280,280,280,312,312,256,480,576,520,480,680,480,520,328,496,496,576,464,328,496,-
3.5982,4.2444,2.507,4.0397,2.9316,2.5984,3.4002,12.188,11.791,6.1678,11.287,5.8193,9.9385,4.4254,7.3976,5.0242,2.1535,6.2862,2.1501,7.3909,1.3296,4.7739,3.4578,2.8048,4.7113,4.0532,4.5946,2.1586,4.7739,3.4578,2.8048,4.7113,4.0532,4.9227,2.1586,-0.94564,-2.0503,-2.3379,-0.203,-1.9048,0.24698,-1.9962,312,312,312,312,312,304,224,512,512,520,632,520,640,512,328,328,480,352,360,576,480,-11.76,-5.0297,-0.46753,-12.333,-0.62422,-10.224,-0.066789,9.7435,10.686,7.6551,8.2921,6.2731,7.2749,5.4151,4.3182,9.592,5.5384,2.8308,4.8422,5.7901,3.8352,6.3835,10.119,10.496,4.647,9.4019,7.8375,8.4103,6.3835,10.119,10.496,4.647,9.4019,7.8375,8.4103,-0.37505,2.5663,0.62936,-2.3068,0.99156,1.4925,1.3692,296,208,208,296,208,296,208,552,640,680,552,640,488,680,352,344,344,352,344,408,352,-3.283,-0.082202,2.5791,-4.3619,1.9318,-3.2984,0.40074,17.792,16.163,10.363,16.358,8.4309,19.672,8.1021,13.368,10.039,5.6257,11.95,2.9336,15.3,3.098,21.09,17.201,9.6947,17.201,8.7905,21.748,7.4239,21.09,17.201,9.6947,17.201,8.7905,21.748,7.4239,4.8551,0.20551,-2.204,3.1134,-1.5362,10.198,-1.4129,208,216,224,208,224,208,224,544,648,640,536,632,680,680,328,336,344,336,344,336,344,-
