 1.000000 0.170999 0.067410 0.124296 0.056560 0.200402 0.061913 0.065325 0.092673 0.052203 0.100137 0.082064 0.054842 0.078289 0.053275 0.081719 0.053361 0.050231 0.072597 0.074544 0.052853
 0.170999 1.000000 0.065922 0.094508 0.061345 0.153905 0.056796 0.062279 0.077890 0.056175 0.086753 0.077899 0.054478 0.071427 0.053285 0.075779 0.051567 0.050859 0.070561 0.069704 0.051075
 0.067410 0.065922 1.000000 0.056686 0.103581 0.063196 0.121472 0.161537 0.054077 0.087069 0.057290 0.053861 0.101313 0.051569 0.074894 0.053766 0.079827 0.080348 0.050843 0.050861 0.076065
 0.124296 0.094508 0.056686 1.000000 0.053801 0.116861 0.059164 0.057226 0.113163 0.052360 0.089202 0.069807 0.057316 0.077283 0.052850 0.075440 0.054772 0.050536 0.068501 0.068108 0.053034
 0.056560 0.061345 0.103581 0.053801 1.000000 0.059182 0.086105 0.101068 0.051739 0.087170 0.057802 0.053995 0.087487 0.053806 0.070608 0.052926 0.067891 0.069722 0.054489 0.051539 0.067265
 0.200402 0.153905 0.063196 0.116861 0.059182 1.000000 0.067187 0.069254 0.089687 0.052924 0.132939 0.101702 0.059946 0.086404 0.052980 0.096359 0.053155 0.054362 0.079177 0.084943 0.052137
 0.061913 0.056796 0.121472 0.059164 0.086105 0.067187 1.000000 0.175020 0.054960 0.089241 0.068513 0.065624 0.162745 0.056049 0.092480 0.059736 0.116510 0.112506 0.052819 0.054257 0.097391
 0.065325 0.062279 0.161537 0.057226 0.101068 0.069254 0.175020 1.000000 0.055803 0.096778 0.063565 0.060924 0.128287 0.058202 0.084966 0.057951 0.095816 0.092942 0.054013 0.055106 0.081246
 0.092673 0.077890 0.054077 0.113163 0.051739 0.089687 0.054960 0.055803 1.000000 0.054661 0.092767 0.072567 0.055856 0.103106 0.052992 0.081147 0.054186 0.052500 0.078283 0.074704 0.052855
 0.052203 0.056175 0.087069 0.052360 0.087170 0.052924 0.089241 0.096778 0.054661 1.000000 0.053307 0.051981 0.101640 0.054200 0.094062 0.052714 0.081948 0.081516 0.053197 0.054678 0.081401
 0.100137 0.086753 0.057290 0.089202 0.057802 0.132939 0.068513 0.063565 0.092767 0.053307 1.000000 0.140735 0.070751 0.122109 0.056000 0.156283 0.062572 0.063310 0.106427 0.108341 0.055555
 0.082064 0.077899 0.053861 0.069807 0.053995 0.101702 0.065624 0.060924 0.072567 0.051981 0.140735 1.000000 0.068448 0.091931 0.058280 0.124054 0.063688 0.062683 0.095571 0.097973 0.054873
 0.054842 0.054478 0.101313 0.057316 0.087487 0.059946 0.162745 0.128287 0.055856 0.101640 0.070751 0.068448 1.000000 0.059968 0.111251 0.064492 0.134006 0.133225 0.056712 0.057744 0.110882
 0.078289 0.071427 0.051569 0.077283 0.053806 0.086404 0.056049 0.058202 0.103106 0.054200 0.122109 0.091931 0.059968 1.000000 0.057212 0.124974 0.060684 0.057421 0.121907 0.109872 0.055666
 0.053275 0.053285 0.074894 0.052850 0.070608 0.052980 0.092480 0.084966 0.052992 0.094062 0.056000 0.058280 0.111251 0.057212 1.000000 0.058997 0.114999 0.113332 0.058207 0.058345 0.121346
 0.081719 0.075779 0.053766 0.075440 0.052926 0.096359 0.059736 0.057951 0.081147 0.052714 0.156283 0.124054 0.064492 0.124974 0.058997 1.000000 0.068231 0.063923 0.120219 0.120637 0.056720
 0.053361 0.051567 0.079827 0.054772 0.067891 0.053155 0.116510 0.095816 0.054186 0.081948 0.062572 0.063688 0.134006 0.060684 0.114999 0.068231 1.000000 0.155606 0.061948 0.060539 0.142681
 0.050231 0.050859 0.080348 0.050536 0.069722 0.054362 0.112506 0.092942 0.052500 0.081516 0.063310 0.062683 0.133225 0.057421 0.113332 0.063923 0.155606 1.000000 0.057660 0.060928 0.124445
 0.072597 0.070561 0.050843 0.068501 0.054489 0.079177 0.052819 0.054013 0.078283 0.053197 0.106427 0.095571 0.056712 0.121907 0.058207 0.120219 0.061948 0.057660 1.000000 0.140970 0.059233
 0.074544 0.069704 0.050861 0.068108 0.051539 0.084943 0.054257 0.055106 0.074704 0.054678 0.108341 0.097973 0.057744 0.109872 0.058345 0.120637 0.060539 0.060928 0.140970 1.000000 0.062335
 0.052853 0.051075 0.076065 0.053034 0.067265 0.052137 0.097391 0.081246 0.052855 0.081401 0.055555 0.054873 0.110882 0.055666 0.121346 0.056720 0.142681 0.124445 0.059233 0.062335 1.000000

