1.4369,0.10985,0.0046848,0.6669,0.95044,3.0037,0.011791
6.6968,0.46808,4.782,5.4153,5.4358,4.1721,0.56313
0.81873,0.66078,0.59091,0.77053,0.60626,1.6653,0.43059
2.6481,1.4353,0.28469,3.6013,0.13772,2.0125,0.22639
1.0477,1.1923,1.2662,0.66976,0.49186,0.80059,1.5738
0.87264,1.2989,0.28947,0.50722,0.065758,0.78024,0.3179
1.8478,0.9707,0.37852,1.3119,0.16716,1.4939,0.20311
0.74216,0.28745,0.062185,0.6106,0.055631,0.76216,0.022647
0.36285,0.31881,0.052977,0.32828,0.11959,0.25301,0.0046018
0.3299,0.14711,0.019453,0.26761,0.036338,0.18701,0.00087317
0.18377,0.12393,0.017515,0.11857,0.0079414,0.32729,0.069258
0.0079695,0.027136,0.013992,0.0017177,0.040515,0.03225,0.0011451
0.2002,0.1815,0.24672,0.14119,0.1799,0.15662,0.10774
0.012017,0.088369,0.28798,0.018043,0.18255,0.08519,0.1805
0.24743,0.14911,0.027504,0.25897,0.036374,0.17624,0.013033
0.034576,0.033926,0.019918,0.03121,0.026309,0.0027468,0.0028699
0.14791,0.11925,0.0088185,0.091217,0.019019,0.1515,0.048805
0.11874,0.1186,0.062912,0.11991,0.020964,0.065739,0.042756
0.056884,0.093799,0.15292,0.13499,0.089173,0.01066,0.087535
0.033193,0.13873,0.16063,0.020626,0.11962,0.048979,0.081592
0.01018,0.1251,0.045318,0.037724,0.023048,0.0032022,0.03961
0.034245,0.034082,0.0046954,0.028784,0.0040234,0.048054,0.012406
0.0083949,0.00276,0.018757,0.063735,0.004821,0.024762,0.04388
0.13875,0.23673,0.058536,0.17444,0.068403,0.13637,0.067327
0.041402,0.052134,0.031803,0.0075768,0.031703,0.097758,0.024381
0.096188,0.018041,0.024303,0.06395,0.026639,0.15171,0.029678
0.0079004,0.0022532,0.010384,0.0020551,0.0037638,0.0070763,0.029443
0.044919,0.020785,0.0358,0.039569,0.03126,0.039352,0.016013
0.037372,0.0083803,0.0009456,0.030206,0.016037,0.07415,0.0049697
0.08058,0.088981,0.073914,0.14051,0.077227,0.075382,0.046466
0.033546,0.034447,0.020516,0.022541,0.021066,0.080532,0.030917
0.011694,0.015619,0.02919,0.030372,0.020877,0.0078107,0.019536
0.012175,0.0082294,0.0071155,0.0065179,0.0078515,0.018589,0.0026787
0.025024,0.015259,0.0055674,0.021593,0.0060053,0.030682,0.013484
0.00030625,0.00010737,0.0023211,0.0024849,0.0054344,0.019029,0.0015465
0.0074809,0.012121,0.024232,0.0053456,0.010974,0.016066,0.02651
0.0044764,0.0039023,0.001244,0.0020893,0.003013,0.010686,0.0047939
0.0076843,0.0028447,0.0059042,0.015142,0.0081491,0.011861,0.0092489
0.021261,0.019477,0.036912,0.0079608,0.040541,0.065,0.042565
0.0031081,0.0083806,0.017697,0.0011271,0.0077658,0.012206,0.018615
0.021438,0.019628,0.022975,0.024309,0.017995,0.014496,0.023054
0.042571,0.033068,0.033179,0.024308,0.024225,0.059081,0.039219
