Anterior,Temporal/Left,Central,Temporal/Right,Posterior
0.35962422514767856,0.36621550209837306,-3.4836804186117947,-3.53112805039069,-2.221081952454713
0.41414155223648275,0.834348401999667,-5.938736116230597,-5.402545311145358,-3.6224934361508603
0.28803382537525546,1.2698276098529253,-7.414474104278261,-5.904817889580275,-4.317483374539908
0.43344486588849174,1.3461299313930617,-8.643441857361479,-6.483090488076952,-5.203578885254413
1.1232358272654628,0.8583703798786234,-10.078492624645023,-7.806111519859396,-7.07425934299123
2.032862716280577,-0.1046730388766095,-11.291520258747488,-9.027169432660825,-9.699018219025145
2.3368586504700435,-1.2924500727923727,-11.301813592280507,-9.05351253026493,-11.670132573327848
1.2771589478361678,-2.502052640146278,-9.473207929453906,-8.057150902849829,-11.29219963079976
-1.2569764601247484,-3.604064776931803,-6.124406505986986,-7.249214025232565,-7.916934189347986
-4.6117732289688,-4.456923003848035,-2.3199551380564163,-7.232887486037649,-2.600440005629676
-7.803364828022003,-4.96842095474225,0.9399849917066012,-7.1076401865995615,2.594994853489466
-10.144560606038647,-5.313302688477291,3.4208071597370497,-5.526732635715282,6.143440506470995
-11.578675319837105,-5.978552601012423,5.676342899578224,-2.4387915713017896,8.084278837583687
-12.503085042255696,-7.4191659623853425,8.431579088951933,0.631193077074891,9.622859684795019
-13.301323097059637,-9.597855918392746,11.896149978476169,2.1339510297844413,11.767646368137182
-14.014145861801508,-11.930954558843444,15.580702898101425,2.0574304449813,14.377049282249374
-14.405916323960284,-13.755950522383152,18.6864171458169,1.717424545595062,16.465132601743612
-14.308422097675505,-14.851571776969404,20.62444926985346,2.1463623476457996,17.26145124842273
-13.877153536176209,-15.425152053055644,21.196166894665502,3.0326425910198767,16.834042153877487
-13.527649312974098,-15.624877713474495,20.414200934091063,3.37390799210766,15.779305963161017
-13.639349516446268,-15.17038052084695,18.363261871340097,2.914387379930884,14.557572427098812
-14.323241779712514,-13.57506827503904,15.317743304573378,2.5804890344015448,13.313474663636384
-15.447392963964875,-10.73232379840238,11.895799740452972,3.420161421652731,12.186323229986975
-16.821081303301064,-7.20748512752658,8.871925688086344,5.329457015232537,11.441959564042204
-18.29429981916064,-3.9160878015120075,6.625858789413097,7.047374397002617,11.085272628307061
-19.65871075497564,-1.5018638576839352,4.782481566375375,7.400300416086447,10.479356118528369
-20.518342736704263,-0.007411550154710511,2.5047815764069745,6.4262039096577634,8.666614679765615
-20.356540023376024,0.9822878783416931,-0.7464290237083878,5.248828266453913,5.249787521003874
-18.872306764615892,2.00106375017698,-4.709426641418447,4.978931216354671,0.8812695675439606
-16.281323155000692,3.4836521023675022,-8.551840222188167,5.829198325449433,-3.26432740400901
-13.290847615779315,5.668821840232747,-11.547924966080606,7.177833012017403,-6.512926281349199
-10.684136145414081,8.47805726334639,-13.501625825352834,8.233808469936665,-9.101838946442777
-8.861629107112146,11.418481780548703,-14.606516449186396,8.490272131322676,-11.581711567227343
-7.719143695276349,13.745023515941238,-15.084728917593024,7.664118047211186,-13.977826588190108
-6.937829013348413,14.894888897836847,-15.084403826957134,5.523897250871076,-15.68549721589745
-6.35601130601688,14.856120497530876,-14.80138637116856,2.0462711817554733,-16.13769503462446
-6.059157057630182,14.083790141343064,-14.460293451771385,-2.219734166010129,-15.355719071831794
-6.144193314726135,13.023993110200742,-14.013140578495246,-6.127747726613612,-13.769338818178023
-6.49019003214435,11.759739878443458,-12.998320137634593,-8.516663021597312,-11.674336310201413
-6.828090489896536,10.118872873290147,-10.954299362406838,-8.998394501135957,-9.149203733198082
-6.985575789973405,8.078587456200346,-8.099500601623205,-8.224653758988563,-6.536487123336818
-6.9774157213063095,5.9277353310555005,-5.489515830228145,-7.333714848583885,-4.712933379840976
-6.794322441936105,3.9931696664431766,-4.278775733920305,-7.049585977777358,-4.52600836331061
-6.189358400481996,2.2589116112057734,-4.711278148916912,-7.249683373589695,-5.871125243065403
-4.856890997479298,0.34242645774446023,-5.867356335973579,-7.348567070777044,-7.52586415815896
-2.92428483484451,-2.1395204998382846,-6.45720320738131,-7.030607094789021,-8.142731363833573
-1.1823195103902582,-5.221980140699258,-5.860182940653647,-6.534744687860139,-7.475747963322904
-0.6036775261651118,-8.582406973867736,-4.400873467539799,-6.215677932565579,-6.554977700601392
-1.4577376653731533,-11.752770583891929,-2.7526618022212954,-5.9377605098181485,-6.613784167296405
-2.897116834978794,-14.231411089772724,-1.2781958066226982,-5.082258369256493,-7.894218200527002
-3.5479008151158995,-15.454599487153912,-0.012566190498148888,-3.259517455953878,-9.51977972993719
-2.6343657425000773,-14.909826979593412,0.9192378513692367,-0.9502665667810706,-10.417068592676525
-0.5784199281558771,-12.525485508608654,1.1903293312692345,0.7393974559187226,-10.192014489879178
1.4666209953272924,-8.999018357344514,0.7102225971979439,1.0906600221124432,-9.134870553116372
2.5866623109245594,-5.563423626075513,0.02250069739832794,0.5102493707182272,-7.597673195553961
2.5566601747092323,-3.2154685208022844,0.012473005999202424,0.13495654698053894,-5.601059835250738
1.434658946640942,-2.058803228057558,1.1148474085108941,0.6375638741813847,-3.0341306457345047
-1.0003713140621409,-1.4132139229087317,2.9033142683331326,1.4969628759971574,0.0018274862532360325
-5.111903328128029,-0.5818625183961235,4.561621815122866,1.5747002870131874,3.2206179652226465
-10.635795105074573,0.5202212596463056,5.711617678544135,0.4363070271848725,6.422266727518711
-16.236758461516263,1.493122628618095,6.6379447495037365,-1.014060308934583,9.495962574893623
-20.12747297103617,2.103447311617221,7.67040126343751,-1.3376728853506665,12.07774112031217
