Anterior,Temporal/Left,Central,Temporal/Right,Posterior
-3.653997197943621,-2.4494943395840365,3.0613160538413817,-4.2970416025013405,-3.4637246762640963
-2.8580386879063213,-3.838952893214144,5.937068510710849,-3.2636996582292945,-3.7361540542196527
1.3299023480652294,-4.234090487768558,8.744936609088883,2.4272850158391543,-0.7530539440440216
3.8695155783641053,-4.268912595601144,11.451547831559061,7.46385493438662,2.8131730921455356
1.3512506614017608,-4.149931941051986,13.454232091852646,7.833152852542492,4.045142570112669
-4.70364510553852,-3.6300407795369862,13.868524602463468,4.603493678106867,2.0394307355159653
-10.175558867144051,-2.9817364524092804,12.406461674733572,1.8510881622393343,-1.8434172512327085
-12.803349247840382,-3.360284346731903,9.938701323293996,1.9462749091864606,-5.331597577981884
-13.4485816532888,-5.592634141263117,7.989548198997087,3.725872207243862,-6.6912006938717665
-13.523434723949165,-8.701716815598546,7.4993867580655245,4.817332155771405,-5.396453864266018
-12.657996654272079,-10.312503424324728,8.018014713675711,4.449120037136135,-2.1407824449768142
-9.711885320242045,-9.022821039160032,8.139602233529189,3.3502661144626025,1.49512597969796
-5.441342821804595,-6.212782648791344,6.775155370285316,1.6630791856393616,3.714086678436656
-2.9367421549293935,-4.976322226791377,4.060583035788873,-1.7407977610698455,3.4262945949851655
-4.895220975822655,-7.020449149758955,1.1125736880901527,-7.438367858026419,0.8779855416127023
-10.780100923254178,-10.863965578910602,-1.0007624846300387,-13.673334551259213,-2.573318647339847
-17.03157831311853,-13.40481035700239,-2.011949324137492,-17.312018255425254,-5.374600388399074
-19.962507372299974,-13.196152101126648,-2.2994242321598257,-16.76761174515384,-6.586761367970291
-18.327016732961482,-11.832884810102687,-2.200576091793741,-13.535389100486654,-6.0342901897645715
-13.55923808219859,-11.96772156862736,-1.6399338109053492,-10.507038644403828,-4.034647826725449
-8.276846724382837,-14.230618879249867,-0.4231793763965732,-8.9630909832757,-1.214455157951992
-4.704095716633098,-16.451475124545567,1.289885611650885,-7.54163157439278,1.5654255319868349
-3.657169222299678,-15.921928715703325,3.000360380143574,-4.118748374810589,3.5456986458969544
-4.094733956342138,-12.10500252424415,4.393440066241463,1.6869601791711897,4.627674822498113
-3.656763845258473,-6.980730688636998,5.690912167479956,8.02904870493131,5.472680842671085
-0.6238970226441176,-2.9827957616418628,7.2976989834994805,12.532538209651152,6.713905674530119
