1.000000000000000000e+00,9.082383358450037969e-01,7.016002879233360634e-01,8.731908194389522704e-01,8.898195474155417006e-01,7.962771942102245815e-01,6.647239499034379717e-01,7.148243063075729875e-01,8.160363738667588684e-01,9.131909814285733562e-01,8.487817107034745234e-01,8.051549335856375000e-01,9.053436867846725855e-01,8.743851997822603694e-01,7.276571966484408627e-01,7.885471370063377172e-01,8.146454927262201107e-01,7.775280626367725434e-01,7.202845539029816280e-01,6.531915009667214056e-01,6.954172365188822091e-01,6.866880367438609190e-01,5.761373336729946892e-01,9.119111470019397592e-01,8.708008348094173900e-01,8.404621586017485546e-01,8.862767887404442435e-01,8.370065048715021883e-01,7.515018086210796255e-01,8.160018775008461844e-01,8.419840176774354701e-01,8.409961434131498770e-01,8.847614758812086810e-01,8.098072907824542810e-01,8.257302310978091864e-01,6.631820867932552988e-01,8.084121437540615629e-01,7.454407806488922983e-01,5.844821247439755396e-01,7.203982891911139275e-01,6.826604848300521500e-01
9.082383358450037969e-01,1.000000000000000000e+00,7.703094191849082506e-01,9.182107650722558523e-01,8.857512856357236952e-01,8.741487866452454236e-01,7.337566747751511631e-01,7.998856938131323480e-01,8.338458923993071759e-01,9.198971409977146907e-01,9.206376896525930720e-01,8.765584346008277183e-01,9.105379112095367544e-01,9.180934709428283380e-01,8.357193579303674458e-01,8.451452710224742759e-01,8.798734777548662400e-01,8.695899229538084363e-01,8.380149102860311450e-01,7.324931083624859340e-01,7.802111713161771211e-01,7.580233086505480111e-01,6.581482322684673036e-01,8.800100329148239364e-01,9.181518135458720531e-01,8.811137794265332390e-01,8.947020762279713768e-01,8.807154664300795854e-01,8.388300995497999235e-01,8.532522415622098011e-01,8.873702963691014745e-01,8.128010920096604419e-01,8.575862366780434565e-01,7.869737369128293469e-01,8.825123960616919616e-01,7.335376675754022857e-01,8.691710880442217180e-01,8.351719414718465906e-01,6.780929620791019685e-01,7.729680900292823509e-01,7.681176128268742964e-01
7.016002879233360634e-01,7.703094191849082506e-01,1.000000000000000000e+00,8.405323860807127900e-01,7.051881441895934133e-01,8.186402643416386127e-01,8.541746389229474268e-01,7.392906565430785726e-01,7.842029277970534729e-01,7.006729308065150486e-01,7.855908402303580784e-01,9.350459874069836363e-01,7.400384503632184696e-01,7.572850267847274219e-01,8.475530357442890850e-01,9.123584021051599491e-01,8.777033739728291595e-01,8.584643213223029923e-01,8.804733604299938010e-01,9.360890269957682364e-01,8.814009978295419545e-01,9.364784215563711767e-01,7.837992803365400052e-01,7.218248846078166858e-01,7.742409853563427813e-01,8.477563606361235848e-01,7.690585529066424897e-01,7.423939016909145705e-01,7.698003235272240508e-01,7.418488696961027529e-01,7.657312858357985252e-01,6.805206724639779603e-01,7.399486175123954901e-01,6.602651131153971509e-01,7.575682668534652331e-01,9.765080692804513074e-01,8.855927997035472066e-01,8.692043597299509150e-01,8.763123410842170724e-01,8.844928582431770270e-01,8.054547137993461892e-01
8.731908194389522704e-01,9.182107650722558523e-01,8.405323860807127900e-01,1.000000000000000000e+00,8.921486766851822736e-01,9.166720641221267618e-01,7.836077859322588823e-01,8.414649055900988994e-01,9.130175884179124735e-01,8.781738981021556256e-01,9.211530467014196200e-01,9.379800655231239626e-01,9.399828279847888268e-01,9.232590256743948842e-01,8.487256753267257148e-01,9.120680533359523112e-01,9.385851442057479010e-01,9.027966535189042574e-01,8.680724768867513763e-01,7.778816571524125312e-01,8.064830427508873356e-01,7.925295633930327099e-01,7.243452048710095070e-01,8.882388071449939249e-01,8.895061555813391641e-01,9.493660979131123279e-01,9.483865041667257634e-01,9.093510598526525213e-01,8.583357686839161449e-01,9.044097611022051675e-01,8.868602100453278902e-01,8.050685705682121274e-01,8.093498673186401149e-01,7.994351883589355667e-01,8.881995756374992945e-01,7.992495753030967043e-01,9.320175328873531173e-01,8.788853526430928653e-01,7.283679227416185453e-01,8.681122777915775135e-01,8.127619895034867703e-01
8.898195474155417006e-01,8.857512856357236952e-01,7.051881441895934133e-01,8.921486766851822736e-01,1.000000000000000000e+00,8.551984276593515011e-01,6.596499473232562138e-01,8.260546441726355216e-01,7.932526416362398747e-01,9.159960686968446897e-01,8.470096541198528506e-01,8.035347882569864320e-01,9.359244328250021505e-01,9.395667073295960181e-01,7.729434487340358650e-01,8.078293910353409046e-01,8.487150216995957841e-01,8.195525828899102860e-01,7.912832882857925298e-01,6.613989712838455048e-01,7.231803138933002861e-01,6.853548520327454874e-01,5.799815077657813900e-01,8.871803278411736216e-01,8.643636749710567058e-01,8.019633777541629316e-01,9.245808471787483329e-01,8.728150469673866541e-01,7.939460161953069139e-01,9.276235733206051881e-01,9.155130931104827896e-01,8.160159232939683260e-01,8.847506780906414514e-01,8.307188774926654862e-01,8.751868016358458346e-01,6.642249890933183964e-01,8.237012958848750621e-01,7.988265225713951923e-01,6.040884529854785301e-01,7.696703706282251867e-01,7.378236385368704964e-01
7.962771942102245815e-01,8.741487866452454236e-01,8.186402643416386127e-01,9.166720641221267618e-01,8.551984276593515011e-01,1.000000000000000000e+00,8.638870815447549090e-01,9.173157453392507543e-01,8.248030308947277289e-01,8.223248902968299801e-01,9.392157673718160016e-01,9.027515649203458059e-01,8.977708292281707525e-01,9.357103346648941722e-01,9.466068357696479918e-01,9.165670066575837271e-01,9.396683020400186104e-01,9.724298246922576938e-01,9.473375581255835121e-01,8.107937133242396621e-01,8.968773039573170180e-01,8.107226820135404743e-01,7.660487329862432082e-01,8.107474328206256686e-01,8.448928722931191571e-01,8.612541416767491853e-01,8.682508866499257794e-01,9.305112013751543065e-01,9.500321517679135574e-01,8.996439214790853400e-01,9.204069032174366782e-01,7.446244329815440155e-01,7.587341396542045535e-01,7.496868617541474489e-01,8.720807029604856764e-01,7.943297216249125547e-01,9.262812129458561916e-01,9.577400580382817719e-01,8.451227212516845277e-01,9.003470811494072024e-01,8.963407920727073375e-01
6.647239499034379717e-01,7.337566747751511631e-01,8.541746389229474268e-01,7.836077859322588823e-01,6.596499473232562138e-01,8.638870815447549090e-01,1.000000000000000000e+00,7.875070141485573938e-01,7.409749241529497432e-01,6.921014935218462449e-01,8.360681516053779516e-01,8.797153054195732125e-01,7.280780825216607299e-01,7.880389778804620660e-01,9.464218459521621662e-01,8.814750386795076054e-01,8.680048132467564903e-01,9.019348152218950032e-01,9.195468157322550518e-01,8.284354944010814403e-01,9.198356724537585238e-01,8.404853908267736484e-01,8.267703373270406386e-01,6.644794984926722936e-01,6.937212097724829718e-01,7.879185702498237021e-01,6.767512513154885223e-01,7.761199869761322701e-01,8.782600898786346866e-01,7.252571784169502545e-01,8.263954640275579244e-01,6.384065452602935009e-01,6.849137619418618206e-01,6.429291198129006846e-01,7.517777667214062820e-01,8.573821495250502078e-01,8.589198301236720123e-01,9.160950469279915964e-01,9.444490638328035814e-01,8.754024615747950655e-01,8.781178853086839542e-01
7.148243063075729875e-01,7.998856938131323480e-01,7.392906565430785726e-01,8.414649055900988994e-01,8.260546441726355216e-01,9.173157453392507543e-01,7.875070141485573938e-01,1.000000000000000000e+00,7.973322276421266341e-01,7.559340509911000039e-01,8.350822945925331364e-01,8.068018671255214880e-01,8.826798765750606401e-01,9.016029697542802257e-01,8.825194011653634263e-01,8.782742553283343634e-01,9.026203417680374042e-01,9.182822985785095149e-01,9.024384457860777919e-01,7.567345136813009576e-01,8.379332370442230671e-01,7.763333408713054551e-01,7.008155364170959301e-01,7.461042214397414218e-01,7.696735252303391617e-01,7.905665249408565520e-01,8.279261136495832396e-01,8.494836277014259363e-01,8.836629909938877869e-01,9.249062413167834507e-01,9.183309504184586913e-01,7.168070113875613103e-01,7.075118894774939937e-01,7.286270043236811045e-01,8.848351652979024040e-01,7.433422100115484321e-01,8.737015409078136008e-01,9.079048791805099938e-01,7.924963242309169820e-01,8.965728443768923306e-01,9.261011511198512514e-01
8.160363738667588684e-01,8.338458923993071759e-01,7.842029277970534729e-01,9.130175884179124735e-01,7.932526416362398747e-01,8.248030308947277289e-01,7.409749241529497432e-01,7.973322276421266341e-01,1.000000000000000000e+00,7.742099290658802646e-01,8.699382414069377623e-01,8.775855756445578582e-01,8.903665468120932625e-01,8.251159557452333315e-01,7.789872370258390522e-01,8.475423788734451902e-01,8.561769305066463387e-01,8.141697980258747469e-01,7.823770190684776749e-01,7.149091397248542590e-01,7.114017308483465696e-01,7.490304961201780243e-01,7.678778128454947227e-01,8.848675394219971402e-01,8.433295810191812070e-01,9.572597649722216495e-01,9.079615324591425729e-01,8.469159482331414246e-01,8.006956729274143925e-01,8.540749656484610819e-01,7.967576607214205131e-01,7.326437577943850643e-01,7.620569499852536399e-01,7.511832389781427644e-01,8.682197339703660033e-01,7.410615244505834864e-01,8.683165789688377378e-01,7.957586231028872525e-01,6.839777494359995380e-01,8.041582610411083243e-01,7.554543262689185079e-01
9.131909814285733562e-01,9.198971409977146907e-01,7.006729308065150486e-01,8.781738981021556256e-01,9.159960686968446897e-01,8.223248902968299801e-01,6.921014935218462449e-01,7.559340509911000039e-01,7.742099290658802646e-01,1.000000000000000000e+00,8.701245852978599649e-01,8.305979791085976727e-01,9.239304965032099082e-01,9.100190967256820418e-01,7.752515485879682977e-01,7.992037845071603419e-01,8.416590446536241776e-01,8.000136793986430961e-01,7.602031691225379362e-01,6.511197621603260766e-01,7.138294957159533327e-01,6.789111288808415967e-01,5.644547723446183829e-01,8.677372314101993167e-01,9.024023692578896361e-01,8.079557677198013765e-01,8.782176234114015267e-01,8.753762612978389646e-01,7.923223219871543543e-01,8.524490867083348578e-01,8.534149628931069209e-01,8.601018370653720213e-01,9.018505931218904204e-01,8.037572005241131468e-01,8.692683541329546681e-01,6.621518324179532788e-01,8.278506223698647304e-01,7.698454643405210351e-01,6.105703796215322665e-01,7.561832065746634246e-01,7.160421752813397323e-01
