1.000000000000000000e+00,7.749222110190843171e-01,7.978630349730018168e-01,8.725348492089475272e-01,6.345087118266538040e-01,8.255965465209454957e-01,8.935757879165282525e-01,5.762407194905151409e-01,8.736008568208011305e-01,7.181924523356667533e-01,6.672596531728903768e-01,8.973202285345540652e-01,7.541469671794707175e-01,8.901796763586090622e-01,7.047599755099613894e-01,9.094780077126619622e-01,9.239316065706808523e-01,9.294935054986724898e-01,8.137250161401814452e-01
7.749222110190843171e-01,1.000000000000000000e+00,7.554582006940641081e-01,8.926958423177968616e-01,7.342027224150400322e-01,7.414638679747945771e-01,7.932526549595216858e-01,7.283477347716784678e-01,8.104550839788172700e-01,7.959012644836379602e-01,6.409317577635633700e-01,7.966529465988992920e-01,8.029140125311561293e-01,7.447677055024735093e-01,8.277728485861161056e-01,7.724373745874679731e-01,8.307484603585391092e-01,8.579935596586748536e-01,9.535338111645393910e-01
7.978630349730018168e-01,7.554582006940641081e-01,1.000000000000000000e+00,8.071226211830097030e-01,7.703344596716048542e-01,9.422647589376631494e-01,8.101301287024550435e-01,7.684978594889203540e-01,8.375260641601292022e-01,7.042805030309707837e-01,8.685695662288779317e-01,8.505720972846547712e-01,8.362729637884671607e-01,8.618229619031312350e-01,8.349977054658579423e-01,7.597568525593264566e-01,7.948235227373674494e-01,8.154306323667450673e-01,7.762781544832173530e-01
8.725348492089475272e-01,8.926958423177968616e-01,8.071226211830097030e-01,1.000000000000000000e+00,7.525233804438001828e-01,7.834650890035125270e-01,9.097241301438837580e-01,7.189063666876739367e-01,9.397190050418801066e-01,8.555255515442622416e-01,6.382254453533801053e-01,8.445524717962786809e-01,8.006153063825562910e-01,8.120482367859985784e-01,8.438370112608364337e-01,8.633131331844978718e-01,8.732351821673771664e-01,9.414093338442141023e-01,9.144444944553186128e-01
6.345087118266538040e-01,7.342027224150400322e-01,7.703344596716048542e-01,7.525233804438001828e-01,1.000000000000000000e+00,7.067743602669769309e-01,6.931606701624165590e-01,8.810942823476830554e-01,7.492150310142923209e-01,7.222554195653615450e-01,6.113211973062746551e-01,6.780994129152068117e-01,7.352223345069623939e-01,6.693161109899520289e-01,9.020889048668413457e-01,6.816084503815766915e-01,6.830202409034055178e-01,7.235728371660747893e-01,7.407623323280539962e-01
8.255965465209454957e-01,7.414638679747945771e-01,9.422647589376631494e-01,7.834650890035125270e-01,7.067743602669769309e-01,1.000000000000000000e+00,7.874874669977518504e-01,7.568337588900470037e-01,8.047100387693996160e-01,6.739934769893626276e-01,9.100511557481153480e-01,9.190955676112094741e-01,8.547179383882987924e-01,8.915396451243481346e-01,7.840306509262044976e-01,7.908192620045920718e-01,8.038888404839468205e-01,8.094343325981692150e-01,7.620335072081650951e-01
8.935757879165282525e-01,7.932526549595216858e-01,8.101301287024550435e-01,9.097241301438837580e-01,6.931606701624165590e-01,7.874874669977518504e-01,1.000000000000000000e+00,6.856617921741711141e-01,8.955068255887558282e-01,8.498684869189822022e-01,6.632905925903959110e-01,8.432830874271640687e-01,8.452389152361972080e-01,8.113023391437618193e-01,8.197295249676678219e-01,9.290552711159544286e-01,9.192296284701293452e-01,9.168613416205232403e-01,8.449740342599781906e-01
5.762407194905151409e-01,7.283477347716784678e-01,7.684978594889203540e-01,7.189063666876739367e-01,8.810942823476830554e-01,7.568337588900470037e-01,6.856617921741711141e-01,1.000000000000000000e+00,6.931914481285208485e-01,7.269219499771927273e-01,6.501618706251400814e-01,6.555519167360776001e-01,8.302756812215111859e-01,7.082429629226938417e-01,9.220355179727249828e-01,6.724105481270836737e-01,6.528650527360132516e-01,6.853331085427845082e-01,6.975337920940106740e-01
8.736008568208011305e-01,8.104550839788172700e-01,8.375260641601292022e-01,9.397190050418801066e-01,7.492150310142923209e-01,8.047100387693996160e-01,8.955068255887558282e-01,6.931914481285208485e-01,1.000000000000000000e+00,8.839537976696973942e-01,6.627094581714068067e-01,8.268501322685744004e-01,7.407867092981045287e-01,8.037116673345851003e-01,8.234716780811501824e-01,8.360333125786874042e-01,8.499214236797265620e-01,9.123251700937083930e-01,8.656464121317729576e-01
7.181924523356667533e-01,7.959012644836379602e-01,7.042805030309707837e-01,8.555255515442622416e-01,7.222554195653615450e-01,6.739934769893626276e-01,8.498684869189822022e-01,7.269219499771927273e-01,8.839537976696973942e-01,1.000000000000000000e+00,5.312867811917457717e-01,6.671684181370959310e-01,7.240562221668895848e-01,7.222454353366378754e-01,8.599365777280120193e-01,7.574840831435688537e-01,7.453927899829765336e-01,8.086189114765703900e-01,8.315999889211929119e-01
6.672596531728903768e-01,6.409317577635633700e-01,8.685695662288779317e-01,6.382254453533801053e-01,6.113211973062746551e-01,9.100511557481153480e-01,6.632905925903959110e-01,6.501618706251400814e-01,6.627094581714068067e-01,5.312867811917457717e-01,1.000000000000000000e+00,8.402955228809847465e-01,7.891801697193244758e-01,7.219373900961038037e-01,6.732336025201896001e-01,6.577473142998170319e-01,6.906576857756537846e-01,6.432142809449964416e-01,6.414456507553589759e-01
