1.000000000000000000e+00,6.992956943829573557e-01,7.391964494047947865e-01,8.244160909405247040e-01,9.255647035396361577e-01,6.108919710176812234e-01,6.713366741156023831e-01,5.588620293610105927e-01,8.621140232907316125e-01,9.111480844908794730e-01,8.310287946994627806e-01,9.067282203579055677e-01,7.284582250068046827e-01,8.496613856168776513e-01,5.796195104724531921e-01,5.952656360115734513e-01
6.992956943829573557e-01,1.000000000000000000e+00,7.242590406784474855e-01,8.287056792788468629e-01,7.051670452878373574e-01,7.151390021130411556e-01,5.943821118328778130e-01,6.183836779430963437e-01,6.721875386676596786e-01,6.215631413159943275e-01,7.805083862413013662e-01,6.658990499821705322e-01,7.371587584988750219e-01,7.252325905382736027e-01,7.599672733538775926e-01,6.506598524121649518e-01
7.391964494047947865e-01,7.242590406784474855e-01,1.000000000000000000e+00,8.299762129879956207e-01,7.280002187185802276e-01,8.602488907026131226e-01,7.119984045137095485e-01,8.140936340227209467e-01,6.919824019294812389e-01,7.046175644810561689e-01,9.089291248526366607e-01,6.745799904594234064e-01,6.468503022867103658e-01,7.496990431371303165e-01,8.646368715214173273e-01,9.062177940378611796e-01
8.244160909405247040e-01,8.287056792788468629e-01,8.299762129879956207e-01,1.000000000000000000e+00,8.134906677221737104e-01,6.813301851856073954e-01,6.218286224655672489e-01,5.699304420836569518e-01,6.929693464283596116e-01,8.056566900006364440e-01,8.747257965550039316e-01,7.373450440688716911e-01,7.368143216529119410e-01,7.738362650870610482e-01,7.876126860476737601e-01,6.687534769424805514e-01
9.255647035396361577e-01,7.051670452878373574e-01,7.280002187185802276e-01,8.134906677221737104e-01,1.000000000000000000e+00,6.367202090729131569e-01,7.407849275877410600e-01,5.649052940330289152e-01,7.609902985183600865e-01,8.411557183395853565e-01,7.944585993014898762e-01,8.449206806502194134e-01,8.189856132541618594e-01,9.011988918983768748e-01,6.093657150841822467e-01,5.802080642887222917e-01
6.108919710176812234e-01,7.151390021130411556e-01,8.602488907026131226e-01,6.813301851856073954e-01,6.367202090729131569e-01,1.000000000000000000e+00,6.984662560051131397e-01,9.248330649847913421e-01,6.016325988230796229e-01,5.165678169364400496e-01,7.925648998018740565e-01,5.546125061836304493e-01,6.250256064250188093e-01,6.718392538684688775e-01,8.348542387093225159e-01,9.104817994597385056e-01
6.713366741156023831e-01,5.943821118328778130e-01,7.119984045137095485e-01,6.218286224655672489e-01,7.407849275877410600e-01,6.984662560051131397e-01,1.000000000000000000e+00,7.389888830557770349e-01,6.485454602592281015e-01,5.803822929221564841e-01,7.400609982032514411e-01,6.228608802768100805e-01,6.626814981145600081e-01,7.974847892216465617e-01,5.667920842304076112e-01,6.934311019212652250e-01
5.588620293610105927e-01,6.183836779430963437e-01,8.140936340227209467e-01,5.699304420836569518e-01,5.649052940330289152e-01,9.248330649847913421e-01,7.389888830557770349e-01,1.000000000000000000e+00,5.905142520669386386e-01,4.857825526392094972e-01,7.359561341597731232e-01,5.221084475777831857e-01,5.129310396847129860e-01,6.460607632522126220e-01,7.593666921488839705e-01,9.342774920232490565e-01
8.621140232907316125e-01,6.721875386676596786e-01,6.919824019294812389e-01,6.929693464283596116e-01,7.609902985183600865e-01,6.016325988230796229e-01,6.485454602592281015e-01,5.905142520669386386e-01,1.000000000000000000e+00,8.058180673060941768e-01,8.056202602040672955e-01,9.032839152139964245e-01,5.616140769701021274e-01,7.156189840646545175e-01,5.837084061764858944e-01,6.198022144724262272e-01
9.111480844908794730e-01,6.215631413159943275e-01,7.046175644810561689e-01,8.056566900006364440e-01,8.411557183395853565e-01,5.165678169364400496e-01,5.803822929221564841e-01,4.857825526392094972e-01,8.058180673060941768e-01,1.000000000000000000e+00,8.058150484716262163e-01,7.990937522640257917e-01,5.996245267992671435e-01,7.677891582901419376e-01,5.609444130346241675e-01,5.395953448858455959e-01
