1.000000000000000000e+00,2.496749617333954008e-01,3.042412111548771780e-01,2.345269547260979137e-01,3.834034645142754272e-01,3.977794602991144290e-01,4.635502078218273203e-01,1.403701122484817543e-01,5.926591367576079517e-01,6.393997182518070810e-01,3.651223133289036027e-01,4.454290644235854302e-01,4.896571421867562113e-01,3.924580344978467750e-01,5.037273089410052584e-01,4.026540637179120696e-01
2.496749617333954008e-01,1.000000000000000000e+00,3.837609317027341760e-01,4.843560188866653515e-01,7.479516094567190132e-01,7.269553465921707591e-01,5.283454562210574412e-01,4.484790861763898184e-01,4.435211582983303313e-01,2.047319804454503789e-01,3.387300280497475558e-01,7.155652854430027965e-01,5.917005134887121098e-01,7.662130294514296613e-01,6.446335156794208432e-01,4.751370417587497119e-01
3.042412111548771780e-01,3.837609317027341760e-01,1.000000000000000000e+00,7.545508749563879514e-01,2.445520830351913810e-01,6.348634538231151536e-01,1.604561433533707726e-01,6.501679934061528332e-01,2.681859200594726711e-01,4.306671097803261850e-01,7.600794342116989899e-01,2.440149415003528832e-01,1.486125540241808596e-01,3.128412795452731876e-01,4.915704670590447800e-01,5.676920259327590257e-01
2.345269547260979137e-01,4.843560188866653515e-01,7.545508749563879514e-01,1.000000000000000000e+00,3.518096376373733292e-01,6.684311978285741862e-01,2.250403253443174767e-01,5.962181500621970276e-01,3.911781520267514911e-01,5.456430189461467517e-01,7.392292963374217374e-01,3.698884528259140936e-01,1.935329751077079219e-01,3.591522386058934591e-01,6.010759962500522580e-01,4.783711965734027127e-01
3.834034645142754272e-01,7.479516094567190132e-01,2.445520830351913810e-01,3.518096376373733292e-01,1.000000000000000000e+00,5.694456959819107489e-01,5.942370987977906305e-01,2.349791375814662409e-01,7.089874750659930225e-01,2.030035474515291261e-01,1.778547916978578114e-01,6.842781522621511625e-01,4.795408259067600598e-01,8.290475632718976584e-01,6.395528039811794185e-01,3.628624245184319808e-01
3.977794602991144290e-01,7.269553465921707591e-01,6.348634538231151536e-01,6.684311978285741862e-01,5.694456959819107489e-01,1.000000000000000000e+00,3.138096455667149787e-01,6.186987800876103671e-01,3.889820429532210300e-01,3.432046494861436536e-01,5.890455533431584456e-01,4.804584919599564352e-01,4.442103435430499458e-01,5.888011124430161392e-01,6.494973958651429902e-01,6.801907146655584713e-01
4.635502078218273203e-01,5.283454562210574412e-01,1.604561433533707726e-01,2.250403253443174767e-01,5.942370987977906305e-01,3.138096455667149787e-01,1.000000000000000000e+00,3.875386182097385057e-01,6.286411031796049764e-01,4.196646447947840475e-01,1.515631465818885748e-01,6.355625981619622555e-01,4.612861783353665590e-01,7.202810569688105069e-01,5.131936574650871608e-01,5.470555215992028986e-01
1.403701122484817543e-01,4.484790861763898184e-01,6.501679934061528332e-01,5.962181500621970276e-01,2.349791375814662409e-01,6.186987800876103671e-01,3.875386182097385057e-01,1.000000000000000000e+00,1.793829576631552625e-01,2.564952815208876857e-01,5.887970647366266297e-01,3.399534929322965970e-01,2.545682983825908741e-01,3.084615725433633715e-01,2.506647612861999663e-01,7.364164806695020493e-01
5.926591367576079517e-01,4.435211582983303313e-01,2.681859200594726711e-01,3.911781520267514911e-01,7.089874750659930225e-01,3.889820429532210300e-01,6.286411031796049764e-01,1.793829576631552625e-01,1.000000000000000000e+00,5.153229662342373452e-01,4.042629236223278522e-01,5.245155387037002681e-01,3.526981706461830290e-01,5.909698404225853796e-01,6.284976417188272713e-01,3.976242034218771537e-01
6.393997182518070810e-01,2.047319804454503789e-01,4.306671097803261850e-01,5.456430189461467517e-01,2.030035474515291261e-01,3.432046494861436536e-01,4.196646447947840475e-01,2.564952815208876857e-01,5.153229662342373452e-01,1.000000000000000000e+00,3.922606722610487706e-01,4.705114108620016000e-01,2.326779492206657585e-01,2.989268920211752834e-01,4.044283473165398157e-01,4.050342506369640216e-01
