1.000000000000000000e+00,5.726346809682115735e-01,7.171160777997478419e-01,8.411822912738994296e-01,6.671915112954327487e-01,7.528860029097980133e-01,7.671821936928755470e-01,6.207137784042195960e-01,8.785032136698365246e-01,5.927504471444624556e-01,5.241456612923199865e-01,6.812016168875363320e-01,5.367935801406449325e-01,7.844143759075511424e-01,5.437150423492220774e-01,7.288822971554042018e-01,7.730279071098777877e-01,6.972125430250609712e-01,7.747023286888683469e-01
5.726346809682115735e-01,1.000000000000000000e+00,4.375818091118274245e-01,5.764270306648293651e-01,6.254890360782702219e-01,5.977352571128897729e-01,6.958736932836276923e-01,4.840738102955350342e-01,6.133274299258290041e-01,7.622458371209374084e-01,6.549488919784300922e-01,4.970499691114187990e-01,7.079486600205682212e-01,5.218486482005386673e-01,7.539597973947982368e-01,6.148814449410374694e-01,6.946630168835195018e-01,7.302757605575802557e-01,6.755891242626149706e-01
7.171160777997478419e-01,4.375818091118274245e-01,1.000000000000000000e+00,7.010578488888622450e-01,6.627878808471229233e-01,6.696613125941973665e-01,5.064328013492013225e-01,5.167638469689478375e-01,6.870783564716846925e-01,3.900154978085950686e-01,5.634082841029672828e-01,6.134853853891506503e-01,5.556460341825031346e-01,7.412518640127379044e-01,5.450969569855013130e-01,5.156941971187879448e-01,4.701872466607370793e-01,4.816150302957279972e-01,5.329940264931453120e-01
8.411822912738994296e-01,5.764270306648293651e-01,7.010578488888622450e-01,1.000000000000000000e+00,6.435534585059197177e-01,6.631865814855598673e-01,7.893043185727635080e-01,5.506690934951291583e-01,9.290084326803722536e-01,6.303260549719531536e-01,6.185007923175962485e-01,5.663543882801493901e-01,5.397295505183972164e-01,8.673808267516937009e-01,5.652302039623768870e-01,6.670307754412175827e-01,6.789408435209813852e-01,6.973319048595120195e-01,8.728530524960284032e-01
6.671915112954327487e-01,6.254890360782702219e-01,6.627878808471229233e-01,6.435534585059197177e-01,1.000000000000000000e+00,5.896814886000298905e-01,6.935999259686157492e-01,7.315687271908992706e-01,6.426001582738078977e-01,6.688949814921212322e-01,5.455383341729758140e-01,5.158728371775608279e-01,7.985972453942227212e-01,5.617590092936390889e-01,8.368083322131159019e-01,5.931438824889161410e-01,7.219046560584377881e-01,5.786307631621818715e-01,7.262599170997370290e-01
7.528860029097980133e-01,5.977352571128897729e-01,6.696613125941973665e-01,6.631865814855598673e-01,5.896814886000298905e-01,1.000000000000000000e+00,5.930983424130369386e-01,4.242808849328615906e-01,6.673635262088529752e-01,4.315559788153754961e-01,7.049971493244526766e-01,7.286765445662150009e-01,5.772865776518026903e-01,6.764903553447159101e-01,5.592457090489262317e-01,7.305761673452243476e-01,5.752695342284662727e-01,5.388077355592372220e-01,6.112654383993981755e-01
7.671821936928755470e-01,6.958736932836276923e-01,5.064328013492013225e-01,7.893043185727635080e-01,6.935999259686157492e-01,5.930983424130369386e-01,1.000000000000000000e+00,5.812982615060056091e-01,8.272252238318758000e-01,7.401077521658220304e-01,6.264044025350371525e-01,5.100479524461574155e-01,7.296598740100933567e-01,7.380927298736326136e-01,7.098933010404336885e-01,7.074614156234575457e-01,8.119745716116834044e-01,7.141556896034789714e-01,9.037760648791105522e-01
6.207137784042195960e-01,4.840738102955350342e-01,5.167638469689478375e-01,5.506690934951291583e-01,7.315687271908992706e-01,4.242808849328615906e-01,5.812982615060056091e-01,1.000000000000000000e+00,6.020605709368135328e-01,5.614403699551455684e-01,4.564861238111107555e-01,3.490111249762255508e-01,5.974799213831377687e-01,5.120180187203734468e-01,6.619696052480722459e-01,4.399838696472777033e-01,7.002030711789379858e-01,6.353587538134300994e-01,5.774237316123439490e-01
8.785032136698365246e-01,6.133274299258290041e-01,6.870783564716846925e-01,9.290084326803722536e-01,6.426001582738078977e-01,6.673635262088529752e-01,8.272252238318758000e-01,6.020605709368135328e-01,1.000000000000000000e+00,6.686191888369031888e-01,5.822979478006410359e-01,6.166314385227009698e-01,6.060452699007968791e-01,8.818939936800930246e-01,6.118398940016408494e-01,7.326730095719437008e-01,7.591111599363020712e-01,7.556859326310026992e-01,8.415182921109901626e-01
5.927504471444624556e-01,7.622458371209374084e-01,3.900154978085950686e-01,6.303260549719531536e-01,6.688949814921212322e-01,4.315559788153754961e-01,7.401077521658220304e-01,5.614403699551455684e-01,6.686191888369031888e-01,1.000000000000000000e+00,5.027982424020711605e-01,3.420986519321149721e-01,5.470947256299630856e-01,5.969046600162671856e-01,6.553682679133501221e-01,5.059531178166497556e-01,6.742720228596940091e-01,8.335800949013983940e-01,7.405811832139577167e-01
