1.000000000000000000e+00,8.489900636475241624e-01,6.623609527832484689e-01,8.218641778267709030e-01,6.224537671585136378e-01,5.301484144775453489e-01,5.969485289633839065e-01,5.239548514789895695e-01,7.217935101218931893e-01,7.007453404509493833e-01,7.910679442928862937e-01,6.965026903448701123e-01
8.489900636475241624e-01,1.000000000000000000e+00,8.489718952659404128e-01,7.988134886769143739e-01,6.809892076863263144e-01,6.686202043012305918e-01,7.471084477030001114e-01,6.842766577879225709e-01,6.493133970457567461e-01,8.273650608704228304e-01,8.131291473061807995e-01,8.369130465536971375e-01
6.623609527832484689e-01,8.489718952659404128e-01,1.000000000000000000e+00,5.806446053425058373e-01,6.655167883672979956e-01,5.930953493039279323e-01,8.158037725282905051e-01,8.254846919503486813e-01,4.728201372248267975e-01,9.126201275702476856e-01,6.858961888049224243e-01,8.581362812411689189e-01
8.218641778267709030e-01,7.988134886769143739e-01,5.806446053425058373e-01,1.000000000000000000e+00,6.859807596622073955e-01,6.223897196588480396e-01,5.051755207152769378e-01,5.346688834865421791e-01,6.935958733705239743e-01,6.745313468331788354e-01,6.957753589651334281e-01,6.392201995807392789e-01
6.224537671585136378e-01,6.809892076863263144e-01,6.655167883672979956e-01,6.859807596622073955e-01,1.000000000000000000e+00,5.261744016368731236e-01,5.618675420074304983e-01,6.205850907341725620e-01,5.319307636079876334e-01,7.641505222656680418e-01,5.564120567109425153e-01,6.146117787076135208e-01
5.301484144775453489e-01,6.686202043012305918e-01,5.930953493039279323e-01,6.223897196588480396e-01,5.261744016368731236e-01,1.000000000000000000e+00,7.247444954270404471e-01,5.178636555576640044e-01,7.489475617887244585e-01,5.003166042117590528e-01,7.524723370837594905e-01,6.480806154053477819e-01
5.969485289633839065e-01,7.471084477030001114e-01,8.158037725282905051e-01,5.051755207152769378e-01,5.618675420074304983e-01,7.247444954270404471e-01,1.000000000000000000e+00,6.630437205251223931e-01,6.127503165932666196e-01,7.906231294609693538e-01,7.639572314912552731e-01,8.343435608341638332e-01
5.239548514789895695e-01,6.842766577879225709e-01,8.254846919503486813e-01,5.346688834865421791e-01,6.205850907341725620e-01,5.178636555576640044e-01,6.630437205251223931e-01,1.000000000000000000e+00,3.972729497909774365e-01,7.735760662734327830e-01,5.847563692388257905e-01,7.437140574293527040e-01
7.217935101218931893e-01,6.493133970457567461e-01,4.728201372248267975e-01,6.935958733705239743e-01,5.319307636079876334e-01,7.489475617887244585e-01,6.127503165932666196e-01,3.972729497909774365e-01,1.000000000000000000e+00,4.822134869493168718e-01,8.444673811395230212e-01,5.383214546702924652e-01
7.007453404509493833e-01,8.273650608704228304e-01,9.126201275702476856e-01,6.745313468331788354e-01,7.641505222656680418e-01,5.003166042117590528e-01,7.906231294609693538e-01,7.735760662734327830e-01,4.822134869493168718e-01,1.000000000000000000e+00,6.973659189236658396e-01,8.246241253727528697e-01
7.910679442928862937e-01,8.131291473061807995e-01,6.858961888049224243e-01,6.957753589651334281e-01,5.564120567109425153e-01,7.524723370837594905e-01,7.639572314912552731e-01,5.847563692388257905e-01,8.444673811395230212e-01,6.973659189236658396e-01,1.000000000000000000e+00,7.278995871346735091e-01
6.965026903448701123e-01,8.369130465536971375e-01,8.581362812411689189e-01,6.392201995807392789e-01,6.146117787076135208e-01,6.480806154053477819e-01,8.343435608341638332e-01,7.437140574293527040e-01,5.383214546702924652e-01,8.246241253727528697e-01,7.278995871346735091e-01,1.000000000000000000e+00
