1.000000000000000000e+00,9.261253856969707821e-01,9.298848988689647488e-01,4.280620255034916499e-01,7.285275940908134684e-01,6.499187443471718950e-01,6.147097754261416913e-01,3.245476346284142943e-01,8.265664749584927806e-01,8.476989905082962240e-01,7.582486032830033640e-01,6.672901794554130239e-01,5.632129645157449849e-01,5.955788799012425860e-01,6.168672047765705324e-01,5.484558957188558903e-01,7.236914968403744819e-01,8.274821163616316033e-01,7.061892023605426116e-01,9.166146962017168720e-01,8.991812527187180715e-01,7.802614255466320259e-01,6.226134959136617741e-01
9.261253856969707821e-01,1.000000000000000000e+00,9.171676683220908455e-01,4.227282709977389641e-01,7.617611186279857893e-01,7.698037489690925383e-01,6.424019669110823116e-01,3.125851357137658382e-01,7.417850600357450697e-01,8.704588624553611931e-01,7.887501536555102666e-01,6.335111829126054417e-01,5.525427987632092197e-01,7.049079837237683943e-01,7.110914432529307216e-01,5.623177380709324380e-01,8.285541616846293644e-01,9.389385696496538314e-01,8.117405047341484936e-01,9.624216412972842472e-01,9.503810599549219473e-01,7.577518913808121148e-01,6.196138216970979995e-01
9.298848988689647488e-01,9.171676683220908455e-01,1.000000000000000000e+00,4.043868084909525984e-01,6.638204530283192684e-01,6.429685173551844546e-01,6.562253648945910456e-01,4.003579359593365528e-01,7.709573932981443889e-01,7.940595963235009824e-01,8.321923919491581723e-01,7.670396797201591843e-01,5.546433018201994969e-01,5.742384561301511203e-01,6.100972307531116190e-01,6.212747672149820932e-01,7.009216488352602026e-01,8.217936992823300368e-01,7.291514439418855797e-01,8.664461802532433810e-01,9.344487092482185453e-01,7.222517642944751293e-01,6.913880514191164117e-01
4.280620255034916499e-01,4.227282709977389641e-01,4.043868084909525984e-01,1.000000000000000000e+00,7.748636925939349496e-01,6.202076754961277638e-01,7.760991690582773606e-01,6.824663094506284722e-01,6.895986942606902037e-01,5.836863813082198149e-01,6.461585451133653457e-01,6.104918064810997969e-01,8.656624024918307958e-01,5.854721516658655256e-01,6.672961030677229122e-01,7.293880098662095524e-01,5.793988940302167157e-01,4.963499783334049953e-01,6.550181748748737931e-01,4.715837567430014032e-01,5.103782623766012216e-01,7.648338326959479572e-01,7.374820093617516781e-01
7.285275940908134684e-01,7.617611186279857893e-01,6.638204530283192684e-01,7.748636925939349496e-01,1.000000000000000000e+00,8.684392998848623479e-01,8.220973098763276754e-01,5.356748334205867490e-01,7.532262538349283609e-01,9.266749294266711789e-01,8.011444051771139385e-01,6.195760350232636382e-01,8.556097836922563760e-01,8.578626174659890191e-01,8.805724699710966163e-01,7.062368651927999341e-01,8.731897586524850485e-01,8.460623041143000567e-01,8.603431581132017225e-01,8.139830927111448844e-01,8.053342873304007998e-01,9.335531195532188464e-01,7.505970859482420376e-01
6.499187443471718950e-01,7.698037489690925383e-01,6.429685173551844546e-01,6.202076754961277638e-01,8.684392998848623479e-01,1.000000000000000000e+00,7.777323472158155226e-01,4.856641770417182702e-01,5.779665342806028505e-01,8.596228879746028451e-01,7.708589308908294635e-01,5.438457900791093813e-01,7.089731520686690658e-01,9.425718623666115015e-01,9.258367653086838622e-01,6.317315199598446673e-01,9.595436410035085295e-01,9.087376698205441583e-01,9.630408449999475762e-01,7.962497060240059099e-01,8.177047524116601851e-01,7.582223600329814905e-01,6.758690185939739692e-01
6.147097754261416913e-01,6.424019669110823116e-01,6.562253648945910456e-01,7.760991690582773606e-01,8.220973098763276754e-01,7.777323472158155226e-01,1.000000000000000000e+00,7.721165681940140857e-01,6.787182811182770337e-01,7.474973377720424139e-01,8.894995538723914352e-01,7.667368807697449995e-01,8.532809694193328465e-01,7.341378470104706899e-01,8.554392951494503849e-01,9.173593236353427827e-01,6.923312736039667348e-01,7.029111958816620653e-01,8.214136388641737341e-01,6.624311218621590225e-01,7.724538222665540133e-01,8.127001741565721415e-01,9.391451191761461814e-01
3.245476346284142943e-01,3.125851357137658382e-01,4.003579359593365528e-01,6.824663094506284722e-01,5.356748334205867490e-01,4.856641770417182702e-01,7.721165681940140857e-01,1.000000000000000000e+00,5.417514715667803848e-01,4.473419919326182548e-01,6.595485996251067018e-01,7.716717908607984011e-01,6.552666673758520410e-01,5.084524328467135978e-01,6.201063347537119075e-01,8.274005431358062435e-01,4.077237634488691809e-01,3.737201941758270252e-01,5.050691951679089353e-01,3.344167859827759104e-01,4.573921815548361303e-01,5.787445766590332275e-01,7.615113037325735856e-01
8.265664749584927806e-01,7.417850600357450697e-01,7.709573932981443889e-01,6.895986942606902037e-01,7.532262538349283609e-01,5.779665342806028505e-01,6.787182811182770337e-01,5.417514715667803848e-01,1.000000000000000000e+00,7.787444202096360790e-01,7.552319702376636412e-01,7.743262947715461308e-01,7.672474458308534695e-01,5.542488545537265221e-01,5.976234614256654698e-01,6.845426441463866585e-01,6.348819792242726967e-01,6.799539618757979298e-01,6.457179151184629928e-01,7.589680073166437113e-01,7.591023127744941368e-01,8.555929987676884618e-01,7.281361108558830342e-01
8.476989905082962240e-01,8.704588624553611931e-01,7.940595963235009824e-01,5.836863813082198149e-01,9.266749294266711789e-01,8.596228879746028451e-01,7.474973377720424139e-01,4.473419919326182548e-01,7.787444202096360790e-01,1.000000000000000000e+00,8.180168568628944925e-01,6.447630343698608213e-01,7.529314514315019746e-01,8.455852041642704098e-01,8.352357923204136725e-01,6.230238292460037464e-01,9.049908028461441933e-01,9.161237273605922216e-01,8.580729910907261004e-01,8.964451154873998018e-01,8.870231019974720299e-01,9.159026426680728639e-01,6.979805493888996404e-01
7.582486032830033640e-01,7.887501536555102666e-01,8.321923919491581723e-01,6.461585451133653457e-01,8.011444051771139385e-01,7.708589308908294635e-01,8.894995538723914352e-01,6.595485996251067018e-01,7.552319702376636412e-01,8.180168568628944925e-01,1.000000000000000000e+00,8.175604325242760151e-01,7.594219236604630163e-01,7.086883917455810700e-01,8.354566991216871852e-01,8.108411590154391835e-01,7.377327921075584882e-01,8.154479418953587411e-01,8.571392255914839220e-01,7.739150797971184881e-01,9.034905885217785482e-01,8.134609040370971433e-01,8.592428711307752431e-01
6.672901794554130239e-01,6.335111829126054417e-01,7.670396797201591843e-01,6.104918064810997969e-01,6.195760350232636382e-01,5.438457900791093813e-01,7.667368807697449995e-01,7.716717908607984011e-01,7.743262947715461308e-01,6.447630343698608213e-01,8.175604325242760151e-01,1.000000000000000000e+00,6.785956360864845438e-01,5.104583870202015206e-01,6.083165038620290677e-01,8.200555981691273200e-01,5.494729680488485979e-01,5.961249703124580357e-01,6.217197199836534960e-01,6.266862089505935707e-01,7.371664357192718731e-01,7.039370843922966303e-01,8.425053715390454778e-01
5.632129645157449849e-01,5.525427987632092197e-01,5.546433018201994969e-01,8.656624024918307958e-01,8.556097836922563760e-01,7.089731520686690658e-01,8.532809694193328465e-01,6.552666673758520410e-01,7.672474458308534695e-01,7.529314514315019746e-01,7.594219236604630163e-01,6.785956360864845438e-01,1.000000000000000000e+00,6.944651414060448724e-01,7.288230823913438572e-01,7.979089311434290899e-01,6.879781118920959004e-01,6.160374005030636591e-01,7.366353763345007133e-01,5.999238694282508222e-01,6.374023807992474921e-01,8.774141392110996751e-01,8.330324343870093573e-01
