1.000000000000000000e+00,9.158842413450561937e-01,9.346216349226921238e-01,9.307200663138235353e-01,9.067773621966275233e-01,8.246945110718016947e-01,8.305852191793015038e-01,7.782845325690216365e-01,9.311649722309935928e-01,8.610104590741097796e-01,9.474898410238883351e-01,8.822194218898503637e-01
9.158842413450561937e-01,1.000000000000000000e+00,9.547437550023920583e-01,8.442267734939096213e-01,8.945255582273410333e-01,8.034121568935036484e-01,8.552392650658263706e-01,8.289351051273162740e-01,8.621613096441187452e-01,9.085953458224281798e-01,8.912170556826626289e-01,9.555866856775596663e-01
9.346216349226921238e-01,9.547437550023920583e-01,1.000000000000000000e+00,8.578080398664624795e-01,9.135256545765230163e-01,7.691360991762842270e-01,8.264461933599642762e-01,8.377955952540748763e-01,8.673632745100264829e-01,9.055343237667189404e-01,9.019896201859354257e-01,9.407185437227487679e-01
9.307200663138235353e-01,8.442267734939096213e-01,8.578080398664624795e-01,1.000000000000000000e+00,8.651260100154649635e-01,8.767371681728148847e-01,8.272489636052734463e-01,7.589597956358108410e-01,9.587589548459400923e-01,8.145627482861446111e-01,9.317396199377004917e-01,8.351577992239297421e-01
9.067773621966275233e-01,8.945255582273410333e-01,9.135256545765230163e-01,8.651260100154649635e-01,1.000000000000000000e+00,7.940830877522132569e-01,8.378502407415622244e-01,8.966846655098839047e-01,8.963616074398125244e-01,9.474542197606803384e-01,9.108795183989072397e-01,8.836382897764897271e-01
8.246945110718016947e-01,8.034121568935036484e-01,7.691360991762842270e-01,8.767371681728148847e-01,7.940830877522132569e-01,1.000000000000000000e+00,9.015773683125519744e-01,7.960960136064989534e-01,9.056941915493860185e-01,8.438643756764528936e-01,8.852411749525189721e-01,8.049062920637697349e-01
8.305852191793015038e-01,8.552392650658263706e-01,8.264461933599642762e-01,8.272489636052734463e-01,8.378502407415622244e-01,9.015773683125519744e-01,1.000000000000000000e+00,8.792199240767986090e-01,8.729530321806249216e-01,8.893644439982218985e-01,8.947934256946051823e-01,8.862281466481127801e-01
7.782845325690216365e-01,8.289351051273162740e-01,8.377955952540748763e-01,7.589597956358108410e-01,8.966846655098839047e-01,7.960960136064989534e-01,8.792199240767986090e-01,1.000000000000000000e+00,8.064008962097813926e-01,9.550497604963777976e-01,8.251388684843747878e-01,8.692812506475781076e-01
9.311649722309935928e-01,8.621613096441187452e-01,8.673632745100264829e-01,9.587589548459400923e-01,8.963616074398125244e-01,9.056941915493860185e-01,8.729530321806249216e-01,8.064008962097813926e-01,1.000000000000000000e+00,8.815118124655234588e-01,9.773286563242341574e-01,8.739279795495237257e-01
8.610104590741097796e-01,9.085953458224281798e-01,9.055343237667189404e-01,8.145627482861446111e-01,9.474542197606803384e-01,8.438643756764528936e-01,8.893644439982218985e-01,9.550497604963777976e-01,8.815118124655234588e-01,1.000000000000000000e+00,9.073077533885437473e-01,9.210507836937911197e-01
9.474898410238883351e-01,8.912170556826626289e-01,9.019896201859354257e-01,9.317396199377004917e-01,9.108795183989072397e-01,8.852411749525189721e-01,8.947934256946051823e-01,8.251388684843747878e-01,9.773286563242341574e-01,9.073077533885437473e-01,1.000000000000000000e+00,8.958719365909474375e-01
8.822194218898503637e-01,9.555866856775596663e-01,9.407185437227487679e-01,8.351577992239297421e-01,8.836382897764897271e-01,8.049062920637697349e-01,8.862281466481127801e-01,8.692812506475781076e-01,8.739279795495237257e-01,9.210507836937911197e-01,8.958719365909474375e-01,1.000000000000000000e+00
