1.000000000000000000e+00,4.086042557433764988e-01,3.549450861790559020e-01,7.154581188314552698e-01,6.042169828128206577e-01,3.682961392845779391e-01,4.204885954050972541e-01,3.820987704724411183e-01,8.916561122035311371e-01,6.438438167948968838e-01,6.808264946749144064e-01,4.217891846619389873e-01,8.054517470494788611e-01,4.922289838366319947e-01,4.333513512719945893e-01
4.086042557433764988e-01,1.000000000000000000e+00,6.949748130502914067e-01,5.749387895467317211e-01,4.099080142139472915e-01,5.966865115053741064e-01,6.166956059270299884e-01,4.438499814223444973e-01,4.690428479378723758e-01,5.491693710147762530e-01,3.943197487089254993e-01,5.935572805482687286e-01,6.008748398119185818e-01,6.790223705094042828e-01,4.149308877973663101e-01
3.549450861790559020e-01,6.949748130502914067e-01,1.000000000000000000e+00,5.194591049405961058e-01,2.154882053676933362e-01,7.272184211308559965e-01,3.326771147918006766e-01,4.498050565461473305e-01,4.246716356045477370e-01,6.421217337298541494e-01,4.737449108973011414e-01,4.131471449755426684e-01,4.074526326649968722e-01,7.840216605277715578e-01,6.337292459231526065e-01
7.154581188314552698e-01,5.749387895467317211e-01,5.194591049405961058e-01,1.000000000000000000e+00,5.625871415219410032e-01,4.588920609817432883e-01,4.185122001979341144e-01,2.064023007204145999e-01,6.741416300500729930e-01,6.765189070353718748e-01,6.305022264769230000e-01,3.756913838576371178e-01,7.694814521187680612e-01,5.765083536840928113e-01,2.213608851789874155e-01
6.042169828128206577e-01,4.099080142139472915e-01,2.154882053676933362e-01,5.625871415219410032e-01,1.000000000000000000e+00,3.600977260885957487e-01,5.858344381793414435e-01,1.920908309346340548e-01,5.204571307974720229e-01,5.043515565301401882e-01,6.401129091633998014e-01,6.286724771597348438e-01,7.405574369298093540e-01,4.784652578616263585e-01,1.799183957425863067e-01
3.682961392845779391e-01,5.966865115053741064e-01,7.272184211308559965e-01,4.588920609817432883e-01,3.600977260885957487e-01,1.000000000000000000e+00,4.147721928070385311e-01,5.441396246032604855e-01,3.257047143102587694e-01,4.550172939823144969e-01,3.720811461573162449e-01,4.852919567667021150e-01,4.454745602330754117e-01,6.382738526161803039e-01,6.504256259819293229e-01
4.204885954050972541e-01,6.166956059270299884e-01,3.326771147918006766e-01,4.185122001979341144e-01,5.858344381793414435e-01,4.147721928070385311e-01,1.000000000000000000e+00,2.770051661868020987e-01,3.331245047106992652e-01,4.729092921240016234e-01,4.003370520094757246e-01,7.962804945606831719e-01,5.589883525694342437e-01,4.471915833668621554e-01,2.986220105978870110e-01
3.820987704724411183e-01,4.438499814223444973e-01,4.498050565461473305e-01,2.064023007204145999e-01,1.920908309346340548e-01,5.441396246032604855e-01,2.770051661868020987e-01,1.000000000000000000e+00,3.060255579691458228e-01,3.183260959267190104e-01,1.658092546270434064e-01,3.878173264965388833e-01,3.157541694792181386e-01,4.390516643978759070e-01,7.315673979478070077e-01
8.916561122035311371e-01,4.690428479378723758e-01,4.246716356045477370e-01,6.741416300500729930e-01,5.204571307974720229e-01,3.257047143102587694e-01,3.331245047106992652e-01,3.060255579691458228e-01,1.000000000000000000e+00,6.728212576496139796e-01,5.723934812763304958e-01,4.545078210171814570e-01,7.089912603422425796e-01,5.328758834538572797e-01,3.543531239189436910e-01
6.438438167948968838e-01,5.491693710147762530e-01,6.421217337298541494e-01,6.765189070353718748e-01,5.043515565301401882e-01,4.550172939823144969e-01,4.729092921240016234e-01,3.183260959267190104e-01,6.728212576496139796e-01,1.000000000000000000e+00,6.527184255702065396e-01,4.012269326248378842e-01,6.697851300328709900e-01,6.265509185079819465e-01,3.520873094982506224e-01
6.808264946749144064e-01,3.943197487089254993e-01,4.737449108973011414e-01,6.305022264769230000e-01,6.401129091633998014e-01,3.720811461573162449e-01,4.003370520094757246e-01,1.658092546270434064e-01,5.723934812763304958e-01,6.527184255702065396e-01,1.000000000000000000e+00,2.596518834113745733e-01,6.304779092975902888e-01,6.398894845053947344e-01,2.280433417472897406e-01
4.217891846619389873e-01,5.935572805482687286e-01,4.131471449755426684e-01,3.756913838576371178e-01,6.286724771597348438e-01,4.852919567667021150e-01,7.962804945606831719e-01,3.878173264965388833e-01,4.545078210171814570e-01,4.012269326248378842e-01,2.596518834113745733e-01,1.000000000000000000e+00,5.599344148545188915e-01,5.182448579199633309e-01,3.593203592679899971e-01
8.054517470494788611e-01,6.008748398119185818e-01,4.074526326649968722e-01,7.694814521187680612e-01,7.405574369298093540e-01,4.454745602330754117e-01,5.589883525694342437e-01,3.157541694792181386e-01,7.089912603422425796e-01,6.697851300328709900e-01,6.304779092975902888e-01,5.599344148545188915e-01,1.000000000000000000e+00,4.950786349644650808e-01,3.051495484084890131e-01
4.922289838366319947e-01,6.790223705094042828e-01,7.840216605277715578e-01,5.765083536840928113e-01,4.784652578616263585e-01,6.382738526161803039e-01,4.471915833668621554e-01,4.390516643978759070e-01,5.328758834538572797e-01,6.265509185079819465e-01,6.398894845053947344e-01,5.182448579199633309e-01,4.950786349644650808e-01,1.000000000000000000e+00,4.807096152154423097e-01
4.333513512719945893e-01,4.149308877973663101e-01,6.337292459231526065e-01,2.213608851789874155e-01,1.799183957425863067e-01,6.504256259819293229e-01,2.986220105978870110e-01,7.315673979478070077e-01,3.543531239189436910e-01,3.520873094982506224e-01,2.280433417472897406e-01,3.593203592679899971e-01,3.051495484084890131e-01,4.807096152154423097e-01,1.000000000000000000e+00
