0.39234 -0.015419 0.39234 1.4505
1.0094 1.5634 1.0094 0.36052
0.49876 -0.78587 0.49876 1.2747
1.4541 1.2416 1.4541 0.40464
-0.56469 -0.29932 -0.56469 1.109
1.5173 1.4107 1.5173 1.3243
-1.0717 -0.66523 -1.0717 -0.39623
0.70658 1.0174 0.70658 1.2148
0.57922 0.39322 0.57922 0.25502
1.2765 1.3252 1.2765 1.4068
-0.055626 -0.2974 -0.055626 -0.44365
1.7798 1.4656 1.7798 1.4471
-1.7845 -0.916 -1.7845 -1.0275
-1.2507 0.46884 -1.2507 0.022282
-0.69952 1.3304 -0.69952 1.3138
0.53548 0.48703 0.53548 1.2632
0.90341 1.2888 0.90341 0.48722
0.74449 -0.063224 0.74449 1.1673
1.1168 1.5402 1.1168 0.38229
0.37621 -0.78288 0.37621 1.2021
1.5935 1.2133 1.5935 0.58885
-1.0264 -0.28888 -1.0264 0.81852
0.82463 1.374 0.82463 1.695
0.41207 -0.29026 0.41207 -0.50592
1.4776 1.5143 1.4776 1.5922
-0.65965 -0.90546 -0.65965 -1.0762
1.4081 0.79834 1.4081 0.67
-0.78077 0.52606 -0.78077 0.54675
1.2128 1.4093 1.2128 1.6036
-0.30523 -0.45055 -0.30523 -0.7408
1.6707 1.3576 1.6707 1.2052
-1.4828 -0.6156 -1.4828 -0.46313
-0.29739 0.99664 -0.29739 1.0227
0.86673 0.73205 0.86673 1.1178
0.55957 0.93418 0.55957 0.42116
1.3469 0.70549 1.3469 1.2994
-0.24628 0.85994 -0.24628 -0.28341
1.7434 1.0164 1.7434 1.4559
-1.7134 0.23118 -1.7134 -0.99922
-1.0127 1.5831 -1.0127 0.11898
-0.13955 0.1498 -0.13955 1.3667
1.0767 1.5489 1.0767 0.77918
0.19881 -0.76463 0.19881 0.79045
1.6835 1.1912 1.6835 1.1337
-1.3745 -0.27142 -1.3745 -0.18022
0.015799 1.3556 0.015799 1.3518
0.9874 0.080004 0.9874 0.63827
0.42978 1.5074 0.42978 0.99409
1.5115 -0.3769 1.5115 0.8122
-0.75573 1.6222 -0.75573 0.49895
1.2823 -0.112 1.2823 1.6079
-0.47109 1.5965 -0.47109 -0.82132
1.5628 -0.16979 1.5628 1.0588
-1.1836 1.6191 -1.1836 -0.12338
0.46793 0.12293 0.46793 1.4122
0.82596 1.5341 0.82596 0.19349
0.85817 -0.61519 0.85817 1.4304
0.91134 1.4469 0.91134 -0.1355
0.82692 -0.52249 0.82692 1.6098
0.98961 1.4832 0.98961 -0.44881
0.66876 -0.63252 0.66876 1.7469
1.2496 1.3952 1.2496 -0.56648
0.039008 -0.54883 0.039008 1.8711
1.7734 1.3351 1.7734 -0.1008
-1.7331 -0.61289 -1.7331 1.6903
-1.0718 0.95189 -1.0718 2.0048
-0.26868 1.0105 -0.26868 1.2506
1.0063 0.86185 1.0063 1.1765
0.30681 0.72093 0.30681 0.26106
1.6078 1.056 1.6078 1.4423
-1.0928 0.18215 -1.0928 -0.79737
0.68807 1.5421 0.68807 0.76709
0.59871 -0.56474 0.59871 0.76821
1.248 1.4324 1.248 0.96469
0.022189 -0.62897 0.022189 0.38223
1.7739 1.2705 1.7739 1.4329
-1.7401 -0.46895 -1.7401 -0.90824
-1.0956 1.1283 -1.0956 0.2651
-0.32242 0.83281 -0.32242 1.4553
0.96735 1.1079 0.96735 0.86085
0.3675 0.30257 0.3675 0.74946
1.5552 1.4133 1.5552 1.0962
-0.90825 -0.62741 -0.90825 -0.028482
1.0416 1.0948 1.0416 1.4938
0.042528 0.15608 0.042528 -0.42896
1.7107 1.4904 1.7107 1.4867
-1.5137 -0.90428 -1.5137 -1.053
-0.378 0.56601 -0.378 0.14879
0.80302 1.1495 0.80302 1.3196
0.64176 0.25474 0.64176 0.082561
1.229 1.4205 1.229 1.4974
0.081979 -0.51071 0.081979 -0.59293
1.762 1.372 1.762 1.4383
-1.68 -0.69404 -1.68 -1.0073
-0.89389 0.85021 -0.89389 0.12259
0.096961 1.0526 0.096961 1.359
1.1224 0.67884 1.1224 0.59444
0.16923 0.9541 0.16923 0.99423
1.7081 0.78223 1.7081 0.96309
-1.4668 0.66626 -1.4668 0.14137
-0.23908 1.4607 -0.23908 1.6127
0.9028 0.077893 0.9028 0.60512
0.51323 1.5207 0.51323 1.087
1.4074 -0.44518 1.4074 0.65312
-0.42691 1.6013 -0.42691 0.78654
1.64 -0.23437 1.64 1.4193
-1.4176 1.637 -1.4176 -0.72373
-0.11762 0.19693 -0.11762 0.71683
0.96088 1.5435 0.96088 1.1727
0.44142 -0.69292 0.44142 0.24553
1.4934 1.31 1.4934 1.4281
-0.69787 -0.4575 -0.69787 -0.67093
1.361 1.2887 1.361 1.0818
-0.6617 -0.33446 -0.6617 -0.018653
1.3704 1.3842 1.3704 1.5006
-0.67664 -0.54368 -0.67664 -0.73656
1.3533 1.2211 1.3533 1.034
-0.63438 -0.19396 -0.63438 0.059064
1.4035 1.4589 1.4035 1.5245
-0.76026 -0.72347 -0.76026 -0.80753
1.2431 1.0145 1.2431 0.92325
-0.37331 0.2289 -0.37331 0.28969
1.6336 1.4904 1.6336 1.5236
-1.3805 -0.86243 -1.3805 -0.993
-0.015747 0.67121 -0.015747 0.33543
0.9856 1.0016 0.9856 1.2589
0.42387 0.46878 0.42387 0.055207
1.516 1.2867 1.516 1.5106
-0.77113 -0.29727 -0.77113 -0.88135
1.2602 1.398 1.2602 0.83257
-0.41934 -0.52642 -0.41934 0.4051
1.6022 1.2796 1.6022 1.5195
-1.2928 -0.41384 -1.2928 -0.94385
0.20922 1.2476 0.20922 0.46346
0.96838 0.19082 0.96838 1.1615
0.52501 1.4438 0.52501 0.23182
1.4149 -0.26758 1.4149 1.4216
-0.44436 1.6078 -0.44436 -0.59209
1.627 -0.22203 1.627 1.2441
-1.3805 1.6346 -1.3805 -0.49277
