col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,Indicator
1,0.053336,1,0.049499,0.0493,1,0.058339,0.053337,0.0603,1,0.052936,0.054012,0.053501,0.053709,1,0.056053,0.046369,0.053334,0.062754,0.054646,1,0.051983,0.053067,0.053789,0.06001,0.062793,0.065399,1,-
1,0.063564,1,0.078093,0.054539,1,0.0706,0.05671,0.074429,1,0.055735,0.066654,0.054141,0.062708,1,0.064612,0.05239,0.068884,0.089079,0.065368,1,0.051827,0.059871,0.053901,0.058847,0.10753,0.062882,1,-
1,0.053797,1,0.06606,0.050878,1,0.097237,0.057109,0.068823,1,0.050624,0.074225,0.049836,0.058173,1,0.069185,0.051758,0.062954,0.10617,0.055462,1,0.046486,0.065917,0.051623,0.050522,0.16081,0.057576,1,-
1,0.061703,1,0.074069,0.054331,1,0.07787,0.061276,0.072275,1,0.052445,0.10539,0.051897,0.064137,1,0.0682,0.053074,0.072786,0.10083,0.063037,1,0.053172,0.089382,0.050916,0.052819,0.13095,0.062281,1,-
1,0.093795,1,0.074552,0.063476,1,0.093935,0.064605,0.067883,1,0.051062,0.079398,0.05897,0.076503,1,0.058345,0.048134,0.055415,0.080242,0.056456,1,0.053213,0.062932,0.05223,0.059112,0.11222,0.064428,1,-
1,0.068996,1,0.072219,0.051816,1,0.086108,0.05628,0.07275,1,0.052566,0.094834,0.051929,0.049283,1,0.065264,0.053728,0.067707,0.094002,0.057507,1,0.05351,0.076289,0.048789,0.052309,0.15211,0.063146,1,-
1,0.072532,1,0.10092,0.054432,1,0.095033,0.056631,0.099044,1,0.053837,0.071136,0.0602,0.06738,1,0.076977,0.050818,0.086734,0.11884,0.065411,1,0.053984,0.069386,0.050496,0.055774,0.10064,0.071621,1,-
1,0.12579,1,0.069366,0.06275,1,0.079423,0.069467,0.066968,1,0.053727,0.083495,0.051098,0.076022,1,0.061608,0.055837,0.059885,0.11682,0.067718,1,0.050447,0.069676,0.050155,0.065812,0.15993,0.07001,1,-
1,0.062592,1,0.055183,0.046816,1,0.079474,0.054969,0.055511,1,0.056866,0.068234,0.046926,0.065906,1,0.055567,0.049314,0.051172,0.086668,0.060801,1,0.051412,0.054629,0.050168,0.055185,0.13853,0.060295,1,-
1,0.071604,1,0.05719,0.056081,1,0.05805,0.059297,0.053515,1,0.051126,0.063976,0.053697,0.061124,1,0.057093,0.050924,0.04925,0.065866,0.053649,1,0.052003,0.059891,0.053045,0.058227,0.079941,0.057155,1,-
