col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,Indicator
1,0.052815,1,0.051104,0.052663,1,0.059492,0.053575,0.055153,1,0.051887,0.050303,0.053709,0.056691,1,0.052214,0.057289,0.051555,0.060901,0.058517,1,0.055199,0.053643,0.052399,0.054659,0.051833,0.066212,1,-
1,0.056838,1,0.062077,0.054499,1,0.069466,0.050639,0.073272,1,0.066678,0.054287,0.069646,0.074972,1,0.056609,0.064185,0.050475,0.056986,0.057074,1,0.054018,0.064135,0.052335,0.050555,0.055074,0.096286,1,-
1,0.055106,1,0.077097,0.051656,1,0.11006,0.050767,0.10232,1,0.080823,0.050347,0.10067,0.11306,1,0.056335,0.074472,0.048357,0.055274,0.053333,1,0.050843,0.064994,0.04964,0.053574,0.053662,0.20149,1,-
1,0.05512,1,0.098291,0.054254,1,0.17273,0.055921,0.111,1,0.10014,0.051407,0.10478,0.12169,1,0.05971,0.079712,0.056182,0.065916,0.05946,1,0.053545,0.075962,0.055799,0.057381,0.059363,0.12515,1,-
1,0.064158,1,0.061918,0.05247,1,0.217,0.061453,0.067192,1,0.089203,0.054071,0.059397,0.10423,1,0.075158,0.070428,0.051755,0.087565,0.071383,1,0.06652,0.060138,0.053123,0.075133,0.06882,0.20389,1,-
1,0.055426,1,0.093414,0.050139,1,0.12019,0.051027,0.10905,1,0.087368,0.050804,0.10021,0.11183,1,0.051882,0.064161,0.052926,0.052747,0.052004,1,0.05019,0.067945,0.049695,0.05314,0.05298,0.10041,1,-
1,0.05279,1,0.071631,0.057349,1,0.084666,0.049485,0.076678,1,0.073025,0.050713,0.076374,0.097581,1,0.052795,0.09107,0.059046,0.054229,0.058662,1,0.053839,0.088636,0.056393,0.055818,0.058604,0.13273,1,-
1,0.064015,1,0.096671,0.051376,1,0.18274,0.058491,0.10609,1,0.093233,0.048844,0.08889,0.11491,1,0.07137,0.06456,0.056077,0.074815,0.063837,1,0.060088,0.059561,0.052701,0.061939,0.061772,0.16067,1,-
1,0.053075,1,0.064548,0.048812,1,0.10058,0.048649,0.072756,1,0.065758,0.050587,0.058535,0.064927,1,0.056038,0.055236,0.051633,0.062469,0.051402,1,0.051714,0.05248,0.049699,0.05563,0.053046,0.10121,1,-
1,0.060282,1,0.059223,0.053764,1,0.082923,0.057854,0.065805,1,0.066079,0.053699,0.065356,0.08477,1,0.05436,0.056137,0.053444,0.059097,0.057147,1,0.050965,0.052714,0.047939,0.055956,0.053091,0.068883,1,-
