col 1,col 2,col 3,col 4,col 5,col 6,col 7,col 8,col 9,col 10,col 11,col 12,col 13,col 14,col 15,col 16,col 17,col 18,col 19,col 20,col 21,col 22,col 23,col 24,col 25,col 26,col 27,col 28,col 29,col 30,col 31,col 32,col 33,col 34,col 35,col 36,col 37,col 38,col 39,col 40,col 41,col 42,col 43,col 44,col 45,col 46,col 47,col 48,col 49,col 50,col 51,col 52,col 53,col 54,col 55,col 56,col 57,col 58,col 59,col 60,col 61,col 62,col 63,col 64,col 65,col 66,col 67,col 68,col 69,col 70,col 71,col 72,col 73,col 74,col 75,col 76,col 77,col 78,col 79,col 80,col 81,col 82,col 83,col 84,col 85,col 86,col 87,col 88,col 89,col 90,col 91,col 92,col 93,col 94,col 95,col 96,col 97,col 98,col 99,col 100,col 101,col 102,col 103,col 104,col 105,col 106,col 107,col 108,col 109,col 110,col 111,col 112,col 113,col 114,col 115,col 116,col 117,col 118,col 119,col 120,col 121,col 122,col 123,col 124,col 125,col 126,col 127,col 128,col 129,col 130,col 131,col 132,col 133,col 134,col 135,col 136,col 137,col 138,col 139,col 140,col 141,col 142,col 143,col 144,col 145,col 146,col 147,col 148,col 149,col 150,col 151,col 152,col 153,col 154,col 155,col 156,col 157,col 158,col 159,col 160,col 161,col 162,col 163,col 164,col 165,col 166,col 167,col 168,col 169,col 170,col 171,col 172,col 173,col 174,col 175,col 176,col 177,col 178,col 179,col 180,col 181,col 182,col 183,col 184,col 185,col 186,col 187,col 188,col 189,col 190
0.07888968,0.14180885,0.84356768,0.63256961,0.20718964,-0.2209285,0.57666468,-0.7551613,-0.2642883,0.15772501,-0.5718540,-0.1154957,-1.0073937,-0.0462816,-0.6061203,0.07551172,1.19635222,-0.3104894,0.85161074,-0.6759491,0.98249463,-0.2644312,0.29896062,0.53491378,-0.2230650,0.71659915,-0.7017578,0.15954050,-0.3485236,0.22808667,0.46389977,-0.3144397,0.65473841,-0.6099033,0.11260440,0.39161913,0.48691842,0.94484509,0.47697391,0.85410381,0.15928558,0.91615499,-1.3008776,-1.5845253,-1.3504394,-1.4238683,-1.3032228,-1.4903680,-1.1039755,-1.3826021,1.20404069,0.89104593,1.17715894,0.89809517,-1.3680623,0.82303379,-1.0835804,-0.9741076,-1.0072711,-0.9795181,-0.9908094,1.65696625,1.12949237,0.32487246,0.66648724,1.16003603,0.30567286,1.10159501,0.63263947,1.44699182,-1.0616906,-0.3872622,-0.4236883,-0.6835516,-0.2622897,-1.1347467,0.08338357,0.16690089,0.39759064,-0.2060731,0.24233370,-0.2184420,0.12648577,0.43363294,-0.8531180,-0.7876801,-0.5864613,-0.8479550,-0.4373022,-0.7017993,-0.3604579,-0.8787843,-0.8780867,-0.6365002,-0.8720373,-0.5182805,-0.7364652,-0.3884807,0.47463058,0.37258036,0.47889539,0.44258302,0.16898870,0.34325599,0.53810433,-0.2985825,0.37337935,-0.0325364,-1.3091261,0.02407388,-0.1518963,0.02993747,0.10026033,0.16839314,0.43173625,0.20240344,0.54227748,0.11619612,0.48779362,-0.8340214,0.20549607,0.04569357,1.01470168,-0.1343374,-0.8006197,-1.1194894,-0.3405868,0.17878786,0.53913745,-0.3720599,0.87250078,-0.2991404,0.78219432,-0.1952373,0.18715263,0.12696916,-0.1535158,0.21885339,0.02289995,0.53153187,0.20635710,0.73685188,0.67593604,0.32280535,0.93013591,0.54096271,1.20562084,0.18718972,0.92946141,0.91033689,0.51336293,0.50170775,0.19595273,0.93367579,0.16354999,1.17861050,1.37194997,0.33469860,1.31844961,0.23154979,1.11870261,0.96154053,0.79866950,1.08233388,0.97641216,1.64504313,0.62459364,0.47452005,-1.2154610,-1.2848513,-1.1660436,-1.1877811,-1.1547222,-1.2050246,1.55177166,1.54272536,1.46456898,1.08808163,0.75942280,1.11466031,1.60889516,1.17034145,1.18927567,1.16804602,1.35946225,-1.0843009,1.73598769,1.10606012,1.61708064,-
0.81617551,0.63893032,0.56177460,1.20421829,0.11234157,2.08421644,0.90648910,-0.4182194,-0.7422288,-0.0385975,-0.3144300,0.23907165,-0.2358637,-0.3048136,-0.6702027,-0.6788719,0.05326790,-0.1629477,0.20027524,-1.9693521,-0.3457310,-0.2160888,-0.1881772,0.18953943,-0.0061583,0.80828510,-0.2825504,0.26870835,-0.3002055,-0.2732342,0.11128294,-0.0960152,0.74768946,-0.3583467,0.76713237,-0.2366647,0.34332250,0.79343381,-0.7227476,0.81416272,-1.1444701,1.31180061,-0.9335201,-1.1969436,-0.9459025,-1.0393447,-0.8978287,-1.0987721,-0.8977383,-0.5491185,-1.0277481,0.89104593,0.76833969,0.78550212,0.65781397,0.94011809,-1.0835804,-0.9741076,-1.0072711,-1.0670210,-0.9908094,-1.1763277,1.88656957,-0.3609677,-0.3490740,-0.8156352,-0.7377865,-1.0911824,-1.1799923,-1.0432924,-0.5841206,-0.1397056,-0.2533904,-0.5877537,-0.1849372,-0.3358253,-0.2628717,-0.1883660,0.00066719,0.05427572,0.00586494,-0.0449930,-0.4862865,-0.2157944,0.04481901,0.03509448,0.77217255,-0.1566883,0.50857868,0.21403528,1.12946468,0.00243123,0.14482809,0.75761738,-0.2137147,0.56093316,0.16529124,1.12546446,-1.4436599,-0.5980644,-0.2880029,-1.4454661,-0.0027154,-1.5236259,-0.3038433,-0.5173715,-0.5174906,-0.2630030,-0.4621177,-0.4574038,-0.5822691,-0.2124134,1.67171658,0.91610895,1.00157447,0.92426186,0.99864962,0.73348805,1.08011445,0.46134408,1.52793141,0.98725815,-0.0749969,1.38815373,-0.0668981,1.48429822,0.21064609,0.18257525,-0.1269498,0.15603559,0.28808334,-1.6980768,-0.0171803,-0.5769424,-0.3353511,-0.7443574,-0.6075767,-0.9138411,-0.7441006,-0.3982113,-0.4906779,-0.4164823,-0.4426839,-0.5010943,-0.3889912,-2.2606455,-0.3861048,0.45415513,-0.6979010,-0.7968890,0.38988716,-0.8302038,0.93284791,-0.6007677,0.30745527,-0.8144388,-0.8925142,0.22022089,-0.8569807,0.74771966,-0.6900451,0.51262083,0.74390201,0.52109079,-0.1251890,0.41074854,-1.0912203,0.45935015,-1.2154610,-1.2848513,-1.1660436,-1.1877811,-1.1547222,-1.2050246,-1.1274590,1.43697402,-0.4984538,-2.0314028,1.40118855,-0.9714929,1.50005625,-0.0619437,-0.8188015,0.78341101,0.72250704,-0.9138606,2.06232523,-0.8033376,1.61708064,-
1.45254105,0.93587654,0.30341976,1.00234236,-0.2233689,1.32318960,0.63347915,0.31050065,0.36978755,0.41441410,0.16566605,0.60950390,-0.1076760,-0.4577378,0.60446504,0.05452265,0.33399825,0.29552001,0.44413234,0.48575156,-0.5963355,0.52995271,0.05206019,-0.4345880,0.09095264,-0.3832393,0.49904047,-0.6749662,0.86436606,-0.0260022,-0.5259324,0.51206132,-0.4602759,0.76540171,-0.7591916,1.28917274,1.05425493,0.44737445,0.94680482,0.21310015,0.66988602,0.35553793,-1.3008776,-1.5845253,-0.3390971,-1.4238683,-0.2897375,-1.4903680,-0.2790267,1.43040486,0.56638674,0.23671414,1.07495413,0.22253685,1.36687069,0.35469657,1.05630733,-0.9741076,-1.0072711,1.03304930,-0.9908094,1.01719018,-0.2900273,0.66451900,0.13958007,0.43671046,0.42022341,0.24537287,0.54648731,0.62809892,0.66309436,1.15319320,0.72898235,0.69911976,0.63326785,0.49470750,0.38749442,1.32615219,1.37367804,1.04343432,1.50043483,1.21839802,1.09239875,0.36284914,0.66095146,0.10990212,-0.1326200,0.93289147,0.09201557,0.37477897,-0.2855089,0.60709005,0.05335252,-0.1708058,0.82393826,0.03924161,0.32356398,-0.3124078,1.56463685,1.28698284,0.64563830,1.47606550,0.79119877,1.36813962,0.20879933,-1.1737383,-1.1856432,-0.9544027,-1.0973740,-0.2166649,-1.0126420,-0.4547644,1.30907283,1.55700823,1.00157447,1.40550081,0.77046355,1.35077998,1.08011445,-0.4807399,-0.6761274,-0.1896975,-0.5108763,-0.2430868,-0.4337589,-0.1726575,0.64517074,-0.6245422,-0.0661075,0.04804699,-0.1532704,0.32336201,-0.0471443,0.42974960,0.06587211,-0.0937011,-0.1094778,-0.1268695,-0.0085366,-0.2967359,0.61787200,0.46155631,0.60802464,0.42657457,0.19116096,0.42649631,0.52544956,1.71130021,1.34796701,0.74364560,1.34824413,0.75547957,1.19362753,0.57175387,1.52265287,1.32904852,0.69134995,1.10873945,0.71452551,0.99745883,0.50733374,-0.2158562,0.19590495,0.33302308,-0.4313684,0.75469110,-0.2805409,-0.2068957,-0.8366738,-0.6971614,-0.5635287,-0.8085834,-0.5525664,-0.8137081,-0.5091750,1.11972002,0.37400075,1.08808163,1.08030567,0.41927589,1.60889516,1.17034145,-0.1798678,0.01414099,-0.0206073,-0.3173197,-0.0044791,-0.1668717,-0.0427153,-
-0.2218762,-0.4583875,-0.5334121,0.03421939,-0.7421879,-0.5518463,-0.6563391,1.00982949,0.88991122,0.73747996,0.68622172,0.55626843,0.35950134,0.45585593,1.71738276,1.54565464,1.45851761,1.67316863,1.12322742,1.02247139,1.04786800,2.83622213,1.78478477,2.08504147,3.27703220,2.52568515,2.84327623,2.22389054,2.75056640,1.75717077,2.04653351,3.21014786,2.48878662,2.68904872,2.15748051,-2.0951028,-1.7845319,0.60677463,-2.1304094,0.33711016,-1.6666798,0.14822308,-1.3008776,-1.5845253,-1.3504394,-1.4238683,-1.3032228,-1.4903680,-1.3102127,1.43040486,1.41659201,1.10915652,1.38156856,1.12328128,1.36687069,1.17428670,0.43217340,0.27569084,0.06478181,0.42052879,0.58983671,0.37741411,-0.0061234,-0.1244977,0.70039338,1.16494656,-0.2433125,1.12171301,0.06080191,1.17153469,0.85495024,0.57297106,0.44680911,0.28432351,0.58875368,0.27778004,0.26523434,1.62857364,1.77674820,1.54817144,1.24888060,1.39901631,1.06381314,1.25902793,1.42081948,1.88393687,0.79800404,1.29006615,0.71898123,1.23227706,0.66226214,1.78599448,1.89430421,0.78412351,2.33864118,0.69961467,1.91205150,0.64957464,1.01276417,0.99018636,0.19822223,1.12341848,0.39557813,1.27869618,0.19523534,-0.7361604,-0.9629257,-0.2630030,-0.8856219,-0.6981427,-0.7974555,-0.9394663,-1.5920771,-1.3270384,-1.7336489,-1.4819328,-1.9677692,-1.6122212,-1.7630255,2.81655411,-1.0067363,-1.1312621,2.54027971,-1.1130817,2.99027528,-1.1194894,0.03615299,0.82847343,1.61681915,0.04562304,1.08969272,0.26758181,1.47413332,0.42784223,0.50290665,0.40660164,0.64029860,0.79653305,0.08254092,0.45419447,1.60787579,1.65851755,0.99697443,1.61307679,1.09117093,1.30263667,1.27314364,2.51243248,2.05341484,2.31714082,2.21854106,1.79465341,2.26407330,1.69235793,2.29705356,2.06815704,2.30910178,2.42679936,1.78459109,2.32376415,1.66721664,2.46356020,2.88028341,2.80373391,2.41061940,2.61015177,2.44258606,2.63357339,-1.0260674,-1.0889546,-0.9652053,-0.9981823,-0.9540036,-1.0093663,-0.9213644,-1.1010580,-0.6075106,0.85700870,-1.1658744,0.88286551,-1.3297553,0.94628959,-1.0013540,-1.1397640,-0.0206073,1.47230327,0.10430003,1.74252605,-0.2501898,-
-0.3389601,-0.1507151,0.61265762,-0.1355736,0.76711590,-0.8333911,0.66215954,-2.9785736,-2.6646523,-1.5553049,-2.3597333,-1.5750139,-3.1662353,-1.3613073,-2.6271751,-2.6586465,-0.7106730,-2.0891388,-0.6842512,-2.5633628,-0.9925599,2.08148388,1.78509182,1.56311855,1.92363337,1.17727333,1.99825164,0.48277521,2.26616142,1.75748676,1.51366591,2.16887731,1.12176908,2.60910317,0.70296809,0.01548859,-0.4755686,0.27653893,0.27569031,-0.0299578,-0.4860745,0.22708524,-1.1171988,-1.3907345,-1.3504394,-1.4238683,-1.3032228,-1.2945700,-1.3102127,0.90947764,0.67266240,0.45482474,1.38156856,0.44772296,0.96169542,0.58886518,1.14546931,-0.2599370,-0.2275962,1.03304930,-0.2004863,1.10858676,1.60266562,-2.6918006,-3.0118359,-3.0621045,-2.6471595,-2.5167228,-2.5883694,-2.8811699,-3.1919402,-3.6328862,-1.8932254,-3.0944059,-1.7363657,-3.5560233,-2.0518919,-2.7404367,-3.1722017,-1.0348331,-2.6509752,-0.9504393,-2.9827968,-1.0782828,0.58642624,0.97316479,0.85887428,0.43358965,0.84823868,0.73658056,0.67833448,0.53395264,0.94917762,0.84658351,0.34843199,0.83575951,0.67980395,0.66588797,0.28958067,0.26751153,-0.4141025,0.15239386,-0.6383764,0.26083155,0.34567027,-1.1737383,-1.1856432,-0.9544027,-1.3091261,-0.9388815,-1.0126420,-0.9394663,-1.4711959,-1.2202219,0.65967154,-1.3616231,-0.7127458,-1.4887628,0.72472195,-0.7162609,-0.8965333,-1.0135665,-0.7288160,-1.0043324,-0.6783328,-1.0011354,-0.9934861,-1.4651017,-0.6297718,-1.1309760,-1.7992573,-1.0979036,-0.9091434,-1.7216857,-1.8865384,0.14532917,-1.2739502,-0.5592360,-1.3807794,-0.4212303,-1.1967143,-1.5950889,0.99907881,-1.3762888,0.12551123,-1.2494995,0.56218032,1.58005992,2.02867446,1.48192180,2.01294779,1.02265108,1.86815849,1.00018014,1.39579171,2.04223616,1.45039113,1.72500411,0.98963928,1.64343263,0.95077699,-0.0791092,-0.1507105,0.52985155,0.55388564,-0.2775745,0.54482314,0.73965774,-0.8366738,-1.0889546,-0.3626903,-0.8085834,-0.5525664,-0.8137081,-1.1274590,1.54272536,-1.1527947,-1.6847934,1.40118855,-1.6668773,-0.8943997,-1.6303067,-1.0013540,-1.1397640,-1.2945178,-0.9990808,-1.3098292,-0.8033376,-0.5614015,-
0.86256917,2.62162969,3.64680785,0.75290591,4.51155012,0.84083820,3.71225013,0.63162619,1.06034836,0.91375355,0.50884987,1.22490999,0.92121121,0.92945739,0.44184004,0.90517996,0.87708197,0.56501527,0.73267168,0.71171480,0.10969686,0.46731984,1.55394315,1.73595237,0.25213354,0.96853911,0.63825987,1.49157572,0.38285853,1.51960817,1.69012403,0.16408387,0.91015470,0.53935919,1.42066514,0.30291449,0.12681282,-0.7785886,0.03416789,-0.3159554,0.68701939,-1.0226083,0.90326717,0.74096510,1.27905061,0.88327338,1.33183885,0.85920755,1.16463352,-0.1323768,-0.1775428,0.34576944,-0.5603228,-0.6782075,-0.1525365,0.35469657,-0.8160944,-0.8848363,-0.8123524,-0.2794946,-0.7932286,-0.9021380,-0.9524699,-0.4830416,-0.3087923,-0.5398469,-0.8980095,-1.6680396,-0.5960821,0.00460381,-0.1475451,0.87827125,1.28338986,-0.3729725,1.62229858,-0.2744574,2.09089149,0.58638459,1.64768522,1.34678719,0.36922941,1.32467308,0.80113667,1.85620674,0.31403989,1.17063946,0.63119913,-0.2528349,0.28241236,0.47386080,0.90135893,0.26663868,1.15410108,0.61296213,0.15731110,0.23978355,0.42112272,0.89225658,0.93527688,0.65362946,0.38336407,0.64591672,0.64575503,1.28643229,0.65021092,-0.0797936,-0.0720556,0.19793012,-0.0386136,0.26481275,0.06329012,0.27228843,-0.8667896,-0.8997723,-1.3917460,-0.8803841,-1.2832110,-0.9949293,-1.4076330,-0.8340214,-1.0067363,-1.1312621,2.43130985,-1.1130817,-0.8006197,-1.1194894,0.60626797,0.86159297,0.64962247,0.68887013,-0.0453580,0.28161978,0.08980304,0.51909326,1.59330318,2.05077058,0.41125612,2.12756144,0.95129755,2.25264867,0.65819615,1.71047279,1.93417567,0.49087145,2.56285699,1.37578974,2.16020864,1.44527897,1.42727498,1.46756923,1.83802577,1.88864297,1.91802951,1.42158210,1.26550803,1.41214069,1.43563488,1.56282920,1.88137471,1.69119230,1.38694971,1.61086038,0.83644018,-0.4793550,1.69397787,0.64755955,1.96000192,-1.2423175,-1.2154610,-1.2848513,-1.1660436,-1.1877811,-0.1511292,-1.2050246,-1.1274590,0.69671468,0.70117122,0.62593577,-1.1658744,0.30337849,0.73818389,0.83426367,-0.2711441,-0.4666527,-0.5514033,-0.3173197,-0.5483750,-0.2577954,-0.5614015,-
0.04057783,-0.4295021,-0.7269946,0.35397160,-0.6160400,-0.1709124,-0.1686155,-0.3431470,-0.7377794,-0.9357590,-0.3571293,-0.8701601,-0.4224570,-0.6679292,0.52802443,0.25069093,0.08278383,0.52475968,0.19942109,-0.1266492,-0.0373300,-0.4606386,-0.3099539,-0.5832760,-0.4262228,-0.7674337,-0.5719161,-0.6839724,-0.5446321,-0.3985565,-0.6777383,-0.5190190,-0.8497715,-0.6404518,-0.7682532,0.11812374,0.47611276,0.59289017,0.31387273,0.18152985,-0.3830714,0.09252474,-0.1988052,0.15959248,-1.1481710,-0.4625593,-1.1005257,-0.3155802,-1.1039755,-0.4449331,-0.3900941,-0.6357282,-0.5603228,-0.3404284,-0.4564180,-0.4648935,-1.0835804,-0.9741076,0.25970053,-1.0670210,-0.9908094,-1.1763277,-1.0471045,-0.7205234,-0.4478654,-0.1854102,-0.4477889,0.01594294,-0.4455026,-0.3254204,0.26032084,-0.2340798,-0.7198692,-0.0703464,-0.4886088,0.20122468,-0.6089560,1.11748255,0.68696012,0.17283864,1.14316920,0.39066075,1.11797534,0.12310061,-0.1786784,-0.8907266,-1.4067517,-0.1728153,-1.1859171,-0.1139795,-1.6023639,-0.2169042,-0.9850201,-1.2678185,-0.2290731,-1.1122675,-0.1576813,-1.5745333,0.05018113,0.25277412,-0.0671027,0.38856266,0.17567510,-0.2763506,-0.3183026,1.01415113,1.04153188,1.11979645,1.02014679,0.02407388,1.13922225,1.48404323,-0.6250271,-1.3270384,0.31776860,-0.6397647,0.31409141,-0.6245541,0.25086529,-0.7162609,-0.8965333,2.16421388,-0.6198461,1.93190059,-0.8006197,2.19442213,0.49559765,0.67901916,0.42309244,0.49729590,0.23041795,0.83181666,0.04100818,-0.2224288,-0.5890603,-0.7715326,-0.5951022,-0.8923334,-0.1441713,-0.8410071,0.21722666,0.01903493,-0.1783555,-0.1995930,-0.4514735,0.10929962,-0.2113557,0.27280277,0.41486138,0.16191316,0.30007788,0.06286143,0.21081226,0.07829609,0.13215413,0.35141943,0.09325552,0.13695629,0.00131775,0.05625234,-0.0034204,0.87578667,1.31930202,1.54461335,1.03403622,1.39751410,0.88315298,1.26119552,-1.2154610,-1.2848513,-1.1660436,-1.1877811,-1.1547222,-1.2050246,-1.1274590,1.54272536,1.35551216,0.04825346,1.40118855,0.30337849,1.60889516,0.16210810,0.18523706,0.11029974,0.19171102,0.02356086,0.21307921,0.19682307,0.16475915,-
-0.6133835,1.00794904,1.05304278,0.07855112,-0.3153780,-0.4521603,1.84877630,1.12793120,3.46438178,1.49429818,1.07662041,1.71949120,1.19153620,2.35811531,-0.0494658,2.91883263,2.28952266,0.10114524,1.93039018,0.11707101,2.60959902,-0.3638517,2.69918533,2.78942724,-0.2381159,2.52248681,-0.0287952,3.39865534,-0.4478939,2.69819421,2.76569019,-0.3295959,2.48554414,-0.1109585,3.33946500,-0.3701529,0.18612163,-2.2115697,-0.2827144,-1.2516086,-0.1514572,-2.5420093,0.71958844,-1.5845253,-1.1481710,0.49874976,-1.3032228,0.46761161,-0.6915011,-0.8616749,0.24755976,0.67293533,-0.8669372,0.89809517,-0.8615933,0.82303379,-1.0835804,-0.9741076,-1.0072711,-1.0670210,-0.7932286,-1.1763277,-1.0471045,0.10521671,0.64544805,-1.4940474,0.22851752,-1.0281177,-0.1616158,-1.6276037,0.97102619,2.49554448,3.17753787,0.47371743,1.85714238,0.88329707,2.94479645,-0.1700747,2.51292162,3.03874529,0.03341994,1.70338588,-0.0086978,3.33675428,-0.2673701,2.54145665,3.15506333,0.03700017,2.24040405,-0.3057183,2.72951877,-0.3039443,2.57662577,3.20274252,-0.0292569,2.30210538,-0.1328217,2.74782888,0.20322404,1.69840628,-2.2550502,0.38872531,-1.2031434,0.63188276,-2.0726232,0.79536218,0.15066184,-1.1848693,0.59664263,-1.1796204,0.70884940,-1.1818173,-0.8667896,1.55700823,0.88760682,-0.8803841,1.11274265,-1.1183877,0.96165029,-0.5985004,-0.6761274,-0.3073931,-0.7288160,-0.3518362,2.99027528,-0.1726575,0.09399074,0.92256731,1.70890853,-0.2044801,1.81577639,0.24505244,0.66346885,1.46535449,4.00652660,2.48423011,1.21108142,2.96472902,1.42940698,1.78050369,-0.2087316,2.68848326,2.87561573,0.21675940,3.02106997,-0.1117332,2.73804871,-0.9048663,1.60438840,1.68764201,-0.7631843,1.68230437,-0.5743000,1.96171756,-0.9789306,1.59770514,1.66189749,-0.7925058,1.66890223,-0.6956212,1.94601773,0.14123140,1.68622146,-0.6176521,0.16105788,0.93452401,0.56689684,-0.9357513,1.05726168,0.87001141,0.84233954,0.89780642,1.25390086,0.94721612,-0.9213644,-0.2550473,-0.3893970,-0.2983559,-0.3101867,-0.2761085,-0.2413662,-0.1739696,1.73693309,-0.5628115,-1.2945178,1.55752341,-0.3308166,-0.4396428,-0.5614015,-
-0.6748155,0.38093712,0.62360882,-1.0373271,1.05604765,-0.8662405,0.20928261,-0.1610538,0.24543402,0.70391867,-0.3020754,1.54301334,-0.2857031,0.80565468,0.21735577,0.61256578,1.13614537,0.19220509,2.19650833,0.11411678,1.12633628,0.04085292,0.70970395,0.90736674,0.18352662,1.37467305,0.11610449,0.92319488,-0.0433933,0.65078884,0.84416303,0.09499690,1.32189257,0.03030540,0.84879123,-0.5199218,-0.2267154,-0.6360277,-0.0526314,-0.5599259,-0.3011127,-0.2447057,0.16855224,-0.4217801,-0.1368286,0.11422613,1.12914180,-0.3155802,-0.0727895,1.32621942,1.31031635,1.00010122,1.27936375,1.01068822,1.36687069,1.17428670,-0.2811225,-0.1706657,-0.1301369,-0.2794946,-0.2992767,-0.5365516,-0.3846620,1.04603733,0.65222928,0.30512413,0.62038387,0.52622017,0.84152035,0.34936740,0.30489176,0.90371104,0.98000316,0.27766584,0.61057956,0.47081333,0.53448704,0.84218514,1.29409293,1.30254573,0.67523734,0.65937515,0.58372286,0.96915922,0.32765921,-0.0794793,-0.4368433,1.29150240,0.15961368,0.42361171,-0.6230557,0.49232146,0.07255558,-0.4371268,1.45797268,0.15264279,0.49469094,-0.5779901,1.43198761,1.22833923,1.23087875,2.03418101,1.95641009,1.06336913,0.73500599,1.45172903,1.48696690,1.81119620,1.23189887,-0.2166649,1.56959510,1.96874515,1.30907283,-1.3270384,0.65967154,1.76643002,1.11274265,1.72115513,0.72472195,1.87447010,2.29935203,1.45804044,1.66852084,1.27940436,1.88969285,1.48429822,1.01711727,0.84859228,-0.1299283,0.68380433,1.79417235,0.66673472,0.63733186,1.70144878,1.44554578,1.13221582,1.01292333,2.62305575,1.12222364,1.66975679,1.00903074,0.51634198,-0.2308568,0.40057055,1.75303018,-0.0381469,0.18259024,-1.3742298,0.34198129,0.16037719,-1.4160053,1.36964520,-1.5882948,0.42951159,-1.4599215,0.27506184,0.09167634,-1.1890457,1.34694858,-1.6666872,0.36010565,-0.2095361,1.76560492,2.00007098,-0.3750182,1.81979593,-0.7731507,2.02315058,1.24665524,0.47821819,0.64150122,0.51860868,1.45461946,1.33853262,0.10910894,-1.1010580,0.04683028,-1.2226476,-1.1658744,1.11466031,-1.1120775,-1.0701770,-1.0013540,0.87956976,0.93482544,1.55752341,0.53941674,-0.9851850,0.89091990,-
0.16149802,0.48476480,0.34976204,0.22164267,0.19396253,-0.0434232,1.41604393,2.13307434,1.66957665,0.95240388,2.15837195,0.82763336,1.90774168,0.80345960,2.04973475,1.06258173,0.47809991,1.88569331,0.32925045,2.47236403,0.52761121,-0.1088902,-0.1620777,-0.3798932,-0.1560954,0.04399241,0.05070855,-0.3459009,-0.1930610,-0.2463749,-0.4700906,-0.2470014,-0.0271491,0.03264134,-0.4281040,0.05537124,-0.3005149,-0.7614082,0.25729561,-1.0170293,0.70131304,-0.3405699,1.08694590,0.93475598,1.27905061,1.07553520,1.33183885,0.85920755,-0.8977383,-0.7574894,-0.8151968,-1.0719494,0.76833969,-1.1285797,0.86040160,-1.2844836,-1.0835804,-0.9741076,0.84445670,-0.8045122,-0.5956479,1.65696625,0.75095377,-1.2365552,0.27963850,0.93810387,-1.1418913,0.99702375,-1.0051778,0.89821362,0.82392812,0.95058098,0.72801951,0.98330130,0.79182059,0.19840487,0.10137708,1.00773452,2.13676009,1.30654037,0.95537905,1.40101976,1.24486381,0.76426392,-0.0141719,0.71420348,0.57766912,-0.0413164,0.65151995,0.15695085,0.05662205,-0.0554612,0.68044825,0.55803407,-0.1038412,0.62855877,0.10908431,0.03485324,0.69285285,0.96377908,0.32738762,0.43727654,0.60925119,0.92006840,0.47986423,1.01415113,-1.4083607,-1.1848693,1.02014679,-1.1796204,1.13922225,-1.1818173,-0.2623834,1.02292550,1.00157447,-0.1585257,0.54227748,-1.2418461,1.08011445,-0.4807399,-0.7863304,-0.8958710,-0.5108763,-0.8955830,0.42224960,-0.7644275,-0.6011745,0.63800250,1.60743467,-0.6788129,1.28668237,-0.4136170,1.39492465,1.49210409,1.33693967,1.02077148,1.58581877,0.70893673,2.30953633,1.17286640,1.82837267,1.31325273,0.81584733,1.92125740,0.09109909,2.76517596,0.77508141,2.32619401,1.51791265,0.22579470,1.74098000,0.11382953,3.08618176,0.29386877,2.11702936,1.50710318,0.15893381,1.47285545,0.05380099,2.80988929,0.21970834,0.57998705,-0.5408007,-1.0475735,0.37691707,-0.8516232,2.20651570,-0.2249461,-1.2154610,-1.0889546,-0.7643670,-1.1877811,-0.7532850,-1.2050246,-0.7152697,-0.2550473,1.02834169,0.51039931,-0.4171477,0.41927589,1.60889516,1.17034145,-1.0013540,-1.0436052,-1.0821993,-0.9990808,-1.0922709,-0.8942613,-1.0800878,-
