col 1,col 2,col 3,col 4,col 5,col 6,col 7,col 8,col 9,col 10,col 11,col 12,col 13,col 14,col 15,col 16,col 17,col 18,col 19,col 20,col 21,col 22,col 23,col 24,col 25,col 26,col 27,col 28,col 29,col 30,col 31,col 32,col 33,col 34,col 35,col 36,col 37,col 38,col 39,col 40,col 41,col 42,col 43,col 44,col 45,col 46,col 47,col 48,col 49,col 50,col 51,col 52,col 53,col 54,col 55,col 56,col 57,col 58,col 59,col 60,col 61,col 62,col 63,col 64,col 65,col 66,col 67,col 68,col 69,col 70,col 71,col 72,col 73,col 74,col 75,col 76,col 77,col 78,col 79,col 80,col 81,col 82,col 83,col 84,col 85,col 86,col 87,col 88,col 89,col 90,col 91,col 92,col 93,col 94,col 95,col 96,col 97,col 98,col 99,col 100,col 101,col 102,col 103,col 104,col 105,col 106,col 107,col 108,col 109,col 110,col 111,col 112,col 113,col 114,col 115,col 116,col 117,col 118,col 119,col 120,col 121,col 122,col 123,col 124,col 125,col 126,col 127,col 128,col 129,col 130,col 131,col 132,col 133,col 134,col 135,col 136,col 137,col 138,col 139,col 140,col 141,col 142,col 143,col 144,col 145,col 146,col 147,col 148,col 149,col 150,col 151,col 152,col 153,col 154,col 155,col 156,col 157,col 158,col 159,col 160,col 161,col 162,col 163,col 164,col 165,col 166,col 167,col 168,col 169,col 170,col 171,col 172,col 173,col 174,col 175,col 176,col 177,col 178,col 179,col 180,col 181,col 182,col 183,col 184,col 185,col 186,col 187,col 188,col 189,col 190
1.5263,0.56808,-0.16824,1.454,0.23325,2.3519,-0.60152,8.2916,8.4016,4.9356,7.3008,3.5306,8.2449,3.662,5.6703,5.9509,4.2324,4.34,2.99,4.5761,2.5363,6.6525,6.7019,4.6868,5.2727,3.7219,4.3082,3.6238,6.6525,6.7019,4.6868,5.2727,3.7219,4.3082,3.6238,0.062646,-0.6405,-1.1281,-0.19144,-1.1268,0.57405,-1.2999,280,312,312,312,208,288,232,592,672,672,552,680,528,672,344,344,336,344,336,344,336,-10.372,-8.3946,-3.5572,-10.398,-4.2144,-10.394,-1.8054,2.504,-0.73111,-0.32783,1.6626,-0.43256,3.599,0.6599,-1.0125,-2.7437,-0.77318,-1.2627,-1.1772,2.1461,0.03203,-1.4457,1.8534,3.8653,-1.7202,5.0382,1.6375,3.9137,-1.4457,1.8534,3.8653,-1.7202,5.0382,1.6375,3.9137,-5.8798,-0.35633,0.49473,-6.5266,-0.2549,-5.0476,-0.64452,272,264,208,272,240,264,208,576,464,656,584,656,624,656,440,440,416,344,440,344,384,-9.6677,-7.6045,-2.8704,-8.5814,-3.133,-7.7198,-1.8244,7.8161,3.97,4.1597,7.4764,3.8083,7.6333,4.379,5.6688,3.1377,2.1344,5.6841,1.4946,6.2739,2.7144,8.887,9.452,8.8095,7.6872,8.5191,7.9663,8.9954,8.887,9.452,8.8095,7.6872,8.5191,7.9663,8.9954,0.9413,4.1364,2.5173,-0.5137,1.2782,0.75855,2.9363,288,224,216,312,208,288,208,464,520,552,520,520,472,552,344,344,344,344,344,336,352,-
-1.3977,0.75623,2.8829,-0.75492,3.6083,0.66814,0.68594,3.1956,5.7469,5.9081,3.6341,5.3462,4.8483,5.728,-0.68383,0.55673,-1.9192,0.42027,-0.50016,0.99077,-1.7096,-0.7415,1.1833,1.1871,1.1092,1.7645,1.2822,1.5136,1.0618,2.2151,2.5462,5.1584,1.7645,1.8324,3.1392,-3.134,-3.0156,-3.9579,-3.2128,-2.5716,-1.9254,-4.272,312,272,272,240,272,312,264,632,576,584,624,592,488,680,512,504,504,560,328,512,504,-11.368,-7.9294,-3.768,-9.6654,-2.3933,-9.6463,-2.6672,3.9358,7.2601,8.4837,5.415,6.7892,5.6274,7.2337,-6.0345,-2.5566,3.1778,-2.0707,3.8316,-5.034,1.6182,-6.1856,-2.7374,3.153,-0.97333,3.1776,-4.6178,2.339,-3.2255,0.48279,3.8391,-0.66122,3.1776,0.20256,3.0152,-10.895,-6.0938,0.86418,-8.7588,-0.66434,-8.2988,-0.026609,312,312,312,312,216,312,312,464,480,616,608,616,464,568,552,544,552,528,400,544,544,-16.266,-14.318,-5.6525,-16.742,-6.1061,-14.913,-7.7371,4.2543,8.9262,12.025,1.6376,8.1679,6.8748,12.035,-10.575,-10.036,-8.8799,-8.854,-7.6735,-7.4685,-7.3394,-2.6908,1.5511,2.8878,-0.29981,4.2561,1.1088,3.7671,-2.6908,3.5209,8.5058,-0.29981,5.8929,1.1088,7.3414,-13.414,-10.217,-9.2452,-12.299,-8.9775,-10.659,-5.3743,272,272,272,272,272,272,272,520,512,512,520,512,528,520,432,568,568,424,568,432,568,-
2.6893,3.3275,1.6759,4.0277,1.3847,2.8069,0.59581,6.4904,5.8962,0.84197,5.5408,1.1694,5.0312,-0.82006,2.9364,1.1304,-0.35067,0.95363,-0.16988,1.7275,-2.5149,5.5242,1.3919,2.1765,2.8622,1.6318,1.6733,1.9527,5.8191,1.3919,2.1765,2.8622,1.6318,2.6395,1.9527,1.9447,-2.0537,-2.3055,-0.56747,-1.1489,-0.26555,-3.2691,312,312,296,312,248,288,224,656,664,680,656,552,656,552,568,488,488,488,488,568,384,-11.436,-9.0758,-4.9686,-8.2858,-2.5311,-10.711,-5.1936,3.7814,4.61,4.9273,5.0257,7.6423,5.0402,1.4517,-0.16286,2.1707,0.046098,0.08426,-0.53148,0.63271,-0.13965,-1.0266,4.9083,6.7804,-0.58315,5.6218,-0.068725,6.5397,-1.0266,4.9083,6.7804,-0.58315,5.6218,-0.068725,6.5397,-14.602,-6.0398,-2.4089,-14.512,-3.8895,-12.163,-0.95624,240,232,256,248,256,240,256,672,672,672,496,680,504,528,328,336,432,328,336,328,392,-13.154,-4.7953,-4.0722,-7.3499,-4.6622,-4.4397,-4.2831,5.3295,11.078,3.3442,8.543,4.3197,10.175,0.58683,-9.0623,3.3642,1.1594,-4.5954,-1.6699,-0.55566,-1.5137,-3.5235,2.8044,7.4958,-5.7447,4.9736,-2.1707,7.592,0.63301,2.8044,7.4958,-3.5798,4.9736,0.25682,7.592,-8.661,-7.6439,-2.8287,-11.12,-5.331,-9.701,-3.2625,272,232,232,312,240,280,232,504,512,504,512,488,504,504,560,328,432,560,424,560,432,-
3.9632,3.4549,0.85093,3.6984,1.2258,3.2764,0.50754,3.8653,6.7596,4.0088,3.4651,3.9479,2.8782,2.7368,-1.1464,-1.3218,-2.6431,-0.92653,-2.3662,-1.7925,-2.0628,2.0408,-0.30512,0.36951,2.543,0.80961,1.0651,0.70174,2.0408,-0.30512,0.36951,2.543,0.80961,1.0651,0.70174,-9.6718,-9.0753,-8.4365,-8.2344,-7.0303,-10.168,-7.8856,208,312,312,232,312,208,312,656,656,656,656,656,648,656,360,360,424,352,424,360,480,-4.1991,-8.2163,-5.8262,-3.6207,-4.3582,-3.3704,-3.4273,4.3963,3.7703,2.1897,3.2507,2.0723,4.633,4.316,-1.5363,-5.655,-5.6032,-1.156,-4.1402,-1.7727,-3.8014,6.8214,6.4653,7.0001,3.9716,5.882,7.2042,7.5982,6.8214,6.4653,7.0001,3.9716,5.882,7.2042,7.5982,-15.244,-12.777,-2.6456,-12.684,-2.4806,-10.14,0.21894,256,272,264,240,256,264,248,568,568,568,568,568,560,560,400,392,472,400,472,368,472,-8.3942,-9.8454,-8.4405,-8.1459,-6.0316,-8.5343,-6.9219,4.5384,7.1473,2.8275,2.9354,2.1687,4.0835,3.6526,-0.87154,0.64367,-0.34696,-1.7863,-1.71,-0.051287,-0.51958,8.5345,11.848,9.3578,6.2486,6.3142,9.5361,8.1822,8.5345,11.848,9.3578,6.2486,6.3142,9.5361,8.1822,-6.8577,-8.4316,-3.3934,-7.5643,-7.2213,-5.0131,-1.9868,296,296,248,296,296,296,248,496,600,600,496,608,600,656,384,376,384,384,384,344,376,-
3.9076,3.4099,0.45558,4.4514,0.33219,4.0248,1.0969,1.4523,2.1805,1.4509,1.3112,2.4164,1.1101,1.65,-2.5687,-2.1613,-1.5558,-1.9244,-1.8474,-2.4411,-0.68044,-0.15678,0.66159,1.2619,-0.15919,2.1997,-0.11237,1.709,-0.15678,0.66159,1.2619,0.1928,2.1997,0.043684,1.709,-1.7624,-1.7642,-2.1349,-0.99669,-1.7017,-2.5364,-1.7139,312,312,312,304,240,312,312,464,464,656,464,656,464,664,488,488,488,544,480,568,488,-7.5931,-8.5465,-4.3496,-7.0763,-4.1453,-8.1124,-3.482,4.9972,3.2279,3.3362,2.8149,3.7474,4.3321,2.3347,1.795,0.86271,0.66302,1.463,0.096093,2.4629,0.096396,0.81455,5.927,8.6239,1.1668,8.5954,2.4347,7.486,0.81455,5.927,8.6239,1.1668,8.5954,2.4347,7.486,-8.8979,-5.2549,-2.109,-7.5865,-0.61865,-4.4823,-1.1097,288,280,232,312,232,216,264,536,616,632,536,616,536,640,328,408,400,368,400,328,408,-4.5145,-4.2694,-3.7811,-4.0448,-2.9862,-7.2754,-1.2992,5.3397,4.4324,1.2553,3.8087,2.0236,4.4995,2.8676,3.3657,3.6908,-0.71337,2.0747,0.65245,2.8082,0.92558,6.6949,8.023,6.2918,3.4299,7.4976,5.097,6.4209,6.6949,8.023,6.2918,3.4299,7.4976,5.097,6.4209,-6.2858,-2.1673,-1.3109,-7.0005,-1.439,-5.6588,0.58412,208,224,280,216,280,208,288,640,648,664,656,664,560,568,336,376,384,328,480,352,384,-
3.2402,2.7589,2.0836,3.2825,1.7838,4.5883,2.3329,6.1466,7.2936,5.4227,5.9561,4.1585,6.5403,4.0652,2.758,4.2518,3.3353,3.4311,2.6706,3.1797,1.897,3.4714,4.2121,3.6904,3.5021,2.659,3.7792,2.039,3.4714,4.2121,3.6904,3.5021,2.659,3.7792,2.039,-0.26736,-2.3059,-1.272,-0.57186,-1.3374,-0.07021,-1.7328,208,208,208,208,208,208,312,520,576,576,520,576,520,576,328,328,328,328,328,464,328,-6.8265,-5.6418,-2.9715,-9.4771,-2.0304,-6.9965,-2.3232,2.8809,4.6898,5.3408,2.1084,4.2118,1.9881,5.0048,1.8592,3.6601,2.7052,0.49446,1.1281,-0.017985,3.0441,0.6268,0.79779,4.2551,0.67319,3.9477,1.4625,5.3089,2.6755,3.0839,5.3008,2.6232,5.687,2.8177,5.3222,-0.64298,-1.0509,0.92325,-2.6507,0.81595,-1.5812,0.57121,288,288,224,224,224,288,224,472,472,560,472,560,552,560,512,512,512,512,512,512,512,-3.1275,-0.73058,-0.24404,-5.8713,0.60064,-4.5239,-1.4128,5.2275,11.348,9.3007,5.1619,8.0967,4.2152,7.385,2.1331,7.7471,8.1056,0.50427,5.6905,0.35781,5.6884,1.7863,7.427,8.7565,0.077447,6.6828,0.89133,7.401,1.7863,7.427,8.7565,0.077447,6.6828,0.89133,7.401,-7.8332,-4.9881,-3.2638,-9.0458,-1.9709,-8.1946,-5.7824,312,312,216,312,216,280,280,472,632,632,472,632,464,632,328,328,328,328,328,328,328,-
4.8622,5.4236,3.2626,4.5783,3.2142,6.3638,3.0808,6.1192,6.8313,5.0813,5.9689,5.5878,8.4446,4.3378,1.7985,2.4163,2.0758,0.32776,3.0669,1.2878,2.8941,2.0725,2.1492,2.1015,2.4667,2.8152,1.8513,3.5945,2.0725,2.1492,2.5348,2.4667,2.8426,1.8513,4.1922,-1.0958,-1.0909,-0.025467,-1.1776,-0.7623,-2.1595,1.2843,296,312,312,288,248,288,272,480,480,672,680,672,680,616,496,392,504,392,504,392,504,-7.5113,-7.8368,-4.2327,-7.6499,-2.828,-9.5562,-4.8213,6.276,6.723,4.8409,6.0095,3.2918,7.7887,3.4364,0.69744,-0.71332,0.032113,-0.88003,-0.23049,0.5782,0.13442,2.5497,1.177,2.6759,-0.16197,1.6082,4.0787,3.4935,2.5497,1.177,2.6759,-0.16197,1.6082,4.0787,3.4935,-2.1748,-2.1059,0.43738,-3.1865,-0.52696,-1.9513,0.8688,312,312,312,312,312,312,312,672,568,472,640,472,552,664,336,336,432,336,488,336,432,-5.5138,-5.8432,-3.3741,-4.5179,-2.6573,-5.129,-3.3623,7.4512,9.6138,7.6588,9.4826,6.1115,9.1043,7.4675,-2.2441,-3.0887,-3.4682,-1.4215,-3.4351,-0.57117,-1.2716,-0.73801,0.56254,1.9912,2.9926,2.1284,3.4367,2.7115,0.25778,1.9596,2.2043,2.9926,2.1284,5.9881,3.628,-5.5039,-2.841,-0.67904,-4.1017,-0.74999,-1.4976,0.17499,312,312,312,312,312,312,304,632,640,648,624,640,632,464,552,552,544,328,400,504,544,-
4.3656,4.2351,3.9768,4.6416,4.2582,4.395,2.7254,0.86509,2.3127,2.0674,2.1121,1.2097,0.60888,0.96122,-2.0887,-0.97407,-0.70037,-1.3934,-0.50549,-2.0512,-1.3268,3.4224,1.7317,2.5227,2.4776,1.745,3.313,2.3402,4.976,2.7827,2.5227,3.4144,1.745,5.7544,2.3402,1.278,-0.31313,0.1972,0.16188,-0.94611,1.5146,-0.45368,288,264,264,288,256,264,264,512,464,464,512,624,584,584,552,552,408,552,400,552,408,-7.2607,-10.297,-7.8725,-8.9851,-7.2205,-7.3649,-5.7812,5.0905,2.4918,1.2066,3.755,1.1133,4.0153,1.0947,-1.2742,-4.0496,-3.1371,-1.9433,-2.6755,-2.4962,-2.1909,-2.0031,-3.832,3.4043,-2.3023,2.7997,-2.2351,3.8527,-2.0031,-3.4295,3.4043,-2.3023,2.7997,-2.2351,3.8527,-8.4085,-5.4313,-0.10713,-7.8401,-0.18952,-9.3259,0.21075,296,280,280,280,280,296,296,496,464,680,496,632,568,680,328,552,480,328,480,344,480,-4.1602,-6.913,-3.7917,-3.5433,-2.1063,-5.1825,-2.4994,1.7699,1.0038,1.4003,2.9813,1.8521,1.1588,2.4151,-2.5551,-5.4019,-3.0535,-3.1371,-2.9287,-1.8434,-0.81504,3.2215,1.7618,3.1441,5.0075,4.6462,2.0555,3.827,3.2215,2.6238,3.1441,5.0075,4.6462,2.0555,3.827,-3.3725,-2.7862,-1.6119,-3.1321,-1.4573,-4.2214,0.20552,312,312,304,312,304,312,304,512,512,624,520,680,520,632,376,568,464,480,464,352,432,-
3.3292,3.9692,2.7466,3.7761,2.318,3.4941,2.2888,2.8413,3.8305,3.0001,2.3714,2.3882,3.2023,1.879,2.3582,2.9121,2.2427,1.5742,1.6133,2.1149,0.69435,2.2562,2.3541,2.2204,1.8771,1.4506,2.8292,1.1759,2.2562,2.3541,2.2204,1.8771,1.4506,2.8292,1.1759,-1.0571,-2.1981,-1.1917,-1.3995,-0.90436,-0.51434,-2.0608,304,312,304,304,224,304,280,464,464,464,464,464,464,464,336,328,336,336,344,336,328,-9.6356,-7.4842,-4.5255,-8.952,-3.4989,-8.3959,-3.8747,-1.904,-1.0619,-0.27885,-2.4664,-1.058,-1.4601,0.099386,-3.3787,-2.3493,-0.91645,-3.1138,-1.6664,-2.6404,-0.58689,5.6378,4.881,8.3313,5.2068,6.9851,6.1182,7.4246,5.6378,4.881,9.1636,5.2068,7.3599,6.1182,8.471,-3.8922,-1.3272,1.2689,-1.6998,0.78425,-2.1074,0.7954,256,264,208,232,224,256,208,632,680,680,680,680,680,680,376,400,536,368,560,400,536,-1.3407,-1.9112,-1.5384,-1.2822,-1.4344,-1.3054,-1.2196,3.5048,3.1974,2.8671,1.9752,2.0766,3.8654,3.1906,1.4623,1.8437,0.81502,1.1333,0.64158,1.7033,0.40674,3.39,3.2596,1.6282,2.6975,1.8326,4.1572,1.6073,3.39,3.2596,1.6282,2.7645,1.8326,4.1572,1.6073,-0.10662,-1.208,-1.8445,-0.29687,-1.8649,-0.17652,-2.1763,296,304,232,296,232,288,240,544,552,552,536,552,544,552,328,328,328,512,392,328,392,-
3.7732,1.6717,-0.043831,3.8377,0.28536,2.9813,-0.76798,10.102,7.5011,7.0842,8.143,6.1683,7.9651,5.267,4.0005,5.3485,5.5349,3.8194,4.4736,3.6582,3.3534,8.0099,6.7808,5.5817,8.9318,6.1933,7.1128,3.0292,8.0099,6.7808,5.5817,8.9318,6.1933,7.1128,3.0292,-1.9343,-2.5349,-2.7513,-0.28865,-3.3614,0.30229,-2.0448,224,208,312,216,208,224,312,560,560,680,560,672,520,680,336,336,336,336,336,336,368,-9.5217,-8.2741,-4.3438,-10.321,-5.6871,-8.288,-4.1926,12.073,9.5485,9.8124,8.9294,6.7831,10.563,9.7054,9.0926,6.0997,6.2178,5.7102,3.406,7.8676,5.8069,14.557,16.214,16.129,11.704,13.587,11.986,11.733,14.557,16.214,16.129,11.704,13.587,11.986,11.733,-1.072,0.87396,0.13818,0.4629,-0.4565,-0.94085,0.40897,208,208,208,208,208,208,208,584,616,664,584,656,560,552,328,368,328,328,328,328,328,-11.747,-6.6875,-1.3148,-9.9598,-2.4366,-6.8243,-0.19781,13.949,11.967,7.9935,14.373,8.2255,12.185,8.0917,4.7026,5.3425,4.6835,5.409,4.1501,5.0097,4.3176,4.8605,5.8639,5.4727,5.6673,4.7432,5.6793,4.509,6.1854,5.8639,5.4727,6.3131,4.7432,6.8417,5.5996,-0.14288,1.6259,1.3782,1.2954,0.48126,-0.070207,1.8542,304,312,304,304,232,312,232,472,464,584,472,576,464,672,528,488,488,512,488,576,536,-
6.2935,6.8576,3.5974,4.8522,3.5748,5.6016,3.4313,7.1784,7.5687,3.4826,5.6382,3.2799,7.2311,2.7075,4.9509,5.5964,2.459,2.0077,2.5719,5.4676,1.8831,4.8872,8.0789,8.0666,1.421,4.1345,5.4086,7.7618,4.8872,8.0789,8.0666,1.421,4.1345,5.4086,7.7618,-1.2466,0.95975,-0.63104,-2.6799,-1.8447,-1.8716,0.76225,312,288,216,312,288,312,216,544,544,680,680,680,544,608,376,376,408,328,400,376,416,-7.9454,-7.1356,-3.1625,-8.46,-3.1877,-9.3187,-4.1354,7.5046,4.4978,1.4451,8.6358,2.4472,7.5635,0.94465,-0.24478,-0.61219,0.12916,-1.378,0.27647,1.7936,-0.097597,5.8587,6.6086,11.238,3.687,6.2675,8.0546,11.255,5.8587,6.6086,11.238,3.687,6.2675,8.0546,11.255,-4.9574,-2.0481,2.4723,-3.1775,0.59139,-5.2359,0.79843,264,264,216,304,264,264,216,608,608,600,608,600,608,608,344,344,368,344,344,344,352,-3.3131,-1.9271,0.2262,-3.2664,-1.2489,-3.4735,-0.89278,5.5408,2.9184,3.7754,8.0079,2.9939,5.3852,0.56135,2.2786,-0.35813,2.6609,1.7848,1.2336,0.99416,-0.66318,2.2355,7.3,11.639,1.7178,6.0026,4.8017,8.9561,2.2355,7.3,11.639,1.7178,6.0026,4.8017,8.9561,-8.5939,-2.0036,2.1013,-5.3663,-2.196,-7.8263,0.21216,208,208,208,312,208,208,208,464,608,608,464,632,464,680,328,344,352,344,352,328,352,-
4.1899,4.6806,1.6577,4.0267,1.5205,3.5361,1.7163,2.7879,5.1727,3.3933,4.2744,2.5972,2.7253,2.0928,0.048263,3.5164,1.7601,2.0417,1.8177,0.557,0.069838,6.8982,7.6597,3.1951,7.2089,3.0794,6.8124,2.897,6.8982,7.6597,3.1951,7.2089,3.5765,6.8124,2.897,2.4031,1.2589,-2.5633,2.2135,-2.1935,3.1464,-2.0869,208,208,280,304,304,208,280,520,576,576,520,576,576,576,384,376,376,384,536,376,376,-15.543,-12.472,-4.5962,-15.278,-4.6759,-14.318,-4.6372,1.9398,-0.21651,3.5832,0.26589,2.3256,1.9018,3.367,-4.4047,-6.2933,0.088552,-4.6281,-1.0936,-1.7779,0.47338,3.232,0.61335,5.7175,3.342,6.7304,3.9022,4.5156,4.2395,1.6525,5.7175,3.342,6.7304,4.8951,4.5156,0.34573,-2.47,-3.4086,-0.5591,-3.1841,1.1717,-1.9262,216,240,208,216,208,216,208,616,488,616,480,560,640,616,520,520,352,352,352,512,352,-15.289,-13.993,-7.7575,-15.798,-7.3537,-12.234,-5.4869,-4.6407,-5.3262,3.0624,-2.831,1.7223,-1.89,3.9789,-8.3464,-8.0807,-0.43852,-6.7151,-1.3096,-5.3381,-0.69124,9.7131,10.051,6.5171,10.354,9.1338,8.5467,5.0424,9.7131,10.051,6.5171,10.354,9.1338,8.5467,5.0424,-0.32729,0.22246,-6.0268,-1.6288,-4.3415,-0.23205,-3.5514,216,216,248,216,216,216,248,664,520,528,664,528,536,520,424,424,424,424,424,424,424,-
5.5471,5.0859,0.22174,5.4507,2.4037,3.5915,1.1022,6.7622,9.5215,3.8651,6.3833,4.0399,5.5954,4.5167,2.4085,4.0631,-0.74927,1.6168,0.46332,1.4456,0.31506,4.3087,5.7344,2.7186,3.4167,3.2527,4.0327,3.0108,4.3087,5.7344,2.7186,3.4167,3.2527,4.0327,3.0108,-4.7279,-3.8822,-4.5364,-4.3564,-4.3516,-3.9593,-1.6537,264,288,288,264,288,240,288,672,672,672,672,672,680,608,328,328,328,328,328,328,328,-9.6601,-9.1514,-5.7576,-10.53,-5.8347,-8.81,-4.0021,10.948,8.0141,3.0262,7.8679,0.74614,9.7356,4.0787,-1.6663,-3.4781,-0.55221,-2.5523,-2.837,-3.4918,1.0011,7.7147,5.2257,9.0827,4.1602,6.9225,6.5992,9.7896,7.7147,5.2257,9.0827,4.1602,6.9225,6.5992,9.7896,-8.0613,-5.5189,0.91254,-8.3313,0.19833,-6.1062,2.353,248,240,240,240,232,248,208,600,600,680,608,616,600,672,368,440,440,376,440,384,440,-4.4049,-4.448,-2.7155,-4.9406,-3.7191,-5.835,-4.9479,9.3677,8.8539,8.4016,8.4654,4.7079,9.4584,5.6886,2.199,2.6562,0.72267,3.2387,-2.1189,0.54592,0.59578,8.7633,14.318,10.334,7.747,9.558,7.348,9.1417,9.7045,14.318,10.334,8.183,9.558,7.7592,9.1417,-2.5372,1.2542,-1.1649,-1.7402,-5.785,-0.91061,-1.4998,264,256,264,264,264,264,264,680,680,656,680,680,680,656,512,472,400,512,400,560,400,-
3.7845,2.6839,0.63849,3.6972,0.86745,3.6502,0.34411,5.2795,4.276,2.2969,5.7594,1.7568,7.2938,2.6237,2.946,2.9505,0.65391,2.7015,0.050564,4.2436,1.3413,18.539,12.94,8.5052,17.852,8.1038,18.897,8.1307,18.539,12.94,8.5052,17.852,8.1038,18.897,8.1307,-1.2648,-1.2325,-1.0446,-2.3694,-1.2241,-0.20763,0.21155,264,256,256,264,256,264,208,640,640,640,640,640,640,648,496,488,360,488,488,496,488,-5.1133,-3.5151,-1.6797,-3.869,-2.8802,-7.2773,-2.1587,10.532,7.099,7.998,10.777,6.9849,14.823,7.4937,7.4799,4.7639,6.4883,8.3935,4.7423,10.643,5.3228,22.87,14.842,13.415,22.808,13.109,24.012,11.405,22.87,14.842,13.415,22.808,13.109,24.012,11.405,-4.6486,-1.5592,-3.2657,-4.447,-3.0004,-5.2266,-2.2396,208,208,208,208,208,208,216,640,640,640,640,640,640,640,376,376,360,352,360,376,384,-2.8752,-3.2405,-3.0284,-2.6442,-3.6506,-4.5438,-1.1721,2.4704,0.37604,0.97948,4.3213,1.5216,5.8154,1.8995,-1.8893,-3.4832,-0.36805,0.3233,-0.029086,2.2187,1.3694,17.551,16.333,15.347,19,14.368,17.235,14.112,17.551,16.333,15.347,19,14.368,17.235,14.112,-3.757,-3.9836,-3.8211,-5.2154,-4.1856,-6.4362,-4.739,208,208,216,208,208,208,208,504,616,568,504,616,472,568,368,376,376,368,368,328,376,-
0.93237,0.23355,0.27118,0.65117,-0.31608,0.68199,0.39922,5.0024,3.7913,2.9021,4.5872,1.1152,3.9402,0.98718,0.019679,1.3039,1.6457,0.51561,0.31603,0.012051,-0.16668,20.145,8.3957,5.555,17.942,4.3955,18.425,4.2628,20.145,8.3957,5.555,17.942,4.3955,18.425,4.2628,-8.7226,-5.405,-3.9061,-8.646,-4.2443,-8.1107,-2.7329,208,208,208,208,208,208,208,672,672,672,672,664,672,672,400,400,400,400,400,400,488,-4.8085,-5.0973,-1.6657,-5.4019,-0.89738,-6.0101,-0.35923,6.6271,3.9412,4.8564,6.9779,5.267,3.6124,3.206,-1.438,-1.1426,1.0527,-2.0265,0.3535,-2.1869,0.5193,0.20961,1.3348,4.3575,-0.41301,3.8117,-1.0552,3.7268,0.20961,1.3348,4.3575,-0.41301,3.8117,-1.0552,3.7268,-8.9359,-6.7618,-7.3312,-8.5024,-7.0885,-10.296,-6.801,280,304,248,280,248,280,248,496,672,680,528,672,520,680,368,392,384,368,392,328,384,-6.0376,-4.4272,-3.1505,-5.2887,-1.816,-5.8386,-1.9979,7.5948,6.9093,6.0861,8.3629,7.2341,5.2348,4.0865,-6.9799,-0.35181,1.0588,-3.6432,2.6517,-9.3926,-0.83075,0.68772,0.82489,3.2113,1.4415,2.9387,-0.54345,2.5415,15.841,6.6031,3.2113,14.122,2.9387,12.051,3.479,-4.1387,-4.0541,-2.3947,-2.256,-2.5669,-5.5181,-1.8974,312,312,312,312,312,312,312,488,488,488,488,488,488,520,576,568,392,576,384,576,568,-
8.0373,7.5987,5.0303,7.0573,4.1041,8.4245,5.4406,4.9674,4.5816,2.9165,5.1566,2.887,4.2498,2.7571,2.6158,2.126,0.04805,2.6894,-0.40747,1.5514,0.15283,6.6534,7.569,6.4984,6.6164,6.4772,5.376,4.2086,6.6534,7.569,6.4984,6.6164,6.4772,5.376,4.2086,-3.6231,-3.5333,-3.3786,-3.1631,-2.1612,-3.7974,-3.2705,216,208,208,216,208,208,208,632,632,632,632,632,632,632,328,328,328,328,328,328,328,-10.206,-9.4209,-5.1733,-9.3426,-4.7253,-8.3104,-3.6414,11.666,10.183,9.0691,10.948,10.483,11.087,8.6312,7.0805,5.2401,5.7576,7.1318,5.4918,7.3923,6.5833,9.938,9.0611,9.2785,9.1066,11.797,9.0998,8.0158,9.938,9.0611,9.2785,9.1066,11.797,9.0998,8.0158,-4.5288,-2.7323,-4.9639,-3.335,-2.9321,-4.3279,-5.5229,208,208,208,208,208,208,208,520,520,680,520,680,512,680,328,352,352,344,352,328,352,-5.7002,-7.2348,-4.9426,-4.2644,-6.0706,-5.2797,-3.6717,13.883,14.338,14.439,14.572,12.331,12.902,13.414,7.2244,6.4933,8.379,8.4544,5.5624,6.8221,6.6267,12.749,13.027,11.498,14.084,12.245,10.433,10.898,12.749,13.027,11.498,14.084,12.245,10.433,10.898,-1.5674,-4.1209,-4.5025,-1.5331,-5.7119,-2.2327,-4.284,208,208,208,208,208,208,208,664,664,664,664,664,664,640,328,328,328,328,352,328,328,-
