Anterior,Temporal/Left,Central,Temporal/Right,Posterior
-0.6317427660443964,1.3969714174488894,0.6893565437412318,4.915237935988251,-5.046088057408989
-0.1655032045630681,1.2532245834638358,-0.508701153220217,7.7429227463070465,-9.768880938266431
1.0513202666453452,-0.4789801074005382,-3.615549372975137,8.788984429321351,-13.757112734800087
1.8246507794818223,-2.609062353096973,-6.890847902257598,9.86000256131091,-16.25497220725954
1.9068059476719061,-4.072342957306917,-8.54678888964571,11.927724699978757,-16.826107082664233
2.5454876925449876,-4.772739792054467,-8.0854969761479,14.012829926495325,-15.918117975058578
4.918927467580232,-5.129133304320106,-6.127320675360479,14.47120707555183,-14.547917655637974
8.316820896382037,-5.139477935884749,-3.3693827645354846,12.988796211320942,-13.32626325398499
10.438228637326954,-4.190925667093187,-0.03400521180404659,10.931503748667453,-11.848324695850478
9.712819631486624,-1.76068174806776,3.7668094325405725,9.778080439921869,-9.181759334475984
7.032584566906446,1.9332269313942498,7.522842937126924,9.596258124277227,-4.952817354933133
4.780015173295544,6.088428032747722,10.47612291124069,9.304948798741878,0.158334925399779
4.076460672536054,10.002065555774085,12.265121344204386,8.24990899591491,5.0927364960047
3.310990868000519,13.484743217505653,13.282649781366896,7.168214433914002,9.520361654886289
-0.26652245802543456,16.68779133239453,14.360250181417847,7.44498696581214,14.131002187867775
-7.421070886891319,19.74594655865784,16.155420596309607,9.569662999151616,19.70248158819187
-15.534630655954599,22.623058361236964,18.79725942334443,12.511427222140181,25.878458251643245
-20.465556536657783,25.13636364713554,21.899375642255734,14.617640484542118,30.93791874153812
-19.89573011325994,26.916217172545387,24.723797462226685,15.009006660347135,32.85867081136652
-14.96378106727666,27.39582626154706,26.3707203399517,14.041378892462417,30.70619477974295
-8.8212408524552,26.069770236094566,26.11427531333343,12.55620936598182,25.125660145853843
-3.7755302317483252,22.9361580045447,23.84404742357487,10.85339324842417,17.65036115173767
0.2006410713246809,18.623450788140175,20.23487930440991,8.472545247317198,9.649198791717513
4.477376637610682,13.954429740844752,16.366780870757125,4.90354503310792,1.8665845673860888
9.732026600777628,9.372563675070923,13.03152128050855,0.42261977836943,-5.333658141099184
15.097666195303761,4.884713208129236,10.328739183280913,-3.817589629602004,-11.662962951454292
19.201689379322605,0.5589418335153176,7.856817705868083,-6.564297314950767,-17.062079479851505
21.738212952762282,-3.137848093699744,5.20208144631486,-7.415207543060866,-22.019080130783003
23.781768207405463,-5.663430557946387,2.22798396897574,-7.0936326321860275,-27.320849735773997
26.5103722399376,-6.99034807050236,-0.9516330512794455,-6.786589545542666,-33.10781312514723
29.72372891362139,-7.627141891493746,-4.027954683947802,-7.105936164132858,-38.09705718679033
31.753826851992038,-7.943150703875582,-6.417725806267304,-7.619688229972322,-40.070020105063925
30.9016918614064,-7.658681523691281,-7.2961719814839,-7.396199914603582,-37.582606344938675
27.007342849701846,-6.266342918033677,-6.029853819717887,-6.103766213462121,-31.46513449774172
21.67002079668097,-3.955877317287271,-2.7567197629334945,-4.524181217832819,-24.492183619113092
