col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,Indicator
1,0.067932,1,0.054846,0.047887,1,0.061598,0.053179,0.0493,1,0.050035,0.053811,0.052393,0.052663,1,0.059398,0.057963,0.053337,0.0603,0.054637,1,0.054629,0.059396,0.050752,0.054131,0.054083,0.05983,1,-
1,0.088806,1,0.056208,0.063921,1,0.088361,0.083919,0.054539,1,0.052847,0.055881,0.074089,0.054499,1,0.060068,0.085902,0.05671,0.074429,0.054304,1,0.052085,0.05399,0.060086,0.052704,0.058987,0.060888,1,-
1,0.067621,1,0.051496,0.058591,1,0.066987,0.065773,0.050878,1,0.054833,0.053007,0.068409,0.051656,1,0.062356,0.083851,0.057109,0.068823,0.052244,1,0.051223,0.053232,0.073815,0.050754,0.095117,0.055397,1,-
1,0.12302,1,0.058149,0.070131,1,0.11994,0.092455,0.054331,1,0.052995,0.056533,0.10477,0.054254,1,0.068984,0.10275,0.061276,0.072275,0.052018,1,0.054417,0.053648,0.10559,0.052954,0.092165,0.063582,1,-
1,0.1208,1,0.074834,0.10821,1,0.092387,0.075185,0.063476,1,0.055045,0.05722,0.065987,0.05247,1,0.073758,0.112,0.064605,0.067883,0.054582,1,0.056423,0.06061,0.086202,0.058902,0.05278,0.07656,1,-
1,0.11674,1,0.05741,0.062504,1,0.089187,0.079227,0.051816,1,0.055581,0.051459,0.1099,0.050139,1,0.084785,0.10153,0.05628,0.07275,0.052667,1,0.055183,0.052317,0.08964,0.051322,0.080701,0.053172,1,-
1,0.19324,1,0.06383,0.067446,1,0.12148,0.11381,0.054432,1,0.056636,0.058046,0.075936,0.057349,1,0.094407,0.12492,0.056631,0.099044,0.056773,1,0.057902,0.053322,0.07605,0.049972,0.066378,0.06168,1,-
1,0.10403,1,0.088417,0.10239,1,0.067509,0.07105,0.06275,1,0.06044,0.059929,0.084175,0.051376,1,0.065392,0.081036,0.069467,0.066968,0.060353,1,0.051013,0.056695,0.078632,0.051182,0.082039,0.072631,1,-
1,0.065976,1,0.054623,0.060656,1,0.059359,0.055757,0.046816,1,0.053526,0.056608,0.060007,0.048812,1,0.056391,0.09188,0.054969,0.055511,0.054763,1,0.053331,0.053822,0.059417,0.048331,0.055262,0.058613,1,-
1,0.090746,1,0.061703,0.094545,1,0.067678,0.070998,0.056081,1,0.056146,0.05436,0.085309,0.053764,1,0.055787,0.071319,0.059297,0.053515,0.054926,1,0.051595,0.051233,0.057202,0.052975,0.052541,0.059709,1,-
1,0.13375,1,0.060685,0.069742,1,0.094692,0.075089,0.057011,1,0.047306,0.051666,0.081453,0.048713,1,0.068868,0.10077,0.056571,0.063835,0.052348,1,0.047967,0.049576,0.080461,0.051798,0.053606,0.055699,1,-
1,0.066168,1,0.052604,0.057313,1,0.06277,0.058208,0.047215,1,0.050752,0.053436,0.062253,0.047987,1,0.061904,0.076725,0.053813,0.057466,0.058205,1,0.048307,0.050398,0.058806,0.052509,0.063941,0.061845,1,-
1,0.10505,1,0.07227,0.095394,1,0.096719,0.086245,0.061905,1,0.052531,0.054114,0.092827,0.052195,1,0.062817,0.10344,0.06383,0.066252,0.055088,1,0.059707,0.062883,0.08391,0.059802,0.075807,0.07171,1,+
1,0.18832,1,0.11706,0.13846,1,0.088955,0.077954,0.057589,1,0.062299,0.069885,0.086476,0.050691,1,0.072903,0.10789,0.062499,0.084011,0.06061,1,0.056378,0.060076,0.071984,0.05484,0.074046,0.07407,1,+
1,0.11428,1,0.10317,0.17111,1,0.11131,0.12617,0.084624,1,0.08902,0.11206,0.16867,0.085471,1,0.064221,0.1435,0.099231,0.078555,0.091388,1,0.053454,0.081589,0.069513,0.065556,0.059108,0.12507,1,+
1,0.31549,1,0.20716,0.2508,1,0.19894,0.17795,0.13484,1,0.093139,0.10018,0.11649,0.083588,1,0.093315,0.10679,0.097115,0.092842,0.082251,1,0.070943,0.07224,0.078043,0.072809,0.067449,0.067368,1,+
1,0.11079,1,0.055251,0.060015,1,0.10627,0.095901,0.05562,1,0.054353,0.052,0.074401,0.052514,1,0.088645,0.1093,0.0568,0.091524,0.055209,1,0.055535,0.056481,0.076658,0.054126,0.077272,0.061371,1,+
1,0.23134,1,0.10545,0.11255,1,0.10718,0.10634,0.064614,1,0.064398,0.064066,0.12523,0.05578,1,0.070927,0.085352,0.059912,0.07035,0.053093,1,0.060484,0.061852,0.093563,0.056651,0.098543,0.057429,1,+
1,0.12077,1,0.0674,0.077558,1,0.077734,0.078582,0.060576,1,0.056545,0.060487,0.11611,0.05836,1,0.069363,0.13513,0.068619,0.063593,0.058867,1,0.054327,0.066189,0.064453,0.059608,0.060358,0.079462,1,+
1,0.076507,1,0.060275,0.072871,1,0.068859,0.065812,0.052629,1,0.054304,0.05114,0.060976,0.051421,1,0.065568,0.099258,0.059286,0.06552,0.049468,1,0.051765,0.051622,0.063577,0.048227,0.052775,0.068959,1,+
