col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,Indicator
1,0.04925,1,0.053336,0.05401,1,0.058339,0.054233,0.053337,1,0.052945,0.059492,0.052903,0.058227,1,0.055493,0.052214,0.04923,0.063709,0.060901,1,0.056053,0.051107,0.046369,0.062754,0.057445,0.074853,1,-
1,0.058258,1,0.063564,0.088235,1,0.0706,0.060288,0.05671,1,0.055668,0.069466,0.07902,0.060153,1,0.061809,0.056609,0.051534,0.091067,0.056986,1,0.064612,0.05629,0.05239,0.089079,0.050513,0.1073,1,-
1,0.053882,1,0.053797,0.080689,1,0.097237,0.059142,0.057109,1,0.053686,0.11006,0.086622,0.062389,1,0.086099,0.056335,0.052844,0.16916,0.055274,1,0.069185,0.054506,0.051758,0.10617,0.055105,0.17302,1,-
1,0.057645,1,0.061703,0.19231,1,0.07787,0.067005,0.061276,1,0.056672,0.17273,0.1338,0.066922,1,0.077824,0.05971,0.05914,0.13153,0.065916,1,0.0682,0.055333,0.053074,0.10083,0.060721,0.12816,1,-
1,0.061822,1,0.093795,0.14488,1,0.093935,0.079746,0.064605,1,0.06744,0.217,0.1494,0.092265,1,0.079836,0.075158,0.061761,0.22276,0.087565,1,0.058345,0.053794,0.048134,0.080242,0.056442,0.082971,1,-
1,0.061986,1,0.068996,0.14949,1,0.086108,0.053797,0.05628,1,0.054722,0.12019,0.13205,0.054003,1,0.065048,0.051882,0.05184,0.086805,0.052747,1,0.065264,0.049699,0.053728,0.094002,0.053949,0.095663,1,-
1,0.060335,1,0.072532,0.10195,1,0.095033,0.056106,0.056631,1,0.056434,0.084666,0.10167,0.063952,1,0.07197,0.052795,0.055683,0.10664,0.054229,1,0.076977,0.054186,0.050818,0.11884,0.056675,0.12918,1,-
1,0.08247,1,0.12579,0.17172,1,0.079423,0.080101,0.069467,1,0.066604,0.18274,0.1219,0.077871,1,0.071522,0.07137,0.061154,0.19616,0.074815,1,0.061608,0.059635,0.055837,0.11682,0.06403,0.14948,1,-
1,0.068308,1,0.062592,0.093072,1,0.079474,0.06491,0.054969,1,0.059647,0.10058,0.070128,0.071075,1,0.066562,0.056038,0.053231,0.12362,0.062469,1,0.055567,0.048777,0.049314,0.086668,0.056412,0.095779,1,-
1,0.06465,1,0.071604,0.11407,1,0.05805,0.064104,0.059297,1,0.053476,0.082923,0.089882,0.076421,1,0.053288,0.05436,0.052074,0.074978,0.059097,1,0.057093,0.049704,0.050924,0.065866,0.052628,0.067139,1,-
