3.9826,4.2996,1.3033,1.3491,1.1998,3.0772,1.2457
1.1095,0.61589,2.1038,1.6787,1.863,2.0161,1.1528
10.016,7.303,4.4413,8.462,3.6833,10.146,3.1868
0.29022,0.20125,0.3384,0.20094,0.58163,0.31277,0.095892
0.15513,0.1037,0.095359,0.27486,0.088469,0.095206,0.07131
0.4968,1.1435,0.8004,0.42966,0.71068,0.31452,0.43461
0.44131,0.71673,0.72024,0.38472,0.37143,0.44174,0.82191
0.18654,0.20046,0.10842,0.10535,0.020787,0.31097,0.12503
0.34373,0.22663,0.023614,0.37465,0.088201,0.31714,0.0047546
0.7859,0.79489,0.39395,0.70449,0.10622,0.78651,0.57881
0.30735,0.80921,1.4042,0.061405,0.72777,0.62472,1.5459
1.0783,1.2763,0.9095,1.0275,1.0977,0.76702,0.71174
0.20485,0.60873,1.6401,0.11222,0.74867,0.19219,1.3165
0.10918,0.26567,0.99414,0.11861,0.5923,0.077154,0.61179
0.018814,0.041719,0.07909,0.026066,0.54839,0.0043751,0.0092793
0.14013,0.033577,0.26458,0.081589,0.36598,0.13758,0.27899
0.060839,0.059449,0.096928,0.058616,0.32284,0.072132,0.043793
0.15989,0.13247,0.033724,0.1496,0.058963,0.15016,0.021599
0.0032226,0.01964,0.0058804,0.00038008,0.0077371,0.0028869,0.0030231
0.018127,0.0047733,0.060286,0.057109,0.029462,0.04069,0.065238
0.014918,0.028672,0.053772,0.018794,0.011361,0.0032846,0.021084
0.11035,0.073172,0.0082647,0.087514,0.14161,0.090451,0.035069
0.12329,0.1269,0.069394,0.16832,0.073188,0.1313,0.055113
0.097255,0.06149,0.0090292,0.12341,0.0013916,0.063873,0.0078228
0.022187,0.028436,0.018641,0.026703,0.017338,0.0068322,0.0052422
0.0043448,0.0047702,0.0028023,5.0137e-05,0.00036352,0.0072188,0.0021811
0.0047933,0.015715,0.038425,0.008366,0.040232,0.015194,0.020372
0.010512,0.0053298,0.0020543,0.021235,0.019277,0.013642,0.00078141
0.053303,0.065936,0.044342,0.063054,0.020794,0.034668,0.053873
0.062786,0.054056,0.011163,0.10513,0.012298,0.03539,0.0066895
0.041254,0.048362,0.020742,0.051959,0.019162,0.024299,0.0050149
0.021453,0.018463,0.0054287,0.027292,0.025825,0.010326,0.0023721
0.023244,0.045536,0.033227,0.029263,0.016196,0.021817,0.019302
0.0026663,0.0022712,0.0068779,0.0011352,0.003336,0.0031107,0.006732
0.0070416,0.0095586,0.0020733,0.0079952,0.017297,0.0019856,0.00024573
0.023548,0.013871,0.001392,0.020947,0.0017346,0.024682,0.0021166
0.0069837,0.0053866,0.0024917,0.0035516,0.00075419,0.0055502,0.00051704
0.0074601,0.0075362,0.00070362,0.0023998,0.0034253,0.0072293,0.0012117
0.00048824,0.00013858,0.0019933,0.0015968,0.0052169,0.0023493,0.0022123
0.0067655,0.0076428,0.0011725,0.015569,0.0039977,0.008423,0.00014234
0.003442,0.0063745,0.0075279,0.0045386,0.013868,0.00085479,0.0030351
0.0048283,0.0066981,0.01048,0.0026699,0.010989,0.0070709,0.01098
0.0022539,2.4401e-05,0.00018592,0.0016072,0.0011271,0.0031393,0.0005085
0.0025967,0.0023232,0.00043349,0.0017569,0.00084324,0.0012765,0.00015266
0.00049025,0.00063121,0.00042297,0.00024905,0.0011629,6.0141e-05,0.0003498
0.0025775,0.0011601,0.00036199,0.0036273,0.0065827,0.0019419,0.0006417
0.0013583,0.0023404,0.00012634,0.0021343,0.0018805,0.0013831,5.2016e-05
0.0013636,0.0039922,0.0019989,0.0014426,0.0041393,0.0032111,0.0016278
0.0013491,0.00034449,0.00012136,0.0021805,0.00037944,0.0016316,0.00035572
0.00074257,0.00047772,0.001076,0.00050384,0.0022554,0.00091363,0.00074658
