127.86,190.03,195.68,44.722,379.97,40.128,34.522,279.13,156.42,354.7,32.147,12.43,17.821,236.99,548.54,11.526,16.999,17.075,25.404,9.6983,91.249
204.82,267.33,250.26,59.979,211.62,77.212,57.36,277.43,214.96,374.22,46.246,25.18,31.481,284.91,447.76,19.304,29.275,25.703,22.268,17.892,142.04
106.27,100.77,117.55,28.585,114.75,38.599,34.978,163.77,77.561,55.355,17.793,15.551,16.297,36.075,84.673,11.629,15.934,15.324,8.1973,9.1057,27.331
70.034,62.794,78.105,20.695,67.787,27.423,25.654,69.725,46.331,42.462,13.302,11.642,13.626,12.822,36.392,8.0216,13.303,11.591,5.6878,5.8726,15.414
43.751,42.321,46.329,12.629,46.758,16.561,12.756,30.049,24.17,20.317,6.2962,5.5674,6.2347,8.1174,18.696,3.5175,5.5979,5.5458,2.8158,2.846,8.1599
40.019,36.178,41.383,11.313,31.478,14.614,13.173,20.94,21.498,11.389,6.1048,5.2185,7.0557,5.0775,10.07,3.1192,6.8794,6.4376,2.4034,2.5727,7.4191
22.973,21.361,24.192,6.8309,21.822,8.9921,8.105,21.261,11.278,7.2927,4.2553,3.7206,4.3605,3.5506,7.6142,2.2497,4.6015,4.3592,2.0803,2.0632,5.6925
17.062,15.768,17.482,4.8904,14.746,6.4045,5.9037,15.074,7.2589,8.4682,3.0742,2.6519,2.9951,2.1247,5.838,1.7686,3.26,2.9823,1.8398,1.7979,4.1623
15.634,15.027,15.38,5.3149,11.607,6.9154,6.4256,13.716,6.5466,4.775,3.9469,4.1191,4.2122,2.1089,7.0059,2.8566,4.983,4.2648,2.7338,3.0676,5.2403
12.906,13.16,13.843,4.2619,10.163,6.0587,5.1975,8.6089,5.6909,3.1539,3.7862,3.8075,3.2023,1.7356,4.5381,2.7063,4.0979,3.4276,2.5448,2.8291,4.2367
8.2077,8.3502,8.8458,2.4901,7.7024,3.2114,3.646,6.8561,3.3431,2.4522,1.9111,2.172,2.0812,1.2136,2.746,1.5877,2.2229,1.9287,1.7541,1.6703,2.469
