1.9705,2.1085,0.70087,1.267,1.2701,1.8237,1.4121
2.4134,2.9394,0.8431,1.3686,1.1553,1.9935,1.8367
0.97815,0.87582,0.24092,1.028,0.29775,0.61315,0.21493
3.3283,1.2943,0.26732,3.1677,0.28818,2.2158,0.24839
0.56462,0.28438,0.0421,0.50447,0.02978,0.35947,0.0060978
0.27184,0.22247,0.034535,0.23203,0.067764,0.1811,0.01721
0.29431,0.18343,0.022614,0.26626,0.010735,0.28139,0.020924
0.015117,0.036477,0.097307,0.0058099,0.0050401,0.042965,0.06072
0.25981,0.16183,0.031361,0.20186,0.065142,0.27716,0.026063
0.34463,0.30427,0.093129,0.17325,0.039694,0.3017,0.052622
0.17252,0.065279,0.012241,0.13658,0.014659,0.22479,0.055765
0.12898,0.13489,0.11042,0.090052,0.042045,0.1113,0.050158
0.04747,0.057826,0.098338,0.070928,0.10915,0.042117,0.04959
0.0041277,0.0016699,0.013989,0.0127,0.039849,0.0038579,0.0093627
0.058671,0.092082,0.074133,0.067898,0.076279,0.054292,0.018463
0.029708,0.017056,0.0038598,0.05,0.0087624,0.0098958,0.0018249
0.0086811,0.003136,0.038305,0.02686,0.032673,0.0029299,0.013424
0.035737,0.006867,0.042738,0.036744,0.029208,0.020856,0.059874
0.050257,0.067929,0.02873,0.047699,0.024393,0.033578,0.017397
0.054222,0.053531,0.03206,0.045534,0.022756,0.063397,0.050719
0.007997,0.0053227,0.011044,0.0095764,0.0086151,0.0087253,0.011858
0.0020044,0.0057134,0.0058381,0.010848,0.0037704,0.0021473,0.0063838
0.031729,0.021003,0.019098,0.046075,0.019125,0.013184,0.022306
0.0050022,0.012578,0.010021,0.0028041,0.0054727,0.002693,0.007529
0.019453,0.01708,0.012632,0.0093132,0.0072118,0.017,0.014059
0.015004,0.0085054,0.0037791,0.0014209,0.0017347,0.0092878,0.0038168
0.033522,0.030898,0.023281,0.0061743,0.0097256,0.035377,0.044584
0.0060465,0.013745,0.0071314,0.0068199,0.00666,0.0068011,0.0079197
0.010168,0.011538,0.0077687,0.014627,0.010527,0.0073201,0.0074038
0.016195,0.01463,0.02017,0.023224,0.020781,0.012877,0.02087
0.0042372,0.0064813,0.0036424,0.0025399,0.0021574,0.0053859,0.013765
0.0086742,0.0047818,0.00076508,0.013373,0.0017115,0.0037173,0.0059906
3.7821e-07,0.00016213,0.0013961,0.00022466,0.0032391,9.4521e-05,0.0020403
0.0041004,0.0016425,0.0024877,0.0036133,0.0052242,0.0024586,0.00010234
0.0014062,0.00037522,0.00201,0.00032977,0.0044131,3.4573e-05,0.00061735
0.0044244,0.0013145,0.0025672,0.0034151,0.00062787,0.0038474,0.0029512
0.0016707,0.0014195,0.00098626,0.00048894,0.00057895,0.0022191,0.0033854
0.013628,0.0063871,0.0039418,0.012529,0.0057169,0.0061795,0.0014393
0.003439,0.0025323,0.0015356,0.0038126,0.0003767,0.0024569,0.0014404
0.0013232,0.0013188,0.0014567,0.0028924,0.00065018,0.00089307,0.0054991
0.0030802,0.0031093,0.004396,0.003966,0.007417,0.0038838,0.0028177
0.0050272,0.0015813,0.0018548,0.0050996,0.0039008,0.001348,0.0024358
0.0043976,0.0050042,0.0063484,0.0079585,0.0053471,0.0035935,0.0081093
0.00070342,0.0004432,9.4601e-05,0.0010625,0.00029943,0.0013986,0.00038524
0.0011794,0.0018716,0.0014761,0.0015564,0.0006134,0.0014494,0.00072599
0.0044602,0.0030506,0.0059553,0.0036375,0.0047083,0.0029959,0.0029176
0.0009501,0.00016638,0.00020454,0.0015354,0.00010707,0.00013713,0.0001715
2.9124e-05,0.00018691,0.00063059,1.2538e-05,0.00035844,0.00012443,0.00073176
0.00044085,0.00012469,0.00027343,0.0002244,0.00036996,0.00042361,0.00071528
0.0009614,0.00024329,0.00025592,0.0012106,3.0749e-05,0.00029251,0.00033123
0.00090435,0.00065303,3.8378e-05,0.0015744,0.00010567,0.00064979,5.8381e-05
3.3961e-05,5.3604e-05,3.1078e-05,0.00014652,0.00011418,4.4058e-05,0.00039488
0.00032615,2.3564e-05,9.2424e-05,0.00048576,7.0947e-05,3.5483e-05,0.00040453
0.00019496,0.00010607,6.1577e-05,0.0003392,0.00011459,0.00026598,9.7698e-05
0.00041627,9.1226e-05,0.00015595,0.00059888,9.6741e-06,0.00017276,0.00027193
0.00057285,2.8786e-05,7.0439e-06,0.00048892,5.1618e-05,0.00010902,0.0001725
0.00015462,0.00012582,3.5252e-05,0.00055714,4.6133e-05,5.8327e-05,7.4041e-05
0.00027597,7.2841e-05,8.5721e-05,0.00062568,7.0096e-06,0.00016103,9.5203e-05
0.00048575,0.00011989,4.8461e-05,0.00056672,1.0334e-05,0.00019789,3.2897e-05
0.00050984,0.00012104,3.4631e-05,0.00055901,4.3646e-05,0.00015306,0.00014117
0.00035314,4.9192e-05,8.7953e-06,0.00038927,3.808e-06,0.00017866,5.4753e-05
0.00012517,3.4327e-05,4.4954e-05,0.00051773,2.5404e-05,6.909e-05,0.00014249
0.00039343,0.00021432,1.7135e-05,0.00044073,5.8086e-07,0.00012046,5.7316e-05
0.0001979,6.8038e-05,2.5066e-05,0.00041031,6.9078e-06,0.00011643,8.5111e-05
0.00020308,0.000129,4.8181e-05,0.00042754,3.6196e-07,0.00014876,1.4983e-05
0.00018079,2.5496e-05,1.537e-05,0.00037071,2.4378e-05,2.617e-05,5.4106e-05
0.00021707,3.828e-05,3.6544e-05,0.00048194,5.9915e-06,9.4451e-05,0.00015258
0.00026768,0.00010339,2.1278e-05,0.00037635,7.6489e-06,9.2791e-05,5.6936e-06
0.00027247,7.7642e-05,1.0427e-05,0.00036874,1.2277e-05,0.0001623,2.4663e-05
0.00034223,9.5245e-05,4.3545e-05,0.00032999,6.5566e-06,6.4284e-05,3.0995e-05
0.00023864,7.5436e-05,2.9026e-05,0.00043265,4.8228e-06,0.00010055,1.7519e-05
0.00024868,6.5305e-05,2.8941e-05,0.00040501,2.0961e-05,0.00012772,8.774e-05
0.00031568,8.9286e-05,2.1216e-05,0.00032901,1.4691e-05,7.0067e-05,6.1553e-05
0.00036152,0.00018091,3.3683e-05,0.00040112,1.122e-05,0.00012526,4.4848e-05
0.00016072,2.8581e-05,1.1605e-05,0.00024982,3.0203e-06,7.1936e-05,5.1329e-06
