 1.000000 0.082615 0.051563 0.067407 0.051192 0.059167 0.051621 0.051317 0.054463 0.050566 0.060127 0.065369 0.050473 0.055388 0.049795 0.064430 0.051188 0.050966 0.063968 0.065210 0.050826
 0.082615 1.000000 0.052898 0.076969 0.051461 0.076361 0.052250 0.051294 0.059205 0.051048 0.077830 0.091605 0.051065 0.061327 0.050205 0.086535 0.050903 0.051171 0.084902 0.090895 0.050625
 0.051563 0.052898 1.000000 0.050197 0.063458 0.050619 0.065218 0.058774 0.051339 0.052659 0.051183 0.050863 0.057068 0.050973 0.054498 0.050637 0.062152 0.060195 0.050904 0.050987 0.056636
 0.067407 0.076969 0.050197 1.000000 0.050703 0.088139 0.050866 0.051183 0.068696 0.051319 0.082816 0.097384 0.051445 0.067833 0.050038 0.095897 0.050688 0.050388 0.088887 0.093227 0.050045
 0.051192 0.051461 0.063458 0.050703 1.000000 0.051237 0.063190 0.058906 0.050972 0.052722 0.051298 0.051367 0.054904 0.050965 0.053124 0.051331 0.058787 0.058261 0.051450 0.051211 0.055833
 0.059167 0.076361 0.050619 0.088139 0.051237 1.000000 0.053173 0.051885 0.061956 0.050707 0.096726 0.118087 0.050687 0.065076 0.051109 0.102677 0.051348 0.051495 0.094630 0.101974 0.051446
 0.051621 0.052250 0.065218 0.050866 0.063190 0.053173 1.000000 0.120815 0.051019 0.058473 0.053647 0.055854 0.111668 0.051922 0.063503 0.052560 0.162096 0.124827 0.051590 0.052271 0.081237
 0.051317 0.051294 0.058774 0.051183 0.058906 0.051885 0.120815 1.000000 0.050631 0.055179 0.051834 0.054601 0.087405 0.050970 0.056406 0.051391 0.084253 0.078624 0.050616 0.051761 0.062149
 0.054463 0.059205 0.051339 0.068696 0.050972 0.061956 0.051019 0.050631 1.000000 0.050677 0.070656 0.073940 0.050849 0.093098 0.051993 0.085241 0.051377 0.051049 0.073737 0.073428 0.051327
 0.050566 0.051048 0.052659 0.051319 0.052722 0.050707 0.058473 0.055179 0.050677 1.000000 0.050796 0.053598 0.076114 0.051314 0.059478 0.051169 0.063240 0.067998 0.051280 0.051006 0.058696
 0.060127 0.077830 0.051183 0.082816 0.051298 0.096726 0.053647 0.051834 0.070656 0.050796 1.000000 0.206181 0.051904 0.094002 0.052108 0.221692 0.054091 0.052617 0.137592 0.148297 0.052409
 0.065369 0.091605 0.050863 0.097384 0.051367 0.118087 0.055854 0.054601 0.073940 0.053598 0.206181 1.000000 0.058472 0.087888 0.052245 0.287364 0.056503 0.056983 0.196198 0.258101 0.054680
 0.050473 0.051065 0.057068 0.051445 0.054904 0.050687 0.111668 0.087405 0.050849 0.076114 0.051904 0.058472 1.000000 0.051398 0.059433 0.052090 0.129881 0.148799 0.050510 0.051204 0.076080
 0.055388 0.061327 0.050973 0.067833 0.050965 0.065076 0.051922 0.050970 0.093098 0.051314 0.094002 0.087888 0.051398 1.000000 0.054432 0.150176 0.056010 0.053530 0.097861 0.089235 0.054324
 0.049795 0.050205 0.054498 0.050038 0.053124 0.051109 0.063503 0.056406 0.051993 0.059478 0.052108 0.052245 0.059433 0.054432 1.000000 0.053558 0.080415 0.091214 0.052148 0.052772 0.097583
 0.064430 0.086535 0.050637 0.095897 0.051331 0.102677 0.052560 0.051391 0.085241 0.051169 0.221692 0.287364 0.052090 0.150176 0.053558 1.000000 0.056590 0.054607 0.293493 0.300404 0.055298
 0.051188 0.050903 0.062152 0.050688 0.058787 0.051348 0.162096 0.084253 0.051377 0.063240 0.054091 0.056503 0.129881 0.056010 0.080415 0.056590 1.000000 0.313613 0.052695 0.053377 0.147786
 0.050966 0.051171 0.060195 0.050388 0.058261 0.051495 0.124827 0.078624 0.051049 0.067998 0.052617 0.056983 0.148799 0.053530 0.091214 0.054607 0.313613 1.000000 0.052321 0.053594 0.173235
 0.063968 0.084902 0.050904 0.088887 0.051450 0.094630 0.051590 0.050616 0.073737 0.051280 0.137592 0.196198 0.050510 0.097861 0.052148 0.293493 0.052695 0.052321 1.000000 0.438090 0.055204
 0.065210 0.090895 0.050987 0.093227 0.051211 0.101974 0.052271 0.051761 0.073428 0.051006 0.148297 0.258101 0.051204 0.089235 0.052772 0.300404 0.053377 0.053594 0.438090 1.000000 0.057945
 0.050826 0.050625 0.056636 0.050045 0.055833 0.051446 0.081237 0.062149 0.051327 0.058696 0.052409 0.054680 0.076080 0.054324 0.097583 0.055298 0.147786 0.173235 0.055204 0.057945 1.000000

