col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,Indicator
1,0.061073,1,0.056753,0.053001,1,0.051269,0.052228,0.051694,1,0.050515,0.051807,0.053049,0.053339,1,0.050687,0.052262,0.048355,0.050899,0.057821,1,0.052998,0.051454,0.052668,0.053066,0.069748,0.068661,1,-
1,0.14818,1,0.080565,0.082549,1,0.055013,0.053617,0.085743,1,0.052389,0.050815,0.063407,0.060151,1,0.057275,0.056486,0.051803,0.053658,0.055976,1,0.053191,0.049923,0.059719,0.061597,0.082126,0.060544,1,-
1,0.16012,1,0.068127,0.068704,1,0.051225,0.052456,0.08723,1,0.050798,0.050796,0.089976,0.069503,1,0.064015,0.064645,0.051266,0.049675,0.062357,1,0.048041,0.050266,0.066185,0.064038,0.12762,0.062554,1,-
1,0.15425,1,0.058511,0.059794,1,0.052725,0.051858,0.064316,1,0.05387,0.051606,0.065358,0.087113,1,0.058471,0.060344,0.051119,0.051904,0.05747,1,0.051887,0.052603,0.059493,0.069891,0.15452,0.059958,1,-
1,0.15411,1,0.062978,0.064867,1,0.053689,0.054398,0.076047,1,0.054886,0.052548,0.06983,0.069116,1,0.060057,0.062323,0.052576,0.052446,0.064413,1,0.052293,0.050592,0.058933,0.058804,0.10805,0.061778,1,-
1,0.12072,1,0.057996,0.057007,1,0.050878,0.052823,0.069046,1,0.054234,0.053067,0.073989,0.087357,1,0.067822,0.074985,0.052919,0.05204,0.061331,1,0.053498,0.050045,0.06711,0.079942,0.16016,0.061247,1,-
1,0.171,1,0.065325,0.062279,1,0.052203,0.056175,0.096778,1,0.050231,0.050859,0.092942,0.081516,1,0.074544,0.069704,0.055106,0.054678,0.060928,1,0.052853,0.051075,0.081246,0.081401,0.12445,0.062335,1,-
1,0.26642,1,0.095229,0.088603,1,0.057187,0.057671,0.067234,1,0.051563,0.052344,0.080925,0.055703,1,0.062613,0.064518,0.051902,0.052674,0.062757,1,0.051796,0.051692,0.065367,0.055985,0.13024,0.063932,1,-
1,0.15469,1,0.063104,0.062453,1,0.05326,0.055165,0.099975,1,0.052084,0.051668,0.090456,0.087844,1,0.065782,0.070032,0.050584,0.049536,0.056905,1,0.052397,0.053771,0.074145,0.078883,0.14488,0.059645,1,-
1,0.19933,1,0.061371,0.064236,1,0.05273,0.055112,0.078283,1,0.053729,0.053464,0.071927,0.068547,1,0.068558,0.070682,0.049883,0.053159,0.064175,1,0.052485,0.053483,0.071794,0.068719,0.10977,0.06932,1,-
1,0.232,1,0.11455,0.11639,1,0.058519,0.05919,0.089623,1,0.05531,0.054608,0.08392,0.08877,1,0.061969,0.061589,0.058216,0.056871,0.069813,1,0.053499,0.051245,0.073701,0.076991,0.16631,0.069602,1,-
1,0.23673,1,0.070856,0.075453,1,0.056623,0.057406,0.061222,1,0.05724,0.057927,0.074418,0.071262,1,0.054827,0.05528,0.049929,0.052474,0.064631,1,0.050341,0.051789,0.057278,0.059476,0.13071,0.064431,1,-
1,0.2073,1,0.09042,0.090815,1,0.054329,0.055617,0.099172,1,0.059014,0.056348,0.096596,0.090328,1,0.062505,0.063823,0.055178,0.052787,0.071054,1,0.054667,0.055292,0.088584,0.087448,0.23882,0.070766,1,+
1,0.4124,1,0.080717,0.075857,1,0.058502,0.059921,0.078606,1,0.05169,0.053347,0.063345,0.061214,1,0.06125,0.064343,0.050869,0.050955,0.068057,1,0.05365,0.055759,0.059447,0.056202,0.14495,0.074267,1,+
1,0.22101,1,0.096696,0.092465,1,0.055055,0.05593,0.080281,1,0.057159,0.055063,0.092027,0.095223,1,0.060212,0.063889,0.05283,0.053505,0.0549,1,0.050291,0.050183,0.072636,0.081085,0.13117,0.055953,1,+
