instance code,patient num,instance num,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,e50,e51,e52,e53,e54,e55,e56,e57,e58,e59,e60,e61,e62,e63,e64,e65,e66,e67,e68,e69,e70,e71,e72,e73,e74,e75,e76,e77,e78,e79,e80,e81,e82,e83,e84,e85,e86,e87,e88,e89,e90,e91,e92,e93,e94,e95,e96,e97,e98,e99,e100,e101,e102,e103,e104,e105,e106,e107,e108,e109,e110,e111,e112,e113,e114,e115,e116,e117,e118,e119,e120,e121,e122,e123,e124,e125,e126,class
AD50not_06,10,10,3.688172043,3.688172043,4.23655914,3.688172043,3.247311828,3.247311828,6.935483871,6.935483871,6.935483871,3.731182796,7.462365591,7.021505376,3.688172043,4.47311828,3.731182796,8.52688172,7.064516129,7.23655914,8.150537634,3.279569892,6.376344086,7.23655914,8.430107527,8.430107527,8.172043011,8.795698925,8.172043011,8.47311828,8.795698925,8.795698925,3.688172043,3.247311828,6.935483871,3.602150538,6.935483871,3.247311828,6.935483871,6.935483871,3.731182796,7.462365591,7.021505376,5.311827957,3.731182796,8.52688172,7.064516129,7.23655914,3.279569892,3.279569892,6.956989247,8.430107527,8.172043011,8.795698925,7.23655914,8.430107527,8.795698925,8.172043011,3.688172043,7.580645161,3.978494624,7.064516129,7.23655914,8.795698925,3.688172043,8.795698925,7.612903226,8.795698925,6.956989247,8.795698925,7.612903226,7.580645161,3.247311828,3.247311828,3.247311828,6.935483871,3.247311828,7.462365591,6.935483871,5.311827957,3.731182796,8.52688172,8.52688172,7.23655914,7.23655914,3.279569892,6.376344086,7.23655914,7.23655914,8.172043011,6.064516129,8.430107527,8.172043011,7.612903226,8.795698925,8.795698925,3.247311828,3.247311828,6.935483871,6.935483871,6.935483871,3.247311828,7.462365591,6.935483871,3.688172043,7.860215054,3.731182796,7.462365591,7.064516129,7.580645161,3.978494624,3.731182796,3.580645161,7.064516129,7.741935484,8.430107527,3.279569892,8.795698925,6.956989247,7.23655914,8.172043011,8.795698925,7.612903226,8.47311828,8.795698925,8.795698925,8.795698925,8.795698925,1
AD50not_03,11,11,4.301075269,4.924731183,5.709677419,4.301075269,4.301075269,5.709677419,5.709677419,5.494623656,4.301075269,5.709677419,5.150537634,5.677419355,5.774193548,4.849462366,5.430107527,5.956989247,5.967741935,6.193548387,6.096774194,5.956989247,5.956989247,5.774193548,6.225806452,5.537634409,5.021505376,4.860215054,5.021505376,5.139784946,5.139784946,5.139784946,4.301075269,4.301075269,5.709677419,5.709677419,4.301075269,5.709677419,5.709677419,5.709677419,4.301075269,5.430107527,5.709677419,5.774193548,5.430107527,5.462365591,5.967741935,6.193548387,6.096774194,5.956989247,5.774193548,6.096774194,5.956989247,4.860215054,6.225806452,5.021505376,5.537634409,5.537634409,3.580645161,5.677419355,5.774193548,5.35483871,5.139784946,4.860215054,3.580645161,5.35483871,5.774193548,5.967741935,5.774193548,4.860215054,5.774193548,5.860215054,5.709677419,5.709677419,5.709677419,4.301075269,4.301075269,5.709677419,5.677419355,6.129032258,5.709677419,5.462365591,5.677419355,6.193548387,4.849462366,5.956989247,5.956989247,6.193548387,6.096774194,5.956989247,6.483870968,5.537634409,6.096774194,5.774193548,5.139784946,4.860215054,4.301075269,5.709677419,4.301075269,5.709677419,4.301075269,5.709677419,5.709677419,5.494623656,3.580645161,5.774193548,5.430107527,5.150537634,5.677419355,5.967741935,5.774193548,5.430107527,5.462365591,5.967741935,5.774193548,6.096774194,5.956989247,5.967741935,5.774193548,6.225806452,5.537634409,4.860215054,5.139784946,4.569892473,5.139784946,4.860215054,5.139784946,5.139784946,1
AD50not_23,12,12,3.182795699,3.182795699,3.182795699,5.129032258,4.193548387,4.193548387,4.193548387,4.344086022,4.387096774,4.193548387,4.193548387,3.279569892,3.032258065,3.967741935,4.709677419,4.419354839,3.989247312,4.387096774,3.129032258,4.258064516,4.430107527,3.322580645,5.913978495,6.365591398,3.913978495,4.430107527,3.913978495,3.913978495,3.913978495,4.430107527,3.182795699,4.193548387,4.344086022,4.344086022,5.129032258,4.193548387,4.193548387,4.344086022,4.193548387,4.290322581,4.193548387,4.387096774,3.129032258,4.419354839,4.430107527,5.537634409,4.709677419,7.612903226,5.913978495,6.365591398,3.913978495,3.913978495,5.913978495,5.913978495,3.913978495,3.913978495,4.333333333,3.989247312,4.333333333,4.430107527,5.913978495,4.430107527,3.032258065,3.989247312,6.268817204,4.430107527,3.322580645,4.430107527,3.47311828,4.430107527,4.193548387,4.193548387,4.193548387,5.129032258,4.193548387,4.193548387,4.193548387,5.129032258,4.193548387,4.193548387,4.419354839,4.387096774,5.290322581,4.419354839,6.64516129,5.290322581,5.290322581,6.64516129,3.913978495,6.365591398,3.913978495,3.47311828,3.483870968,5.827956989,3.182795699,3.182795699,3.225806452,4.344086022,5.129032258,4.193548387,4.290322581,4.344086022,3.032258065,4.333333333,3.129032258,4.193548387,7.086021505,3.989247312,4.333333333,3.129032258,4.709677419,4.430107527,3.322580645,6.365591398,4.258064516,4.430107527,3.322580645,5.913978495,3.913978495,4.430107527,4.666666667,3.913978495,3.913978495,4.430107527,4.666666667,3.913978495,1
AD50not_26,13,13,4.462365591,3.677419355,3.677419355,3.47311828,8.430107527,8.731182796,3.677419355,3.677419355,3.279569892,8.655913978,8.655913978,9.655913978,8.225806452,7.032258065,7.258064516,8.731182796,3.505376344,8.817204301,8.709677419,7.623655914,9.408602151,8.817204301,8.47311828,9.440860215,9.408602151,8.096774194,9.924731183,8.817204301,8.096774194,8.096774194,3.440860215,8.430107527,3.677419355,3.677419355,3.440860215,8.430107527,8.731182796,3.677419355,8.430107527,8.655913978,8.731182796,3.279569892,8.430107527,8.731182796,9.655913978,7.838709677,8.709677419,9.806451613,9.677419355,6.827956989,9.440860215,9.924731183,8.817204301,9.677419355,9.924731183,9.924731183,3.440860215,3.23655914,8.817204301,8.096774194,8.817204301,8.096774194,3.279569892,3.247311828,8.817204301,8.096774194,8.817204301,8.096774194,8.817204301,8.096774194,8.430107527,8.731182796,8.731182796,3.440860215,8.430107527,8.451612903,3.23655914,3.279569892,8.430107527,8.655913978,9.655913978,4.419354839,9.989247312,9.989247312,9.655913978,8.47311828,9.88172043,9.806451613,9.924731183,9.408602151,9.440860215,8.817204301,8.096774194,8.096774194,8.731182796,3.677419355,3.440860215,3.677419355,3.47311828,9.892473118,8.655913978,3.23655914,3.279569892,3.279569892,8.655913978,8.655913978,3.010752688,4.76344086,3.279569892,7.623655914,9.989247312,7.774193548,8.817204301,9.440860215,6.870967742,8.096774194,8.817204301,9.677419355,9.408602151,8.096774194,8.817204301,8.817204301,8.096774194,8.096774194,8.817204301,8.096774194,1
AD50not_18,14,14,7.462365591,7.462365591,7.462365591,7.462365591,7.860215054,6.860215054,7.462365591,7.462365591,6.967741935,7.784946237,7.247311828,7.010752688,6.967741935,7.784946237,7.784946237,7.247311828,8.387096774,7.870967742,7.784946237,7.580645161,7.010752688,7.35483871,7.870967742,7.311827957,7.537634409,7.505376344,7.903225806,7.870967742,7.35483871,8.698924731,7.462365591,7.462365591,7.462365591,7.462365591,7.462365591,6.860215054,6.860215054,7.462365591,7.784946237,6.860215054,7.247311828,6.967741935,7.784946237,7.247311828,7.010752688,7.870967742,8.440860215,7.580645161,7.870967742,7.870967742,7.311827957,7.311827957,7.870967742,7.870967742,7.311827957,7.311827957,6.967741935,7.010752688,7.870967742,8.387096774,7.35483871,7.311827957,6.967741935,7.462365591,7.35483871,7.010752688,7.35483871,7.795698925,7.35483871,7.010752688,6.860215054,7.462365591,6.860215054,6.967741935,7.784946237,7.247311828,7.247311828,6.967741935,7.784946237,7.247311828,7.010752688,7.870967742,7.784946237,7.580645161,7.010752688,7.870967742,7.870967742,7.580645161,8.720430108,7.870967742,7.311827957,7.35483871,8.698924731,8.698924731,7.462365591,7.462365591,7.462365591,7.462365591,6.967741935,6.860215054,6.860215054,7.462365591,6.967741935,6.967741935,7.784946237,7.247311828,7.010752688,7.193548387,7.602150538,3.35483871,7.247311828,8.387096774,7.870967742,7.311827957,7.311827957,7.505376344,7.35483871,7.870967742,7.311827957,7.505376344,7.35483871,7.870967742,7.311827957,8.698924731,7.35483871,7.35483871,1
AD50not_32,15,15,9.827956989,9.827956989,9.827956989,9.096774194,7.483870968,7.483870968,7.634408602,7.634408602,9.365591398,7.483870968,7.634408602,7.634408602,7.387096774,7.967741935,7.634408602,7.634408602,7.989247312,7.440860215,8.903225806,7.559139785,7.774193548,7.666666667,8.903225806,9.709677419,9.709677419,7.774193548,9.709677419,9.709677419,9.709677419,9.709677419,9.096774194,9.827956989,7.634408602,9.064516129,9.096774194,7.483870968,7.634408602,7.634408602,6.849462366,7.483870968,7.634408602,7.795698925,7.483870968,7.634408602,7.623655914,8.903225806,7.559139785,7.623655914,7.677419355,8.903225806,9.709677419,9.602150538,9.709677419,9.709677419,9.709677419,9.709677419,7.387096774,7.666666667,7.666666667,7.774193548,7.677419355,9.709677419,7.387096774,7.666666667,7.666666667,7.774193548,7.677419355,7.677419355,7.666666667,7.774193548,7.483870968,9.827956989,7.634408602,9.096774194,7.483870968,7.634408602,7.634408602,7.795698925,7.483870968,7.634408602,7.634408602,7.795698925,8.903225806,7.634408602,7.623655914,8.903225806,8.903225806,9.709677419,9.602150538,9.709677419,9.709677419,7.677419355,7.677419355,7.161290323,9.827956989,9.827956989,9.096774194,7.634408602,9.096774194,7.483870968,7.634408602,7.634408602,7.387096774,7.387096774,7.483870968,7.634408602,7.989247312,7.666666667,7.666666667,7.559139785,7.559139785,7.774193548,7.666666667,9.709677419,9.709677419,7.774193548,7.666666667,8.903225806,9.709677419,7.677419355,7.677419355,9.709677419,9.709677419,7.677419355,7.677419355,7.677419355,1
AD50not_02,16,16,3.430107527,6.892473118,3.430107527,7.612903226,7.612903226,7.612903226,7.483870968,7.483870968,7.612903226,7.612903226,7.720430108,7.483870968,6.010752688,7.612903226,3.817204301,7.344086022,6.935483871,6.010752688,8.290322581,7.344086022,7.892473118,6.010752688,6.010752688,8.290322581,7.892473118,7.892473118,6.849462366,7.537634409,7.709677419,7.892473118,7.612903226,7.612903226,7.612903226,3.096774194,7.612903226,7.612903226,7.612903226,7.483870968,7.612903226,7.612903226,7.720430108,7.612903226,7.419354839,7.720430108,7.344086022,6.172043011,7.967741935,7.344086022,6.010752688,8.290322581,8.021505376,7.892473118,7.924731183,7.924731183,7.892473118,7.892473118,7.612903226,7.365591398,6.559139785,6.935483871,6.010752688,7.892473118,7.075268817,7.892473118,6.010752688,7.892473118,6.010752688,7.892473118,6.010752688,7.892473118,7.612903226,7.612903226,7.612903226,7.612903226,7.612903226,7.483870968,7.483870968,7.612903226,7.612903226,7.720430108,7.344086022,6.010752688,7.419354839,7.344086022,7.344086022,6.010752688,6.172043011,8.021505376,7.892473118,6.010752688,8.021505376,7.537634409,7.709677419,7.892473118,7.612903226,6.892473118,7.612903226,7.483870968,7.612903226,7.612903226,7.612903226,7.483870968,7.075268817,7.612903226,7.612903226,3.817204301,7.365591398,7.365591398,6.010752688,7.419354839,3.817204301,6.935483871,6.010752688,8.290322581,8.021505376,7.892473118,6.010752688,7.924731183,7.892473118,7.892473118,7.537634409,7.924731183,7.053763441,7.892473118,7.537634409,7.709677419,1
AD50not_30,17,17,3.516129032,3.516129032,3.516129032,8.215053763,3.516129032,3.774193548,8.182795699,8.182795699,9.602150538,9.741935484,9.494623656,9.494623656,8.569892473,8.677419355,9.741935484,9.494623656,9.827956989,9.967741935,9.139784946,8.505376344,8.64516129,9.47311828,9.47311828,8.505376344,8.64516129,8.64516129,9.731182796,9.731182796,9.731182796,8.64516129,3.516129032,3.774193548,3.430107527,9.494623656,3.290322581,3.774193548,3.774193548,9.494623656,8.677419355,9.741935484,9.741935484,8.677419355,9.741935484,9.741935484,9.516129032,9.967741935,9.741935484,9.516129032,9.47311828,9.967741935,8.505376344,8.64516129,9.47311828,9.47311828,8.64516129,8.64516129,8.215053763,9.494623656,8.430107527,9.774193548,9.47311828,8.64516129,8.215053763,9.548387097,8.430107527,8.64516129,9.47311828,8.64516129,9.978494624,8.64516129,3.774193548,3.774193548,3.774193548,8.677419355,3.290322581,9.494623656,9.494623656,8.677419355,8.677419355,9.741935484,9.494623656,9.139784946,8.677419355,9.741935484,9.516129032,9.967741935,9.967741935,8.505376344,8.64516129,9.47311828,8.505376344,9.731182796,9.731182796,3.043010753,3.516129032,3.516129032,3.516129032,3.430107527,8.215053763,3.774193548,9.494623656,8.182795699,8.569892473,8.569892473,9.741935484,9.741935484,9.827956989,9.494623656,8.677419355,9.741935484,9.741935484,8.64516129,9.47311828,9.139784946,8.505376344,8.64516129,9.47311828,9.47311828,8.64516129,8.64516129,9.731182796,9.731182796,9.731182796,9.301075269,9.731182796,9.731182796,1
AD50not_27,18,18,7.870967742,7.870967742,7.870967742,7.870967742,7.924731183,7.924731183,7.870967742,8.075268817,7.11827957,7.924731183,7.860215054,8.075268817,6.440860215,6.838709677,6.956989247,6.892473118,6.989247312,6.741935484,6.838709677,6.956989247,7.838709677,7.720430108,7.720430108,7.537634409,7.838709677,7.838709677,7.838709677,7.720430108,7.720430108,7.838709677,7.870967742,7.870967742,7.870967742,7.870967742,6.677419355,7.924731183,7.870967742,7.870967742,7.043010753,7.860215054,7.086021505,6.440860215,7.043010753,6.430107527,6.989247312,7.709677419,6.956989247,7.666666667,6.741935484,7.537634409,7.419354839,7.838709677,7.720430108,7.720430108,7.838709677,7.838709677,7.870967742,7.870967742,6.440860215,7.838709677,7.720430108,7.838709677,7.870967742,7.548387097,7.301075269,8.032258065,7.720430108,8.032258065,7.301075269,8.032258065,7.870967742,7.870967742,7.870967742,7.924731183,7.924731183,7.870967742,7.870967742,7.860215054,7.043010753,6.430107527,8.075268817,7.709677419,6.838709677,6.430107527,7.129032258,6.741935484,7.709677419,7.666666667,7.838709677,7.537634409,7.838709677,7.720430108,8.032258065,8.032258065,7.870967742,7.870967742,7.924731183,7.870967742,7.870967742,7.924731183,7.924731183,8.075268817,7.870967742,6.440860215,7.860215054,7.860215054,6.989247312,7.548387097,6.440860215,6.838709677,6.956989247,6.989247312,6.741935484,7.537634409,7.537634409,7.838709677,7.720430108,7.720430108,7.838709677,8.032258065,7.720430108,7.720430108,7.838709677,7.838709677,7.720430108,7.838709677,1
AD50not_24,19,19,3.322580645,3.322580645,4,3.655913978,9.301075269,9.913978495,9.913978495,3.322580645,3.698924731,3.52688172,9.913978495,9.913978495,3.698924731,6.655913978,3,6.494623656,3.204301075,7.258064516,3,3.784946237,5.225806452,6.258064516,7.258064516,5.623655914,5.494623656,6.301075269,6.193548387,6.301075269,5.741935484,5.741935484,9.774193548,9.774193548,4,4,9.301075269,7.021505376,9.913978495,4,9.301075269,4,4,3.698924731,3,3,3.204301075,7.258064516,3,9.795698925,7.258064516,9.989247312,9.989247312,6.193548387,7.258064516,7.258064516,9.989247312,5.494623656,7.978494624,9.322580645,7.258064516,5.494623656,6.258064516,5.741935484,3.698924731,9.322580645,6.258064516,3.139784946,6.301075269,6.301075269,7.107526882,6.301075269,4.569892473,4,9.913978495,9.301075269,9.301075269,9.913978495,9.913978495,3.698924731,3,9.913978495,6.494623656,7.258064516,3.161290323,6.494623656,3.193548387,7.258064516,5.623655914,9.989247312,9.989247312,6.666666667,9.989247312,6.301075269,6.946236559,6.946236559,6.88172043,4,9.301075269,4,9.301075269,7.021505376,4.569892473,3.967741935,3.698924731,3.698924731,3,3,3.204301075,9.322580645,7.258064516,3,6.494623656,9.064516129,7.258064516,5.623655914,9.989247312,6.301075269,6.258064516,7.258064516,9.989247312,6.301075269,6.301075269,5.741935484,5.741935484,6.301075269,6.946236559,6.301075269,1
AD50not_28,20,20,3.47311828,3.47311828,3.505376344,3.161290323,6.623655914,4.172043011,3.193548387,4.935483871,4.559139785,7.774193548,6.161290323,9.408602151,9.612903226,8.698924731,6.161290323,7.784946237,3.698924731,8.698924731,4.548387097,4.548387097,7.569892473,7.752688172,3.946236559,3.956989247,7.419354839,8.247311828,8.494623656,4,4,3.946236559,3.47311828,4.172043011,3.505376344,3.225806452,6.623655914,4.172043011,6.161290323,3.505376344,4.559139785,6.161290323,7.784946237,8.698924731,6.161290323,6.161290323,3.698924731,4.64516129,4.548387097,9.376344086,7.752688172,3.956989247,7.817204301,8.107526882,7.752688172,8.494623656,7.419354839,8.107526882,4.559139785,3.849462366,7.752688172,7.677419355,7.752688172,8.107526882,4.150537634,3.225806452,7.752688172,7.677419355,7.752688172,8.247311828,7.752688172,7.677419355,4.193548387,3.784946237,7.35483871,4.559139785,7.774193548,7.698924731,3.344086022,5.602150538,4.709677419,7.698924731,3.849462366,3.774193548,9.462365591,9.376344086,9.172043011,7.752688172,8.698924731,4.537634409,9.172043011,8.494623656,8.494623656,7.752688172,3.946236559,4,3.47311828,3.505376344,4.204301075,3.139784946,5.602150538,4.172043011,6.161290323,3.225806452,4.838709677,4.559139785,6.161290323,6.161290323,9.408602151,3.086021505,8.709677419,4.655913978,4.548387097,3.698924731,7.752688172,4.548387097,4.655913978,8.107526882,7.752688172,7.752688172,7.419354839,8.247311828,7.752688172,3.946236559,4,4,4,4,1
AD50not_01,21,21,7.612903226,8.913978495,6.397849462,7.612903226,3.107526882,8.677419355,9.655913978,5.612903226,7.612903226,8.688172043,9.655913978,9.655913978,8.451612903,8.838709677,9.655913978,9.655913978,5.612903226,7.913978495,9.655913978,9.655913978,9.655913978,8.494623656,9.47311828,9.655913978,9.655913978,8.580645161,9.655913978,9.064516129,8.774193548,8.623655914,3.290322581,3.107526882,5.35483871,6.397849462,7.612903226,3.107526882,9.462365591,5.35483871,8.838709677,9.462365591,9.655913978,6.204301075,8.688172043,9.655913978,5.612903226,9.47311828,9.655913978,9.655913978,9.47311828,9.655913978,9.655913978,9.655913978,9.946236559,9.47311828,9.655913978,6.086021505,7.612903226,5.612903226,6.204301075,5.612903226,9.946236559,8.150537634,8.11827957,8.580645161,9.225806452,8.580645161,9.946236559,8.580645161,9.225806452,7.247311828,3.107526882,6.397849462,6.397849462,7.612903226,3.107526882,9.655913978,9.655913978,8.838709677,8.838709677,9.655913978,9.655913978,6.612903226,8.838709677,9.655913978,9.655913978,9.591397849,9.47311828,9.655913978,9.655913978,9.655913978,9.655913978,9.225806452,8.774193548,8.580645161,3.107526882,6.397849462,3.107526882,6.397849462,7.612903226,6.397849462,9.462365591,5.612903226,8.11827957,7.612903226,8.688172043,9.602150538,5.612903226,5.612903226,7.569892473,9.344086022,9.655913978,5.612903226,8.494623656,9.655913978,9.655913978,8.580645161,9.225806452,9.47311828,9.655913978,8.580645161,9.064516129,9.064516129,8.623655914,8.580645161,9.225806452,8.774193548,1
AD50not_15,22,22,5.795698925,3.107526882,3.569892473,5.795698925,4.827956989,4.827956989,7.182795699,7.193548387,5.795698925,4.827956989,7.086021505,7.279569892,7.365591398,6.064516129,5.462365591,7.075268817,7.88172043,7.365591398,4.978494624,6.827956989,7.88172043,8.086021505,6.494623656,6.827956989,6.827956989,7.88172043,6.827956989,6.172043011,3.946236559,3.290322581,5.795698925,7.612903226,7.47311828,7.193548387,5.795698925,4.827956989,7.612903226,7.193548387,4.827956989,7.612903226,6.602150538,7.365591398,4.978494624,9.387096774,4.322580645,7.806451613,4.978494624,6.827956989,6.494623656,6.967741935,6.827956989,6.827956989,6.494623656,6.172043011,6.827956989,6.827956989,7.365591398,7.279569892,7.301075269,7.88172043,8.086021505,7.88172043,7.365591398,7.279569892,7.301075269,7.88172043,8.086021505,7.88172043,7.301075269,7.88172043,7.612903226,7.086021505,7.086021505,7.612903226,4.827956989,7.247311828,7.483870968,6.064516129,8.47311828,9.387096774,7.279569892,7.806451613,3.322580645,6.827956989,8.440860215,6.494623656,4.978494624,6.827956989,6.827956989,6.172043011,6.827956989,3.139784946,4.784946237,5.215053763,3.107526882,3.569892473,5.795698925,3.23655914,5.795698925,4.827956989,7.612903226,7.279569892,7.365591398,7.365591398,8.47311828,5.462365591,7.279569892,7.52688172,7.365591398,4.978494624,6.827956989,7.88172043,7.365591398,4.978494624,6.827956989,7.88172043,8.086021505,6.172043011,6.827956989,7.88172043,4.258064516,6.172043011,3.344086022,7.88172043,4.258064516,4.258064516,1
AD50not_21,23,23,3.892473118,3.892473118,3.892473118,3.290322581,3.892473118,6.225806452,6.225806452,4.849462366,8.741935484,8.741935484,6.225806452,9.451612903,4.666666667,8.741935484,8.741935484,4.301075269,9.451612903,4.666666667,5.139784946,4.774193548,4.774193548,9.655913978,5.35483871,4.698924731,4.774193548,4.505376344,4.698924731,5.419354839,5.419354839,8.096774194,3.892473118,3.892473118,3.892473118,3.892473118,3.11827957,8.741935484,6.225806452,4.279569892,8.741935484,8.741935484,3.096774194,5.010752688,8.741935484,4.774193548,4.301075269,5.139784946,4.774193548,4.774193548,4.666666667,8.344086022,4.967741935,4.505376344,5.35483871,4.666666667,4.774193548,4.505376344,9.88172043,9.451612903,9.655913978,8.451612903,5.35483871,4.505376344,4.913978495,9.451612903,9.655913978,8.451612903,3.666666667,4.505376344,9.655913978,8.451612903,8.741935484,3.892473118,6.225806452,8.741935484,8.741935484,6.225806452,6.225806452,8.741935484,8.741935484,6.225806452,4.301075269,4.989247312,5.139784946,4.774193548,4.827956989,8.806451613,5.139784946,4.774193548,4.774193548,5.52688172,4.967741935,3.408602151,8.451612903,5.419354839,3.892473118,3.892473118,3.892473118,6.225806452,3.290322581,6.225806452,6.225806452,9.451612903,9.88172043,9.107526882,6.225806452,8.741935484,9.451612903,9.451612903,4.666666667,4.967741935,4.774193548,4.892473118,8.774193548,5.139784946,4.774193548,9.301075269,6.580645161,4.666666667,4.774193548,4.505376344,3.666666667,5.419354839,5.419354839,8.096774194,5.419354839,6.451612903,1
AD50not_25,24,24,4.075268817,6.161290323,6.161290323,3.053763441,3.935483871,6.161290323,6.161290323,3.043010753,8.548387097,8.64516129,6.161290323,4,8.182795699,8.559139785,8.64516129,8.150537634,4.161290323,8.182795699,8.494623656,8.150537634,7.752688172,8.182795699,9.784946237,9.161290323,8.827956989,8.365591398,8.827956989,8.827956989,8.827956989,8.827956989,4.258064516,3.010752688,6.161290323,4,3.010752688,6.161290323,6.161290323,3.032258065,8.64516129,6.161290323,9.892473118,8.182795699,8.430107527,8.64516129,8.150537634,8.376344086,8.23655914,8.817204301,9.784946237,9.784946237,9.161290323,8.827956989,8.827956989,8.827956989,8.827956989,8.827956989,8.182795699,3.043010753,8.182795699,7.752688172,8.827956989,8.365591398,8.838709677,4.010752688,8.182795699,8.838709677,8.741935484,8.365591398,9.032258065,8.741935484,4.075268817,6.161290323,6.161290323,8.64516129,8.64516129,6.161290323,6.161290323,8.548387097,8.430107527,7.720430108,9.892473118,7.774193548,8.430107527,8.150537634,8.150537634,9.784946237,9.784946237,8.150537634,7.752688172,8.827956989,8.827956989,8.741935484,8.827956989,8.365591398,6.161290323,6.161290323,3.010752688,3.032258065,8.182795699,6.161290323,6.161290323,3.47311828,8.182795699,8.182795699,8.64516129,6.161290323,3.516129032,3.258064516,8.182795699,8.150537634,8.23655914,3.516129032,8.182795699,8.494623656,8.23655914,7.752688172,8.741935484,8.827956989,8.827956989,8.365591398,8.827956989,8.827956989,8.827956989,8.827956989,8.827956989,8.827956989,1
AD50not_08,25,25,3.344086022,3.344086022,3.344086022,8.301075269,8.301075269,7.967741935,3.075268817,7.655913978,8.301075269,6.505376344,6.150537634,3.075268817,6.688172043,5.731182796,7.451612903,7.494623656,8.569892473,7.849462366,8.602150538,7.494623656,7.494623656,6.860215054,7.849462366,9,9,8.569892473,8.88172043,6.860215054,8.88172043,8.88172043,3.344086022,5.268817204,3.344086022,3.376344086,8.301075269,7.967741935,8.376344086,3.075268817,8.301075269,8.376344086,6.505376344,8.086021505,7.946236559,6.150537634,8.139784946,7.849462366,7.494623656,7.494623656,8.88172043,8.88172043,8.88172043,9,8.88172043,8.88172043,9,9,8.741935484,7.655913978,6.860215054,8.569892473,8.88172043,9,8.301075269,8.569892473,6.860215054,8.569892473,8.795698925,8.161290323,6.860215054,8.494623656,3.344086022,3.344086022,3.344086022,8.301075269,8.301075269,9.225806452,3.075268817,8.301075269,8.301075269,6.505376344,6.505376344,7.849462366,7.946236559,6.150537634,7.494623656,7.849462366,7.849462366,7.494623656,9,9,9,6.860215054,6.688172043,8.161290323,3.344086022,3.344086022,8.301075269,3.075268817,8.301075269,8.376344086,8.376344086,7.655913978,8.741935484,7.129032258,6.505376344,8.376344086,7.655913978,9.322580645,8.086021505,7.946236559,7.494623656,8.569892473,6.860215054,8.88172043,9,8.569892473,6.860215054,8.795698925,9,8.569892473,6.860215054,6.860215054,8.88172043,8.161290323,6.688172043,6.688172043,1
AD50not_19,26,26,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,3.602150538,9.623655914,9.64516129,9.64516129,7.924731183,9.655913978,9.655913978,8.161290323,7.838709677,9.602150538,9.655913978,9.731182796,9.580645161,9.602150538,9.731182796,9.602150538,9.602150538,9.602150538,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,7.698924731,9.64516129,9.64516129,9.64516129,9.655913978,8.161290323,9.580645161,9.655913978,9.655913978,9.580645161,9.602150538,9.602150538,9.655913978,9.602150538,9.602150538,3.741935484,9.64516129,9.698924731,7.946236559,9.602150538,9.602150538,3.741935484,6.666666667,9.602150538,7.946236559,9.602150538,9.602150538,9.602150538,9.602150538,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.623655914,9.64516129,9.64516129,9.64516129,9.655913978,9.623655914,9.64516129,7.838709677,9.655913978,9.655913978,9.580645161,9.580645161,9.731182796,9.731182796,4.11827957,4.11827957,9.602150538,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,9.64516129,3.741935484,3.741935484,9.64516129,9.64516129,9.64516129,7.924731183,9.655913978,9.795698925,9.64516129,7.924731183,9.602150538,9.655913978,8.161290323,7.946236559,9.602150538,9.655913978,9.602150538,9.602150538,4.11827957,9.602150538,9.602150538,9.602150538,4.11827957,9.602150538,1
