col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,Indicator
1,0.060928,1,0.05315,0.051451,1,0.05445,0.066461,0.053821,1,0.054847,0.066195,0.054785,0.084338,1,0.054409,0.054048,0.053049,0.058411,0.060738,1,0.051041,0.054852,0.048355,0.064263,0.064936,0.057821,1,-
1,0.085151,1,0.13107,0.11271,1,0.052286,0.093464,0.067336,1,0.050406,0.073833,0.062028,0.13478,1,0.054355,0.056285,0.063407,0.067698,0.065253,1,0.055921,0.058198,0.051803,0.066598,0.068181,0.055976,1,-
1,0.065611,1,0.21824,0.070024,1,0.05316,0.13215,0.059468,1,0.052021,0.0925,0.055378,0.10896,1,0.080952,0.05189,0.089976,0.056743,0.057586,1,0.048016,0.07152,0.051266,0.080718,0.088347,0.062357,1,-
1,0.057701,1,0.091842,0.055786,1,0.05711,0.085202,0.052793,1,0.057835,0.075928,0.053119,0.12737,1,0.062404,0.053403,0.065358,0.063248,0.062933,1,0.05329,0.053361,0.051119,0.067988,0.071882,0.05747,1,-
1,0.064036,1,0.10486,0.067805,1,0.051819,0.069376,0.054,1,0.050754,0.084383,0.059054,0.080259,1,0.060446,0.057178,0.06983,0.056646,0.062748,1,0.051162,0.067422,0.052576,0.066568,0.090442,0.064413,1,-
1,0.058993,1,0.08933,0.061092,1,0.0553,0.10827,0.058195,1,0.054575,0.096195,0.056574,0.20741,1,0.083953,0.056457,0.073989,0.060837,0.062259,1,0.052216,0.071967,0.052919,0.11287,0.11877,0.061331,1,-
1,0.063196,1,0.16154,0.069254,1,0.05729,0.13294,0.063565,1,0.053861,0.1017,0.060924,0.14073,1,0.080348,0.054362,0.092942,0.06331,0.062683,1,0.050861,0.084943,0.055106,0.10834,0.097973,0.060928,1,-
1,0.089059,1,0.23889,0.10388,1,0.059745,0.11891,0.066116,1,0.058386,0.10859,0.064442,0.18722,1,0.065408,0.057125,0.080925,0.07599,0.077978,1,0.053864,0.067978,0.051902,0.089527,0.10241,0.062757,1,-
1,0.060829,1,0.14861,0.0592,1,0.054626,0.10922,0.056374,1,0.055108,0.10396,0.056045,0.11607,1,0.081515,0.051235,0.090456,0.054043,0.049931,1,0.051952,0.068074,0.050584,0.08722,0.10201,0.056905,1,-
1,0.062392,1,0.11792,0.061572,1,0.052685,0.092516,0.053593,1,0.052172,0.11725,0.054933,0.11159,1,0.059439,0.055692,0.071927,0.057683,0.063797,1,0.050711,0.082289,0.049883,0.087367,0.10954,0.064175,1,-
1,0.097618,1,0.16387,0.098405,1,0.061431,0.097241,0.070984,1,0.057879,0.083379,0.068346,0.1784,1,0.067431,0.054034,0.08392,0.067458,0.074797,1,0.051478,0.064102,0.058216,0.094093,0.12004,0.069813,1,-
1,0.09243,1,0.10569,0.070117,1,0.062303,0.090288,0.062297,1,0.062164,0.093368,0.061689,0.1346,1,0.071771,0.059015,0.074418,0.066482,0.072796,1,0.052683,0.057247,0.049929,0.067971,0.08338,0.064631,1,-
1,0.089662,1,0.16655,0.092269,1,0.059573,0.12217,0.068887,1,0.057867,0.10205,0.062403,0.16711,1,0.072045,0.060324,0.096596,0.067455,0.07189,1,0.052045,0.071396,0.055178,0.10619,0.15,0.071054,1,+
1,0.076956,1,0.19366,0.077633,1,0.05459,0.14002,0.059777,1,0.052141,0.1303,0.05853,0.18843,1,0.057711,0.051751,0.063345,0.057075,0.0603,1,0.052502,0.068141,0.050869,0.091167,0.12212,0.068057,1,+
1,0.12396,1,0.1443,0.095668,1,0.067283,0.1124,0.067135,1,0.067201,0.12549,0.065043,0.1382,1,0.076444,0.058017,0.092027,0.057537,0.05542,1,0.053195,0.069259,0.05283,0.082108,0.10555,0.0549,1,+
1,0.083299,1,0.098534,0.07342,1,0.061843,0.12401,0.061967,1,0.059134,0.11068,0.060662,0.19869,1,0.056058,0.056233,0.059896,0.068435,0.069654,1,0.052345,0.063549,0.050596,0.07587,0.087144,0.070921,1,+
1,0.069836,1,0.13391,0.08105,1,0.053512,0.10851,0.058733,1,0.051838,0.094015,0.058328,0.16941,1,0.056017,0.053694,0.063018,0.065811,0.070361,1,0.05224,0.068222,0.051366,0.10128,0.10913,0.073966,1,+
1,0.15096,1,0.31245,0.15067,1,0.060758,0.11242,0.065194,1,0.057432,0.10356,0.064506,0.22157,1,0.06822,0.066655,0.081518,0.07392,0.077784,1,0.052588,0.076431,0.054483,0.11991,0.14206,0.070142,1,+
1,0.10785,1,0.16972,0.16975,1,0.073528,0.21562,0.11715,1,0.068029,0.14807,0.10497,0.3352,1,0.062112,0.094858,0.089659,0.14162,0.15639,1,0.054917,0.066065,0.056389,0.094993,0.11456,0.10944,1,+
1,0.26846,1,0.35945,0.23953,1,0.13479,0.18404,0.14553,1,0.084458,0.10274,0.092553,0.12254,1,0.079186,0.076879,0.085631,0.088206,0.07599,1,0.063556,0.068942,0.06287,0.08633,0.080238,0.081762,1,+
1,0.060106,1,0.086654,0.059305,1,0.057122,0.082084,0.056926,1,0.055226,0.11112,0.055606,0.097874,1,0.06653,0.054905,0.070571,0.054421,0.058138,1,0.052139,0.083868,0.052426,0.081239,0.13607,0.0584,1,+
1,0.10479,1,0.21375,0.10286,1,0.06856,0.13717,0.073189,1,0.057253,0.084318,0.061621,0.10266,1,0.083915,0.062625,0.10562,0.066851,0.062121,1,0.055497,0.078558,0.054785,0.10552,0.082503,0.062217,1,+
1,0.064706,1,0.15169,0.076256,1,0.052705,0.15125,0.065038,1,0.054805,0.13446,0.067008,0.19768,1,0.058944,0.063691,0.073024,0.074504,0.075471,1,0.05385,0.067114,0.053332,0.08795,0.10843,0.075539,1,+
1,0.070196,1,0.12721,0.076827,1,0.054628,0.10873,0.06438,1,0.054539,0.090714,0.059958,0.18866,1,0.056839,0.052544,0.063308,0.066359,0.076664,1,0.052822,0.063,0.052391,0.080073,0.090939,0.073836,1,+
1,0.10316,1,0.16574,0.11385,1,0.064975,0.12306,0.074759,1,0.059929,0.088904,0.06439,0.097541,1,0.057274,0.05733,0.064782,0.062247,0.058578,1,0.051763,0.059844,0.052909,0.065143,0.073115,0.063761,1,+
